root;no_asm;no_8x8dct;no_cabac;no_deblock;no_fast_pskip;no_mbtree;no_mixed_refs;no_weightb;rc_lookahead;rc_lookahead_20;rc_lookahead_40;rc_lookahead_60;ref;ref_1;ref_5;ref_9;core;core1;core2;core3;core4;energy;performance
1;1;1;1;0;0;1;1;1;1;0;0;1;1;1;0;0;1;1;0;0;0;2.7528;86.65
1;1;1;1;0;0;1;1;1;1;0;0;1;1;1;0;0;1;0;1;0;0;1.8668;45.76
1;1;1;1;0;0;1;1;1;1;0;0;1;1;1;0;0;1;0;0;1;0;1.4418;31.3
1;1;1;1;0;0;1;1;1;1;0;0;1;1;0;1;0;1;0;0;0;1;1.6406;30.008
1;1;1;1;0;0;1;1;1;1;0;0;1;1;0;1;0;1;1;0;0;0;3.5742;111.856
1;1;1;1;0;0;1;1;1;1;0;0;1;1;0;1;0;1;0;1;0;0;2.29;59.044
1;1;1;1;0;0;1;1;1;1;0;0;1;1;0;1;0;1;0;0;1;0;1.9978;40.238
1;1;1;1;0;0;1;1;1;1;0;0;1;1;0;0;1;1;0;0;0;1;2.3976;39.126
1;1;1;1;0;0;1;1;1;1;0;0;1;1;0;0;1;1;1;0;0;0;4.5412;146.34
1;1;1;1;0;0;1;1;1;1;0;0;1;1;0;0;1;1;0;1;0;0;3.0556;76.81
1;1;1;1;0;0;1;1;1;1;0;0;1;1;0;0;1;1;0;0;1;0;2.598;52.18
1;1;1;1;0;0;1;1;0;1;1;0;0;1;1;0;0;1;0;0;0;1;1.2836;22.996
1;1;1;1;0;0;1;1;0;1;1;0;0;1;1;0;0;1;1;0;0;0;2.6654;86.092
1;1;1;1;0;0;1;1;0;1;1;0;0;1;1;0;0;1;0;1;0;0;1.863;45.748
1;1;1;1;0;0;1;1;0;1;1;0;0;1;1;0;0;1;0;0;1;0;1.4546;30.956
1;1;1;1;0;0;1;1;0;1;1;0;0;1;0;1;0;1;0;0;0;1;1.6364;29.742
1;1;1;1;0;0;1;1;0;1;1;0;0;1;0;1;0;1;1;0;0;0;3.6684;111.576
1;1;1;1;0;0;1;1;0;1;1;0;0;1;0;1;0;1;0;1;0;0;2.3682;58.824
1;1;1;1;0;0;1;1;0;1;1;0;0;1;0;1;0;1;0;0;1;0;1.872;40.09
1;1;1;1;0;0;1;1;0;1;1;0;0;1;0;0;1;1;0;0;0;1;2.1182;38.954
1;1;1;1;0;0;1;1;0;1;1;0;0;1;0;0;1;1;1;0;0;0;4.6706;146.25
1;1;1;1;0;0;1;1;0;1;1;0;0;1;0;0;1;1;0;1;0;0;3.0018;76.84
1;1;1;1;0;0;1;1;0;1;1;0;0;1;0;0;1;1;0;0;1;0;2.6148;52.054
1;1;1;1;0;0;1;1;0;1;0;1;0;1;1;0;0;1;0;0;0;1;1.233;23.12
1;1;1;1;0;0;1;1;0;1;0;1;0;1;1;0;0;1;1;0;0;0;2.6588;86.052
1;1;1;1;0;0;1;1;0;1;0;1;0;1;1;0;0;1;0;1;0;0;1.857;45.55
1;1;1;1;0;0;1;1;0;1;0;1;0;1;1;0;0;1;0;0;1;0;1.5174;30.792
1;1;1;1;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;0;0;1;1.717;29.734
1;1;1;1;0;0;1;1;0;1;0;1;0;1;0;1;0;1;1;0;0;0;3.45;111.566
1;1;1;1;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;2.3354;58.882
1;1;1;1;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;0;1;0;1.97;40.398
1;1;1;1;0;0;1;1;0;1;0;1;0;1;0;0;1;1;0;0;0;1;2.3094;39.01
1;1;1;1;0;0;1;1;0;1;0;1;0;1;0;0;1;1;1;0;0;0;4.7892;145.908
1;1;1;1;0;0;1;1;0;1;0;1;0;1;0;0;1;1;0;1;0;0;3.175;76.664
1;1;1;1;0;0;1;1;0;1;0;1;0;1;0;0;1;1;0;0;1;0;2.5894;52.184
1;1;1;1;0;0;1;1;0;1;0;0;1;1;1;0;0;1;0;0;0;1;1.2426;22.934
1;1;1;1;0;0;1;1;0;1;0;0;1;1;1;0;0;1;1;0;0;0;2.7362;85.976
1;1;1;1;0;0;1;1;0;1;0;0;1;1;1;0;0;1;0;1;0;0;1.7374;45.536
1;1;1;1;0;0;1;1;0;1;0;0;1;1;1;0;0;1;0;0;1;0;1.4554;30.692
1;1;1;1;0;0;1;1;0;1;0;0;1;1;0;1;0;1;0;0;0;1;1.6406;29.832
1;1;1;1;0;0;1;1;0;1;0;0;1;1;0;1;0;1;1;0;0;0;3.6678;111.634
1;1;1;1;0;0;1;1;0;1;0;0;1;1;0;1;0;1;0;1;0;0;2.3654;59.13
1;1;1;1;0;0;1;1;0;1;0;0;1;1;0;1;0;1;0;0;1;0;1.959;39.958
1;1;1;1;0;0;1;1;0;1;0;0;1;1;0;0;1;1;0;0;0;1;2.2864;38.966
1;1;1;1;0;0;1;1;0;1;0;0;1;1;0;0;1;1;1;0;0;0;4.8012;146.08
1;1;1;1;0;0;1;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;2.9688;76.686
1;1;1;1;0;0;1;1;0;1;0;0;1;1;0;0;1;1;0;0;1;0;2.412;52.136
1;1;1;1;0;0;1;0;1;1;1;0;0;1;1;0;0;1;0;0;0;1;1.2136;22.928
1;1;1;1;0;0;1;0;1;1;1;0;0;1;1;0;0;1;1;0;0;0;2.8486;86.616
1;1;1;1;0;0;1;0;1;1;1;0;0;1;1;0;0;1;0;1;0;0;1.8688;45.826
1;1;1;1;0;0;1;0;1;1;1;0;0;1;1;0;0;1;0;0;1;0;1.4394;30.918
1;1;1;1;0;0;1;0;1;1;1;0;0;1;0;1;0;1;0;0;0;1;1.9578;33.932
1;1;1;1;0;0;1;0;1;1;1;0;0;1;0;1;0;1;1;0;0;0;3.9564;126.51
1;1;1;1;0;0;1;0;1;1;1;0;0;1;0;1;0;1;0;1;0;0;2.7522;66.82
1;1;1;1;0;0;1;0;1;1;1;0;0;1;0;1;0;1;0;0;1;0;2.147;46.404
1;1;1;1;0;0;1;0;1;1;1;0;0;1;0;0;1;1;0;0;0;1;2.7406;46.252
1;1;1;1;0;0;1;0;1;1;1;0;0;1;0;0;1;1;1;0;0;0;5.4882;171.77
1;1;1;1;0;0;1;0;1;1;1;0;0;1;0;0;1;1;0;1;0;0;3.6604;90.616
1;1;1;1;0;0;1;0;1;1;1;0;0;1;0;0;1;1;0;0;1;0;3.107;63.06
1;1;1;1;0;0;1;0;1;1;0;1;0;1;1;0;0;1;0;0;0;1;1.2512;22.97
1;1;1;1;0;0;1;0;1;1;0;1;0;1;1;0;0;1;1;0;0;0;2.8522;86.884
1;1;1;1;0;0;1;0;1;1;0;1;0;1;1;0;0;1;0;1;0;0;1.7506;45.89
1;1;1;1;0;0;1;0;1;1;0;1;0;1;1;0;0;1;0;0;1;0;1.5044;30.908
1;1;1;1;0;0;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;1;1.877;33.836
1;1;1;1;0;0;1;0;1;1;0;1;0;1;0;1;0;1;1;0;0;0;4.1716;126.302
1;1;1;1;0;0;1;0;1;1;0;1;0;1;0;1;0;1;0;1;0;0;2.5888;66.818
1;1;1;1;0;0;1;0;1;1;0;1;0;1;0;1;0;1;0;0;1;0;2.1446;46.254
1;1;1;1;0;0;1;0;1;1;0;1;0;1;0;0;1;1;0;0;0;1;2.7278;46.19
1;1;1;1;0;0;1;0;1;1;0;1;0;1;0;0;1;1;1;0;0;0;5.4808;172.1
1;1;1;1;0;0;1;0;1;1;0;1;0;1;0;0;1;1;0;1;0;0;3.6652;90.64
1;1;1;1;0;0;1;0;1;1;0;1;0;1;0;0;1;1;0;0;1;0;2.9158;63.254
1;1;1;1;0;0;1;0;1;1;0;0;1;1;1;0;0;1;0;0;0;1;1.2964;23.036
1;1;1;1;0;0;1;0;1;1;0;0;1;1;1;0;0;1;1;0;0;0;2.6748;86.6
1;1;1;1;0;0;1;0;1;1;0;0;1;1;1;0;0;1;0;1;0;0;1.8898;45.908
1;1;1;1;0;0;1;0;1;1;0;0;1;1;1;0;0;1;0;0;1;0;1.4394;30.828
1;1;1;1;0;0;1;0;1;1;0;0;1;1;0;1;0;1;0;0;0;1;1.8888;33.89
1;1;1;1;0;0;1;0;1;1;0;0;1;1;0;1;0;1;1;0;0;0;4.1438;126.232
1;1;1;1;0;0;1;0;1;1;0;0;1;1;0;1;0;1;0;1;0;0;2.6282;66.712
1;1;1;1;0;0;1;0;1;1;0;0;1;1;0;1;0;1;0;0;1;0;2.107;46.274
1;1;1;1;0;0;1;0;1;1;0;0;1;1;0;0;1;1;0;0;0;1;2.74;46.204
1;1;1;1;0;0;1;0;1;1;0;0;1;1;0;0;1;1;1;0;0;0;5.6684;171.85
1;1;1;1;0;0;1;0;1;1;0;0;1;1;0;0;1;1;0;1;0;0;3.53;90.614
1;1;1;1;0;0;1;0;1;1;0;0;1;1;0;0;1;1;0;0;1;0;2.9278;63.19
1;1;1;1;0;0;1;0;0;1;1;0;0;1;1;0;0;1;0;0;0;1;1.2322;22.794
1;1;1;1;0;0;1;0;0;1;1;0;0;1;1;0;0;1;1;0;0;0;2.735;85.976
1;1;1;1;0;0;1;0;0;1;1;0;0;1;1;0;0;1;0;1;0;0;1.856;45.512
1;1;1;1;0;0;1;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;1.4842;30.764
1;1;1;1;0;0;1;0;0;1;1;0;0;1;0;1;0;1;0;0;0;1;1.9304;33.762
1;1;1;1;0;0;1;0;0;1;1;0;0;1;0;1;0;1;1;0;0;0;3.8962;125.826
1;1;1;1;0;0;1;0;0;1;1;0;0;1;0;1;0;1;0;1;0;0;2.6592;66.412
1;1;1;1;0;0;1;0;0;1;1;0;0;1;0;1;0;1;0;0;1;0;2.185;46.49
1;1;1;1;0;0;1;0;0;1;1;0;0;1;0;0;1;1;0;0;0;1;2.704;46.31
1;1;1;1;0;0;1;0;0;1;1;0;0;1;0;0;1;1;1;0;0;0;5.3132;171.528
1;1;1;1;0;0;1;0;0;1;1;0;0;1;0;0;1;1;0;1;0;0;3.5724;90.536
1;1;1;1;0;0;1;0;0;1;1;0;0;1;0;0;1;1;0;0;1;0;3.111;63.108
1;1;1;1;0;0;1;0;0;1;0;1;0;1;1;0;0;1;0;0;0;1;1.2184;22.78
1;1;1;1;0;0;1;0;0;1;0;1;0;1;1;0;0;1;1;0;0;0;2.8406;86.292
1;1;1;1;0;0;1;0;0;1;0;1;0;1;1;0;0;1;0;1;0;0;1.7414;45.496
1;1;1;1;0;0;1;0;0;1;0;1;0;1;1;0;0;1;0;0;1;0;1.4152;30.79
1;1;1;1;0;0;1;0;0;1;0;1;0;1;0;1;0;1;0;0;0;1;1.8544;33.82
1;1;1;1;0;0;1;0;0;1;0;1;0;1;0;1;0;1;1;0;0;0;4.1346;125.714
1;1;1;1;0;0;1;0;0;1;0;1;0;1;0;1;0;1;0;1;0;0;2.5796;66.472
1;1;1;1;0;0;1;0;0;1;0;1;0;1;0;1;0;1;0;0;1;0;2.2386;46.368
1;1;1;1;0;0;1;0;0;1;0;1;0;1;0;0;1;1;0;0;0;1;2.7388;46.222
1;1;1;1;0;0;1;0;0;1;0;1;0;1;0;0;1;1;1;0;0;0;5.3242;171.5
1;1;1;1;0;0;1;0;0;1;0;1;0;1;0;0;1;1;0;1;0;0;3.6578;90.55
1;1;1;1;0;0;1;0;0;1;0;1;0;1;0;0;1;1;0;0;1;0;2.9152;63.256
1;1;1;1;0;0;1;0;0;1;0;0;1;1;1;0;0;1;0;0;0;1;1.2604;22.99
1;1;1;1;0;0;1;0;0;1;0;0;1;1;1;0;0;1;1;0;0;0;2.7742;86.174
1;1;1;1;0;0;1;0;0;1;0;0;1;1;1;0;0;1;0;1;0;0;1.8586;45.498
1;1;1;1;0;0;1;0;0;1;0;0;1;1;1;0;0;1;0;0;1;0;1.4656;30.734
1;1;1;1;0;0;1;0;0;1;0;0;1;1;0;1;0;1;0;0;0;1;1.8598;33.636
1;1;1;1;0;0;1;0;0;1;0;0;1;1;0;1;0;1;1;0;0;0;4.132;125.778
1;1;1;1;0;0;1;0;0;1;0;0;1;1;0;1;0;1;0;1;0;0;2.5656;66.39
1;1;1;1;0;0;1;0;0;1;0;0;1;1;0;1;0;1;0;0;1;0;2.2476;46.214
1;1;1;1;0;0;1;0;0;1;0;0;1;1;0;0;1;1;0;0;0;1;2.5138;46.102
1;1;1;1;0;0;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;0;5.3058;171.48
1;1;1;1;0;0;1;0;0;1;0;0;1;1;0;0;1;1;0;1;0;0;3.6012;90.466
1;1;1;1;0;0;1;0;0;1;0;0;1;1;0;0;1;1;0;0;1;0;3.1392;63.298
1;1;1;1;0;0;0;1;1;1;1;0;0;1;1;0;0;1;0;0;0;1;1.1462;21.586
1;1;1;1;0;0;0;1;1;1;1;0;0;1;1;0;0;1;1;0;0;0;2.424;78.442
1;1;1;1;0;0;0;1;1;1;1;0;0;1;1;0;0;1;0;1;0;0;1.6964;41.722
1;1;1;1;0;0;0;1;1;1;1;0;0;1;1;0;0;1;0;0;1;0;1.331;28.428
1;1;1;1;0;0;0;1;1;1;1;0;0;1;0;1;0;1;0;0;0;1;1.577;28.22
1;1;1;1;0;0;0;1;1;1;1;0;0;1;0;1;0;1;1;0;0;0;3.1828;102.73
1;1;1;1;0;0;0;1;1;1;1;0;0;1;0;1;0;1;0;1;0;0;2.1634;54.504
1;1;1;1;0;0;0;1;1;1;1;0;0;1;0;1;0;1;0;0;1;0;1.7494;37.616
1;1;1;1;0;0;0;1;1;1;1;0;0;1;0;0;1;1;0;0;0;1;2.1592;36.978
1;1;1;1;0;0;0;1;1;1;1;0;0;1;0;0;1;1;1;0;0;0;4.3242;135.496
1;1;1;1;0;0;0;1;1;1;1;0;0;1;0;0;1;1;0;1;0;0;2.8174;71.616
1;1;1;1;0;0;0;1;1;1;1;0;0;1;0;0;1;1;0;0;1;0;2.4246;48.824
1;1;1;1;0;0;0;1;1;1;0;1;0;1;1;0;0;1;0;0;0;1;1.1748;22.29
1;1;1;1;0;0;0;1;1;1;0;1;0;1;1;0;0;1;1;0;0;0;2.444;79.054
1;1;1;1;0;0;0;1;1;1;0;1;0;1;1;0;0;1;0;1;0;0;1.6192;42.344
1;1;1;1;0;0;0;1;1;1;0;1;0;1;1;0;0;1;0;0;1;0;1.349;29.364
1;1;1;1;0;0;0;1;1;1;0;1;0;1;0;1;0;1;0;0;0;1;1.5546;28.638
1;1;1;1;0;0;0;1;1;1;0;1;0;1;0;1;0;1;1;0;0;0;3.4076;103.476
1;1;1;1;0;0;0;1;1;1;0;1;0;1;0;1;0;1;0;1;0;0;2.1132;55.12
1;1;1;1;0;0;0;1;1;1;0;1;0;1;0;1;0;1;0;0;1;0;1.7948;37.938
1;1;1;1;0;0;0;1;1;1;0;1;0;1;0;0;1;1;0;0;0;1;2.1398;37.226
1;1;1;1;0;0;0;1;1;1;0;1;0;1;0;0;1;1;1;0;0;0;4.459;135.862
1;1;1;1;0;0;0;1;1;1;0;1;0;1;0;0;1;1;0;1;0;0;2.9406;72.086
1;1;1;1;0;0;0;1;1;1;0;1;0;1;0;0;1;1;0;0;1;0;2.2704;49.338
1;1;1;1;0;0;0;1;1;1;0;0;1;1;1;0;0;1;0;0;0;1;1.228;23.048
1;1;1;1;0;0;0;1;1;1;0;0;1;1;1;0;0;1;1;0;0;0;2.5338;79.322
1;1;1;1;0;0;0;1;1;1;0;0;1;1;1;0;0;1;0;1;0;0;1.7422;42.604
1;1;1;1;0;0;0;1;1;1;0;0;1;1;1;0;0;1;0;0;1;0;1.329;29.71
1;1;1;1;0;0;0;1;1;1;0;0;1;1;0;1;0;1;0;0;0;1;1.5304;29.14
1;1;1;1;0;0;0;1;1;1;0;0;1;1;0;1;0;1;1;0;0;0;3.393;103.728
1;1;1;1;0;0;0;1;1;1;0;0;1;1;0;1;0;1;0;1;0;0;2.2078;55.532
1;1;1;1;0;0;0;1;1;1;0;0;1;1;0;1;0;1;0;0;1;0;1.7804;38.396
1;1;1;1;0;0;0;1;1;1;0;0;1;1;0;0;1;1;0;0;0;1;2.024;37.83
1;1;1;1;0;0;0;1;1;1;0;0;1;1;0;0;1;1;1;0;0;0;4.483;136.484
1;1;1;1;0;0;0;1;1;1;0;0;1;1;0;0;1;1;0;1;0;0;2.7866;72.55
1;1;1;1;0;0;0;1;1;1;0;0;1;1;0;0;1;1;0;0;1;0;2.4452;50.01
1;1;1;1;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0;0;1;1.1468;21.556
1;1;1;1;0;0;0;1;0;1;1;0;0;1;1;0;0;1;1;0;0;0;2.4206;78.274
1;1;1;1;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;1;0;0;1.6938;41.64
1;1;1;1;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0;1;0;1.3892;28.77
1;1;1;1;0;0;0;1;0;1;1;0;0;1;0;1;0;1;0;0;0;1;1.6064;28.016
1;1;1;1;0;0;0;1;0;1;1;0;0;1;0;1;0;1;1;0;0;0;3.1798;102.938
1;1;1;1;0;0;0;1;0;1;1;0;0;1;0;1;0;1;0;1;0;0;2.208;54.768
1;1;1;1;0;0;0;1;0;1;1;0;0;1;0;1;0;1;0;0;1;0;1.7948;37.598
1;1;1;1;0;0;0;1;0;1;1;0;0;1;0;0;1;1;0;0;0;1;2.1602;36.91
1;1;1;1;0;0;0;1;0;1;1;0;0;1;0;0;1;1;1;0;0;0;4.3368;135.81
1;1;1;1;0;0;0;1;0;1;1;0;0;1;0;0;1;1;0;1;0;0;2.883;71.694
1;1;1;1;0;0;0;1;0;1;1;0;0;1;0;0;1;1;0;0;1;0;2.4258;49.054
1;1;1;1;0;0;0;1;0;1;0;1;0;1;1;0;0;1;0;0;0;1;1.1532;22.394
1;1;1;1;0;0;0;1;0;1;0;1;0;1;1;0;0;1;1;0;0;0;2.4308;78.9
1;1;1;1;0;0;0;1;0;1;0;1;0;1;1;0;0;1;0;1;0;0;1.626;42.288
1;1;1;1;0;0;0;1;0;1;0;1;0;1;1;0;0;1;0;0;1;0;1.3138;29.24
1;1;1;1;0;0;0;1;0;1;0;1;0;1;0;1;0;1;0;0;0;1;1.5506;28.9
1;1;1;1;0;0;0;1;0;1;0;1;0;1;0;1;0;1;1;0;0;0;3.405;103.57
1;1;1;1;0;0;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;2.1218;55.174
1;1;1;1;0;0;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;0;1.8132;38.054
1;1;1;1;0;0;0;1;0;1;0;1;0;1;0;0;1;1;0;0;0;1;2.152;37.484
1;1;1;1;0;0;0;1;0;1;0;1;0;1;0;0;1;1;1;0;0;0;4.2874;136.418
1;1;1;1;0;0;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;0;2.8916;72.204
1;1;1;1;0;0;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;0;2.2672;49.814
1;1;1;1;0;0;0;1;0;1;0;0;1;1;1;0;0;1;0;0;0;1;1.2324;23.06
1;1;1;1;0;0;0;1;0;1;0;0;1;1;1;0;0;1;1;0;0;0;2.4454;79.476
1;1;1;1;0;0;0;1;0;1;0;0;1;1;1;0;0;1;0;1;0;0;1.7358;42.758
1;1;1;1;0;0;0;1;0;1;0;0;1;1;1;0;0;1;0;0;1;0;1.3662;29.896
1;1;1;1;0;0;0;1;0;1;0;0;1;1;0;1;0;1;0;0;0;1;1.5642;29.412
1;1;1;1;0;0;0;1;0;1;0;0;1;1;0;1;0;1;1;0;0;0;3.4172;104.082
1;1;1;1;0;0;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;0;2.1184;55.588
1;1;1;1;0;0;0;1;0;1;0;0;1;1;0;1;0;1;0;0;1;0;1.7938;38.846
1;1;1;1;0;0;0;1;0;1;0;0;1;1;0;0;1;1;0;0;0;1;2.042;38.064
1;1;1;1;0;0;0;1;0;1;0;0;1;1;0;0;1;1;1;0;0;0;4.4932;136.942
1;1;1;1;0;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;2.8754;72.618
1;1;1;1;0;0;0;1;0;1;0;0;1;1;0;0;1;1;0;0;1;0;2.493;50.196
1;1;1;1;0;0;0;0;1;1;1;0;0;1;1;0;0;1;0;0;0;1;1.2776;21.694
1;1;1;1;0;0;0;0;1;1;1;0;0;1;1;0;0;1;1;0;0;0;2.506;78.356
1;1;1;1;0;0;0;0;1;1;1;0;0;1;1;0;0;1;0;1;0;0;1.7388;41.95
1;1;1;1;0;0;0;0;1;1;1;0;0;1;1;0;0;1;0;0;1;0;1.3626;28.7
1;1;1;1;0;0;0;0;1;1;1;0;0;1;0;1;0;1;0;0;0;1;1.6502;31.096
1;1;1;1;0;0;0;0;1;1;1;0;0;1;0;1;0;1;1;0;0;0;3.7532;113.968
1;1;1;1;0;0;0;0;1;1;1;0;0;1;0;1;0;1;0;1;0;0;2.4302;60.416
1;1;1;1;0;0;0;0;1;1;1;0;0;1;0;1;0;1;0;0;1;0;1.9456;42.198
1;1;1;1;0;0;0;0;1;1;1;0;0;1;0;0;1;1;0;0;0;1;2.569;42.36
1;1;1;1;0;0;0;0;1;1;1;0;0;1;0;0;1;1;1;0;0;0;4.8118;155.458
1;1;1;1;0;0;0;0;1;1;1;0;0;1;0;0;1;1;0;1;0;0;3.2084;82.356
1;1;1;1;0;0;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;0;2.8272;57.31
1;1;1;1;0;0;0;0;1;1;0;1;0;1;1;0;0;1;0;0;0;1;1.307;22.34
1;1;1;1;0;0;0;0;1;1;0;1;0;1;1;0;0;1;1;0;0;0;2.602;78.824
1;1;1;1;0;0;0;0;1;1;0;1;0;1;1;0;0;1;0;1;0;0;1.7432;42.21
1;1;1;1;0;0;0;0;1;1;0;1;0;1;1;0;0;1;0;0;1;0;1.3376;29.232
1;1;1;1;0;0;0;0;1;1;0;1;0;1;0;1;0;1;0;0;0;1;1.7314;31.76
1;1;1;1;0;0;0;0;1;1;0;1;0;1;0;1;0;1;1;0;0;0;3.7698;114.664
1;1;1;1;0;0;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;0;2.4112;61.056
1;1;1;1;0;0;0;0;1;1;0;1;0;1;0;1;0;1;0;0;1;0;2.0288;42.744
1;1;1;1;0;0;0;0;1;1;0;1;0;1;0;0;1;1;0;0;0;1;2.4964;42.97
1;1;1;1;0;0;0;0;1;1;0;1;0;1;0;0;1;1;1;0;0;0;5.1182;155.83
1;1;1;1;0;0;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;0;3.3262;82.968
1;1;1;1;0;0;0;0;1;1;0;1;0;1;0;0;1;1;0;0;1;0;2.662;57.92
1;1;1;1;0;0;0;0;1;1;0;0;1;1;1;0;0;1;0;0;0;1;1.246;22.982
1;1;1;1;0;0;0;0;1;1;0;0;1;1;1;0;0;1;1;0;0;0;2.537;79.292
1;1;1;1;0;0;0;0;1;1;0;0;1;1;1;0;0;1;0;1;0;0;1.7366;42.716
1;1;1;1;0;0;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;0;1.3944;30.138
1;1;1;1;0;0;0;0;1;1;0;0;1;1;0;1;0;1;0;0;0;1;1.7362;32.32
1;1;1;1;0;0;0;0;1;1;0;0;1;1;0;1;0;1;1;0;0;0;3.7862;115.122
1;1;1;1;0;0;0;0;1;1;0;0;1;1;0;1;0;1;0;1;0;0;2.4024;61.282
1;1;1;1;0;0;0;0;1;1;0;0;1;1;0;1;0;1;0;0;1;0;1.977;43.148
1;1;1;1;0;0;0;0;1;1;0;0;1;1;0;0;1;1;0;0;0;1;2.332;43.352
1;1;1;1;0;0;0;0;1;1;0;0;1;1;0;0;1;1;1;0;0;0;5.1484;156.34
1;1;1;1;0;0;0;0;1;1;0;0;1;1;0;0;1;1;0;1;0;0;3.2152;83.124
1;1;1;1;0;0;0;0;1;1;0;0;1;1;0;0;1;1;0;0;1;0;2.8612;58.178
1;1;1;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;0;1;1.183;21.636
1;1;1;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;1;0;0;0;2.5498;78.16
1;1;1;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;1;0;0;1.7286;41.756
1;1;1;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;1.3452;28.612
1;1;1;1;0;0;0;0;0;1;1;0;0;1;0;1;0;1;0;0;0;1;1.8004;31.33
1;1;1;1;0;0;0;0;0;1;1;0;0;1;0;1;0;1;1;0;0;0;3.659;114.088
1;1;1;1;0;0;0;0;0;1;1;0;0;1;0;1;0;1;0;1;0;0;2.4232;60.6
1;1;1;1;0;0;0;0;0;1;1;0;0;1;0;1;0;1;0;0;1;0;1.9672;42.238
1;1;1;1;0;0;0;0;0;1;1;0;0;1;0;0;1;1;0;0;0;1;2.2822;42.47
1;1;1;1;0;0;0;0;0;1;1;0;0;1;0;0;1;1;1;0;0;0;4.975;155.706
1;1;1;1;0;0;0;0;0;1;1;0;0;1;0;0;1;1;0;1;0;0;3.2606;82.424
1;1;1;1;0;0;0;0;0;1;1;0;0;1;0;0;1;1;0;0;1;0;2.7126;57.47
1;1;1;1;0;0;0;0;0;1;0;1;0;1;1;0;0;1;0;0;0;1;1.1658;22.312
1;1;1;1;0;0;0;0;0;1;0;1;0;1;1;0;0;1;1;0;0;0;2.5704;78.842
1;1;1;1;0;0;0;0;0;1;0;1;0;1;1;0;0;1;0;1;0;0;1.75;42.506
1;1;1;1;0;0;0;0;0;1;0;1;0;1;1;0;0;1;0;0;1;0;1.3274;29.466
1;1;1;1;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0;1;1.7626;31.846
1;1;1;1;0;0;0;0;0;1;0;1;0;1;0;1;0;1;1;0;0;0;3.5514;114.79
1;1;1;1;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;1;0;0;2.3546;61.266
1;1;1;1;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;0;1;0;2.0844;43.164
1;1;1;1;0;0;0;0;0;1;0;1;0;1;0;0;1;1;0;0;0;1;2.3494;43.108
1;1;1;1;0;0;0;0;0;1;0;1;0;1;0;0;1;1;1;0;0;0;4.8338;156.276
1;1;1;1;0;0;0;0;0;1;0;1;0;1;0;0;1;1;0;1;0;0;3.4178;83.146
1;1;1;1;0;0;0;0;0;1;0;1;0;1;0;0;1;1;0;0;1;0;2.7128;58.23
1;1;1;1;0;0;0;0;0;1;0;0;1;1;1;0;0;1;0;0;0;1;1.2236;22.984
1;1;1;1;0;0;0;0;0;1;0;0;1;1;1;0;0;1;1;0;0;0;2.5394;79.53
1;1;1;1;0;0;0;0;0;1;0;0;1;1;1;0;0;1;0;1;0;0;1.6648;42.996
1;1;1;1;0;0;0;0;0;1;0;0;1;1;1;0;0;1;0;0;1;0;1.3958;29.798
1;1;1;1;0;0;0;0;0;1;0;0;1;1;0;1;0;1;0;0;0;1;1.7158;32.598
1;1;1;1;0;0;0;0;0;1;0;0;1;1;0;1;0;1;1;0;0;0;3.722;115.436
1;1;1;1;0;0;0;0;0;1;0;0;1;1;0;1;0;1;0;1;0;0;2.4618;61.806
1;1;1;1;0;0;0;0;0;1;0;0;1;1;0;1;0;1;0;0;1;0;1.96;43.532
1;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;1;1;0;0;0;1;2.643;43.956
1;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;1;1;1;0;0;0;4.8556;156.802
1;1;1;1;0;0;0;0;0;1;0;0;1;1;0;0;1;1;0;1;0;0;3.2264;83.378
