root;no_asm;no_8x8dct;no_cabac;no_deblock;no_fast_pskip;no_mbtree;no_mixed_refs;no_weightb;rc_lookahead;rc_lookahead_20;rc_lookahead_40;rc_lookahead_60;ref;ref_1;ref_5;ref_9;core;core1;core2;core3;core4;energy;performance
1;1;1;1;1;1;1;0;0;1;0;0;1;1;0;0;1;1;0;0;1;0;3.2278;71.242
1;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;1;0;0;0;1;1.143;21.906
1;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;1;1;0;0;0;2.4642;79.25
1;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;1;0;1;0;0;1.7242;42.334
1;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;1;0;0;1;0;1.3928;28.938
1;1;1;1;1;1;0;1;1;1;1;0;0;1;0;1;0;1;0;0;0;1;1.64;30.204
1;1;1;1;1;1;0;1;1;1;1;0;0;1;0;1;0;1;1;0;0;0;3.6292;110.394
1;1;1;1;1;1;0;1;1;1;1;0;0;1;0;1;0;1;0;1;0;0;2.4002;58.852
1;1;1;1;1;1;0;1;1;1;1;0;0;1;0;1;0;1;0;0;1;0;1.9214;41.07
1;1;1;1;1;1;0;1;1;1;1;0;0;1;0;0;1;1;0;0;0;1;2.2166;40.79
1;1;1;1;1;1;0;1;1;1;1;0;0;1;0;0;1;1;1;0;0;0;4.7672;149.592
1;1;1;1;1;1;0;1;1;1;1;0;0;1;0;0;1;1;0;1;0;0;3.2192;79.904
1;1;1;1;1;1;0;1;1;1;1;0;0;1;0;0;1;1;0;0;1;0;2.7462;56.06
1;1;1;1;1;1;0;1;1;1;0;1;0;1;1;0;0;1;0;0;0;1;1.234;22.664
1;1;1;1;1;1;0;1;1;1;0;1;0;1;1;0;0;1;1;0;0;0;2.475;80.102
1;1;1;1;1;1;0;1;1;1;0;1;0;1;1;0;0;1;0;1;0;0;1.7464;42.904
1;1;1;1;1;1;0;1;1;1;0;1;0;1;1;0;0;1;0;0;1;0;1.4288;29.632
1;1;1;1;1;1;0;1;1;1;0;1;0;1;0;1;0;1;0;0;0;1;1.6736;30.64
1;1;1;1;1;1;0;1;1;1;0;1;0;1;0;1;0;1;1;0;0;0;3.4246;110.968
1;1;1;1;1;1;0;1;1;1;0;1;0;1;0;1;0;1;0;1;0;0;2.2974;59.44
1;1;1;1;1;1;0;1;1;1;0;1;0;1;0;1;0;1;0;0;1;0;1.929;41.368
1;1;1;1;1;1;0;1;1;1;0;1;0;1;0;0;1;1;0;0;0;1;2.3818;41.228
1;1;1;1;1;1;0;1;1;1;0;1;0;1;0;0;1;1;1;0;0;0;4.9378;150.036
1;1;1;1;1;1;0;1;1;1;0;1;0;1;0;0;1;1;0;1;0;0;3.2336;80.554
1;1;1;1;1;1;0;1;1;1;0;1;0;1;0;0;1;1;0;0;1;0;2.7472;56.438
1;1;1;1;1;1;0;1;1;1;0;0;1;1;1;0;0;1;0;0;0;1;1.1884;23.268
1;1;1;1;1;1;0;1;1;1;0;0;1;1;1;0;0;1;1;0;0;0;2.575;80.502
1;1;1;1;1;1;0;1;1;1;0;0;1;1;1;0;0;1;0;1;0;0;1.647;43.192
1;1;1;1;1;1;0;1;1;1;0;0;1;1;1;0;0;1;0;0;1;0;1.3586;30.266
1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;1;0;1;0;0;0;1;1.7826;31.366
1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;1;0;1;1;0;0;0;3.6976;111.308
1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;1;0;1;0;1;0;0;2.3012;59.786
1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;1;0;1;0;0;1;0;2.0132;41.736
1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;0;1;1;0;0;0;1;2.4406;41.786
1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;0;1;1;1;0;0;0;5.0156;150.78
1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;0;1;1;0;1;0;0;3.2024;80.82
1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;0;1;1;0;0;1;0;2.596;56.862
1;1;1;1;1;1;0;1;0;1;1;0;0;1;1;0;0;1;0;0;0;1;1.1552;22.168
1;1;1;1;1;1;0;1;0;1;1;0;0;1;1;0;0;1;1;0;0;0;2.616;79.33
1;1;1;1;1;1;0;1;0;1;1;0;0;1;1;0;0;1;0;1;0;0;1.7228;42.308
1;1;1;1;1;1;0;1;0;1;1;0;0;1;1;0;0;1;0;0;1;0;1.3734;29.078
1;1;1;1;1;1;0;1;0;1;1;0;0;1;0;1;0;1;0;0;0;1;1.6322;30.136
1;1;1;1;1;1;0;1;0;1;1;0;0;1;0;1;0;1;1;0;0;0;3.613;110.004
1;1;1;1;1;1;0;1;0;1;1;0;0;1;0;1;0;1;0;1;0;0;2.3566;58.786
1;1;1;1;1;1;0;1;0;1;1;0;0;1;0;1;0;1;0;0;1;0;1.9336;41.164
1;1;1;1;1;1;0;1;0;1;1;0;0;1;0;0;1;1;0;0;0;1;2.2002;40.842
1;1;1;1;1;1;0;1;0;1;1;0;0;1;0;0;1;1;1;0;0;0;4.7614;149.054
1;1;1;1;1;1;0;1;0;1;1;0;0;1;0;0;1;1;0;1;0;0;3.0928;79.818
1;1;1;1;1;1;0;1;0;1;1;0;0;1;0;0;1;1;0;0;1;0;2.7214;56.19
1;1;1;1;1;1;0;1;0;1;0;1;0;1;1;0;0;1;0;0;0;1;1.2286;23.092
1;1;1;1;1;1;0;1;0;1;0;1;0;1;1;0;0;1;1;0;0;0;2.6268;80.156
1;1;1;1;1;1;0;1;0;1;0;1;0;1;1;0;0;1;0;1;0;0;1.7374;42.69
1;1;1;1;1;1;0;1;0;1;0;1;0;1;1;0;0;1;0;0;1;0;1.3358;29.806
1;1;1;1;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;0;1;1.6706;30.834
1;1;1;1;1;1;0;1;0;1;0;1;0;1;0;1;0;1;1;0;0;0;3.4346;111.042
1;1;1;1;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;2.3344;59.27
1;1;1;1;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;0;1.8856;41.478
1;1;1;1;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;0;1;2.413;41.46
1;1;1;1;1;1;0;1;0;1;0;1;0;1;0;0;1;1;1;0;0;0;4.7564;149.878
1;1;1;1;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;0;3.2022;80.35
1;1;1;1;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;0;2.7566;56.482
1;1;1;1;1;1;0;1;0;1;0;0;1;1;1;0;0;1;0;0;0;1;1.2118;23.282
1;1;1;1;1;1;0;1;0;1;0;0;1;1;1;0;0;1;1;0;0;0;2.483;80.474
1;1;1;1;1;1;0;1;0;1;0;0;1;1;1;0;0;1;0;1;0;0;1.6738;43.338
1;1;1;1;1;1;0;1;0;1;0;0;1;1;1;0;0;1;0;0;1;0;1.37;30.302
1;1;1;1;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;0;0;1;1.7718;31.458
1;1;1;1;1;1;0;1;0;1;0;0;1;1;0;1;0;1;1;0;0;0;3.6852;111.342
1;1;1;1;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;0;2.3282;59.802
1;1;1;1;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;0;1;0;1.8962;42.104
1;1;1;1;1;1;0;1;0;1;0;0;1;1;0;0;1;1;0;0;0;1;2.4216;41.978
1;1;1;1;1;1;0;1;0;1;0;0;1;1;0;0;1;1;1;0;0;0;4.9504;150.172
1;1;1;1;1;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;3.1092;80.966
1;1;1;1;1;1;0;1;0;1;0;0;1;1;0;0;1;1;0;0;1;0;2.6072;56.994
1;1;1;1;1;1;0;0;1;1;1;0;0;1;1;0;0;1;0;0;0;1;1.1468;21.714
1;1;1;1;1;1;0;0;1;1;1;0;0;1;1;0;0;1;1;0;0;0;2.523;79.3
1;1;1;1;1;1;0;0;1;1;1;0;0;1;1;0;0;1;0;1;0;0;1.6164;42.238
1;1;1;1;1;1;0;0;1;1;1;0;0;1;1;0;0;1;0;0;1;0;1.328;28.922
1;1;1;1;1;1;0;0;1;1;1;0;0;1;0;1;0;1;0;0;0;1;1.8064;33.498
1;1;1;1;1;1;0;0;1;1;1;0;0;1;0;1;0;1;1;0;0;0;4.038;122.666
1;1;1;1;1;1;0;0;1;1;1;0;0;1;0;1;0;1;0;1;0;0;2.6088;65.43
1;1;1;1;1;1;0;0;1;1;1;0;0;1;0;1;0;1;0;0;1;0;2.143;46.406
1;1;1;1;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;0;1;2.7336;46.682
1;1;1;1;1;1;0;0;1;1;1;0;0;1;0;0;1;1;1;0;0;0;5.2996;170.97
1;1;1;1;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;1;0;0;3.5972;91.398
1;1;1;1;1;1;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;0;2.9894;66.204
1;1;1;1;1;1;0;0;1;1;0;1;0;1;1;0;0;1;0;0;0;1;1.2356;22.816
1;1;1;1;1;1;0;0;1;1;0;1;0;1;1;0;0;1;1;0;0;0;2.6536;80.34
1;1;1;1;1;1;0;0;1;1;0;1;0;1;1;0;0;1;0;1;0;0;1.7394;42.83
1;1;1;1;1;1;0;0;1;1;0;1;0;1;1;0;0;1;0;0;1;0;1.3156;29.398
1;1;1;1;1;1;0;0;1;1;0;1;0;1;0;1;0;1;0;0;0;1;1.8722;34.188
1;1;1;1;1;1;0;0;1;1;0;1;0;1;0;1;0;1;1;0;0;0;3.8128;123.274
1;1;1;1;1;1;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;0;2.5418;65.806
1;1;1;1;1;1;0;0;1;1;0;1;0;1;0;1;0;1;0;0;1;0;2.2442;46.988
1;1;1;1;1;1;0;0;1;1;0;1;0;1;0;0;1;1;0;0;0;1;2.7826;47.31
1;1;1;1;1;1;0;0;1;1;0;1;0;1;0;0;1;1;1;0;0;0;5.321;171.428
1;1;1;1;1;1;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;0;3.793;92.04
1;1;1;1;1;1;0;0;1;1;0;1;0;1;0;0;1;1;0;0;1;0;3.2088;66.68
1;1;1;1;1;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;0;1;1.215;23.334
1;1;1;1;1;1;0;0;1;1;0;0;1;1;1;0;0;1;1;0;0;0;2.5758;80.566
1;1;1;1;1;1;0;0;1;1;0;0;1;1;1;0;0;1;0;1;0;0;1.6666;43.296
1;1;1;1;1;1;0;0;1;1;0;0;1;1;1;0;0;1;0;0;1;0;1.4004;29.97
1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;1;0;1;0;0;0;1;1.9718;34.796
1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;1;0;1;1;0;0;0;4.0772;123.538
1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;1;0;1;0;1;0;0;2.638;66.262
1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;1;0;1;0;0;1;0;2.2696;47.424
1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;0;1;1;0;0;0;1;2.796;47.72
1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;0;1;1;1;0;0;0;5.346;172.042
1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;0;1;1;0;1;0;0;3.5824;92.494
1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;0;1;1;0;0;1;0;3.0276;66.908
1;1;1;1;1;1;0;0;0;1;1;0;0;1;1;0;0;1;0;0;0;1;1.1524;21.942
1;1;1;1;1;1;0;0;0;1;1;0;0;1;1;0;0;1;1;0;0;0;2.4488;79.414
