workload;root;LZP;ROLZX;RANK;TEXT;skip;TPAQ;BWTS;LZ;blocksize_1MB;MTFT;blocksize_1KB;entropy;SRT;X86;checksum;FPAQ;RLT;BWT;blocksize_1GB;jobs_8;jobs_1;jobs_4;TPAQX;CM;ZRLT;Range;ROLZ;ANS0;ANS1;Huffman;energy;performance
v5.12.tar;1;0;0;0;1;1;0;0;1;1;1;0;1;1;0;0;0;1;1;0;0;1;0;1;0;0;0;1;0;0;0;6132.716533894;328.352
v5.12.tar;1;0;0;0;1;0;0;1;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;2501.27249093;117.182
v5.12.tar;1;0;0;0;1;1;0;1;1;1;1;0;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;6642.718080012;347.102
v5.12.tar;1;0;1;0;1;1;0;1;1;1;1;0;1;1;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;3180.387650894;64.374
v5.12.tar;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1085.998982352;18.896
v5.12.tar;1;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1529.443435172;45.63
v5.12.tar;1;0;0;0;1;0;0;1;1;1;1;0;1;0;1;0;0;1;1;0;0;1;0;1;0;0;0;1;0;0;0;6974.037858292;354.7
v5.12.tar;1;0;0;0;1;0;0;1;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;2224.717720736;100.162
v5.12.tar;1;0;0;0;0;1;0;0;0;1;0;0;1;0;1;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;334.23054761;5.214
v5.12.tar;1;0;0;0;1;1;0;1;1;1;1;0;1;0;1;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;6345.824322006;301.684
v5.12.tar;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;506.853522754;13.65
v5.12.tar;1;0;0;0;1;1;0;1;1;1;1;0;1;0;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;5787.320135872;295.456
v5.12.tar;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;382.394265316;5.528
v5.12.tar;1;0;0;0;1;1;0;1;0;1;1;0;1;0;1;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;6073.385526088;308.682
v5.12.tar;1;0;0;1;0;1;0;0;0;0;1;1;1;0;1;0;0;1;1;0;1;0;0;0;1;1;0;0;0;0;0;6268.23997797;107.936
v5.12.tar;1;0;1;0;1;1;0;1;0;1;1;0;1;1;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;2965.810728388;59.91
v5.12.tar;1;0;1;1;0;1;0;0;0;0;1;1;1;0;0;0;0;1;1;0;1;0;0;0;1;1;0;0;0;0;0;47932.243771488;980.728
v5.12.tar;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;459.63639711;11.38
v5.12.tar;1;1;0;0;1;0;0;1;1;0;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;138475.816543962;2780.658
v5.12.tar;1;0;0;0;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1257.666641822;20.438
v5.12.tar;1;0;1;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;43182.033379354;907.776
v5.12.tar;1;0;1;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;3479.49260012;161.334
v5.12.tar;1;0;0;0;0;1;0;0;1;1;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;338.185251402;4.798
v5.12.tar;1;1;0;1;1;1;0;0;0;1;1;0;1;1;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;3231.930251922;153.826
v5.12.tar;1;0;0;0;1;1;0;1;1;1;1;0;1;0;0;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;6437.416182446;301.724
v5.12.tar;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;534.243415752;8.504
v5.12.tar;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;944.26095771;19.434
v5.12.tar;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;664.946263404;12.256
v5.12.tar;1;0;0;0;1;0;0;1;0;1;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;3035.676346744;141.058
v5.12.tar;1;0;0;0;1;0;0;1;1;1;1;0;1;0;1;1;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;6629.490716788;343.024
v5.12.tar;1;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1456.198081888;41.038
v5.12.tar;1;1;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;2405.36319057;112.024
v5.12.tar;1;0;0;0;0;1;0;1;0;0;0;1;1;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;3592.259520274;76.168
v5.12.tar;1;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;2573.488722372;125.806
v5.12.tar;1;1;0;1;1;1;0;0;0;1;0;0;1;1;1;1;0;0;1;0;0;0;1;0;0;1;0;1;0;1;0;2140.438823142;43.312
v5.12.tar;1;0;0;1;0;1;0;0;1;0;0;1;1;0;1;0;0;1;1;0;1;0;0;0;1;1;0;0;0;0;0;6693.774326976;114.354
v5.12.tar;1;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;914.15739079;25.922
v5.12.tar;1;0;0;0;1;0;0;1;0;1;1;0;1;0;1;1;0;1;1;0;0;1;0;1;0;0;0;1;0;0;0;5961.226002208;309.478
v5.12.tar;1;0;0;0;1;0;0;1;1;1;1;0;1;0;0;1;0;1;1;0;0;1;0;1;0;0;0;1;0;0;0;6783.926720694;350.722
v5.12.tar;1;0;0;0;1;1;0;1;0;1;1;0;1;0;1;1;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;6132.33940974;313.244
v5.12.tar;1;1;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;2317.704350172;105.418
v5.12.tar;1;0;0;0;1;1;0;1;1;1;1;0;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;6546.987265364;344.428
v5.12.tar;1;1;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;3521.248348194;168.414
v5.12.tar;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1133.521390592;20.222
v5.12.tar;1;0;0;0;1;1;0;1;0;1;1;0;1;0;0;1;0;1;1;0;0;1;0;1;0;0;0;1;0;0;0;6349.330384852;316.196
v5.12.tar;1;0;1;1;0;1;0;0;1;0;0;1;1;0;0;0;0;1;1;0;1;0;0;0;1;1;0;0;0;0;0;49727.466467164;986.004
v5.12.tar;1;0;0;0;0;1;0;1;0;1;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1036.141320998;17.79
v5.12.tar;1;1;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;3195.952872536;150.676
v5.12.tar;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;597.141871886;11.914
v5.12.tar;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;956.108797924;18.79
v5.12.tar;1;0;0;0;1;1;0;1;1;1;1;0;1;0;1;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;4711.993134134;93.604
v5.12.tar;1;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;2027.471475542;60.816
v5.12.tar;1;0;0;0;0;1;0;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;4778.550237084;98.76
v5.12.tar;1;0;1;0;0;1;0;1;1;0;1;1;1;1;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;45676.692443614;941.688
v5.12.tar;1;1;0;1;1;1;0;0;0;1;1;0;1;1;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;1;0;2446.401122888;47.886
v5.12.tar;1;1;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;2431.26885307;109.548
v5.12.tar;1;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;1;1;1;0;0;0;2124.786531158;99.528
v5.12.tar;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;1;1;0;0;0;2565.127365524;119.304
v5.12.tar;1;0;0;0;1;1;0;0;1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;3815.534519494;81.538
v5.12.tar;1;0;0;0;1;1;0;1;0;1;1;0;1;1;1;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;4517.748443628;93.04
v5.12.tar;1;1;0;1;1;1;0;0;1;1;0;0;1;1;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;1;0;2378.129489978;44.136
v5.12.tar;1;0;0;1;1;1;0;0;1;1;1;0;1;1;1;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;1745.272282172;33.048
v5.12.tar;1;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;1;1;0;0;0;3477.79351924;153.998
v5.12.tar;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;545.531882306;8.832
v5.12.tar;1;1;0;0;1;0;0;1;1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;4061.383455848;70.724
v5.12.tar;1;0;0;0;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;3865.916498286;77.108
v5.12.tar;1;0;1;0;1;1;0;1;0;0;1;1;1;1;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;48559.944820096;949.32
v5.12.tar;1;0;0;1;1;1;0;0;1;1;1;0;1;1;1;1;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;2259.213376772;110.084
v5.12.tar;1;1;0;0;1;0;0;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;3694.167850962;78.342
v5.12.tar;1;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1081.735057358;19.904
v5.12.tar;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;367.72110296;8.74
v5.12.tar;1;0;0;1;0;1;0;1;0;0;0;1;1;0;1;0;0;1;1;0;1;0;0;0;1;1;0;0;0;0;0;8780.823539246;158.9
v5.12.tar;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1002.784375738;28.512
v5.12.tar;1;0;0;1;1;1;0;0;1;0;1;1;1;1;1;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;24769.92894296;490.422
v5.12.tar;1;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;1;1;0;0;0;2258.229610036;103.268
v5.12.tar;1;0;1;1;0;1;0;1;0;0;0;1;1;0;0;0;0;1;1;0;1;0;0;0;1;1;0;0;0;0;0;49675.642162656;1006.068
v5.12.tar;1;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;1;1;1;0;0;0;2924.585680464;135.73
v5.12.tar;1;1;0;0;0;0;0;1;1;0;0;1;1;1;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;139211.693808682;2789.824
v5.12.tar;1;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;1;1;0;0;0;2203.919989776;99.872
v5.12.tar;1;0;0;1;0;1;0;0;0;0;0;1;1;1;1;0;0;1;1;0;1;0;0;0;1;1;0;0;0;0;0;7419.690335408;124.946
v5.12.tar;1;0;1;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;46271.964100956;922.786
v5.12.tar;1;0;1;0;0;0;0;1;1;0;0;1;1;1;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;178685.796452978;3684.41
v5.12.tar;1;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1459.322913394;25.298
v5.12.tar;1;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;1;1;0;0;0;2586.047659632;113.352
v5.12.tar;1;0;0;0;0;1;0;1;0;0;0;1;1;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;3792.59149622;71.796
v5.12.tar;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;45832.32538182;927.758
v5.12.tar;1;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;2561.05446254;118.34
v5.12.tar;1;0;0;0;1;1;0;1;1;0;1;1;1;1;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;12035.115129782;229.998
v5.12.tar;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1156.286978426;31.016
v5.12.tar;1;0;1;1;0;1;0;0;0;0;0;1;1;1;0;0;0;1;1;0;1;0;0;0;1;1;0;0;0;0;0;49985.444704756;986.922
v5.12.tar;1;0;1;0;1;1;0;1;1;0;1;1;1;1;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;47937.741348382;966.038
v5.12.tar;1;0;1;0;1;1;0;0;1;1;1;0;1;1;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;2901.59175138;52.136
v5.12.tar;1;1;1;0;0;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;188777.308674524;3796.276
v5.12.tar;1;0;0;1;1;1;0;0;0;0;0;1;1;0;1;0;0;1;1;0;1;0;0;0;1;1;0;0;0;0;0;8005.381196542;139.69
v5.12.tar;1;0;0;0;0;0;0;1;1;0;1;1;1;1;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;138954.647832304;2807.502
v5.12.tar;1;0;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;1;1;0;1;0;0;0;1;1;0;0;0;0;0;52174.432657762;1033.414
v5.12.tar;1;0;1;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;3394.478816444;153.03
v5.12.tar;1;0;0;1;1;1;0;0;1;0;1;1;1;1;1;1;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;26398.474037416;962.61
v5.12.tar;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;502.02216609;11.46
v5.12.tar;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1222.996877136;35.916
v5.12.tar;1;1;0;0;0;0;0;1;1;0;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;141719.42371417;2801.532
v5.12.tar;1;0;1;0;1;1;0;0;1;0;1;1;1;1;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;45502.997934054;926.468
v5.12.tar;1;1;1;0;1;1;0;0;1;1;1;0;1;1;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;2668.42694001;53.028
v5.12.tar;1;0;1;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;3760.230738034;177.232
v5.12.tar;1;0;0;0;0;0;0;1;1;1;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;2241.131295266;102.698
v5.12.tar;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1044.738755676;21.964
v5.12.tar;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1460.105356514;28.282
v5.12.tar;1;0;0;1;1;1;0;0;1;1;1;0;1;1;1;1;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1717.31269154;30.52
v5.12.tar;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1190.039601836;21.444
v5.12.tar;1;0;0;0;1;1;0;1;1;1;1;0;1;1;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;4799.898408664;99.638
v5.12.tar;1;0;1;0;0;0;0;1;1;0;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;185012.250676562;3794.024
v5.12.tar;1;0;0;0;0;0;0;1;1;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;2597.525180738;123.18
v5.12.tar;1;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1053.352484508;30.518
v5.12.tar;1;0;0;0;0;1;0;1;0;1;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;999.8322425;17.138
v5.12.tar;1;1;1;0;0;0;0;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;157432.93980879;3222.22
v5.12.tar;1;1;1;0;0;0;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;160297.516901654;3287.312
v5.12.tar;1;0;1;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;3608.530032036;164.258
v5.12.tar;1;0;0;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1198.268213712;34.078
v5.12.tar;1;0;0;1;1;1;0;0;1;0;1;1;1;1;1;1;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;26599.442077992;508.008
v5.12.tar;1;0;0;0;1;1;0;1;1;0;1;1;1;0;1;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;126998.732337756;2558.038
v5.12.tar;1;0;0;0;0;0;0;1;1;1;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;3057.688746818;140.882
v5.12.tar;1;1;1;0;0;1;0;1;0;1;1;0;1;1;1;1;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;6969.045899626;341.498
v5.12.tar;1;1;1;0;0;0;0;1;1;0;0;1;1;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;158326.505603636;3241.464
v5.12.tar;1;0;0;0;0;1;0;0;1;0;0;1;1;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1526.161224198;30.388
v5.12.tar;1;0;1;1;0;1;0;1;1;1;0;0;1;1;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;2732.357910816;47.254
v5.12.tar;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;892.828671876;18.998
v5.12.tar;1;0;0;0;0;1;0;0;1;1;0;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;631.390118542;10.508
v5.12.tar;1;0;1;1;1;1;0;1;1;1;0;0;1;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;2497.530613166;39.716
v5.12.tar;1;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;558.349744906;13.506
v5.12.tar;1;0;1;0;1;1;0;1;1;1;1;0;1;0;1;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;2738.746958434;51.2
v5.12.tar;1;0;0;0;1;1;0;0;1;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;3311.527975566;79.846
v5.12.tar;1;1;0;0;0;0;0;1;1;0;1;1;1;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;116491.942635456;2481.792
v5.12.tar;1;0;0;1;0;1;0;0;0;1;1;0;1;0;1;0;0;1;1;0;0;1;0;0;1;1;0;0;0;0;0;2004.650021572;94.096
v5.12.tar;1;0;0;0;1;0;0;1;1;0;1;1;1;0;1;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;123410.38433625;2567.262
v5.12.tar;1;0;1;1;0;1;0;0;0;1;1;0;1;0;0;0;0;1;1;0;0;1;0;0;1;1;0;0;0;0;0;2890.958826502;136.452
v5.12.tar;1;1;0;0;0;0;0;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;122533.159738604;2469.772
v5.12.tar;1;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1143.935803986;18.166
v5.12.tar;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1462.17137752;27.934
v5.12.tar;1;0;0;1;0;1;0;0;1;1;0;0;1;0;1;0;0;1;1;0;0;1;0;0;1;1;0;0;0;0;0;1986.839869908;94.71
v5.12.tar;1;0;1;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;1;0;0;1;1;0;0;0;0;0;2746.041047882;126.632
v5.12.tar;1;0;0;0;1;0;0;1;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;2111.096972548;98.62
v5.12.tar;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;495.400222224;8.576
v5.12.tar;1;0;1;1;1;1;0;1;0;1;0;0;1;1;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;2558.526450424;44.952
v5.12.tar;1;0;0;0;1;1;0;0;1;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;333.424538962;4.968
v5.12.tar;1;0;1;0;1;1;0;1;0;1;1;0;1;1;1;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;2654.529493556;54.664
v5.12.tar;1;1;0;0;0;0;0;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;121088.344351358;2484.296
v5.12.tar;1;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;1404.22212103;41.512
v5.12.tar;1;0;0;0;1;1;0;0;0;0;0;1;1;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;2707.181901012;53.248
v5.12.tar;1;0;1;0;0;1;0;1;1;1;1;0;1;1;1;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;3200.443420302;61.858
v5.12.tar;1;0;0;0;0;0;0;1;1;0;1;1;1;1;1;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;124719.412641038;2539.962
v5.12.tar;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;266.593692712;3.692
v5.12.tar;1;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;965.97066795;19.268
v5.12.tar;1;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1528.8154884;46.266
v5.12.tar;1;0;0;0;1;1;0;0;0;1;0;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;778.33409355;13.824
v5.12.tar;1;1;0;0;0;0;0;1;1;1;1;0;1;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;3735.990750652;78.758
v5.12.tar;1;0;1;0;0;0;0;1;1;1;1;0;1;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;4104.763735086;95.8
v5.12.tar;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;651.853428668;12.51
v5.12.tar;1;0;1;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;45838.153520648;957.92
v5.12.tar;1;1;1;0;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;4362.107612038;96.408
v5.12.tar;1;0;1;0;1;1;0;0;1;1;1;0;1;1;1;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;2104.850927458;43.038
v5.12.tar;1;0;0;0;1;0;0;0;1;0;1;1;1;1;1;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;119673.184730076;2517.084
v5.12.tar;1;0;0;0;1;0;0;1;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;2489.803134238;120.524
v5.12.tar;1;1;1;0;0;0;0;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;4031.526571474;90.518
v5.12.tar;1;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1023.76760939;16.966
v5.12.tar;1;0;1;0;1;1;0;1;1;1;1;0;1;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;2379.555494132;49.668
v5.12.tar;1;1;1;0;1;1;0;1;1;1;1;0;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2395.578023608;47.91
v5.12.tar;1;0;1;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;3469.8966163;159.606
v5.12.tar;1;0;0;0;1;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2480.74585192;54.79
v5.12.tar;1;0;0;0;1;0;0;1;0;0;1;1;1;1;1;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;123819.824608148;2563.872
v5.12.tar;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1139.16875208;20.418
