path,line
at.favre.tools.dconvert.arg.RoundingHandler,38
at.favre.tools.dconvert.arg.RoundingHandler,40
at.favre.tools.dconvert.arg.RoundingHandler,43
at.favre.tools.dconvert.converters.scaling.ResampleAlgorithm,55
at.favre.tools.dconvert.ui.CLIInterpreter,161
at.favre.tools.dconvert.ui.CLIInterpreter,162
at.favre.tools.dconvert.ui.CLIInterpreter,164
at.favre.tools.dconvert.ui.CLIInterpreter,165
at.favre.tools.dconvert.ui.CLIInterpreter,167
at.favre.tools.dconvert.ui.CLIInterpreter,168
