root;encryption;compression;compressionBzip2;compressionGzip;compressionLzo;compressionZpaq;compressionLzma;unlimitedWindowSize;disableCompressibilityTesting;level;processorCount;maxRam;energy;performance
1;1;0;0;0;0;0;0;0;0;4;3;2;585.400000;15176.400000
1;1;0;0;0;0;0;0;0;0;5;3;2;603.000000;15467.200000
1;1;0;0;0;0;0;0;0;0;6;3;2;662.200000;17052.800000
1;1;0;0;0;0;0;0;0;0;7;3;2;817.600000;20790.400000
1;1;0;0;0;0;0;0;0;0;8;3;2;789.400000;21069.800000
1;1;0;0;0;0;0;0;0;0;9;3;2;838.200000;21225.200000
1;1;0;0;0;0;0;0;0;0;1;4;2;553.600000;14702.400000
1;1;0;0;0;0;0;0;0;0;2;4;2;575.200000;14877.200000
1;1;0;0;0;0;0;0;0;0;3;4;2;591.200000;14898.800000
1;1;0;0;0;0;0;0;0;0;4;4;2;582.200000;15382.600000
1;1;0;0;0;0;0;0;0;0;5;4;2;631.600000;15778.200000
1;1;0;0;0;0;0;0;0;0;6;4;2;661.600000;16809.800000
1;1;0;0;0;0;0;0;0;0;7;4;2;836.800000;20810.400000
1;1;0;0;0;0;0;0;0;0;8;4;2;802.800000;21031.000000
1;1;0;0;0;0;0;0;0;0;9;4;2;833.800000;21430.000000
1;1;0;0;0;0;0;0;0;0;1;1;6;567.200000;14617.800000
1;1;0;0;0;0;0;0;0;0;2;1;6;560.600000;14795.200000
1;1;0;0;0;0;0;0;0;0;3;1;6;591.200000;14729.000000
1;1;0;0;0;0;0;0;0;0;4;1;6;577.400000;14235.400000
1;1;0;0;0;0;0;0;0;0;5;1;6;554.200000;14714.200000
1;1;0;0;0;0;0;0;0;0;6;1;6;594.000000;15258.600000
1;1;0;0;0;0;0;0;0;0;7;1;6;647.000000;17261.400000
1;1;0;0;0;0;0;0;0;0;8;1;6;622.800000;17245.800000
1;1;0;0;0;0;0;0;0;0;9;1;6;673.400000;17456.000000
1;1;0;0;0;0;0;0;0;0;1;2;6;549.400000;14481.400000
1;1;0;0;0;0;0;0;0;0;2;2;6;557.400000;14564.400000
1;1;0;0;0;0;0;0;0;0;3;2;6;588.400000;14854.200000
1;1;0;0;0;0;0;0;0;0;4;2;6;570.200000;14317.000000
1;1;0;0;0;0;0;0;0;0;5;2;6;592.400000;14730.400000
1;1;0;0;0;0;0;0;0;0;6;2;6;608.000000;15332.400000
1;1;0;0;0;0;0;0;0;0;7;2;6;687.400000;17483.200000
1;1;0;0;0;0;0;0;0;0;8;2;6;678.800000;17503.200000
1;1;0;0;0;0;0;0;0;0;9;2;6;687.600000;17122.000000
1;1;0;0;0;0;0;0;0;0;1;3;6;535.000000;14641.600000
1;1;0;0;0;0;0;0;0;0;2;3;6;551.000000;14558.000000
1;1;0;0;0;0;0;0;0;0;3;3;6;571.200000;14659.000000
1;1;0;0;0;0;0;0;0;0;4;3;6;550.000000;14088.600000
1;1;0;0;0;0;0;0;0;0;5;3;6;588.200000;14733.400000
1;1;0;0;0;0;0;0;0;0;6;3;6;604.000000;15570.800000
1;1;0;0;0;0;0;0;0;0;7;3;6;676.000000;17186.200000
1;1;0;0;0;0;0;0;0;0;8;3;6;677.800000;17278.200000
1;1;0;0;0;0;0;0;0;0;9;3;6;648.000000;17291.400000
1;1;0;0;0;0;0;0;0;0;1;4;6;560.800000;14530.200000
1;1;0;0;0;0;0;0;0;0;2;4;6;560.600000;14440.000000
1;1;0;0;0;0;0;0;0;0;3;4;6;585.600000;15092.400000
1;1;0;0;0;0;0;0;0;0;4;4;6;555.200000;14165.800000
1;1;0;0;0;0;0;0;0;0;5;4;6;579.600000;14572.200000
1;1;0;0;0;0;0;0;0;0;6;4;6;615.400000;15299.600000
1;1;0;0;0;0;0;0;0;0;7;4;6;676.200000;17240.200000
1;1;0;0;0;0;0;0;0;0;8;4;6;655.600000;17271.000000
1;1;0;0;0;0;0;0;0;0;9;4;6;672.800000;17198.000000
1;1;0;0;0;0;0;0;0;0;1;1;18;560.200000;14455.400000
1;1;0;0;0;0;0;0;0;0;2;1;18;568.600000;14298.000000
1;1;0;0;0;0;0;0;0;0;3;1;18;566.400000;14627.800000
1;1;0;0;0;0;0;0;0;0;4;1;18;581.600000;14763.000000
1;1;0;0;0;0;0;0;0;0;5;1;18;600.400000;15124.800000
1;1;0;0;0;0;0;0;0;0;6;1;18;606.800000;15465.200000
1;1;0;0;0;0;0;0;0;0;7;1;18;672.200000;16702.800000
1;1;0;0;0;0;0;0;0;0;8;1;18;649.200000;16769.600000
1;1;0;0;0;0;0;0;0;0;9;1;18;651.000000;16634.800000
1;1;0;0;0;0;0;0;0;0;1;2;18;561.200000;14514.200000
1;1;0;0;0;0;0;0;0;0;2;2;18;566.200000;14372.200000
1;1;0;0;0;0;0;0;0;0;3;2;18;529.600000;14637.400000
1;1;0;0;0;0;0;0;0;0;4;2;18;570.000000;14732.800000
1;1;0;0;0;0;0;0;0;0;5;2;18;551.600000;15212.200000
1;1;0;0;0;0;0;0;0;0;6;2;18;569.000000;15906.600000
1;1;0;0;0;0;0;0;0;0;7;2;18;649.800000;16717.600000
1;1;0;0;0;0;0;0;0;0;8;2;18;643.000000;16605.000000
1;1;0;0;0;0;0;0;0;0;9;2;18;647.600000;16607.000000
1;1;0;0;0;0;0;0;0;0;1;3;18;556.800000;14591.800000
1;1;0;0;0;0;0;0;0;0;2;3;18;573.800000;15033.000000
1;1;0;0;0;0;0;0;0;0;3;3;18;558.200000;14561.200000
1;1;0;0;0;0;0;0;0;0;4;3;18;587.400000;14779.600000
1;1;0;0;0;0;0;0;0;0;5;3;18;586.200000;15245.200000
1;1;0;0;0;0;0;0;0;0;6;3;18;617.400000;15601.200000
1;1;0;0;0;0;0;0;0;0;7;3;18;654.600000;16832.200000
1;1;0;0;0;0;0;0;0;0;8;3;18;644.600000;16665.200000
1;1;0;0;0;0;0;0;0;0;9;3;18;655.400000;16565.800000
1;1;0;0;0;0;0;0;0;0;1;4;18;555.800000;14585.400000
1;1;0;0;0;0;0;0;0;0;2;4;18;575.000000;14838.400000
1;1;0;0;0;0;0;0;0;0;3;4;18;574.800000;14806.200000
1;1;0;0;0;0;0;0;0;0;4;4;18;590.600000;14836.000000
1;1;0;0;0;0;0;0;0;0;5;4;18;587.600000;15299.400000
1;1;0;0;0;0;0;0;0;0;6;4;18;627.400000;16074.600000
1;1;0;0;0;0;0;0;0;0;7;4;18;642.000000;16770.800000
1;1;0;0;0;0;0;0;0;0;8;4;18;656.600000;16767.000000
1;1;0;0;0;0;0;0;0;0;9;4;18;649.400000;16736.000000
1;1;0;0;0;0;0;0;1;0;1;1;2;566.200000;14624.400000
1;1;0;0;0;0;0;0;1;0;2;1;2;565.800000;14202.800000
1;1;0;0;0;0;0;0;1;0;3;1;2;552.800000;14197.800000
1;1;0;0;0;0;0;0;1;0;4;1;2;542.600000;13181.200000
1;1;0;0;0;0;0;0;1;0;5;1;2;508.400000;12479.600000
1;1;0;0;0;0;0;0;1;0;6;1;2;507.200000;12860.200000
1;1;0;0;0;0;0;0;1;0;7;1;2;591.200000;13879.400000
1;1;0;0;0;0;0;0;1;0;8;1;2;605.200000;14806.200000
1;1;0;0;0;0;0;0;1;0;9;1;2;552.600000;13963.200000
1;1;0;0;0;0;0;0;1;0;1;2;2;553.600000;14338.600000
1;1;0;0;0;0;0;0;1;0;2;2;2;531.200000;14281.000000
1;1;0;0;0;0;0;0;1;0;3;2;2;558.000000;14010.800000
1;1;0;0;0;0;0;0;1;0;4;2;2;552.200000;13721.000000
1;1;0;0;0;0;0;0;1;0;5;2;2;529.600000;12643.000000
1;1;0;0;0;0;0;0;1;0;6;2;2;535.200000;13033.600000
1;1;0;0;0;0;0;0;1;0;7;2;2;584.600000;13981.200000
1;1;0;0;0;0;0;0;1;0;8;2;2;585.800000;14105.200000
1;1;0;0;0;0;0;0;1;0;9;2;2;587.800000;13945.000000
1;1;0;0;0;0;0;0;1;0;1;3;2;548.400000;14339.800000
1;1;0;0;0;0;0;0;1;0;2;3;2;548.600000;14382.200000
1;1;0;0;0;0;0;0;1;0;3;3;2;564.200000;13977.800000
1;1;0;0;0;0;0;0;1;0;4;3;2;546.200000;13542.000000
1;1;0;0;0;0;0;0;1;0;5;3;2;521.400000;12445.000000
1;1;0;0;0;0;0;0;1;0;6;3;2;532.800000;12792.000000
1;1;0;0;0;0;0;0;1;0;7;3;2;580.200000;13697.400000
1;1;0;0;0;0;0;0;1;0;8;3;2;590.600000;13838.800000
1;1;0;0;0;0;0;0;1;0;9;3;2;582.200000;13870.600000
1;1;0;0;0;0;0;0;1;0;1;4;2;557.800000;14374.800000
1;1;0;0;0;0;0;0;1;0;2;4;2;554.600000;14206.800000
1;1;0;0;0;0;0;0;1;0;3;4;2;547.000000;14016.200000
1;1;0;0;0;0;0;0;1;0;4;4;2;544.600000;13266.800000
1;1;0;0;0;0;0;0;1;0;5;4;2;529.400000;12392.000000
1;1;0;0;0;0;0;0;1;0;6;4;2;537.600000;12983.400000
1;1;0;0;0;0;0;0;1;0;7;4;2;584.400000;13807.200000
1;1;0;0;0;0;0;0;1;0;8;4;2;584.400000;13986.000000
1;1;0;0;0;0;0;0;1;0;9;4;2;571.400000;14058.400000
1;1;0;0;0;0;0;0;1;0;1;1;6;561.600000;14367.400000
1;1;0;0;0;0;0;0;1;0;2;1;6;554.000000;14296.000000
1;1;0;0;0;0;0;0;1;0;3;1;6;526.200000;14542.200000
1;1;0;0;0;0;0;0;1;0;4;1;6;488.800000;12602.200000
1;1;0;0;0;0;0;0;1;0;5;1;6;551.800000;13208.800000
1;1;0;0;0;0;0;0;1;0;6;1;6;528.800000;13393.600000
1;1;0;0;0;0;0;0;1;0;7;1;6;596.800000;14575.800000
1;1;0;0;0;0;0;0;1;0;8;1;6;578.600000;14365.600000
1;1;0;0;0;0;0;0;1;0;9;1;6;605.600000;14517.200000
1;1;0;0;0;0;0;0;1;0;1;2;6;553.200000;14375.800000
1;1;0;0;0;0;0;0;1;0;2;2;6;554.800000;14299.200000
