root;ee_instrument;simplifycfg;ipsccp;called_value_propagation;basicaa;instcombine;inline;mergereturn;jump_threading;pgo_memop_opt;tailcallelim;licm;sink;gvn;sccp;adce;performance;energy
1;0;1;0;1;1;1;1;0;1;0;1;1;1;0;1;0;85019.400000;2883.800000
1;0;1;0;1;1;1;1;0;1;1;1;1;1;0;0;0;91317.200000;3065.200000
1;0;1;0;1;1;1;1;0;1;1;1;1;1;0;1;0;91403.200000;3078.000000
1;0;1;0;1;1;1;1;0;1;0;1;1;1;1;0;0;85614.600000;2906.600000
1;0;1;0;1;1;1;1;0;1;1;1;1;1;1;0;0;92295.000000;3072.200000
1;0;1;0;1;1;1;1;0;1;0;1;1;1;1;1;0;85716.400000;2898.600000
1;0;1;0;1;1;1;1;0;1;1;1;1;1;1;1;0;92288.200000;3108.800000
1;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;79999.200000;2670.800000
1;0;1;1;1;1;1;1;0;0;0;0;0;0;0;1;0;79948.600000;2742.400000
1;0;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;83604.600000;2797.800000
1;0;1;1;1;1;1;1;0;0;0;0;0;0;1;1;0;83387.000000;2850.400000
1;0;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;84348.600000;2849.200000
1;0;1;1;1;1;1;1;0;0;0;0;0;1;1;0;0;85228.800000;2910.800000
1;0;1;1;1;1;1;1;0;0;0;0;0;1;0;1;0;84528.400000;2824.200000
1;0;1;1;1;1;1;1;0;0;0;0;0;1;1;1;0;84893.400000;2871.200000
1;0;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;84196.600000;2870.200000
1;0;1;1;1;1;1;1;0;0;0;0;1;0;0;1;0;84391.000000;2844.400000
1;0;1;1;1;1;1;1;0;0;0;0;1;1;0;0;0;85800.000000;2872.400000
1;0;1;1;1;1;1;1;0;0;0;0;1;1;0;1;0;85604.200000;2956.800000
1;0;1;1;1;1;1;1;0;0;0;0;1;0;1;0;0;84855.800000;2854.200000
1;0;1;1;1;1;1;1;0;0;0;0;1;1;1;0;0;86284.200000;2908.200000
1;0;1;1;1;1;1;1;0;0;0;0;1;0;1;1;0;84868.800000;2820.400000
1;0;1;1;1;1;1;1;0;0;0;0;1;1;1;1;0;86582.000000;2960.800000
1;0;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;83545.200000;2802.400000
1;0;1;1;1;1;1;1;0;0;0;1;0;0;0;1;0;83437.400000;2832.400000
1;0;1;1;1;1;1;1;0;0;0;1;0;0;1;0;0;86104.000000;2903.800000
1;0;1;1;1;1;1;1;0;0;0;1;0;0;1;1;0;86721.800000;2955.200000
1;0;1;1;1;1;1;1;0;0;0;1;1;0;0;0;0;87385.600000;2924.800000
1;0;1;1;1;1;1;1;0;0;0;1;1;0;1;0;0;87764.400000;2955.400000
1;0;1;1;1;1;1;1;0;0;0;1;1;0;0;1;0;87465.400000;2981.000000
1;0;1;1;1;1;1;1;0;0;0;1;1;0;1;1;0;87923.600000;2937.400000
1;0;1;1;1;1;1;1;0;0;0;1;0;1;0;0;0;87424.400000;2976.200000
1;0;1;1;1;1;1;1;0;0;0;1;0;1;0;1;0;86817.400000;2900.400000
1;0;1;1;1;1;1;1;0;0;0;1;1;1;0;0;0;88353.800000;3003.800000
1;0;1;1;1;1;1;1;0;0;0;1;1;1;0;1;0;88823.400000;2979.400000
1;0;1;1;1;1;1;1;0;0;0;1;0;1;1;0;0;88249.000000;2970.600000
1;0;1;1;1;1;1;1;0;0;0;1;1;1;1;0;0;89116.200000;3028.400000
1;0;1;1;1;1;1;1;0;0;0;1;0;1;1;1;0;88214.000000;3044.400000
1;0;1;1;1;1;1;1;0;0;0;1;1;1;1;1;0;89603.400000;3009.400000
1;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;82233.600000;2741.400000
1;0;1;1;1;1;1;1;0;1;0;0;0;0;0;1;0;82184.800000;2821.200000
1;0;1;1;1;1;1;1;0;1;0;0;0;0;1;0;0;85787.200000;2879.800000
1;0;1;1;1;1;1;1;0;1;0;0;0;0;1;1;0;85719.800000;2878.800000
1;0;1;1;1;1;1;1;0;1;0;0;0;1;0;0;0;86538.400000;2941.000000
1;0;1;1;1;1;1;1;0;1;0;0;0;1;1;0;0;87206.200000;2930.000000
1;0;1;1;1;1;1;1;0;1;0;0;0;1;0;1;0;86487.600000;2899.400000
1;0;1;1;1;1;1;1;0;1;0;0;0;1;1;1;0;87402.200000;2989.800000
1;0;1;1;1;1;1;1;0;1;0;1;0;0;0;0;0;85404.000000;2868.600000
1;0;1;1;1;1;1;1;0;1;0;1;0;0;0;1;0;85463.600000;2852.200000
1;0;1;1;1;1;1;1;0;1;0;1;0;1;0;0;0;89550.200000;3026.800000
1;0;1;1;1;1;1;1;0;1;0;1;0;1;0;1;0;89401.000000;2990.800000
1;0;1;1;1;1;1;1;0;1;0;1;0;0;1;0;0;88424.800000;2987.000000
1;0;1;1;1;1;1;1;0;1;0;1;0;1;1;0;0;90274.800000;3065.800000
1;0;1;1;1;1;1;1;0;1;0;1;0;0;1;1;0;88494.200000;2989.800000
1;0;1;1;1;1;1;1;0;1;0;1;0;1;1;1;0;90202.400000;3085.600000
1;0;1;1;1;1;1;1;0;1;0;0;1;0;0;0;0;86425.400000;2907.000000
1;0;1;1;1;1;1;1;0;1;0;0;1;0;0;1;0;85837.400000;2886.000000
1;0;1;1;1;1;1;1;0;1;0;0;1;0;1;0;0;86842.200000;2911.000000
1;0;1;1;1;1;1;1;0;1;0;0;1;0;1;1;0;86979.400000;2973.000000
1;0;1;1;1;1;1;1;0;1;0;1;1;0;0;0;0;88761.200000;2976.200000
1;0;1;1;1;1;1;1;0;1;0;1;1;0;1;0;0;89410.600000;2987.800000
1;0;1;1;1;1;1;1;0;1;0;1;1;0;0;1;0;89339.400000;2985.600000
1;0;1;1;1;1;1;1;0;1;0;1;1;0;1;1;0;89824.000000;3000.800000
1;0;1;1;1;1;1;1;0;1;0;0;1;1;0;0;0;87828.600000;2992.800000
1;0;1;1;1;1;1;1;0;1;0;0;1;1;0;1;0;87809.800000;2932.600000
1;0;1;1;1;1;1;1;0;1;0;1;1;1;0;0;0;90706.200000;3032.800000
1;0;1;1;1;1;1;1;0;1;0;1;1;1;0;1;0;90819.200000;3070.800000
1;0;1;1;1;1;1;1;0;1;0;0;1;1;1;0;0;88559.400000;2958.200000
1;0;1;1;1;1;1;1;0;1;0;1;1;1;1;0;0;91436.400000;3087.800000
1;0;1;1;1;1;1;1;0;1;0;0;1;1;1;1;0;88856.800000;3024.200000
1;0;1;1;1;1;1;1;0;1;0;1;1;1;1;1;0;91504.600000;3063.600000
1;0;1;1;1;1;1;1;0;0;1;0;0;0;0;0;0;85949.800000;2898.800000
1;0;1;1;1;1;1;1;0;0;1;0;0;0;0;1;0;86134.000000;2944.000000
1;0;1;1;1;1;1;1;0;0;1;0;0;0;1;0;0;90139.400000;3074.000000
1;0;1;1;1;1;1;1;0;0;1;0;0;0;1;1;0;90236.000000;3017.600000
1;0;1;1;1;1;1;1;0;0;1;0;0;1;0;0;0;90886.600000;3045.800000
1;0;1;1;1;1;1;1;0;0;1;0;0;1;1;0;0;91808.400000;3123.400000
1;0;1;1;1;1;1;1;0;0;1;0;0;1;0;1;0;90983.200000;3047.800000
1;0;1;1;1;1;1;1;0;0;1;0;0;1;1;1;0;91712.400000;3055.200000
1;0;1;1;1;1;1;1;0;0;1;0;1;0;0;0;0;90081.800000;3026.400000
1;0;1;1;1;1;1;1;0;0;1;0;1;0;0;1;0;90944.600000;3100.200000
1;0;1;1;1;1;1;1;0;0;1;0;1;1;0;0;0;92285.800000;3093.600000
1;0;1;1;1;1;1;1;0;0;1;0;1;1;0;1;0;92351.000000;3097.200000
1;0;1;1;1;1;1;1;0;0;1;0;1;0;1;0;0;90924.000000;3103.800000
1;0;1;1;1;1;1;1;0;0;1;0;1;1;1;0;0;93163.600000;3155.200000
1;0;1;1;1;1;1;1;0;0;1;0;1;0;1;1;0;91313.000000;3065.600000
1;0;1;1;1;1;1;1;0;0;1;0;1;1;1;1;0;93074.400000;3154.800000
1;0;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;89027.400000;3012.200000
1;0;1;1;1;1;1;1;0;1;1;0;0;0;0;1;0;88934.600000;2987.800000
1;0;1;1;1;1;1;1;0;1;1;0;0;0;1;0;0;92156.400000;3143.000000
1;0;1;1;1;1;1;1;0;1;1;0;0;0;1;1;0;92339.400000;3082.400000
1;0;1;1;1;1;1;1;0;1;1;0;1;0;0;0;0;92914.400000;3114.200000
1;0;1;1;1;1;1;1;0;1;1;0;1;0;1;0;0;93430.400000;3180.000000
1;0;1;1;1;1;1;1;0;1;1;0;1;0;0;1;0;93110.400000;3133.800000
1;0;1;1;1;1;1;1;0;1;1;0;1;0;1;1;0;93450.600000;3128.000000
1;0;1;1;1;1;1;1;0;1;1;0;0;1;0;0;0;93035.400000;3190.600000
1;0;1;1;1;1;1;1;0;1;1;0;0;1;0;1;0;93099.600000;3125.800000
1;0;1;1;1;1;1;1;0;1;1;0;1;1;0;0;0;94306.200000;3160.400000
1;0;1;1;1;1;1;1;0;1;1;0;1;1;0;1;0;94600.400000;3203.000000
1;0;1;1;1;1;1;1;0;1;1;0;0;1;1;0;0;93112.200000;3120.200000
1;0;1;1;1;1;1;1;0;1;1;0;1;1;1;0;0;95124.200000;3198.200000
1;0;1;1;1;1;1;1;0;1;1;0;0;1;1;1;0;93764.600000;3169.000000
1;0;1;1;1;1;1;1;0;1;1;0;1;1;1;1;0;95481.800000;3208.800000
1;0;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;89663.800000;3001.400000
1;0;1;1;1;1;1;1;0;0;1;1;0;0;0;1;0;89829.400000;3057.800000
1;0;1;1;1;1;1;1;0;0;1;1;0;0;1;0;0;93004.400000;3137.000000
1;0;1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;92919.600000;3143.800000
1;0;1;1;1;1;1;1;0;0;1;1;0;1;0;0;0;93888.000000;3189.400000
1;0;1;1;1;1;1;1;0;0;1;1;0;1;1;0;0;94239.400000;3183.200000
1;0;1;1;1;1;1;1;0;0;1;1;0;1;0;1;0;93965.800000;3146.600000
1;0;1;1;1;1;1;1;0;0;1;1;0;1;1;1;0;94555.400000;3157.000000
1;0;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;91934.600000;3146.800000
1;0;1;1;1;1;1;1;0;1;1;1;0;0;0;1;0;91972.400000;3077.000000
1;0;1;1;1;1;1;1;0;1;1;1;0;1;0;0;0;95733.000000;3194.400000
1;0;1;1;1;1;1;1;0;1;1;1;0;1;0;1;0;96021.000000;3268.800000
1;0;1;1;1;1;1;1;0;1;1;1;0;0;1;0;0;94789.400000;3174.000000
1;0;1;1;1;1;1;1;0;1;1;1;0;1;1;0;0;96569.400000;3251.800000
1;0;1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;95150.200000;3210.000000
1;0;1;1;1;1;1;1;0;1;1;1;0;1;1;1;0;96116.200000;3226.400000
1;0;1;1;1;1;1;1;0;0;1;1;1;0;0;0;0;93692.200000;3139.200000
1;0;1;1;1;1;1;1;0;0;1;1;1;0;0;1;0;93909.000000;3209.200000
1;0;1;1;1;1;1;1;0;0;1;1;1;0;1;0;0;94321.400000;3146.400000
1;0;1;1;1;1;1;1;0;0;1;1;1;0;1;1;0;94269.000000;3165.400000
1;0;1;1;1;1;1;1;0;1;1;1;1;0;0;0;0;95865.200000;3253.800000
1;0;1;1;1;1;1;1;0;1;1;1;1;0;1;0;0;96349.800000;3216.200000
1;0;1;1;1;1;1;1;0;1;1;1;1;0;0;1;0;95873.400000;3208.000000
1;0;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;96488.600000;3291.000000
1;0;1;1;1;1;1;1;0;0;1;1;1;1;0;0;0;95180.000000;3192.400000
1;0;1;1;1;1;1;1;0;0;1;1;1;1;0;1;0;95219.400000;3195.000000
1;0;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;97496.600000;3292.200000
1;0;1;1;1;1;1;1;0;1;1;1;1;1;0;1;0;97322.200000;3263.600000
1;0;1;1;1;1;1;1;0;0;1;1;1;1;1;0;0;95979.600000;3255.400000
1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;97473.200000;3317.000000
1;0;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;96323.600000;3251.000000
1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;98195.400000;3296.200000
1;0;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;74132.000000;2534.200000
1;0;1;0;1;1;1;1;1;0;0;0;0;0;0;1;0;74253.000000;2497.600000
1;0;1;0;1;1;1;1;1;0;0;0;0;0;1;0;0;77758.200000;2645.800000
1;0;1;0;1;1;1;1;1;0;0;0;0;0;1;1;0;77794.600000;2610.800000
1;0;1;0;1;1;1;1;1;0;0;0;0;1;0;0;0;78555.400000;2681.600000
1;0;1;0;1;1;1;1;1;0;0;0;0;1;1;0;0;79571.000000;2702.000000
1;0;1;0;1;1;1;1;1;0;0;0;0;1;0;1;0;78765.000000;2645.000000
1;0;1;0;1;1;1;1;1;0;0;0;0;1;1;1;0;79172.600000;2690.400000
1;0;1;0;1;1;1;1;1;0;0;0;1;0;0;0;0;78502.200000;2707.600000
1;0;1;0;1;1;1;1;1;0;0;0;1;0;0;1;0;78641.000000;2669.600000
1;0;1;0;1;1;1;1;1;0;0;0;1;1;0;0;0;79931.000000;2673.200000
1;0;1;0;1;1;1;1;1;0;0;0;1;1;0;1;0;79927.200000;2726.000000
1;0;1;0;1;1;1;1;1;0;0;0;1;0;1;0;0;79158.600000;2653.000000
1;0;1;0;1;1;1;1;1;0;0;0;1;1;1;0;0;80615.800000;2707.800000
1;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1;0;79170.800000;2699.600000
1;0;1;0;1;1;1;1;1;0;0;0;1;1;1;1;0;80935.000000;2744.000000
1;0;1;0;1;1;1;1;1;0;0;1;0;0;0;0;0;77274.200000;2609.600000
1;0;1;0;1;1;1;1;1;0;0;1;0;0;0;1;0;77278.600000;2626.800000
1;0;1;0;1;1;1;1;1;0;0;1;0;0;1;0;0;80766.400000;2749.200000
1;0;1;0;1;1;1;1;1;0;0;1;0;0;1;1;0;80833.800000;2736.800000
1;0;1;0;1;1;1;1;1;0;0;1;1;0;0;0;0;81621.800000;2737.200000
1;0;1;0;1;1;1;1;1;0;0;1;1;0;1;0;0;81980.200000;2785.000000
1;0;1;0;1;1;1;1;1;0;0;1;1;0;0;1;0;81336.200000;2771.400000
1;0;1;0;1;1;1;1;1;0;0;1;1;0;1;1;0;82180.000000;2792.200000
1;0;1;0;1;1;1;1;1;0;0;1;0;1;0;0;0;81660.200000;2733.800000
1;0;1;0;1;1;1;1;1;0;0;1;0;1;0;1;0;81680.200000;2767.400000
1;0;1;0;1;1;1;1;1;0;0;1;1;1;0;0;0;83041.800000;2824.000000
1;0;1;0;1;1;1;1;1;0;0;1;1;1;0;1;0;83019.400000;2839.800000
1;0;1;0;1;1;1;1;1;0;0;1;0;1;1;0;0;82466.400000;2760.200000
1;0;1;0;1;1;1;1;1;0;0;1;1;1;1;0;0;83684.400000;2835.000000
1;0;1;0;1;1;1;1;1;0;0;1;0;1;1;1;0;82123.600000;2756.000000
1;0;1;0;1;1;1;1;1;0;0;1;1;1;1;1;0;83781.000000;2800.000000
1;0;1;0;1;1;1;1;1;0;1;0;0;0;0;0;0;80418.800000;2729.600000
1;0;1;0;1;1;1;1;1;0;1;0;0;0;0;1;0;80680.000000;2744.400000
1;0;1;0;1;1;1;1;1;0;1;0;0;0;1;0;0;84180.600000;2862.800000
1;0;1;0;1;1;1;1;1;0;1;0;0;0;1;1;0;84336.000000;2819.000000
1;0;1;0;1;1;1;1;1;0;1;0;0;1;0;0;0;85066.600000;2879.000000
1;0;1;0;1;1;1;1;1;0;1;0;0;1;1;0;0;85855.400000;2895.600000
1;0;1;0;1;1;1;1;1;0;1;0;0;1;0;1;0;85149.200000;2842.600000
1;0;1;0;1;1;1;1;1;0;1;0;0;1;1;1;0;86077.000000;2905.000000
1;0;1;0;1;1;1;1;1;0;1;1;0;0;0;0;0;83937.400000;2834.600000
1;0;1;0;1;1;1;1;1;0;1;1;0;0;0;1;0;83883.600000;2806.200000
1;0;1;0;1;1;1;1;1;0;1;1;0;1;0;0;0;87767.000000;2937.000000
1;0;1;0;1;1;1;1;1;0;1;1;0;1;0;1;0;88027.400000;2947.200000
1;0;1;0;1;1;1;1;1;0;1;1;0;0;1;0;0;87206.000000;2977.400000
1;0;1;0;1;1;1;1;1;0;1;1;0;1;1;0;0;88707.400000;2970.800000
1;0;1;0;1;1;1;1;1;0;1;1;0;0;1;1;0;87074.200000;2904.200000
1;0;1;0;1;1;1;1;1;0;1;1;0;1;1;1;0;88832.400000;3014.600000
1;0;1;0;1;1;1;1;1;0;1;0;1;0;0;0;0;85057.200000;2866.400000
1;0;1;0;1;1;1;1;1;0;1;0;1;0;0;1;0;84809.600000;2864.200000
1;0;1;0;1;1;1;1;1;0;1;0;1;0;1;0;0;85550.800000;2871.400000
1;0;1;0;1;1;1;1;1;0;1;0;1;0;1;1;0;85471.000000;2897.000000
1;0;1;0;1;1;1;1;1;0;1;1;1;0;0;0;0;87985.800000;2926.800000
1;0;1;0;1;1;1;1;1;0;1;1;1;0;1;0;0;88061.400000;2940.200000
1;0;1;0;1;1;1;1;1;0;1;1;1;0;0;1;0;88073.000000;2987.800000
1;0;1;0;1;1;1;1;1;0;1;1;1;0;1;1;0;88531.400000;2990.200000
1;0;1;0;1;1;1;1;1;0;1;0;1;1;0;0;0;86505.600000;2899.000000
1;0;1;0;1;1;1;1;1;0;1;0;1;1;0;1;0;86082.400000;2852.600000
1;0;1;0;1;1;1;1;1;0;1;1;1;1;0;0;0;89493.400000;3023.000000
1;0;1;0;1;1;1;1;1;0;1;1;1;1;0;1;0;89420.200000;3026.200000
1;0;1;0;1;1;1;1;1;0;1;0;1;1;1;0;0;87252.800000;2902.600000
1;0;1;0;1;1;1;1;1;0;1;1;1;1;1;0;0;90237.200000;3085.800000
1;0;1;0;1;1;1;1;1;0;1;0;1;1;1;1;0;87240.800000;2959.000000
1;0;1;0;1;1;1;1;1;0;1;1;1;1;1;1;0;90279.200000;3038.200000
1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;79955.000000;2732.200000
1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;1;0;79729.400000;2729.000000
1;0;1;1;1;1;1;1;1;0;0;0;0;0;1;0;0;83674.600000;2807.000000
1;0;1;1;1;1;1;1;1;0;0;0;0;0;1;1;0;83635.200000;2841.400000
1;0;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;84621.600000;2861.200000
1;0;1;1;1;1;1;1;1;0;0;0;0;1;1;0;0;85333.800000;2894.000000
1;0;1;1;1;1;1;1;1;0;0;0;0;1;0;1;0;84621.800000;2863.200000
1;0;1;1;1;1;1;1;1;0;0;0;0;1;1;1;0;85329.800000;2905.400000
1;0;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;84409.200000;2838.200000
1;0;1;1;1;1;1;1;1;0;0;0;1;0;0;1;0;84507.800000;2862.600000
1;0;1;1;1;1;1;1;1;0;0;0;1;1;0;0;0;85726.600000;2888.000000
1;0;1;1;1;1;1;1;1;0;0;0;1;1;0;1;0;85875.000000;2869.400000
1;0;1;1;1;1;1;1;1;0;0;0;1;0;1;0;0;84861.600000;2883.200000
1;0;1;1;1;1;1;1;1;0;0;0;1;1;1;0;0;86022.200000;2954.000000
1;0;1;1;1;1;1;1;1;0;0;0;1;0;1;1;0;85040.000000;2867.200000
1;0;1;1;1;1;1;1;1;0;0;0;1;1;1;1;0;86655.400000;2875.800000
1;0;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;86507.600000;2948.600000
1;0;1;1;1;1;1;1;1;0;1;0;0;0;0;1;0;86709.400000;2925.400000
1;0;1;1;1;1;1;1;1;0;1;0;0;0;1;0;0;90166.800000;3022.200000
1;0;1;1;1;1;1;1;1;0;1;0;0;0;1;1;0;89601.000000;2991.200000
1;0;1;1;1;1;1;1;1;0;1;0;1;0;0;0;0;90980.600000;3112.000000
1;0;1;1;1;1;1;1;1;0;1;0;1;0;1;0;0;91344.000000;3082.600000
1;0;1;1;1;1;1;1;1;0;1;0;1;0;0;1;0;91077.000000;3100.200000
1;0;1;1;1;1;1;1;1;0;1;0;1;0;1;1;0;91065.600000;3052.200000
1;0;1;1;1;1;1;1;1;0;1;0;0;1;0;0;0;90941.000000;3089.000000
1;0;1;1;1;1;1;1;1;0;1;0;0;1;0;1;0;90915.800000;3069.200000
1;0;1;1;1;1;1;1;1;0;1;0;1;1;0;0;0;92414.600000;3096.000000
1;0;1;1;1;1;1;1;1;0;1;0;1;1;0;1;0;91679.000000;3106.000000
1;0;1;1;1;1;1;1;1;0;1;0;0;1;1;0;0;91802.600000;3113.400000
1;0;1;1;1;1;1;1;1;0;1;0;1;1;1;0;0;93135.600000;3131.400000
1;0;1;1;1;1;1;1;1;0;1;0;0;1;1;1;0;91949.000000;3088.000000
1;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;0;93205.200000;3181.600000
1;0;1;1;1;1;1;1;1;0;0;1;0;0;0;0;0;83573.200000;2804.800000
1;0;1;1;1;1;1;1;1;0;0;1;0;0;0;1;0;83525.600000;2778.800000
1;0;1;1;1;1;1;1;1;0;0;1;0;0;1;0;0;86375.800000;2924.600000
1;0;1;1;1;1;1;1;1;0;0;1;0;0;1;1;0;86620.200000;2968.400000
1;0;1;1;1;1;1;1;1;0;0;1;0;1;0;0;0;87639.400000;2943.000000
1;0;1;1;1;1;1;1;1;0;0;1;0;1;1;0;0;88203.800000;2950.200000
1;0;1;1;1;1;1;1;1;0;0;1;0;1;0;1;0;87563.800000;3018.400000
1;0;1;1;1;1;1;1;1;0;0;1;0;1;1;1;0;88465.000000;2965.800000
1;0;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;89904.400000;3066.400000
1;0;1;1;1;1;1;1;1;0;1;1;0;0;0;1;0;89921.000000;3023.000000
1;0;1;1;1;1;1;1;1;0;1;1;0;1;0;0;0;93925.000000;3165.000000
1;0;1;1;1;1;1;1;1;0;1;1;0;1;0;1;0;94021.400000;3201.400000
1;0;1;1;1;1;1;1;1;0;1;1;0;0;1;0;0;93061.000000;3151.600000
1;0;1;1;1;1;1;1;1;0;1;1;0;1;1;0;0;94668.000000;3145.200000
1;0;1;1;1;1;1;1;1;0;1;1;0;0;1;1;0;92945.000000;3152.000000
1;0;1;1;1;1;1;1;1;0;1;1;0;1;1;1;0;94739.800000;3218.000000
1;0;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;87420.400000;2960.800000
1;0;1;1;1;1;1;1;1;0;0;1;1;0;0;1;0;87396.800000;2931.200000
1;0;1;1;1;1;1;1;1;0;0;1;1;0;1;0;0;87881.400000;2997.800000
1;0;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0;87408.400000;2966.000000
1;0;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;93869.200000;3180.000000
1;0;1;1;1;1;1;1;1;0;1;1;1;0;1;0;0;94412.200000;3147.000000
1;0;1;1;1;1;1;1;1;0;1;1;1;0;0;1;0;93956.800000;3175.600000
1;0;1;1;1;1;1;1;1;0;1;1;1;0;1;1;0;94475.400000;3206.600000
1;0;1;1;1;1;1;1;1;0;0;1;1;1;0;0;0;88755.000000;2974.600000
1;0;1;1;1;1;1;1;1;0;0;1;1;1;0;1;0;88987.000000;3036.200000
1;0;1;1;1;1;1;1;1;0;1;1;1;1;0;0;0;95321.200000;3219.600000
1;0;1;1;1;1;1;1;1;0;1;1;1;1;0;1;0;95358.200000;3255.800000
1;0;1;1;1;1;1;1;1;0;0;1;1;1;1;0;0;89527.400000;3026.000000
1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;96065.200000;3210.000000
1;0;1;1;1;1;1;1;1;0;0;1;1;1;1;1;0;89725.800000;3053.600000
1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;96188.200000;3255.400000
1;0;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0;76392.200000;2562.200000
1;0;1;0;1;1;1;1;1;1;0;0;0;0;0;1;0;76560.400000;2598.200000
1;0;1;0;1;1;1;1;1;1;0;0;0;0;1;0;0;79538.200000;2660.000000
1;0;1;0;1;1;1;1;1;1;0;0;0;0;1;1;0;79928.800000;2660.000000
1;0;1;0;1;1;1;1;1;1;0;0;0;1;0;0;0;80787.600000;2762.400000
1;0;1;0;1;1;1;1;1;1;0;0;0;1;1;0;0;80858.800000;2703.400000
1;0;1;0;1;1;1;1;1;1;0;0;0;1;0;1;0;80798.600000;2752.000000
1;0;1;0;1;1;1;1;1;1;0;0;0;1;1;1;0;81538.600000;2743.000000
1;0;1;0;1;1;1;1;1;1;0;0;1;0;0;0;0;80645.800000;2698.200000
1;0;1;0;1;1;1;1;1;1;0;0;1;0;0;1;0;80688.200000;2734.600000
1;0;1;0;1;1;1;1;1;1;0;0;1;1;0;0;0;81937.400000;2784.800000
1;0;1;0;1;1;1;1;1;1;0;0;1;1;0;1;0;82153.200000;2819.200000
1;0;1;0;1;1;1;1;1;1;0;0;1;0;1;0;0;81182.400000;2721.800000
1;0;1;0;1;1;1;1;1;1;0;0;1;1;1;0;0;82873.000000;2801.200000
1;0;1;0;1;1;1;1;1;1;0;0;1;0;1;1;0;81295.800000;2784.600000
1;0;1;0;1;1;1;1;1;1;0;0;1;1;1;1;0;82940.000000;2801.800000
1;0;1;0;1;1;1;1;1;1;0;1;0;0;0;0;0;79648.000000;2696.600000
1;0;1;0;1;1;1;1;1;1;0;1;0;0;0;1;0;79789.400000;2693.000000
1;0;1;0;1;1;1;1;1;1;0;1;0;0;1;0;0;82728.000000;2771.800000
1;0;1;0;1;1;1;1;1;1;0;1;0;0;1;1;0;82883.800000;2800.400000
1;0;1;0;1;1;1;1;1;1;0;1;1;0;0;0;0;83645.800000;2843.000000
1;0;1;0;1;1;1;1;1;1;0;1;1;0;1;0;0;83931.000000;2810.800000
1;0;1;0;1;1;1;1;1;1;0;1;1;0;0;1;0;83754.400000;2819.200000
1;0;1;0;1;1;1;1;1;1;0;1;1;0;1;1;0;83745.400000;2788.400000
1;0;1;0;1;1;1;1;1;1;0;1;0;1;0;0;0;83615.000000;2853.800000
1;0;1;0;1;1;1;1;1;1;0;1;0;1;0;1;0;83748.800000;2804.400000
1;0;1;0;1;1;1;1;1;1;0;1;1;1;0;0;0;85022.600000;2838.000000
1;0;1;0;1;1;1;1;1;1;0;1;1;1;0;1;0;84885.200000;2907.400000
1;0;1;0;1;1;1;1;1;1;0;1;0;1;1;0;0;84333.000000;2835.400000
1;0;1;0;1;1;1;1;1;1;0;1;1;1;1;0;0;85632.600000;2886.400000
1;0;1;0;1;1;1;1;1;1;0;1;0;1;1;1;0;84523.800000;2796.200000
1;0;1;0;1;1;1;1;1;1;0;1;1;1;1;1;0;85773.800000;2917.000000
1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;82284.800000;2786.400000
1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;1;0;82493.800000;2774.800000
1;0;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;85196.000000;2903.200000
1;0;1;1;1;1;1;1;1;1;0;0;0;0;1;1;0;85661.000000;2929.200000
1;0;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;86668.800000;2868.200000
1;0;1;1;1;1;1;1;1;1;0;0;0;1;1;0;0;87382.600000;2963.400000
1;0;1;1;1;1;1;1;1;1;0;0;0;1;0;1;0;86525.800000;2930.400000
