root;ee_instrument;simplifycfg;ipsccp;called_value_propagation;basicaa;instcombine;inline;mergereturn;jump_threading;pgo_memop_opt;tailcallelim;licm;sink;gvn;sccp;adce;performance;energy
1;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;60812.800000;2053.800000
1;0;0;0;0;0;0;0;1;0;0;1;1;1;0;1;0;60928.200000;2079.000000
1;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;60541.400000;2103.800000
1;0;0;0;0;0;0;0;1;0;0;1;1;1;1;0;0;61427.400000;2108.800000
1;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;60421.000000;2067.800000
1;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;0;61479.800000;2124.400000
1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;55447.400000;1918.000000
1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;55378.000000;1886.000000
1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;57962.000000;1950.400000
1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;58062.600000;1994.200000
1;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;58753.200000;1995.000000
1;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;59362.600000;2046.000000
1;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0;59096.000000;2064.600000
1;0;0;0;0;0;0;0;1;1;0;0;0;1;1;1;0;59457.400000;2037.200000
1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;58048.800000;2002.800000
1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;57987.600000;1965.600000
1;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;61265.000000;2077.200000
1;0;0;0;0;0;0;0;1;1;0;1;0;1;0;1;0;61331.000000;2132.400000
1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;60513.200000;2053.400000
1;0;0;0;0;0;0;0;1;1;0;1;0;1;1;0;0;61834.800000;2131.000000
1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;1;0;60441.400000;2081.200000
1;0;0;0;0;0;0;0;1;1;0;1;0;1;1;1;0;61917.600000;2112.400000
1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;58491.800000;2005.800000
1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;58497.200000;2000.200000
1;0;0;0;0;0;0;0;1;1;0;0;1;0;1;0;0;58844.600000;2006.200000
1;0;0;0;0;0;0;0;1;1;0;0;1;0;1;1;0;58990.800000;2011.400000
1;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;61005.600000;2089.800000
1;0;0;0;0;0;0;0;1;1;0;1;1;0;1;0;0;61452.800000;2078.800000
1;0;0;0;0;0;0;0;1;1;0;1;1;0;0;1;0;61191.600000;2098.000000
1;0;0;0;0;0;0;0;1;1;0;1;1;0;1;1;0;61501.400000;2106.200000
1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;59825.000000;2050.600000
1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;1;0;59760.800000;2041.400000
1;0;0;0;0;0;0;0;1;1;0;1;1;1;0;0;0;62247.000000;2127.000000
1;0;0;0;0;0;0;0;1;1;0;1;1;1;0;1;0;62483.000000;2127.000000
1;0;0;0;0;0;0;0;1;1;0;0;1;1;1;0;0;60472.200000;2092.600000
1;0;0;0;0;0;0;0;1;1;0;1;1;1;1;0;0;62921.200000;2160.200000
1;0;0;0;0;0;0;0;1;1;0;0;1;1;1;1;0;60375.400000;2056.000000
1;0;0;0;0;0;0;0;1;1;0;1;1;1;1;1;0;63072.600000;2127.600000
1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;59106.000000;2015.600000
1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;59182.200000;2022.000000
1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;62084.000000;2112.600000
1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;62093.600000;2117.200000
1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;62943.200000;2118.800000
1;0;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0;63497.400000;2187.200000
1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;63004.800000;2138.000000
1;0;0;0;0;0;0;0;1;0;1;0;0;1;1;1;0;63585.400000;2159.000000
1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;62809.000000;2157.400000
1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;62803.800000;2140.200000
1;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;63969.600000;2195.000000
1;0;0;0;0;0;0;0;1;0;1;0;1;1;0;1;0;64213.000000;2174.800000
1;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;63238.600000;2186.800000
1;0;0;0;0;0;0;0;1;0;1;0;1;1;1;0;0;64684.200000;2192.200000
1;0;0;0;0;0;0;0;1;0;1;0;1;0;1;1;0;63302.200000;2162.400000
1;0;0;0;0;0;0;0;1;0;1;0;1;1;1;1;0;64787.400000;2201.200000
1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;61194.600000;2085.800000
1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;60961.600000;2077.800000
1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;63615.400000;2182.400000
1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;1;0;63710.400000;2134.600000
1;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;64403.800000;2221.200000
1;0;0;0;0;0;0;0;1;1;1;0;1;0;1;0;0;64724.400000;2224.200000
1;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1;0;64403.400000;2193.400000
1;0;0;0;0;0;0;0;1;1;1;0;1;0;1;1;0;64842.000000;2196.600000
1;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;64525.000000;2213.400000
1;0;0;0;0;0;0;0;1;1;1;0;0;1;0;1;0;64772.800000;2216.800000
1;0;0;0;0;0;0;0;1;1;1;0;1;1;0;0;0;65793.600000;2220.600000
1;0;0;0;0;0;0;0;1;1;1;0;1;1;0;1;0;66076.000000;2238.200000
1;0;0;0;0;0;0;0;1;1;1;0;0;1;1;0;0;65074.000000;2190.400000
1;0;0;0;0;0;0;0;1;1;1;0;1;1;1;0;0;66331.400000;2297.800000
1;0;0;0;0;0;0;0;1;1;1;0;0;1;1;1;0;65300.400000;2205.400000
1;0;0;0;0;0;0;0;1;1;1;0;1;1;1;1;0;66396.200000;2296.000000
1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;61946.400000;2095.400000
1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;62386.200000;2068.200000
1;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;64870.600000;2205.400000
1;0;0;0;0;0;0;0;1;0;1;1;0;0;1;1;0;64713.800000;2208.800000
1;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;65438.000000;2210.400000
1;0;0;0;0;0;0;0;1;0;1;1;0;1;1;0;0;65972.400000;2224.400000
1;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0;65579.400000;2250.600000
1;0;0;0;0;0;0;0;1;0;1;1;0;1;1;1;0;66170.400000;2264.600000
1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;63649.600000;2150.400000
1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;1;0;63631.200000;2196.400000
1;0;0;0;0;0;0;0;1;1;1;1;0;1;0;0;0;66968.000000;2258.400000
1;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;0;67086.400000;2277.600000
1;0;0;0;0;0;0;0;1;1;1;1;0;0;1;0;0;66233.400000;2253.400000
1;0;0;0;0;0;0;0;1;1;1;1;0;1;1;0;0;67852.000000;2303.000000
1;0;0;0;0;0;0;0;1;1;1;1;0;0;1;1;0;66216.800000;2276.800000
1;0;0;0;0;0;0;0;1;1;1;1;0;1;1;1;0;67760.200000;2284.200000
1;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;65338.000000;2240.600000
1;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;65461.200000;2212.400000
1;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;0;65708.400000;2223.000000
1;0;0;0;0;0;0;0;1;0;1;1;1;0;1;1;0;65776.600000;2272.000000
1;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;66988.200000;2268.600000
1;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;0;67319.200000;2272.200000
1;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;0;67005.800000;2300.600000
1;0;0;0;0;0;0;0;1;1;1;1;1;0;1;1;0;67411.600000;2286.000000
1;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;0;66675.600000;2268.600000
1;0;0;0;0;0;0;0;1;0;1;1;1;1;0;1;0;66693.200000;2273.200000
1;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;68195.800000;2320.000000
1;0;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;68241.800000;2323.000000
1;0;0;0;0;0;0;0;1;0;1;1;1;1;1;0;0;67639.000000;2323.800000
1;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;69009.000000;2349.800000
1;0;0;0;0;0;0;0;1;0;1;1;1;1;1;1;0;67239.800000;2273.000000
1;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;69022.200000;2329.600000
1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;56355.800000;1951.800000
1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;56548.000000;1910.000000
1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;59896.000000;2042.800000
1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;60001.800000;2058.400000
1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;60908.000000;2047.000000
1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;61274.600000;2084.200000
1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;60919.600000;2090.000000
1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;61489.000000;2099.800000
1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;60450.600000;2066.400000
1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;60664.200000;2092.000000
1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;61876.600000;2097.800000
1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;61805.800000;2059.800000
1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;61071.000000;2067.600000
1;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;62542.400000;2113.600000
1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;61080.800000;2108.400000
1;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;62762.600000;2114.000000
1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;59751.800000;2043.200000
1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;59892.200000;2080.000000
1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;62881.600000;2131.200000
1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;0;62692.000000;2135.400000
1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;63585.800000;2177.800000
1;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;64041.400000;2198.800000
1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;63491.000000;2181.400000
1;0;0;0;0;0;0;1;0;0;0;1;1;0;1;1;0;63916.400000;2165.800000
1;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;63679.800000;2173.000000
1;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;63650.000000;2174.600000
1;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;65041.400000;2203.800000
1;0;0;0;0;0;0;1;0;0;0;1;1;1;0;1;0;65247.200000;2238.800000
1;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;64245.400000;2212.800000
1;0;0;0;0;0;0;1;0;0;0;1;1;1;1;0;0;65568.800000;2210.200000
1;0;0;0;0;0;0;1;0;0;0;1;0;1;1;1;0;64306.000000;2189.600000
1;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;0;65547.800000;2249.200000
1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;63091.600000;2127.800000
1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;63094.200000;2151.200000
1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;66412.000000;2257.200000
1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;1;0;66515.400000;2282.800000
1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;67382.000000;2295.600000
