time,kernel-time,user-time,max-resident-set-size,avg-resident-set-size,avg-mem-use,config_id,partition,workload,ratio,encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting
37.35,0.36,38.43,179792.0,0.0,0.0,33,5,fannie_mae_500k.tar,0.110721,0,1,0,1,0,0,0,0,0,0,0
33.44,0.35,34.5,178616.0,0.0,0.0,188,5,fannie_mae_500k.tar,0.20117,1,1,0,0,0,1,0,1,0,0,0
61.98,0.4,62.91,208856.0,0.0,0.0,178,5,fannie_mae_500k.tar,0.0962193,1,0,0,0,1,0,0,0,1,1,0
34.48,0.38,35.56,178192.0,0.0,0.0,105,5,fannie_mae_500k.tar,0.20117,1,1,0,0,0,0,1,0,0,0,0
37.61,0.43,38.57,178644.0,0.0,0.0,73,5,fannie_mae_500k.tar,0.110722,1,0,0,1,0,0,0,1,1,0,0
34.58,0.36,35.65,178724.0,0.0,0.0,57,5,fannie_mae_500k.tar,0.20117,0,0,0,0,1,0,0,0,0,1,1
34.53,0.39,35.57,179124.0,0.0,0.0,62,5,fannie_mae_500k.tar,0.132868,0,1,0,1,0,0,0,1,1,1,0
37.56,0.37,38.6,179096.0,0.0,0.0,142,5,fannie_mae_500k.tar,0.201172,0,0,1,0,0,0,0,0,1,1,0
34.46,0.34,35.52,179684.0,0.0,0.0,118,5,fannie_mae_500k.tar,0.20117,1,0,0,0,0,0,1,0,1,0,0
33.39,0.37,34.42,178504.0,0.0,0.0,120,5,fannie_mae_500k.tar,0.20117,1,0,0,1,0,0,0,1,0,1,0
39.34,0.4,41.54,178992.0,0.0,0.0,14,5,fannie_mae_500k.tar,0.0962204,1,1,0,0,0,1,0,1,1,1,0
48.37,0.39,61.14,255676.0,0.0,0.0,135,5,fannie_mae_500k.tar,0.132869,0,1,0,0,0,0,1,0,1,0,0
40.43,0.41,41.36,178932.0,0.0,0.0,133,5,fannie_mae_500k.tar,0.132868,0,1,0,0,0,1,0,0,0,1,0
40.34,0.41,41.31,178388.0,0.0,0.0,138,5,fannie_mae_500k.tar,0.132868,0,1,0,0,1,0,0,1,0,0,1
37.62,0.34,38.66,178528.0,0.0,0.0,186,5,fannie_mae_500k.tar,0.351283,1,1,0,1,0,0,0,0,0,1,0
37.56,0.36,38.57,179168.0,0.0,0.0,82,5,fannie_mae_500k.tar,0.201172,1,1,0,0,1,0,0,1,1,0,0
62.01,0.39,63.01,208220.0,0.0,0.0,175,5,fannie_mae_500k.tar,0.351284,1,0,0,0,0,1,0,0,1,1,0
37.57,0.39,38.6,179204.0,0.0,0.0,108,5,fannie_mae_500k.tar,0.20117,1,0,1,0,0,0,0,1,0,0,0
37.61,0.38,38.59,179368.0,0.0,0.0,100,5,fannie_mae_500k.tar,0.132869,1,1,0,0,1,0,0,1,0,0,0
37.62,0.42,38.56,179312.0,0.0,0.0,79,5,fannie_mae_500k.tar,0.0962204,1,1,0,0,1,0,0,1,1,1,1
37.62,0.34,38.65,178800.0,0.0,0.0,113,5,fannie_mae_500k.tar,0.351283,1,0,0,0,1,0,0,0,0,1,0
34.56,0.36,35.57,178800.0,0.0,0.0,157,5,fannie_mae_500k.tar,0.351284,0,0,0,0,0,1,0,1,1,1,0
39.52,0.37,40.51,179636.0,0.0,0.0,20,5,fannie_mae_500k.tar,0.110722,1,1,1,0,0,0,0,1,0,1,0
48.09,0.41,60.84,253876.0,0.0,0.0,51,5,fannie_mae_500k.tar,0.351283,0,0,0,0,0,0,1,0,0,1,0
34.77,0.4,35.94,179844.0,0.0,0.0,102,5,fannie_mae_500k.tar,0.201172,1,1,0,1,0,0,0,0,0,0,0
38.68,0.37,40.54,178044.0,0.0,0.0,67,5,fannie_mae_500k.tar,0.20117,1,0,0,0,1,0,0,1,1,1,0
47.06,0.36,59.82,253848.0,0.0,0.0,59,5,fannie_mae_500k.tar,0.0962193,0,1,0,0,0,0,1,1,1,1,0
37.59,0.33,38.68,179088.0,0.0,0.0,124,5,fannie_mae_500k.tar,0.351283,1,0,0,0,1,0,0,0,0,1,1
59.01,0.38,59.96,208320.0,0.0,0.0,10,5,fannie_mae_500k.tar,0.110721,0,0,1,0,0,0,0,0,0,1,0
36.53,0.38,37.54,179676.0,0.0,0.0,151,5,fannie_mae_500k.tar,0.20117,0,0,0,0,0,0,1,1,1,0,0
61.98,0.36,63.01,209788.0,0.0,0.0,153,5,fannie_mae_500k.tar,0.201172,0,0,0,0,0,0,1,0,1,1,0
37.6,0.39,38.57,178612.0,0.0,0.0,147,5,fannie_mae_500k.tar,0.201172,0,0,0,0,1,0,0,0,1,1,0
37.52,0.35,38.63,178384.0,0.0,0.0,29,5,fannie_mae_500k.tar,0.201172,1,0,0,1,0,0,0,0,1,0,0
38.69,0.36,40.52,179348.0,0.0,0.0,74,5,fannie_mae_500k.tar,0.351284,1,0,1,0,0,0,0,1,1,1,0
36.49,0.37,37.49,179196.0,0.0,0.0,164,5,fannie_mae_500k.tar,0.110721,0,0,0,0,1,0,0,1,1,1,1
62.0,0.4,62.96,208348.0,0.0,0.0,172,5,fannie_mae_500k.tar,0.0962193,0,1,0,0,1,0,0,1,1,0,0
37.58,0.36,38.68,178928.0,0.0,0.0,18,5,fannie_mae_500k.tar,0.201172,1,1,0,0,1,0,0,1,1,1,0
34.54,0.38,35.58,180016.0,0.0,0.0,2,5,fannie_mae_500k.tar,0.351284,0,1,0,0,1,0,0,0,0,0,0
37.35,0.32,38.4,178748.0,0.0,0.0,42,5,fannie_mae_500k.tar,0.110721,0,0,0,1,0,0,0,0,1,0,0
34.53,0.38,35.54,178932.0,0.0,0.0,66,5,fannie_mae_500k.tar,0.132868,0,1,0,0,1,0,0,1,1,0,1
36.5,0.38,37.53,178044.0,0.0,0.0,32,5,fannie_mae_500k.tar,0.201172,0,1,1,0,0,0,0,0,0,0,0
36.52,0.35,37.59,179232.0,0.0,0.0,40,5,fannie_mae_500k.tar,0.20117,0,0,1,0,0,0,0,1,0,0,0
61.99,0.38,63.01,209176.0,0.0,0.0,143,5,fannie_mae_500k.tar,0.201172,0,0,0,1,0,0,0,1,0,1,0
62.0,0.39,63.01,208792.0,0.0,0.0,85,5,fannie_mae_500k.tar,0.132868,1,1,1,0,0,0,0,1,0,0,0
40.41,0.35,41.38,179128.0,0.0,0.0,134,5,fannie_mae_500k.tar,0.132869,0,1,0,0,0,0,1,1,0,0,0
38.71,0.37,40.56,178612.0,0.0,0.0,21,5,fannie_mae_500k.tar,0.110722,1,1,0,1,0,0,0,1,1,0,0
34.49,0.37,35.52,179636.0,0.0,0.0,122,5,fannie_mae_500k.tar,0.201172,1,0,0,1,0,0,0,0,1,1,0
39.3,0.35,41.48,179216.0,0.0,0.0,131,5,fannie_mae_500k.tar,0.132868,0,1,0,0,0,1,0,1,0,0,0
37.55,0.34,38.67,178828.0,0.0,0.0,101,5,fannie_mae_500k.tar,0.201172,1,0,0,0,0,1,0,1,1,0,0
34.52,0.33,35.62,178280.0,0.0,0.0,119,5,fannie_mae_500k.tar,0.351283,1,0,0,0,0,0,1,0,0,1,0
37.62,0.35,38.64,178956.0,0.0,0.0,31,5,fannie_mae_500k.tar,0.351284,1,0,0,0,1,0,0,0,0,0,1
34.46,0.39,35.51,179264.0,0.0,0.0,48,5,fannie_mae_500k.tar,0.20117,0,0,0,0,0,1,0,0,1,0,0
39.23,0.39,40.21,179920.0,0.0,0.0,25,5,fannie_mae_500k.tar,0.110722,1,0,0,1,0,0,0,0,0,0,0
34.53,0.38,35.6,178288.0,0.0,0.0,109,5,fannie_mae_500k.tar,0.201172,1,0,1,0,0,0,0,0,1,0,0
37.36,0.36,38.36,179016.0,0.0,0.0,130,5,fannie_mae_500k.tar,0.351284,0,1,0,0,1,0,0,0,1,0,0
37.64,0.4,38.68,179696.0,0.0,0.0,111,5,fannie_mae_500k.tar,0.20117,1,0,0,0,1,0,0,1,0,0,0
59.0,0.35,60.03,208252.0,0.0,0.0,171,5,fannie_mae_500k.tar,0.132869,0,1,0,0,1,0,0,0,1,1,0
37.53,0.36,38.61,179644.0,0.0,0.0,81,5,fannie_mae_500k.tar,0.201172,1,1,0,0,1,0,0,0,1,1,1
37.6,0.39,38.63,179336.0,0.0,0.0,174,5,fannie_mae_500k.tar,0.0962193,1,0,0,0,0,0,1,0,1,1,0
51.13,0.38,63.98,318108.0,0.0,0.0,90,5,fannie_mae_500k.tar,0.132869,1,1,0,0,1,0,0,1,1,0,1
37.63,0.37,38.63,179216.0,0.0,0.0,80,5,fannie_mae_500k.tar,0.351284,1,1,1,0,0,0,0,1,1,0,0
51.13,0.39,63.91,318576.0,0.0,0.0,13,5,fannie_mae_500k.tar,0.110721,1,0,0,0,0,0,1,1,1,1,0
36.29,0.38,38.4,178956.0,0.0,0.0,137,5,fannie_mae_500k.tar,0.351283,0,1,0,1,0,0,0,1,0,1,0
34.57,0.37,35.63,179152.0,0.0,0.0,158,5,fannie_mae_500k.tar,0.20117,0,0,0,1,0,0,0,1,1,1,0
37.68,0.37,38.62,179140.0,0.0,0.0,93,5,fannie_mae_500k.tar,0.351283,0,1,0,0,1,0,0,1,0,1,0
35.35,0.41,36.3,177996.0,0.0,0.0,3,5,fannie_mae_500k.tar,0.20117,0,0,1,0,0,0,0,0,0,0,0
59.03,0.35,60.01,208096.0,0.0,0.0,177,5,fannie_mae_500k.tar,0.0962193,1,0,0,0,0,1,0,1,0,1,0
33.42,0.38,34.44,178868.0,0.0,0.0,136,5,fannie_mae_500k.tar,0.0962193,0,1,0,0,0,0,1,0,0,1,0
34.47,0.37,35.56,178352.0,0.0,0.0,52,5,fannie_mae_500k.tar,0.0962193,0,0,0,1,0,0,0,1,1,0,0
37.61,0.36,38.57,179476.0,0.0,0.0,144,5,fannie_mae_500k.tar,0.0962204,0,0,0,1,0,0,0,0,1,1,0
36.29,0.36,38.43,178756.0,0.0,0.0,61,5,fannie_mae_500k.tar,0.351283,0,1,1,0,0,0,0,1,1,1,0
38.69,0.37,40.55,179012.0,0.0,0.0,161,5,fannie_mae_500k.tar,0.201172,0,1,0,0,0,0,1,1,0,1,0
35.18,0.38,37.24,178728.0,0.0,0.0,132,5,fannie_mae_500k.tar,0.132869,0,1,0,0,0,1,0,0,1,0,0
51.27,0.42,64.1,318400.0,0.0,0.0,127,5,fannie_mae_500k.tar,0.0962204,0,1,1,0,0,0,0,0,0,1,0
34.5,0.38,35.52,179260.0,0.0,0.0,112,5,fannie_mae_500k.tar,0.351284,1,0,0,0,1,0,0,0,1,0,0
34.64,0.39,36.47,178696.0,0.0,0.0,9,5,fannie_mae_500k.tar,0.0962193,0,0,1,0,0,0,0,0,1,0,0
36.47,0.38,37.55,178588.0,0.0,0.0,77,5,fannie_mae_500k.tar,0.201172,1,1,0,0,0,0,1,1,1,0,0
37.38,0.42,38.38,178544.0,0.0,0.0,44,5,fannie_mae_500k.tar,0.132868,0,0,0,0,1,0,0,1,0,0,0
38.67,0.39,40.5,179036.0,0.0,0.0,19,5,fannie_mae_500k.tar,0.351284,1,1,1,0,0,0,0,0,1,1,0
35.2,0.35,37.26,179200.0,0.0,0.0,184,5,fannie_mae_500k.tar,0.0962193,1,0,0,0,1,0,0,1,1,0,1
51.1,0.39,63.86,318108.0,0.0,0.0,140,5,fannie_mae_500k.tar,0.351283,0,1,0,0,1,0,0,0,0,1,1
34.51,0.35,35.53,178648.0,0.0,0.0,39,5,fannie_mae_500k.tar,0.110721,0,1,0,0,1,0,0,0,0,0,1
39.52,0.38,40.49,179704.0,0.0,0.0,98,5,fannie_mae_500k.tar,0.132869,1,1,0,0,0,0,1,0,1,0,0
35.75,0.39,37.57,178744.0,0.0,0.0,94,5,fannie_mae_500k.tar,0.351284,1,1,1,0,0,0,0,0,1,0,0
34.58,0.34,35.56,179076.0,0.0,0.0,155,5,fannie_mae_500k.tar,0.20117,0,0,0,0,1,0,0,1,1,0,1
34.59,0.36,35.52,179552.0,0.0,0.0,149,5,fannie_mae_500k.tar,0.201172,0,0,0,0,0,1,0,1,0,1,0
38.67,0.4,40.51,179124.0,0.0,0.0,16,5,fannie_mae_500k.tar,0.0962204,1,1,1,0,0,0,0,1,1,1,0
40.44,0.38,41.4,179648.0,0.0,0.0,89,5,fannie_mae_500k.tar,0.201172,1,1,0,0,1,0,0,1,0,1,1
34.48,0.37,35.49,179424.0,0.0,0.0,46,5,fannie_mae_500k.tar,0.20117,0,0,0,0,1,0,0,0,0,1,0
33.39,0.38,34.47,179024.0,0.0,0.0,103,5,fannie_mae_500k.tar,0.20117,1,1,0,0,1,0,0,0,0,0,0
34.49,0.42,35.59,178860.0,0.0,0.0,56,5,fannie_mae_500k.tar,0.132868,0,0,0,0,1,0,0,0,1,0,1
34.53,0.35,35.62,179072.0,0.0,0.0,54,5,fannie_mae_500k.tar,0.132868,0,0,0,0,1,0,0,1,0,0,1
48.14,0.38,60.99,254044.0,0.0,0.0,173,5,fannie_mae_500k.tar,0.0962204,1,0,0,0,0,0,1,1,1,0,0
37.64,0.38,38.61,178804.0,0.0,0.0,71,5,fannie_mae_500k.tar,0.132869,1,0,0,0,1,0,0,0,1,1,1
33.42,0.39,34.43,179492.0,0.0,0.0,60,5,fannie_mae_500k.tar,0.0962193,0,1,0,0,1,0,0,1,1,1,0
35.38,0.36,36.42,179168.0,0.0,0.0,168,5,fannie_mae_500k.tar,0.110721,0,1,0,1,0,0,0,0,1,1,0
34.53,0.37,35.42,177584.0,0.0,0.0,185,5,fannie_mae_500k.tar,0.132868,1,1,0,0,1,0,0,0,0,1,0
34.48,0.35,35.54,178892.0,0.0,0.0,49,5,fannie_mae_500k.tar,0.351283,0,0,0,0,0,1,0,0,0,1,0
48.48,0.42,61.28,254364.0,0.0,0.0,179,5,fannie_mae_500k.tar,0.0962204,1,0,1,0,0,0,0,1,1,0,0
59.01,0.38,59.97,208744.0,0.0,0.0,181,5,fannie_mae_500k.tar,0.132869,1,0,0,0,1,0,0,1,0,1,0
36.26,0.38,38.43,178632.0,0.0,0.0,55,5,fannie_mae_500k.tar,0.20117,0,0,0,0,1,0,0,0,1,1,1
34.52,0.36,35.57,178924.0,0.0,0.0,107,5,fannie_mae_500k.tar,0.132868,1,1,0,0,1,0,0,0,0,0,1
37.63,0.39,38.62,179316.0,0.0,0.0,68,5,fannie_mae_500k.tar,0.110722,1,0,0,1,0,0,0,1,1,1,0
36.47,0.35,37.57,179044.0,0.0,0.0,114,5,fannie_mae_500k.tar,0.351284,1,0,0,0,0,1,0,1,0,0,0
35.39,0.37,36.38,177992.0,0.0,0.0,41,5,fannie_mae_500k.tar,0.110721,0,0,0,1,0,0,0,1,0,0,0
39.49,0.38,40.53,179524.0,0.0,0.0,72,5,fannie_mae_500k.tar,0.351284,1,0,0,0,0,0,1,1,0,1,0
34.44,0.36,35.5,179856.0,0.0,0.0,36,5,fannie_mae_500k.tar,0.0962193,0,1,0,1,0,0,0,1,0,0,0
84.24,0.17,84.59,252032.0,0.0,0.0,91,7,uiq2-8.bin,0.466554,1,1,0,0,1,0,0,0,1,0,0
6.19,0.15,6.53,168852.0,0.0,0.0,26,7,uiq2-8.bin,0.607001,1,0,0,0,0,1,0,0,0,0,0
37.56,0.19,55.93,392884.0,0.0,0.0,58,7,uiq2-8.bin,0.805291,0,0,0,0,0,0,1,1,1,1,0
67.44,0.14,67.79,202716.0,0.0,0.0,8,7,uiq2-8.bin,0.458279,0,0,0,0,0,0,1,1,0,0,0
3.46,0.19,3.77,168852.0,0.0,0.0,187,7,uiq2-8.bin,0.805293,1,1,0,0,1,0,0,0,1,0,1
3.47,0.18,3.8,168852.0,0.0,0.0,11,7,uiq2-8.bin,0.458279,0,0,0,0,1,0,0,0,0,0,1
6.2,0.15,6.52,168848.0,0.0,0.0,146,7,uiq2-8.bin,1.00004,0,0,0,0,1,0,0,1,0,1,0
6.21,0.16,6.54,168848.0,0.0,0.0,28,7,uiq2-8.bin,0.458281,1,0,0,1,0,0,0,1,0,0,0
6.18,0.14,6.54,168852.0,0.0,0.0,159,7,uiq2-8.bin,0.805291,0,0,0,0,1,0,0,1,1,1,0
6.34,0.17,6.66,168788.0,0.0,0.0,156,7,uiq2-8.bin,0.805291,0,0,0,0,1,0,0,1,0,1,1
6.43,0.16,6.77,168788.0,0.0,0.0,64,7,uiq2-8.bin,0.805364,0,1,0,0,0,1,0,0,1,1,0
60.46,0.16,60.78,200752.0,0.0,0.0,35,7,uiq2-8.bin,1.00004,0,1,0,0,0,0,1,0,0,0,0
5.94,0.16,6.53,149272.0,0.0,0.0,69,7,uiq2-8.bin,1.00004,1,0,0,0,1,0,0,1,1,1,1
3.37,0.16,3.81,149248.0,0.0,0.0,63,7,uiq2-8.bin,0.805364,0,1,0,0,1,0,0,1,1,1,1
3.46,0.15,3.8,168848.0,0.0,0.0,5,7,uiq2-8.bin,0.606999,0,0,0,0,1,0,0,0,0,0,0
4.25,0.19,6.77,173812.0,0.0,0.0,189,7,uiq2-8.bin,0.805291,1,1,0,0,0,1,0,0,1,0,0
3.36,0.16,3.79,149248.0,0.0,0.0,104,7,uiq2-8.bin,0.805364,1,1,0,0,0,1,0,0,0,0,0
4.23,0.17,6.75,173788.0,0.0,0.0,167,7,uiq2-8.bin,0.607035,0,1,1,0,0,0,0,1,0,1,0
7.0,0.16,9.49,161560.0,0.0,0.0,86,7,uiq2-8.bin,0.458281,1,1,0,1,0,0,0,1,0,1,0
3.33,0.17,3.66,168784.0,0.0,0.0,50,7,uiq2-8.bin,1.00004,0,0,0,0,0,0,1,0,1,0,0
3.34,0.17,3.8,149244.0,0.0,0.0,125,7,uiq2-8.bin,0.805367,0,1,1,0,0,0,0,1,0,0,0
5.95,0.16,6.54,149272.0,0.0,0.0,87,7,uiq2-8.bin,0.607035,1,1,0,0,1,0,0,1,0,1,0
6.98,0.16,9.53,161556.0,0.0,0.0,166,7,uiq2-8.bin,0.570379,0,1,1,0,0,0,0,1,1,0,0
6.34,0.17,6.66,168784.0,0.0,0.0,30,7,uiq2-8.bin,0.805367,1,0,0,1,0,0,0,0,0,1,0
6.21,0.17,6.52,168852.0,0.0,0.0,148,7,uiq2-8.bin,0.805293,0,0,0,0,0,1,0,1,1,0,0
3.37,0.18,3.7,168784.0,0.0,0.0,123,7,uiq2-8.bin,1.00004,1,0,0,0,1,0,0,0,1,0,1
61.17,0.16,61.54,202696.0,0.0,0.0,7,7,uiq2-8.bin,1.00004,0,0,0,0,0,0,1,0,0,0,0
6.26,0.17,6.6,168784.0,0.0,0.0,145,7,uiq2-8.bin,0.805293,0,0,0,0,1,0,0,1,1,0,0
3.47,0.15,3.82,168848.0,0.0,0.0,45,7,uiq2-8.bin,0.606999,0,0,0,0,1,0,0,0,1,0,0
6.85,0.2,9.45,160032.0,0.0,0.0,180,7,uiq2-8.bin,0.466551,1,0,1,0,0,0,0,1,0,1,0
6.16,0.16,6.48,168784.0,0.0,0.0,115,7,uiq2-8.bin,0.805367,1,0,0,0,0,1,0,0,1,0,0
6.35,0.15,6.68,168788.0,0.0,0.0,106,7,uiq2-8.bin,0.805364,1,1,0,0,0,0,1,1,0,0,0
3.37,0.17,3.69,168788.0,0.0,0.0,34,7,uiq2-8.bin,0.606999,0,1,0,0,0,1,0,0,0,0,0
3.46,0.16,3.79,168848.0,0.0,0.0,154,7,uiq2-8.bin,0.458281,0,0,1,0,0,0,0,1,1,1,0
3.36,0.16,3.7,168792.0,0.0,0.0,139,7,uiq2-8.bin,0.607001,0,1,0,0,1,0,0,0,1,0,1
8.96,0.14,9.32,168784.0,0.0,0.0,96,7,uiq2-8.bin,0.570571,1,1,0,0,0,0,1,0,0,1,0
5.94,0.14,6.54,149272.0,0.0,0.0,116,7,uiq2-8.bin,1.00004,1,0,0,0,0,1,0,0,0,1,0
6.3,0.17,6.63,168852.0,0.0,0.0,76,7,uiq2-8.bin,0.607035,1,1,0,0,0,1,0,1,0,1,0
3.48,0.16,3.8,168848.0,0.0,0.0,47,7,uiq2-8.bin,0.805364,0,0,0,0,0,1,0,1,0,0,0
5.95,0.17,6.52,149272.0,0.0,0.0,22,7,uiq2-8.bin,0.570571,1,1,0,1,0,0,0,0,1,1,0
4.3,0.16,6.74,159940.0,0.0,0.0,43,7,uiq2-8.bin,0.606999,0,0,0,1,0,0,0,0,0,1,0
4.4,0.14,6.86,171612.0,0.0,0.0,12,7,uiq2-8.bin,0.805291,0,1,0,0,0,1,0,1,1,1,0
6.71,0.15,9.34,172848.0,0.0,0.0,190,7,uiq2-8.bin,0.570568,1,1,0,0,0,1,0,0,0,1,0
6.31,0.13,6.65,168788.0,0.0,0.0,182,7,uiq2-8.bin,0.458279,1,0,0,0,1,0,0,1,1,0,0
40.09,0.21,58.42,392768.0,0.0,0.0,78,7,uiq2-8.bin,0.805367,1,1,0,0,0,1,0,1,1,0,0
6.2,0.16,6.51,168852.0,0.0,0.0,160,7,uiq2-8.bin,0.805293,0,1,0,0,0,0,1,0,1,1,0
9.0,0.12,9.37,168788.0,0.0,0.0,99,7,uiq2-8.bin,0.570379,1,1,0,1,0,0,0,1,0,0,0
6.43,0.16,6.78,168788.0,0.0,0.0,4,7,uiq2-8.bin,0.570378,0,0,0,1,0,0,0,0,0,0,0
9.02,0.16,9.38,168784.0,0.0,0.0,162,7,uiq2-8.bin,0.570571,0,1,0,0,0,0,1,1,1,0,0
5.89,0.15,6.52,149268.0,0.0,0.0,88,7,uiq2-8.bin,0.805367,1,1,0,0,0,0,1,0,1,1,0
3.47,0.17,3.79,168852.0,0.0,0.0,150,7,uiq2-8.bin,0.805291,0,0,0,0,0,1,0,0,1,1,0
6.84,0.16,9.42,161040.0,0.0,0.0,97,7,uiq2-8.bin,0.607001,1,1,0,1,0,0,0,0,1,0,0
6.19,0.16,6.53,168848.0,0.0,0.0,152,7,uiq2-8.bin,0.805293,0,0,0,0,0,0,1,1,0,1,0
6.38,0.15,6.71,168784.0,0.0,0.0,53,7,uiq2-8.bin,0.805364,0,0,1,0,0,0,0,1,0,1,0
4.38,0.16,6.79,170492.0,0.0,0.0,163,7,uiq2-8.bin,0.570379,0,1,0,0,1,0,0,0,1,1,1
3.36,0.17,3.68,168788.0,0.0,0.0,6,7,uiq2-8.bin,0.805291,0,0,0,0,0,1,0,0,0,0,0
9.05,0.16,9.37,168788.0,0.0,0.0,191,7,uiq2-8.bin,0.570571,1,1,0,0,1,0,0,0,0,1,1
7.02,0.16,9.54,161044.0,0.0,0.0,70,7,uiq2-8.bin,0.805367,1,0,0,0,0,1,0,1,1,1,0
5.9,0.17,6.51,149264.0,0.0,0.0,141,7,uiq2-8.bin,0.466554,0,0,1,0,0,0,0,1,1,0,0
9.05,0.16,9.38,168784.0,0.0,0.0,170,7,uiq2-8.bin,0.466554,0,1,0,0,1,0,0,1,0,1,1
6.97,0.18,9.5,171576.0,0.0,0.0,95,7,uiq2-8.bin,0.570568,0,1,0,0,0,1,0,1,1,0,0
60.25,0.17,60.6,202692.0,0.0,0.0,183,7,uiq2-8.bin,0.606999,1,0,0,0,1,0,0,1,0,1,1
9.03,0.12,9.4,168784.0,0.0,0.0,24,7,uiq2-8.bin,0.570379,1,0,1,0,0,0,0,0,0,0,0
3.34,0.16,3.67,168788.0,0.0,0.0,92,7,uiq2-8.bin,0.458281,1,1,1,0,0,0,0,0,0,1,0
9.08,0.15,9.43,168788.0,0.0,0.0,23,7,uiq2-8.bin,0.805367,1,1,1,0,0,0,0,0,0,0,0
84.13,0.16,84.46,251912.0,0.0,0.0,27,7,uiq2-8.bin,0.805293,1,0,0,0,0,0,1,0,0,0,0
3.36,0.19,3.8,149248.0,0.0,0.0,117,7,uiq2-8.bin,0.805367,1,0,0,0,0,0,1,1,0,0,0
40.79,0.19,59.17,390860.0,0.0,0.0,169,7,uiq2-8.bin,0.570378,0,1,0,1,0,0,0,1,1,0,0
4.24,0.14,6.8,173664.0,0.0,0.0,37,7,uiq2-8.bin,1.00004,0,1,0,1,0,0,0,0,1,0,0
41.0,0.2,59.36,392780.0,0.0,0.0,176,7,uiq2-8.bin,0.458281,1,0,1,0,0,0,0,0,1,1,0
6.08,0.18,6.68,149268.0,0.0,0.0,121,7,uiq2-8.bin,1.00004,1,0,0,0,1,0,0,1,0,0,1
4.34,0.16,6.81,160012.0,0.0,0.0,84,7,uiq2-8.bin,1.00004,1,1,0,0,0,0,1,1,0,1,0
3.38,0.2,3.8,149252.0,0.0,0.0,110,7,uiq2-8.bin,0.805364,1,0,1,0,0,0,0,0,0,1,0
37.33,0.18,55.33,392788.0,0.0,0.0,128,7,uiq2-8.bin,0.466554,0,1,0,1,0,0,0,0,0,1,0
6.26,0.17,6.59,168788.0,0.0,0.0,83,7,uiq2-8.bin,0.805367,1,1,0,0,0,1,0,0,1,1,0
5.94,0.17,6.53,149276.0,0.0,0.0,17,7,uiq2-8.bin,0.570571,1,1,0,1,0,0,0,1,1,1,0
6.16,0.17,6.47,168788.0,0.0,0.0,129,7,uiq2-8.bin,0.466551,0,1,0,0,1,0,0,1,0,0,0
41.13,0.19,59.76,392788.0,0.0,0.0,15,7,uiq2-8.bin,0.607035,1,1,0,0,0,0,1,1,1,1,0
9.47,0.16,9.8,168784.0,0.0,0.0,165,7,uiq2-8.bin,0.570378,0,1,1,0,0,0,0,0,1,1,0
4.59,0.17,6.98,161560.0,0.0,0.0,65,7,uiq2-8.bin,0.570378,0,1,0,0,0,1,0,1,0,1,0
6.65,0.14,7.0,168792.0,0.0,0.0,38,7,uiq2-8.bin,0.570568,0,1,0,0,1,0,0,0,0,1,0
40.44,0.19,58.9,390760.0,0.0,0.0,126,7,uiq2-8.bin,0.805364,0,1,1,0,0,0,0,0,1,0,0
6.84,0.13,9.46,161040.0,0.0,0.0,75,7,uiq2-8.bin,0.570571,1,1,0,0,1,0,0,0,1,1,0
6.31,0.15,6.67,168792.0,0.0,0.0,33,7,uiq2-8.bin,0.570378,0,1,0,1,0,0,0,0,0,0,0
3.47,0.15,3.81,168852.0,0.0,0.0,188,7,uiq2-8.bin,0.805291,1,1,0,0,0,1,0,1,0,0,0
63.17,0.18,63.5,252080.0,0.0,0.0,178,7,uiq2-8.bin,0.458279,1,0,0,0,1,0,0,0,1,1,0
3.36,0.17,3.77,149252.0,0.0,0.0,105,7,uiq2-8.bin,0.805364,1,1,0,0,0,0,1,0,0,0,0
6.35,0.16,6.69,168784.0,0.0,0.0,73,7,uiq2-8.bin,0.570379,1,0,0,1,0,0,0,1,1,0,0
3.47,0.15,3.83,168848.0,0.0,0.0,57,7,uiq2-8.bin,0.805364,0,0,0,0,1,0,0,0,0,1,1
3.4,0.19,3.79,149268.0,0.0,0.0,62,7,uiq2-8.bin,0.607032,0,1,0,1,0,0,0,1,1,1,0
6.19,0.15,6.54,168848.0,0.0,0.0,142,7,uiq2-8.bin,0.805367,0,0,1,0,0,0,0,0,1,1,0
3.32,0.15,3.65,168788.0,0.0,0.0,118,7,uiq2-8.bin,0.805364,1,0,0,0,0,0,1,0,1,0,0
3.37,0.19,3.69,168784.0,0.0,0.0,120,7,uiq2-8.bin,0.805364,1,0,0,1,0,0,0,1,0,1,0
7.22,0.16,9.77,161060.0,0.0,0.0,14,7,uiq2-8.bin,0.466554,1,1,0,0,0,1,0,1,1,1,0
37.59,0.21,55.9,392420.0,0.0,0.0,135,7,uiq2-8.bin,0.607001,0,1,0,0,0,0,1,0,1,0,0
8.99,0.15,9.32,168784.0,0.0,0.0,133,7,uiq2-8.bin,0.607032,0,1,0,0,0,1,0,0,0,1,0
9.0,0.16,9.34,168784.0,0.0,0.0,138,7,uiq2-8.bin,0.607032,0,1,0,0,1,0,0,1,0,0,1
6.19,0.19,6.51,168856.0,0.0,0.0,186,7,uiq2-8.bin,1.00004,1,1,0,1,0,0,0,0,0,1,0
