time,kernel-time,user-time,max-resident-set-size,avg-resident-set-size,avg-mem-use,config_id,partition,workload,ratio,encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting
2.97,0.01,2.94,67424.0,0.0,0.0,146,5,artificl.tar,0.667878,0,0,0,0,1,0,0,1,0,1,0
2.96,0.0,2.94,67428.0,0.0,0.0,28,5,artificl.tar,0.251012,1,0,0,1,0,0,0,1,0,0,0
2.97,0.0,2.94,67436.0,0.0,0.0,159,5,artificl.tar,0.330439,0,0,0,0,1,0,0,1,1,1,0
2.95,0.0,2.93,67364.0,0.0,0.0,156,5,artificl.tar,0.330439,0,0,0,0,1,0,0,1,0,1,1
0.05,0.01,0.04,67372.0,0.0,0.0,64,5,artificl.tar,0.330439,0,1,0,0,0,1,0,0,1,1,0
0.24,0.03,0.2,151488.0,0.0,0.0,35,5,artificl.tar,0.667536,0,1,0,0,0,0,1,0,0,0,0
2.95,0.0,2.93,67532.0,0.0,0.0,69,5,artificl.tar,0.667878,1,0,0,0,1,0,0,1,1,1,1
0.04,0.01,0.02,67432.0,0.0,0.0,63,5,artificl.tar,0.330439,0,1,0,0,1,0,0,1,1,1,1
0.04,0.02,0.02,67444.0,0.0,0.0,5,5,artificl.tar,0.249108,0,0,0,0,1,0,0,0,0,0,0
0.06,0.01,0.04,67380.0,0.0,0.0,189,5,artificl.tar,0.330439,1,1,0,0,0,1,0,0,1,0,0
0.03,0.01,0.02,67436.0,0.0,0.0,104,5,artificl.tar,0.330439,1,1,0,0,0,1,0,0,0,0,0
0.05,0.01,0.03,67360.0,0.0,0.0,167,5,artificl.tar,0.24945,0,1,1,0,0,0,0,1,0,1,0
2.95,0.0,2.94,67596.0,0.0,0.0,86,5,artificl.tar,0.251012,1,1,0,1,0,0,0,1,0,1,0
0.04,0.01,0.02,67368.0,0.0,0.0,50,5,artificl.tar,0.667536,0,0,0,0,0,0,1,0,1,0,0
0.03,0.01,0.02,67436.0,0.0,0.0,125,5,artificl.tar,0.330781,0,1,1,0,0,0,0,1,0,0,0
2.95,0.0,2.93,67520.0,0.0,0.0,87,5,artificl.tar,0.24945,1,1,0,0,1,0,0,1,0,1,0
2.96,0.01,2.94,67596.0,0.0,0.0,166,5,artificl.tar,0.248298,0,1,1,0,0,0,0,1,1,0,0
2.97,0.01,2.94,67356.0,0.0,0.0,30,5,artificl.tar,0.330781,1,0,0,1,0,0,0,0,0,1,0
2.95,0.0,2.93,67436.0,0.0,0.0,148,5,artificl.tar,0.330781,0,0,0,0,0,1,0,1,1,0,0
0.04,0.01,0.02,67368.0,0.0,0.0,123,5,artificl.tar,0.667536,1,0,0,0,1,0,0,0,1,0,1
0.25,0.02,0.21,151468.0,0.0,0.0,7,5,artificl.tar,0.667536,0,0,0,0,0,0,1,0,0,0,0
2.97,0.0,2.95,67364.0,0.0,0.0,145,5,artificl.tar,0.330781,0,0,0,0,1,0,0,1,1,0,0
0.04,0.01,0.02,67436.0,0.0,0.0,45,5,artificl.tar,0.249108,0,0,0,0,1,0,0,0,1,0,0
2.96,0.0,2.93,67604.0,0.0,0.0,180,5,artificl.tar,0.250671,1,0,1,0,0,0,0,1,0,1,0
2.95,0.0,2.93,67372.0,0.0,0.0,115,5,artificl.tar,0.330781,1,0,0,0,0,1,0,0,1,0,0
0.04,0.01,0.02,67376.0,0.0,0.0,106,5,artificl.tar,0.330439,1,1,0,0,0,0,1,1,0,0,0
0.04,0.01,0.02,67372.0,0.0,0.0,34,5,artificl.tar,0.249108,0,1,0,0,0,1,0,0,0,0,0
0.04,0.0,0.02,67432.0,0.0,0.0,154,5,artificl.tar,0.251012,0,0,1,0,0,0,0,1,1,1,0
0.04,0.01,0.02,67368.0,0.0,0.0,139,5,artificl.tar,0.24945,0,1,0,0,1,0,0,0,1,0,1
2.96,0.0,2.93,67572.0,0.0,0.0,96,5,artificl.tar,0.248298,1,1,0,0,0,0,1,0,0,1,0
2.95,0.0,2.93,67520.0,0.0,0.0,116,5,artificl.tar,0.667878,1,0,0,0,0,1,0,0,0,1,0
2.97,0.0,2.95,67428.0,0.0,0.0,76,5,artificl.tar,0.24945,1,1,0,0,0,1,0,1,0,1,0
0.04,0.0,0.03,67440.0,0.0,0.0,47,5,artificl.tar,0.330439,0,0,0,0,0,1,0,1,0,0,0
2.97,0.01,2.94,67532.0,0.0,0.0,22,5,artificl.tar,0.248298,1,1,0,1,0,0,0,0,1,1,0
0.04,0.0,0.03,67364.0,0.0,0.0,43,5,artificl.tar,0.249108,0,0,0,1,0,0,0,0,0,1,0
0.06,0.02,0.03,67372.0,0.0,0.0,12,5,artificl.tar,0.330439,0,1,0,0,0,1,0,1,1,1,0
2.97,0.0,2.95,68328.0,0.0,0.0,190,5,artificl.tar,0.247956,1,1,0,0,0,1,0,0,0,1,0
0.05,0.01,0.03,67368.0,0.0,0.0,182,5,artificl.tar,0.250671,1,0,0,0,1,0,0,1,1,0,0
3.14,0.03,3.11,237560.0,0.0,0.0,78,5,artificl.tar,0.330781,1,1,0,0,0,1,0,1,1,0,0
2.96,0.0,2.93,67432.0,0.0,0.0,160,5,artificl.tar,0.330781,0,1,0,0,0,0,1,0,1,1,0
2.98,0.0,2.95,67560.0,0.0,0.0,99,5,artificl.tar,0.248298,1,1,0,1,0,0,0,1,0,0,0
0.05,0.01,0.02,67372.0,0.0,0.0,4,5,artificl.tar,0.247956,0,0,0,1,0,0,0,0,0,0,0
2.99,0.0,2.96,68308.0,0.0,0.0,162,5,artificl.tar,0.248298,0,1,0,0,0,0,1,1,1,0,0
2.97,0.0,2.95,67524.0,0.0,0.0,88,5,artificl.tar,0.330781,1,1,0,0,0,0,1,0,1,1,0
0.04,0.01,0.02,67440.0,0.0,0.0,150,5,artificl.tar,0.330439,0,0,0,0,0,1,0,0,1,1,0
2.97,0.0,2.95,67604.0,0.0,0.0,97,5,artificl.tar,0.24945,1,1,0,1,0,0,0,0,1,0,0
2.95,0.0,2.93,67432.0,0.0,0.0,152,5,artificl.tar,0.330781,0,0,0,0,0,0,1,1,0,1,0
0.05,0.01,0.02,67368.0,0.0,0.0,53,5,artificl.tar,0.330439,0,0,1,0,0,0,0,1,0,1,0
0.05,0.0,0.03,67364.0,0.0,0.0,163,5,artificl.tar,0.248298,0,1,0,0,1,0,0,0,1,1,1
0.04,0.01,0.02,67380.0,0.0,0.0,6,5,artificl.tar,0.330439,0,0,0,0,0,1,0,0,0,0,0
2.96,0.0,2.94,68308.0,0.0,0.0,191,5,artificl.tar,0.248298,1,1,0,0,1,0,0,0,0,1,1
2.97,0.0,2.94,67600.0,0.0,0.0,70,5,artificl.tar,0.330781,1,0,0,0,0,1,0,1,1,1,0
2.97,0.0,2.95,67520.0,0.0,0.0,141,5,artificl.tar,0.251012,0,0,1,0,0,0,0,1,1,0,0
2.98,0.0,2.95,67552.0,0.0,0.0,170,5,artificl.tar,0.251012,0,1,0,0,1,0,0,1,0,1,1
2.96,0.0,2.94,68328.0,0.0,0.0,95,5,artificl.tar,0.247956,0,1,0,0,0,1,0,1,1,0,0
0.24,0.03,0.21,151480.0,0.0,0.0,183,5,artificl.tar,0.249108,1,0,0,0,1,0,0,1,0,1,1
2.98,0.0,2.94,68308.0,0.0,0.0,24,5,artificl.tar,0.248298,1,0,1,0,0,0,0,0,0,0,0
0.04,0.01,0.02,67376.0,0.0,0.0,92,5,artificl.tar,0.251012,1,1,1,0,0,0,0,0,0,1,0
2.97,0.0,2.94,68304.0,0.0,0.0,23,5,artificl.tar,0.330781,1,1,1,0,0,0,0,0,0,0,0
3.16,0.01,3.12,176128.0,0.0,0.0,27,5,artificl.tar,0.330781,1,0,0,0,0,0,1,0,0,0,0
0.03,0.01,0.02,67428.0,0.0,0.0,117,5,artificl.tar,0.330781,1,0,0,0,0,0,1,1,0,0,0
3.14,0.03,3.11,235932.0,0.0,0.0,169,5,artificl.tar,0.247956,0,1,0,1,0,0,0,1,1,0,0
0.05,0.01,0.04,67376.0,0.0,0.0,37,5,artificl.tar,0.667536,0,1,0,1,0,0,0,0,1,0,0
0.22,0.04,0.2,170180.0,0.0,0.0,176,5,artificl.tar,0.251012,1,0,1,0,0,0,0,0,1,1,0
2.97,0.0,2.94,67516.0,0.0,0.0,121,5,artificl.tar,0.667536,1,0,0,0,1,0,0,1,0,0,1
0.04,0.01,0.03,67376.0,0.0,0.0,84,5,artificl.tar,0.667878,1,1,0,0,0,0,1,1,0,1,0
0.03,0.01,0.02,67448.0,0.0,0.0,110,5,artificl.tar,0.330439,1,0,1,0,0,0,0,0,0,1,0
0.22,0.04,0.2,172152.0,0.0,0.0,128,5,artificl.tar,0.251012,0,1,0,1,0,0,0,0,0,1,0
2.95,0.0,2.92,67364.0,0.0,0.0,83,5,artificl.tar,0.330781,1,1,0,0,0,1,0,0,1,1,0
2.97,0.0,2.95,67528.0,0.0,0.0,17,5,artificl.tar,0.248298,1,1,0,1,0,0,0,1,1,1,0
2.96,0.0,2.93,67376.0,0.0,0.0,129,5,artificl.tar,0.250671,0,1,0,0,1,0,0,1,0,0,0
3.14,0.02,3.12,235948.0,0.0,0.0,15,5,artificl.tar,0.24945,1,1,0,0,0,0,1,1,1,1,0
2.97,0.0,2.95,68308.0,0.0,0.0,165,5,artificl.tar,0.247956,0,1,1,0,0,0,0,0,1,1,0
0.04,0.01,0.02,67380.0,0.0,0.0,65,5,artificl.tar,0.247956,0,1,0,0,0,1,0,1,0,1,0
0.06,0.01,0.04,67372.0,0.0,0.0,38,5,artificl.tar,0.247956,0,1,0,0,1,0,0,0,0,1,0
3.15,0.03,3.12,235740.0,0.0,0.0,126,5,artificl.tar,0.330439,0,1,1,0,0,0,0,0,1,0,0
2.97,0.0,2.95,67600.0,0.0,0.0,75,5,artificl.tar,0.248298,1,1,0,0,1,0,0,0,1,1,0
0.06,0.01,0.03,67372.0,0.0,0.0,33,5,artificl.tar,0.247956,0,1,0,1,0,0,0,0,0,0,0
0.04,0.01,0.02,67432.0,0.0,0.0,188,5,artificl.tar,0.330439,1,1,0,0,0,1,0,1,0,0,0
3.15,0.02,3.1,176144.0,0.0,0.0,178,5,artificl.tar,0.250671,1,0,0,0,1,0,0,0,1,1,0
0.04,0.01,0.02,67440.0,0.0,0.0,105,5,artificl.tar,0.330439,1,1,0,0,0,0,1,0,0,0,0
2.97,0.0,2.94,67364.0,0.0,0.0,73,5,artificl.tar,0.248298,1,0,0,1,0,0,0,1,1,0,0
0.04,0.01,0.02,67440.0,0.0,0.0,57,5,artificl.tar,0.330439,0,0,0,0,1,0,0,0,0,1,1
0.03,0.0,0.03,67432.0,0.0,0.0,62,5,artificl.tar,0.249108,0,1,0,1,0,0,0,1,1,1,0
2.95,0.01,2.92,67444.0,0.0,0.0,142,5,artificl.tar,0.330781,0,0,1,0,0,0,0,0,1,1,0
0.04,0.01,0.02,67368.0,0.0,0.0,118,5,artificl.tar,0.330439,1,0,0,0,0,0,1,0,1,0,0
0.04,0.01,0.02,67388.0,0.0,0.0,120,5,artificl.tar,0.330439,1,0,0,1,0,0,0,1,0,1,0
2.96,0.01,2.94,67600.0,0.0,0.0,14,5,artificl.tar,0.251012,1,1,0,0,0,1,0,1,1,1,0
0.24,0.05,0.22,174264.0,0.0,0.0,135,5,artificl.tar,0.24945,0,1,0,0,0,0,1,0,1,0,0
2.98,0.0,2.95,67564.0,0.0,0.0,133,5,artificl.tar,0.249108,0,1,0,0,0,1,0,0,0,1,0
2.96,0.0,2.93,67560.0,0.0,0.0,138,5,artificl.tar,0.249108,0,1,0,0,1,0,0,1,0,0,1
2.97,0.0,2.94,67440.0,0.0,0.0,186,5,artificl.tar,0.667536,1,1,0,1,0,0,0,0,0,1,0
2.95,0.0,2.93,67520.0,0.0,0.0,82,5,artificl.tar,0.330781,1,1,0,0,1,0,0,1,1,0,0
3.14,0.02,3.1,176136.0,0.0,0.0,175,5,artificl.tar,0.667878,1,0,0,0,0,1,0,0,1,1,0
2.95,0.0,2.93,67528.0,0.0,0.0,108,5,artificl.tar,0.330439,1,0,1,0,0,0,0,1,0,0,0
2.96,0.01,2.93,67428.0,0.0,0.0,100,5,artificl.tar,0.24945,1,1,0,0,1,0,0,1,0,0,0
2.97,0.0,2.95,67368.0,0.0,0.0,79,5,artificl.tar,0.251012,1,1,0,0,1,0,0,1,1,1,1
2.96,0.0,2.93,67376.0,0.0,0.0,113,5,artificl.tar,0.667536,1,0,0,0,1,0,0,0,0,1,0
0.04,0.01,0.02,67436.0,0.0,0.0,157,5,artificl.tar,0.667878,0,0,0,0,0,1,0,1,1,1,0
2.96,0.0,2.94,68312.0,0.0,0.0,20,5,artificl.tar,0.248298,1,1,1,0,0,0,0,1,0,1,0
0.22,0.03,0.2,172456.0,0.0,0.0,51,5,artificl.tar,0.667536,0,0,0,0,0,0,1,0,0,1,0
0.03,0.01,0.02,67440.0,0.0,0.0,102,5,artificl.tar,0.330781,1,1,0,1,0,0,0,0,0,0,0
2.97,0.0,2.94,70112.0,0.0,0.0,67,5,artificl.tar,0.330439,1,0,0,0,1,0,0,1,1,1,0
0.22,0.03,0.2,170504.0,0.0,0.0,59,5,artificl.tar,0.250671,0,1,0,0,0,0,1,1,1,1,0
2.95,0.0,2.93,67512.0,0.0,0.0,124,5,artificl.tar,0.667536,1,0,0,0,1,0,0,0,0,1,1
0.24,0.04,0.19,151484.0,0.0,0.0,10,5,artificl.tar,0.247956,0,0,1,0,0,0,0,0,0,1,0
2.95,0.0,2.93,67428.0,0.0,0.0,151,5,artificl.tar,0.330439,0,0,0,0,0,0,1,1,1,0,0
3.15,0.02,3.11,176144.0,0.0,0.0,153,5,artificl.tar,0.330781,0,0,0,0,0,0,1,0,1,1,0
2.97,0.0,2.94,67440.0,0.0,0.0,147,5,artificl.tar,0.330781,0,0,0,0,1,0,0,0,1,1,0
2.96,0.0,2.93,67520.0,0.0,0.0,29,5,artificl.tar,0.330781,1,0,0,1,0,0,0,0,1,0,0
2.98,0.0,2.95,68320.0,0.0,0.0,74,5,artificl.tar,0.667878,1,0,1,0,0,0,0,1,1,1,0
0.06,0.01,0.04,67364.0,0.0,0.0,164,5,artificl.tar,0.247956,0,0,0,0,1,0,0,1,1,1,1
3.15,0.02,3.1,176140.0,0.0,0.0,172,5,artificl.tar,0.250671,0,1,0,0,1,0,0,1,1,0,0
2.97,0.0,2.94,67372.0,0.0,0.0,18,5,artificl.tar,0.330781,1,1,0,0,1,0,0,1,1,1,0
0.04,0.01,0.02,67432.0,0.0,0.0,2,5,artificl.tar,0.667878,0,1,0,0,1,0,0,0,0,0,0
0.05,0.01,0.03,67380.0,0.0,0.0,42,5,artificl.tar,0.247956,0,0,0,1,0,0,0,0,1,0,0
0.03,0.01,0.01,67436.0,0.0,0.0,66,5,artificl.tar,0.249108,0,1,0,0,1,0,0,1,1,0,1
0.06,0.01,0.04,67372.0,0.0,0.0,32,5,artificl.tar,0.330781,0,1,1,0,0,0,0,0,0,0,0
0.06,0.01,0.03,67364.0,0.0,0.0,40,5,artificl.tar,0.330439,0,0,1,0,0,0,0,1,0,0,0
3.15,0.02,3.11,176136.0,0.0,0.0,143,5,artificl.tar,0.330781,0,0,0,1,0,0,0,1,0,1,0
3.15,0.02,3.1,176140.0,0.0,0.0,85,5,artificl.tar,0.249108,1,1,1,0,0,0,0,1,0,0,0
2.98,0.0,2.95,67564.0,0.0,0.0,134,5,artificl.tar,0.24945,0,1,0,0,0,0,1,1,0,0,0
2.96,0.01,2.94,69836.0,0.0,0.0,21,5,artificl.tar,0.248298,1,1,0,1,0,0,0,1,1,0,0
0.03,0.01,0.01,67368.0,0.0,0.0,122,5,artificl.tar,0.330781,1,0,0,1,0,0,0,0,1,1,0
2.96,0.0,2.93,67592.0,0.0,0.0,131,5,artificl.tar,0.249108,0,1,0,0,0,1,0,1,0,0,0
2.95,0.0,2.94,67520.0,0.0,0.0,101,5,artificl.tar,0.330781,1,0,0,0,0,1,0,1,1,0,0
0.03,0.01,0.02,67428.0,0.0,0.0,119,5,artificl.tar,0.667536,1,0,0,0,0,0,1,0,0,1,0
2.95,0.0,2.93,67428.0,0.0,0.0,31,5,artificl.tar,0.667878,1,0,0,0,1,0,0,0,0,0,1
0.04,0.01,0.02,67372.0,0.0,0.0,48,5,artificl.tar,0.330439,0,0,0,0,0,1,0,0,1,0,0
2.98,0.01,2.94,67564.0,0.0,0.0,25,5,artificl.tar,0.248298,1,0,0,1,0,0,0,0,0,0,0
0.03,0.01,0.01,67436.0,0.0,0.0,109,5,artificl.tar,0.330781,1,0,1,0,0,0,0,0,1,0,0
0.04,0.01,0.02,67372.0,0.0,0.0,130,5,artificl.tar,0.667878,0,1,0,0,1,0,0,0,1,0,0
2.97,0.0,2.95,67368.0,0.0,0.0,111,5,artificl.tar,0.330439,1,0,0,0,1,0,0,1,0,0,0
0.24,0.02,0.2,151468.0,0.0,0.0,171,5,artificl.tar,0.24945,0,1,0,0,1,0,0,0,1,1,0
2.97,0.0,2.95,67528.0,0.0,0.0,81,5,artificl.tar,0.330781,1,1,0,0,1,0,0,0,1,1,1
2.96,0.0,2.93,67364.0,0.0,0.0,174,5,artificl.tar,0.250671,1,0,0,0,0,0,1,0,1,1,0
3.14,0.03,3.11,239688.0,0.0,0.0,90,5,artificl.tar,0.24945,1,1,0,0,1,0,0,1,1,0,1
2.96,0.0,2.93,67440.0,0.0,0.0,80,5,artificl.tar,0.667878,1,1,1,0,0,0,0,1,1,0,0
3.14,0.02,3.11,239708.0,0.0,0.0,13,5,artificl.tar,0.247956,1,0,0,0,0,0,1,1,1,1,0
0.04,0.01,0.03,67368.0,0.0,0.0,137,5,artificl.tar,0.667536,0,1,0,1,0,0,0,1,0,1,0
0.04,0.01,0.02,67432.0,0.0,0.0,158,5,artificl.tar,0.330439,0,0,0,1,0,0,0,1,1,1,0
2.95,0.0,2.92,67372.0,0.0,0.0,93,5,artificl.tar,0.667536,0,1,0,0,1,0,0,1,0,1,0
0.07,0.01,0.06,67368.0,0.0,0.0,3,5,artificl.tar,0.330439,0,0,1,0,0,0,0,0,0,0,0
0.24,0.03,0.19,151532.0,0.0,0.0,177,5,artificl.tar,0.250671,1,0,0,0,0,1,0,1,0,1,0
0.03,0.01,0.02,67368.0,0.0,0.0,136,5,artificl.tar,0.250671,0,1,0,0,0,0,1,0,0,1,0
0.03,0.01,0.02,67436.0,0.0,0.0,52,5,artificl.tar,0.250671,0,0,0,1,0,0,0,1,1,0,0
2.95,0.0,2.93,67428.0,0.0,0.0,144,5,artificl.tar,0.251012,0,0,0,1,0,0,0,0,1,1,0
0.04,0.01,0.03,67380.0,0.0,0.0,61,5,artificl.tar,0.667536,0,1,1,0,0,0,0,1,1,1,0
2.97,0.0,2.95,68308.0,0.0,0.0,161,5,artificl.tar,0.330781,0,1,0,0,0,0,1,1,0,1,0
0.04,0.01,0.02,67364.0,0.0,0.0,132,5,artificl.tar,0.24945,0,1,0,0,0,1,0,0,1,0,0
3.13,0.02,3.11,239672.0,0.0,0.0,127,5,artificl.tar,0.251012,0,1,1,0,0,0,0,0,0,1,0
0.04,0.01,0.02,67368.0,0.0,0.0,112,5,artificl.tar,0.667878,1,0,0,0,1,0,0,0,1,0,0
0.05,0.01,0.04,67368.0,0.0,0.0,9,5,artificl.tar,0.250671,0,0,1,0,0,0,0,0,1,0,0
2.96,0.01,2.93,67524.0,0.0,0.0,77,5,artificl.tar,0.330781,1,1,0,0,0,0,1,1,1,0,0
0.06,0.01,0.03,67364.0,0.0,0.0,44,5,artificl.tar,0.249108,0,0,0,0,1,0,0,1,0,0,0
2.98,0.0,2.95,70088.0,0.0,0.0,19,5,artificl.tar,0.667878,1,1,1,0,0,0,0,0,1,1,0
0.04,0.01,0.02,67372.0,0.0,0.0,184,5,artificl.tar,0.250671,1,0,0,0,1,0,0,1,1,0,1
3.14,0.03,3.12,237924.0,0.0,0.0,140,5,artificl.tar,0.667536,0,1,0,0,1,0,0,0,0,1,1
0.04,0.01,0.02,67444.0,0.0,0.0,39,5,artificl.tar,0.247956,0,1,0,0,1,0,0,0,0,0,1
2.97,0.0,2.94,68060.0,0.0,0.0,98,5,artificl.tar,0.24945,1,1,0,0,0,0,1,0,1,0,0
0.05,0.01,0.04,67372.0,0.0,0.0,94,5,artificl.tar,0.667878,1,1,1,0,0,0,0,0,1,0,0
0.04,0.01,0.02,67440.0,0.0,0.0,155,5,artificl.tar,0.330439,0,0,0,0,1,0,0,1,1,0,1
0.04,0.0,0.02,67440.0,0.0,0.0,149,5,artificl.tar,0.330781,0,0,0,0,0,1,0,1,0,1,0
2.97,0.01,2.94,68316.0,0.0,0.0,16,5,artificl.tar,0.251012,1,1,1,0,0,0,0,1,1,1,0
2.97,0.0,2.93,67564.0,0.0,0.0,89,5,artificl.tar,0.330781,1,1,0,0,1,0,0,1,0,1,1
0.03,0.0,0.02,67432.0,0.0,0.0,46,5,artificl.tar,0.330439,0,0,0,0,1,0,0,0,0,1,0
0.03,0.01,0.01,67432.0,0.0,0.0,103,5,artificl.tar,0.330439,1,1,0,0,1,0,0,0,0,0,0
0.04,0.02,0.02,67436.0,0.0,0.0,56,5,artificl.tar,0.249108,0,0,0,0,1,0,0,0,1,0,1
0.04,0.01,0.02,67428.0,0.0,0.0,54,5,artificl.tar,0.249108,0,0,0,0,1,0,0,1,0,0,1
0.22,0.03,0.2,172208.0,0.0,0.0,173,5,artificl.tar,0.251012,1,0,0,0,0,0,1,1,1,0,0
2.96,0.0,2.93,67356.0,0.0,0.0,71,5,artificl.tar,0.24945,1,0,0,0,1,0,0,0,1,1,1
0.04,0.01,0.02,67376.0,0.0,0.0,60,5,artificl.tar,0.250671,0,1,0,0,1,0,0,1,1,1,0
0.05,0.01,0.03,67372.0,0.0,0.0,168,5,artificl.tar,0.247956,0,1,0,1,0,0,0,0,1,1,0
0.04,0.01,0.02,67368.0,0.0,0.0,185,5,artificl.tar,0.249108,1,1,0,0,1,0,0,0,0,1,0
0.04,0.01,0.02,67364.0,0.0,0.0,49,5,artificl.tar,0.667536,0,0,0,0,0,1,0,0,0,1,0
0.22,0.03,0.19,172400.0,0.0,0.0,179,5,artificl.tar,0.251012,1,0,1,0,0,0,0,1,1,0,0
0.24,0.03,0.2,151464.0,0.0,0.0,181,5,artificl.tar,0.24945,1,0,0,0,1,0,0,1,0,1,0
0.04,0.0,0.03,67372.0,0.0,0.0,55,5,artificl.tar,0.330439,0,0,0,0,1,0,0,0,1,1,1
0.04,0.01,0.01,67432.0,0.0,0.0,107,5,artificl.tar,0.249108,1,1,0,0,1,0,0,0,0,0,1
2.97,0.0,2.95,67360.0,0.0,0.0,68,5,artificl.tar,0.248298,1,0,0,1,0,0,0,1,1,1,0
2.94,0.0,2.92,67520.0,0.0,0.0,114,5,artificl.tar,0.667878,1,0,0,0,0,1,0,1,0,0,0
0.06,0.01,0.04,67380.0,0.0,0.0,41,5,artificl.tar,0.247956,0,0,0,1,0,0,0,1,0,0,0
2.98,0.0,2.95,68316.0,0.0,0.0,72,5,artificl.tar,0.667878,1,0,0,0,0,0,1,1,0,1,0
0.04,0.01,0.02,67376.0,0.0,0.0,36,5,artificl.tar,0.250671,0,1,0,1,0,0,0,1,0,0,0
33.59,0.1,33.76,214500.0,0.0,0.0,91,7,uiq2-4.bin,0.47346,1,1,0,0,1,0,0,0,1,0,0
4.59,0.08,4.75,117956.0,0.0,0.0,26,7,uiq2-4.bin,0.6071,1,0,0,0,0,1,0,0,0,0,0
16.52,0.13,27.64,381956.0,0.0,0.0,58,7,uiq2-4.bin,0.805413,0,0,0,0,0,0,1,1,1,1,0
35.75,0.12,35.87,193244.0,0.0,0.0,8,7,uiq2-4.bin,0.463055,0,0,0,0,0,0,1,1,0,0,0
2.0,0.1,2.15,117960.0,0.0,0.0,187,7,uiq2-4.bin,0.805416,1,1,0,0,1,0,0,0,1,0,1
2.02,0.08,2.18,117956.0,0.0,0.0,11,7,uiq2-4.bin,0.463055,0,0,0,0,1,0,0,0,0,0,1
4.62,0.09,4.77,119952.0,0.0,0.0,146,7,uiq2-4.bin,1.00005,0,0,0,0,1,0,0,1,0,1,0
4.62,0.08,4.78,117956.0,0.0,0.0,28,7,uiq2-4.bin,0.463058,1,0,0,1,0,0,0,1,0,0,0
4.61,0.08,4.78,117960.0,0.0,0.0,159,7,uiq2-4.bin,0.805413,0,0,0,0,1,0,0,1,1,1,0
4.6,0.09,4.75,117896.0,0.0,0.0,156,7,uiq2-4.bin,0.805413,0,0,0,0,1,0,0,1,0,1,1
3.52,0.07,3.69,117900.0,0.0,0.0,64,7,uiq2-4.bin,0.805522,0,1,0,0,0,1,0,0,1,1,0
40.77,0.1,40.93,193248.0,0.0,0.0,35,7,uiq2-4.bin,1.00005,0,1,0,0,0,0,1,0,0,0,0
4.45,0.08,4.79,123264.0,0.0,0.0,69,7,uiq2-4.bin,1.00005,1,0,0,0,1,0,0,1,1,1,1
1.98,0.1,2.2,123244.0,0.0,0.0,63,7,uiq2-4.bin,0.805522,0,1,0,0,1,0,0,1,1,1,1
2.08,0.08,2.24,117956.0,0.0,0.0,5,7,uiq2-4.bin,0.607097,0,0,0,0,1,0,0,0,0,0,0
2.35,0.08,3.68,124328.0,0.0,0.0,189,7,uiq2-4.bin,0.805413,1,1,0,0,0,1,0,0,1,0,0
2.01,0.1,2.22,123244.0,0.0,0.0,104,7,uiq2-4.bin,0.805522,1,1,0,0,0,1,0,0,0,0,0
2.37,0.11,3.69,124320.0,0.0,0.0,167,7,uiq2-4.bin,0.607173,0,1,1,0,0,0,0,1,0,1,0
4.92,0.09,6.25,121480.0,0.0,0.0,86,7,uiq2-4.bin,0.463058,1,1,0,1,0,0,0,1,0,1,0
2.01,0.11,2.17,117892.0,0.0,0.0,50,7,uiq2-4.bin,1.00005,0,0,0,0,0,0,1,0,1,0,0
1.95,0.08,2.2,123240.0,0.0,0.0,125,7,uiq2-4.bin,0.805527,0,1,1,0,0,0,0,1,0,0,0
4.48,0.08,4.8,123260.0,0.0,0.0,87,7,uiq2-4.bin,0.607173,1,1,0,0,1,0,0,1,0,1,0
4.97,0.08,6.3,121476.0,0.0,0.0,166,7,uiq2-4.bin,0.570604,0,1,1,0,0,0,0,1,1,0,0
4.59,0.08,4.75,117892.0,0.0,0.0,30,7,uiq2-4.bin,0.805527,1,0,0,1,0,0,0,0,0,1,0
4.62,0.08,4.8,117960.0,0.0,0.0,148,7,uiq2-4.bin,0.805416,0,0,0,0,0,1,0,1,1,0,0
1.96,0.09,2.13,117892.0,0.0,0.0,123,7,uiq2-4.bin,1.00005,1,0,0,0,1,0,0,0,1,0,1
31.1,0.09,31.27,193244.0,0.0,0.0,7,7,uiq2-4.bin,1.00005,0,0,0,0,0,0,1,0,0,0,0
4.6,0.08,4.77,117896.0,0.0,0.0,145,7,uiq2-4.bin,0.805416,0,0,0,0,1,0,0,1,1,0,0
2.05,0.1,2.2,117956.0,0.0,0.0,45,7,uiq2-4.bin,0.607097,0,0,0,0,1,0,0,0,1,0,0
4.97,0.08,6.34,121476.0,0.0,0.0,180,7,uiq2-4.bin,0.473454,1,0,1,0,0,0,0,1,0,1,0
4.59,0.07,4.75,117892.0,0.0,0.0,115,7,uiq2-4.bin,0.805527,1,0,0,0,0,1,0,0,1,0,0
3.58,0.08,3.75,117896.0,0.0,0.0,106,7,uiq2-4.bin,0.805522,1,1,0,0,0,0,1,1,0,0,0
1.96,0.09,2.09,117896.0,0.0,0.0,34,7,uiq2-4.bin,0.607097,0,1,0,0,0,1,0,0,0,0,0
2.04,0.11,2.18,117956.0,0.0,0.0,154,7,uiq2-4.bin,0.463058,0,0,1,0,0,0,0,1,1,1,0
