root,asm,wpp,rdoLevel,rdoBasic,rdoSplits,rdoChroma,rdoPrediction,rect,amp,bitdepth,8bit,10bit,me,meDia,meHex,meUmh,meStar,frameThreads,frameThreads_1,frameThreads_2,frameThreads_4,frameThreads_8,ref,ref_1,ref_3,ref_6,workload,median-time,mean-time,std-time,mean-compression-ratio,std-compression-ratio,id
1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,city_cif.y4m,20.64,20.604,0.076681,0.003911,0.0,111
1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,city_cif.y4m,25.82,25.912,0.170646,0.00391,0.0,10
1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,city_cif.y4m,9.43,9.508,0.193572,0.003967,0.0,38
1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,city_cif.y4m,5.65,5.642,0.045497,0.004151,0.0,307
1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,city_cif.y4m,16.75,16.766,0.023022,0.004153,0.0,313
1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,city_cif.y4m,34.54,34.522,0.134239,0.004148,0.0,312
1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,city_cif.y4m,9.13,9.136,0.037815,0.004175,0.0,306
1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,city_cif.y4m,12.22,12.26,0.084853,0.003952,0.0,39
1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,city_cif.y4m,12.37,12.382,0.065727,0.003994,0.0,11
1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,city_cif.y4m,13.98,13.78,0.321636,0.003955,0.0,110
1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,city_cif.y4m,3.22,3.208,0.030332,0.004167,0.0,104
1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,city_cif.y4m,3.15,3.156,0.019494,0.006399,0.0,138
1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,city_cif.y4m,14.83,14.84,0.018708,0.004162,0.0,299
1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,city_cif.y4m,14.23,14.238,0.132174,0.004171,0.0,266
1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,city_cif.y4m,15.76,15.766,0.060663,0.00417,0.0,272
1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,city_cif.y4m,26.4,26.438,0.30244,0.004154,0.0,258
1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,city_cif.y4m,35.56,35.604,0.115456,0.003916,0.0,264
1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,city_cif.y4m,19.46,19.472,0.177961,0.00417,0.0,270
1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,city_cif.y4m,20.63,20.61,0.057009,0.003911,0.0,112
1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,city_cif.y4m,11.7,11.696,0.045607,0.004171,0.0,106
1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,city_cif.y4m,20.73,20.596,0.302126,0.00394,0.0,13
1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,city_cif.y4m,60.49,60.482,0.23952,0.003914,0.0,338
1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,city_cif.y4m,26.9,26.886,0.027928,0.004148,0.0,310
1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,city_cif.y4m,11.85,11.844,0.024083,0.004162,0.0,304
1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,city_cif.y4m,5.66,5.646,0.04669,0.004151,0.0,305
1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,city_cif.y4m,47.84,47.84,0.049497,0.004148,0.0,311
1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,city_cif.y4m,30.26,30.502,0.407271,0.003911,0.0,339
1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,city_cif.y4m,20.24,20.24,0.025495,0.00394,0.0,12
1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,city_cif.y4m,17.03,17.038,0.031145,0.00393,0.0,107
1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,city_cif.y4m,16.56,16.578,0.044385,0.003922,0.0,113
1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,city_cif.y4m,27.52,27.522,0.010954,0.003946,0.0,271
1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,city_cif.y4m,35.5,35.496,0.059414,0.003916,0.0,265
1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,city_cif.y4m,22.01,22.02,0.014142,0.004154,0.0,259
1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,city_cif.y4m,13.2,13.166,0.0999,0.003792,0.0,202
1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,city_cif.y4m,14.29,14.29,0.015811,0.003786,0.0,216
1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,city_cif.y4m,7.22,7.242,0.051186,0.004169,0.0,174
1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,city_cif.y4m,3.42,3.41,0.033166,0.004159,0.0,160
1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,city_cif.y4m,3.65,3.65,0.022361,0.004195,0.0,148
1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,city_cif.y4m,2.14,2.134,0.018166,0.004169,0.0,49
1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,city_cif.y4m,18.57,18.612,0.092033,0.003955,0.0,75
1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,city_cif.y4m,50.71,50.694,0.053198,0.003877,0.0,61
1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,city_cif.y4m,40.71,40.78,0.106771,0.003915,0.0,60
1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,city_cif.y4m,13.49,13.64,0.319218,0.003955,0.0,74
1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,city_cif.y4m,2.6,2.622,0.049193,0.004169,0.0,48
1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,city_cif.y4m,3.57,3.564,0.015166,0.004167,0.0,149
1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,city_cif.y4m,17.18,17.154,0.055045,0.003757,0.0,161
1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,city_cif.y4m,3.6,3.61,0.048477,0.00421,0.0,175
1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,city_cif.y4m,57.84,57.826,0.030496,0.003891,0.0,217
1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,city_cif.y4m,9.83,9.832,0.027749,0.003757,0.0,203
1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,city_cif.y4m,9.55,9.566,0.054129,0.003773,0.0,215
1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,city_cif.y4m,14.07,14.078,0.040866,0.003792,0.0,201
1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,city_cif.y4m,9.99,9.988,0.014832,0.003792,0.0,229
1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,city_cif.y4m,17.05,17.054,0.058566,0.00376,0.0,163
1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,city_cif.y4m,16.03,16.016,0.059414,0.003955,0.0,89
1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,city_cif.y4m,7.27,7.274,0.016733,0.003858,0.0,177
1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,city_cif.y4m,29.82,29.75,0.276767,0.003963,0.0,62
1,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,city_cif.y4m,15.39,15.378,0.107331,0.003926,0.0,76
1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,city_cif.y4m,12.71,12.696,0.037815,0.003901,0.0,188
1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,city_cif.y4m,10.02,9.986,0.073007,0.003904,0.0,349
1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,city_cif.y4m,36.05,36.046,0.032094,0.003915,0.0,348
1,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,city_cif.y4m,19.4,19.416,0.232873,0.003952,0.0,77
1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,city_cif.y4m,20.58,20.58,0.061644,0.003882,0.0,189
1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,city_cif.y4m,28.48,28.262,0.476938,0.003963,0.0,63
1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,city_cif.y4m,15.88,15.824,0.188759,0.003955,0.0,88
1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,city_cif.y4m,6.98,6.984,0.015166,0.003858,0.0,176
1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,city_cif.y4m,12.04,12.036,0.033615,0.00383,0.0,162
1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,city_cif.y4m,25.23,25.164,0.173868,0.003902,0.0,228
1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,city_cif.y4m,13.14,13.124,0.165318,0.003757,0.0,200
1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,city_cif.y4m,20.99,20.99,0.007071,0.003751,0.0,214
1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,city_cif.y4m,11.68,11.688,0.0614,0.004171,0.0,238
1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,city_cif.y4m,20.9,20.988,0.259654,0.003751,0.0,210
1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,city_cif.y4m,10.03,10.034,0.029665,0.003792,0.0,204
1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,city_cif.y4m,25.95,25.874,0.145877,0.003938,0.0,98
1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,city_cif.y4m,17.32,17.32,0.062849,0.00376,0.0,166
1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,city_cif.y4m,6.35,6.346,0.02881,0.004169,0.0,172
1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,city_cif.y4m,25.6,25.75,0.292147,0.003928,0.0,67
1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,city_cif.y4m,31.65,31.648,0.019235,0.003902,0.0,199
1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,city_cif.y4m,17.08,17.074,0.008944,0.003928,0.0,73
1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,city_cif.y4m,20.23,20.238,0.013038,0.00394,0.0,9
1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,city_cif.y4m,14.52,14.524,0.011402,0.004175,0.0,8
1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,city_cif.y4m,20.34,20.348,0.033466,0.003928,0.0,72
1,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,city_cif.y4m,16.9,16.884,0.082341,0.00393,0.0,66
1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,city_cif.y4m,25.77,25.774,0.018166,0.00391,0.0,198
1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,city_cif.y4m,8.57,8.57,0.119373,0.00417,0.0,173
1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,city_cif.y4m,24.97,24.952,0.478195,0.003938,0.0,99
1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,city_cif.y4m,5.27,5.258,0.035637,0.004167,0.0,167
1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,city_cif.y4m,9.69,9.696,0.015166,0.003784,0.0,205
1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,city_cif.y4m,18.71,18.744,0.122597,0.00376,0.0,211
1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,city_cif.y4m,17.36,17.358,0.048166,0.003928,0.0,239
1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,city_cif.y4m,51.55,51.552,0.038987,0.003877,0.0,207
1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,city_cif.y4m,37.44,37.452,0.052631,0.003891,0.0,213
1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,city_cif.y4m,3.54,3.544,0.026077,0.003827,0.0,159
1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,city_cif.y4m,5.15,5.15,0.031623,0.004167,0.0,171
1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,city_cif.y4m,12.15,12.15,0.027386,0.00383,0.0,165
1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,city_cif.y4m,33.02,33.046,0.131453,0.003933,0.0,70
1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,city_cif.y4m,35.09,35.078,0.352236,0.003936,0.0,64
1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,city_cif.y4m,4.29,4.28,0.029155,0.004224,0.0,58
1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,city_cif.y4m,28.33,28.314,0.043359,0.004148,0.0,59
1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,city_cif.y4m,14.81,14.684,0.230282,0.003952,0.0,65
1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,city_cif.y4m,15.29,15.362,0.206083,0.003982,0.0,71
1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,city_cif.y4m,11.96,11.952,0.019235,0.00383,0.0,164
1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,city_cif.y4m,16.2,16.176,0.091269,0.003815,0.0,170
1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,city_cif.y4m,11.85,11.832,0.052631,0.003839,0.0,158
1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,city_cif.y4m,17.13,17.144,0.032094,0.003757,0.0,212
1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,city_cif.y4m,21.38,21.38,0.021213,0.003902,0.0,206
1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,coastguard_cif.y4m,49.21,49.208,0.028636,0.008263,0.0,223
1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,coastguard_cif.y4m,21.72,21.71,0.047958,0.008345,0.0,237
1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,coastguard_cif.y4m,12.28,12.268,0.050695,0.007543,0.0,155
1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,coastguard_cif.y4m,4.66,4.668,0.037014,0.008794,0.0,141
1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,coastguard_cif.y4m,7.78,7.78,0.044721,0.007884,0.0,169
1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,coastguard_cif.y4m,44.14,44.086,0.089331,0.008254,0.0,97
1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,coastguard_cif.y4m,12.7,12.732,0.111221,0.008415,0.0,83
1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,coastguard_cif.y4m,39.74,39.75,0.047434,0.008276,0.0,196
1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,coastguard_cif.y4m,80.64,80.576,0.150266,0.008243,0.0,68
1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,coastguard_cif.y4m,46.69,46.684,0.033615,0.008239,0.0,182
1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,coastguard_cif.y4m,7.15,7.154,0.005477,0.007567,0.0,6
1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,coastguard_cif.y4m,7.32,7.326,0.060249,0.00795,0.0,54
1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,coastguard_cif.y4m,10.45,10.466,0.095551,0.008491,0.0,40
1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,coastguard_cif.y4m,121.02,121.02,0.087464,0.008203,0.0,343
1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,coastguard_cif.y4m,55.73,55.748,0.067231,0.00824,0.0,342
1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,coastguard_cif.y4m,4.23,4.226,0.041593,0.008055,0.0,41
1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,coastguard_cif.y4m,8.12,8.118,0.0249,0.007927,0.0,7
1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,coastguard_cif.y4m,15.72,15.722,0.049193,0.007885,0.0,55
1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,coastguard_cif.y4m,41.3,41.312,0.040866,0.008239,0.0,183
1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,coastguard_cif.y4m,31.67,31.68,0.025495,0.00835,0.0,197
1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,coastguard_cif.y4m,76.55,76.544,0.049295,0.008264,0.0,69
1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,coastguard_cif.y4m,4.66,4.662,0.063797,0.007954,0.0,82
1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,coastguard_cif.y4m,7.52,7.524,0.023022,0.007887,0.0,168
1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,coastguard_cif.y4m,48.22,48.3,0.185742,0.008254,0.0,96
1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,coastguard_cif.y4m,2.76,2.77,0.034641,0.008921,0.0,140
1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,coastguard_cif.y4m,13.58,13.576,0.011402,0.007541,0.0,154
1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,coastguard_cif.y4m,29.83,29.838,0.032711,0.008345,0.0,236
1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,coastguard_cif.y4m,46.73,46.732,0.038987,0.008239,0.0,222
1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,coastguard_cif.y4m,55.94,55.938,0.032711,0.008263,0.0,234
1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,coastguard_cif.y4m,79.82,79.844,0.103827,0.008233,0.0,220
1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,coastguard_cif.y4m,72.98,72.974,0.04827,0.008233,0.0,208
1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,coastguard_cif.y4m,6.03,6.058,0.068702,0.008775,0.0,142
1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,coastguard_cif.y4m,30.12,30.12,0.025495,0.007461,0.0,156
1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,coastguard_cif.y4m,3.45,3.45,0.018708,0.008862,0.0,80
1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,coastguard_cif.y4m,47.2,47.164,0.134648,0.008254,0.0,94
1,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,coastguard_cif.y4m,38.81,38.834,0.080187,0.008279,0.0,181
1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,coastguard_cif.y4m,35.25,35.25,0.022361,0.008276,0.0,195
1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,coastguard_cif.y4m,11.16,11.162,0.013038,0.007968,0.0,43
1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,coastguard_cif.y4m,16.04,16.046,0.033615,0.007544,0.0,57
1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,coastguard_cif.y4m,3.78,3.788,0.025884,0.008906,0.0,5
1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,coastguard_cif.y4m,30.12,30.106,0.063482,0.008333,0.0,340
1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,coastguard_cif.y4m,136.72,136.636,0.129345,0.0082,0.0,354
1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,coastguard_cif.y4m,29.01,28.98,0.051962,0.008357,0.0,341
1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,coastguard_cif.y4m,9.38,9.38,0.057879,0.008843,0.0,56
1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,coastguard_cif.y4m,3.59,3.608,0.063797,0.008905,0.0,4
1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,coastguard_cif.y4m,6.97,6.978,0.013038,0.007994,0.0,42
1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,coastguard_cif.y4m,35.2,35.204,0.035071,0.008276,0.0,194
1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,coastguard_cif.y4m,17.77,17.804,0.070569,0.007657,0.0,180
1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,coastguard_cif.y4m,52.51,52.522,0.040866,0.008254,0.0,95
1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,coastguard_cif.y4m,4.08,4.066,0.030496,0.007601,0.0,81
1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,coastguard_cif.y4m,30.15,30.166,0.056833,0.007461,0.0,157
1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,coastguard_cif.y4m,18.63,18.654,0.071624,0.007493,0.0,143
