OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,MVSTORE,config,workload,throughput
False,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,861,tpcc-2,651.210975245546
True,True,True,False,False,False,True,False,False,False,True,True,True,True,True,False,862,tpcc-2,644.3479983759
True,True,True,False,False,False,True,False,False,False,True,True,True,True,True,False,862,smallbank-1,16338.8976324937
True,True,True,False,False,False,True,False,False,False,True,True,True,True,True,False,862,ycsb-2400,13465.656121037
True,True,True,False,False,False,True,False,False,False,True,True,True,True,True,False,862,voter-2,25616.7166286685
True,True,True,False,False,False,True,False,False,False,True,True,True,True,True,False,862,voter-16,24501.299912612
True,True,True,False,False,False,True,False,False,False,True,True,True,True,True,False,862,smallbank-10,11826.8308222085
True,True,True,False,False,False,True,False,False,False,True,True,True,True,True,False,862,tpcc-8,551.347437677107
True,True,True,False,False,False,True,False,False,False,True,True,True,True,True,False,862,ycsb-600,19353.0073393424
False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,863,voter-2,46436.9999373101
False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,863,tpcc-2,871.639406922706
False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,863,smallbank-1,24844.6584406003
False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,863,ycsb-2400,13733.5738676531
False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,863,tpcc-8,444.927224141435
False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,863,ycsb-600,23587.0351549287
False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,863,smallbank-10,17248.8089869917
False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,863,voter-16,47085.349993722
True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,864,ycsb-2400,12939.0819180643
True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,864,smallbank-1,17196.8351986839
True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,864,tpcc-2,637.081437803695
True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,864,voter-2,25132.8833153214
True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,864,smallbank-10,11358.1535614163
True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,864,voter-16,25180.6166238596
True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,864,ycsb-600,18760.119201078
True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,864,tpcc-8,548.992454812399
True,True,True,False,False,False,True,True,False,False,True,True,True,True,False,False,865,voter-2,25623.2166282318
True,True,True,False,False,False,True,True,False,False,True,True,True,True,False,False,865,ycsb-2400,12889.0949264154
True,True,True,False,False,False,True,True,False,False,True,True,True,True,False,False,865,smallbank-1,15874.6515465994
True,True,True,False,False,False,True,True,False,False,True,True,True,True,False,False,865,tpcc-2,634.182665665823
True,True,True,False,False,False,True,True,False,False,True,True,True,True,False,False,865,ycsb-600,19435.5899527795
True,True,True,False,False,False,True,True,False,False,True,True,True,True,False,False,865,tpcc-8,554.549975544346
True,True,True,False,False,False,True,True,False,False,True,True,True,True,False,False,865,voter-16,25113.2499836764
True,True,True,False,False,False,True,True,False,False,True,True,True,True,False,False,865,smallbank-10,11894.2215320506
False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,866,smallbank-10,17627.2094887854
False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,866,voter-16,47408.9833001471
False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,866,tpcc-8,981.179275977144
False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,866,ycsb-600,21950.3244126822
False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,866,tpcc-2,849.009528208704
False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,866,smallbank-1,24619.8058058073
False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,866,ycsb-2400,13512.6270179819
False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,866,voter-2,47219.0166107908
False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,867,tpcc-8,298.216173973785
False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,867,ycsb-600,23459.5174243438
False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,867,voter-16,45464.5495158026
False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,867,smallbank-10,17023.19811934
False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,867,voter-2,47338.5332702153
False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,867,tpcc-2,815.473432561659
False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,867,smallbank-1,23834.7686861218
False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,867,ycsb-2400,14974.1540783142
False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,868,voter-2,46201.8165888936
False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,868,smallbank-1,24971.1397888732
False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,868,tpcc-2,897.255134605324
False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,868,ycsb-2400,14734.9864482651
False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,868,tpcc-8,983.575193986317
False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,868,ycsb-600,21979.368777584
False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,868,voter-16,46854.9333224005
False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,868,smallbank-10,17185.880417552
True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,870,ycsb-600,21905.9909093428
True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,870,tpcc-8,442.664571513117
True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,870,smallbank-10,17142.6541031358
True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,870,voter-16,46391.5999219075
True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,870,voter-2,46396.5498646767
True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,870,ycsb-2400,15120.5430478629
True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,870,smallbank-1,24565.2073730469
True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,870,tpcc-2,838.668639984561
False,True,False,True,True,False,True,False,True,True,False,False,True,True,False,False,871,voter-16,26074.4666631901
False,True,False,True,True,False,True,False,True,True,False,False,True,True,False,False,871,smallbank-10,11817.0981063407
False,True,False,True,True,False,True,False,True,True,False,False,True,True,False,False,871,ycsb-600,20879.9478061441
False,True,False,True,True,False,True,False,True,True,False,False,True,True,False,False,871,tpcc-8,586.456899500685
False,True,False,True,True,False,True,False,True,True,False,False,True,True,False,False,871,ycsb-2400,13346.4143356889
False,True,False,True,True,False,True,False,True,True,False,False,True,True,False,False,871,smallbank-1,16363.476770122
False,True,False,True,True,False,True,False,True,True,False,False,True,True,False,False,871,tpcc-2,657.142797988744
False,True,False,True,True,False,True,False,True,True,False,False,True,True,False,False,871,voter-2,26307.8499587844
False,False,False,False,True,False,True,False,False,True,False,True,True,True,False,True,872,voter-2,31996.5832314775
False,False,False,False,True,False,True,False,False,True,False,True,True,True,False,True,872,tpcc-2,726.391943405358
False,False,False,False,True,False,True,False,False,True,False,True,True,True,False,True,872,smallbank-1,19360.8892160108
False,False,False,False,True,False,True,False,False,True,False,True,True,True,False,True,872,ycsb-2400,11977.9489007212
False,False,False,False,True,False,True,False,False,True,False,True,True,True,False,True,872,tpcc-8,845.36066904406
False,False,False,False,True,False,True,False,False,True,False,True,True,True,False,True,872,ycsb-600,20328.6058264376
False,False,False,False,True,False,True,False,False,True,False,True,True,True,False,True,872,smallbank-10,14199.0328920563
False,False,False,False,True,False,True,False,False,True,False,True,True,True,False,True,872,voter-16,32776.066630613
False,False,True,True,True,False,False,False,False,False,False,True,True,False,True,True,873,tpcc-2,878.153724890782
False,False,True,True,True,False,False,False,False,False,False,True,True,False,True,True,873,smallbank-1,25898.8887077069
False,False,True,True,True,False,False,False,False,False,False,True,True,False,True,True,873,ycsb-2400,17390.1271459755
False,False,True,True,True,False,False,False,False,False,False,True,True,False,True,True,873,voter-2,47153.1329089551
False,False,True,True,True,False,False,False,False,False,False,True,True,False,True,True,873,voter-16,47863.9666531052
False,False,True,True,True,False,False,False,False,False,False,True,True,False,True,True,873,smallbank-10,18146.9312182745
False,False,True,True,True,False,False,False,False,False,False,True,True,False,True,True,873,tpcc-8,989.772936890374
False,False,True,True,True,False,False,False,False,False,False,True,True,False,True,True,873,ycsb-600,26608.0316350582
False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,874,voter-2,45954.7999303019
False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,874,ycsb-2400,15706.4162444907
False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,874,smallbank-1,25413.8012578485
False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,874,tpcc-2,884.867659274294
False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,874,ycsb-600,22284.9551516368
False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,874,tpcc-8,1028.32363699554
False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,874,voter-16,47522.466480537
False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,874,smallbank-10,17943.118795028
True,True,True,True,True,False,False,True,True,True,False,False,True,True,True,True,875,ycsb-2400,11253.2364629141
True,True,True,True,True,False,False,True,True,True,False,False,True,True,True,True,875,smallbank-1,23629.5595424507
True,True,True,True,True,False,False,True,True,True,False,False,True,True,True,True,875,tpcc-2,797.049370118451
True,True,True,True,True,False,False,True,True,True,False,False,True,True,True,True,875,voter-2,44731.7832759275
True,True,True,True,True,False,False,True,True,True,False,False,True,True,True,True,875,smallbank-10,17167.2751937559
True,True,True,True,True,False,False,True,True,True,False,False,True,True,True,True,875,voter-16,45070.4832146477
True,True,True,True,True,False,False,True,True,True,False,False,True,True,True,True,875,ycsb-600,16019.0835050514
True,True,True,True,True,False,False,True,True,True,False,False,True,True,True,True,875,tpcc-8,904.829336038615
False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,876,tpcc-8,990.309930132882
False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,876,ycsb-600,22814.0331428407
False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,876,voter-16,47480.9331687328
False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,876,smallbank-10,17446.6087065565
False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,876,voter-2,46749.1998605316
False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,876,tpcc-2,836.608798918652
False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,876,smallbank-1,23661.1384368726
False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,876,ycsb-2400,14435.8497268763
True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,877,smallbank-10,11796.1098577555
True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,877,voter-16,25500.0832887082
True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,877,tpcc-8,565.862752886367
True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,877,ycsb-600,19565.2278564832
True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,877,tpcc-2,651.593375510789
True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,877,smallbank-1,16800.7517722465
True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,877,ycsb-2400,12530.3166986839
True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,877,voter-2,25002.8333216653
False,True,False,True,True,False,False,False,False,True,True,False,True,False,True,False,878,smallbank-1,19129.2152812832
False,True,False,True,True,False,False,False,False,True,True,False,True,False,True,False,878,tpcc-2,723.356090814829
False,True,False,True,True,False,False,False,False,True,True,False,True,False,True,False,878,ycsb-2400,13992.41851299
False,True,False,True,True,False,False,False,False,True,True,False,True,False,True,False,878,voter-2,28926.0666387048
False,True,False,True,True,False,False,False,False,True,True,False,True,False,True,False,878,smallbank-10,12602.9308544362
False,True,False,True,True,False,False,False,False,True,True,False,True,False,True,False,878,voter-16,29348.7499594009
False,True,False,True,True,False,False,False,False,True,True,False,True,False,True,False,878,tpcc-8,607.361736539365
False,True,False,True,True,False,False,False,False,True,True,False,True,False,True,False,878,ycsb-600,21867.9766389936
False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,False,879,voter-2,28638.283282739
False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,False,879,smallbank-1,20617.0372176928
False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,False,879,tpcc-2,714.860574922706
False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,False,879,ycsb-2400,14066.5905886144
False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,False,879,tpcc-8,601.408430247909
False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,False,879,ycsb-600,22767.0400442045
False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,False,879,voter-16,29904.1666432417
False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,False,879,smallbank-10,12383.8520282506
False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,True,880,smallbank-1,24687.8909816944
False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,True,880,tpcc-2,834.564489037545
False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,True,880,ycsb-2400,13095.7586494883
False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,True,880,voter-2,46312.8999444245
False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,True,880,voter-16,46130.2499853921
False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,True,880,smallbank-10,17029.2881947298
False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,True,880,tpcc-8,286.778553289289
False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,True,880,ycsb-600,22191.1630228714
True,True,True,True,True,False,True,True,True,True,False,False,True,False,True,True,881,voter-2,31797.3999210365
True,True,True,True,True,False,True,True,True,True,False,False,True,False,True,True,881,smallbank-1,18853.5078481041
True,True,True,True,True,False,True,True,True,True,False,False,True,False,True,True,881,tpcc-2,664.639032547623
True,True,True,True,True,False,True,True,True,True,False,False,True,False,True,True,881,ycsb-2400,11856.8551564968
True,True,True,True,True,False,True,True,True,True,False,False,True,False,True,True,881,tpcc-8,740.782192491718
True,True,True,True,True,False,True,True,True,True,False,False,True,False,True,True,881,ycsb-600,14823.2689546479
True,True,True,True,True,False,True,True,True,True,False,False,True,False,True,True,881,smallbank-10,13422.494732968
True,True,True,True,True,False,True,True,True,True,False,False,True,False,True,True,881,voter-16,30575.9332701431
False,True,False,True,True,False,False,True,False,True,True,False,True,False,False,False,883,ycsb-600,22786.2112320272
False,True,False,True,True,False,False,True,False,True,True,False,True,False,False,False,883,tpcc-8,613.992332115827
False,True,False,True,True,False,False,True,False,True,True,False,True,False,False,False,883,smallbank-10,12906.144908956
False,True,False,True,True,False,False,True,False,True,True,False,True,False,False,False,883,voter-16,28924.1499117813
False,True,False,True,True,False,False,True,False,True,True,False,True,False,False,False,883,voter-2,30354.2663702067
False,True,False,True,True,False,False,True,False,True,True,False,True,False,False,False,883,ycsb-2400,14236.4163270299
False,True,False,True,True,False,False,True,False,True,True,False,True,False,False,False,883,tpcc-2,696.765629647155
False,True,False,True,True,False,False,True,False,True,True,False,True,False,False,False,883,smallbank-1,20707.1847121177
False,True,True,True,True,False,False,False,False,True,True,False,True,False,False,False,884,smallbank-10,12018.0075910423
False,True,True,True,True,False,False,False,False,True,True,False,True,False,False,False,884,voter-16,30710.983293409
False,True,True,True,True,False,False,False,False,True,True,False,True,False,False,False,884,tpcc-8,585.092529372809
False,True,True,True,True,False,False,False,False,True,True,False,True,False,False,False,884,ycsb-600,22584.3627998252
False,True,True,True,True,False,False,False,False,True,True,False,True,False,False,False,884,smallbank-1,18123.3497321149
False,True,True,True,True,False,False,False,False,True,True,False,True,False,False,False,884,tpcc-2,709.256270270048
False,True,True,True,True,False,False,False,False,True,True,False,True,False,False,False,884,ycsb-2400,14237.7132731057
False,True,True,True,True,False,False,False,False,True,True,False,True,False,False,False,884,voter-2,28800.2332464526
True,True,True,True,True,False,False,True,True,True,True,True,True,False,True,False,885,tpcc-8,605.809130673695
True,True,True,True,True,False,False,True,True,True,True,True,True,False,True,False,885,ycsb-600,23615.6399620333
True,True,True,True,True,False,False,True,True,True,True,True,True,False,True,False,885,voter-16,30260.5832486037
True,True,True,True,True,False,False,True,True,True,True,True,True,False,True,False,885,smallbank-10,12372.2758146752
True,True,True,True,True,False,False,True,True,True,True,True,True,False,True,False,885,voter-2,30040.6663287092
True,True,True,True,True,False,False,True,True,True,True,True,True,False,True,False,885,smallbank-1,18849.1256839172
True,True,True,True,True,False,False,True,True,True,True,True,True,False,True,False,885,tpcc-2,721.354906056956
True,True,True,True,True,False,False,True,True,True,True,True,True,False,True,False,885,ycsb-2400,15080.9747536942
True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,False,886,ycsb-2400,14246.8757066946
True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,False,886,tpcc-2,708.825078722693
True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,False,886,smallbank-1,19059.5357031246
True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,False,886,voter-2,28736.0332658037
True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,False,886,smallbank-10,12240.7650689776
True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,False,886,voter-16,29108.5666249444
True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,False,886,ycsb-600,22045.3996277558
True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,False,886,tpcc-8,524.948029826298
False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,887,voter-2,47112.0999528879
False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,887,ycsb-2400,15134.2559942751
False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,887,tpcc-2,884.317349120385
False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,887,smallbank-1,25902.4126362431
False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,887,ycsb-600,21243.7808979462
False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,887,tpcc-8,1026.04003663822
False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,887,voter-16,47229.166575357
False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,887,smallbank-10,17831.2707278888
False,False,True,True,True,False,False,True,False,False,False,True,True,False,False,True,888,ycsb-600,15528.3686063974
False,False,True,True,True,False,False,True,False,False,False,True,True,False,False,True,888,tpcc-8,879.273998916597
False,False,True,True,True,False,False,True,False,False,False,True,True,False,False,True,888,voter-16,45820.0832623122
False,False,True,True,True,False,False,True,False,False,False,True,True,False,False,True,888,smallbank-10,16425.8920052231
False,False,True,True,True,False,False,True,False,False,False,True,True,False,False,True,888,voter-2,45154.333251303
False,False,True,True,True,False,False,True,False,False,False,True,True,False,False,True,888,ycsb-2400,12124.5703929814
False,False,True,True,True,False,False,True,False,False,False,True,True,False,False,True,888,smallbank-1,23756.7858311505
False,False,True,True,True,False,False,True,False,False,False,True,True,False,False,True,888,tpcc-2,763.715176289229
True,True,True,False,False,False,True,True,False,True,True,True,False,True,True,False,889,smallbank-10,11729.5175629963
True,True,True,False,False,False,True,True,False,True,True,True,False,True,True,False,889,voter-16,25773.8832804969
True,True,True,False,False,False,True,True,False,True,True,True,False,True,True,False,889,ycsb-600,19378.8738354014
True,True,True,False,False,False,True,True,False,True,True,True,False,True,True,False,889,tpcc-8,522.742749017904
True,True,True,False,False,False,True,True,False,True,True,True,False,True,True,False,889,ycsb-2400,12563.1020761993
True,True,True,False,False,False,True,True,False,True,True,True,False,True,True,False,889,smallbank-1,17196.5910727796
True,True,True,False,False,False,True,True,False,True,True,True,False,True,True,False,889,tpcc-2,636.048697287461
True,True,True,False,False,False,True,True,False,True,True,True,False,True,True,False,889,voter-2,25306.1166422041
False,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,890,voter-2,25109.3666386279
False,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,890,smallbank-1,16320.3458984825
False,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,890,tpcc-2,652.299336176709
False,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,890,ycsb-2400,12718.4222957834
False,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,890,tpcc-8,560.110251751959
False,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,890,ycsb-600,19351.6780706441
False,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,890,smallbank-10,11598.6951282667
False,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,890,voter-16,25369.8332732914
False,True,False,False,True,False,False,True,False,True,True,True,False,False,True,False,891,smallbank-1,18215.4925658009
False,True,False,False,True,False,False,True,False,True,True,True,False,False,True,False,891,tpcc-2,686.166567721448
False,True,False,False,True,False,False,True,False,True,True,True,False,False,True,False,891,ycsb-2400,13512.0457252391
False,True,False,False,True,False,False,True,False,True,True,True,False,False,True,False,891,voter-2,29903.1729048764
False,True,False,False,True,False,False,True,False,True,True,True,False,False,True,False,891,voter-16,29581.0499807723
False,True,False,False,True,False,False,True,False,True,True,True,False,False,True,False,891,smallbank-10,12100.9534509529
False,True,False,False,True,False,False,True,False,True,True,True,False,False,True,False,891,tpcc-8,602.232674139485
False,True,False,False,True,False,False,True,False,True,True,True,False,False,True,False,891,ycsb-600,21765.8478301392
True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,False,892,ycsb-600,21751.5499430834
True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,False,892,tpcc-8,581.946320237028
True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,False,892,smallbank-10,11991.8104082385
True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,False,892,voter-16,30677.3165741234
True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,False,892,voter-2,28722.1332859418
True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,False,892,ycsb-2400,13980.3445001284
True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,False,892,tpcc-2,703.706156615834
True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,False,892,smallbank-1,18747.2106932643
False,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,893,voter-16,25407.4499839086
False,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,893,smallbank-10,11869.2778464606
False,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,893,ycsb-600,19005.9259640602
False,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,893,tpcc-8,564.608279899996
False,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,893,ycsb-2400,12309.0737790303
False,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,893,tpcc-2,661.207334981427
False,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,893,smallbank-1,16432.1285622787
False,True,True,True,False,False,True,True,False,True,True,True,False,True,True,False,893,voter-2,24736.2833061234
True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,894,tpcc-8,300.633126217152
True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,894,ycsb-600,20161.5920959279
True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,894,voter-16,46794.7665013252
True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,894,smallbank-10,17666.5609494794
True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,894,voter-2,46491.3666294736
True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,894,smallbank-1,24582.5165741641
True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,894,tpcc-2,823.305067697882
True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,894,ycsb-2400,13621.3484292315
False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,895,smallbank-10,12056.1915010279
False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,895,voter-16,29151.3666141942
False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,895,tpcc-8,578.173041621923
False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,895,ycsb-600,22880.8365001588
False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,895,smallbank-1,17589.9645593889
False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,895,tpcc-2,690.009905340105
False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,895,ycsb-2400,14032.4331498543
False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,895,voter-2,28290.9831338819
True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,896,voter-2,28721.9499320247
True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,896,ycsb-2400,14212.9430312137
True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,896,tpcc-2,701.457974024088
True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,896,smallbank-1,19022.8232884427
True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,896,ycsb-600,22282.884444636
True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,896,tpcc-8,590.708274415141
True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,896,voter-16,29283.7999287428
True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,896,smallbank-10,12762.5514404062
False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,897,ycsb-2400,11603.3806489996
False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,897,tpcc-2,773.310849564686
False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,897,smallbank-1,23369.0535079348
False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,897,voter-2,45561.216618068
False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,897,smallbank-10,16816.9939576541
False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,897,voter-16,44695.8496841493
False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,897,ycsb-600,15935.1604105227
False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,897,tpcc-8,876.437836079953
False,False,False,True,True,False,False,False,False,False,False,True,True,True,True,True,898,smallbank-10,17593.8544299983
False,False,False,True,True,False,False,False,False,False,False,True,True,True,True,True,898,voter-16,47962.5499368493
False,False,False,True,True,False,False,False,False,False,False,True,True,True,True,True,898,ycsb-600,24284.2158527636
False,False,False,True,True,False,False,False,False,False,False,True,True,True,True,True,898,tpcc-8,461.375003576744
False,False,False,True,True,False,False,False,False,False,False,True,True,True,True,True,898,ycsb-2400,15790.4991909639
False,False,False,True,True,False,False,False,False,False,False,True,True,True,True,True,898,smallbank-1,25794.8378272326
False,False,False,True,True,False,False,False,False,False,False,True,True,True,True,True,898,tpcc-2,885.77758020795
False,False,False,True,True,False,False,False,False,False,False,True,True,True,True,True,898,voter-2,47256.9165437987
False,True,True,False,False,False,True,True,False,False,True,True,True,True,True,False,899,ycsb-600,18845.5602761372
False,True,True,False,False,False,True,True,False,False,True,True,True,True,True,False,899,tpcc-8,552.547796909052
False,True,True,False,False,False,True,True,False,False,True,True,True,True,True,False,899,voter-16,24925.899978813
