OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,MVSTORE,config,workload,throughput
False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,654,smallbank-10,16657.8437014899
False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,654,voter-16,45505.9833333333
False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,654,tpcc-8,918.599124605654
False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,654,ycsb-600,15378.1344980168
True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,655,voter-2,25386.099929342
True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,655,tpcc-2,688.861004240693
True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,655,smallbank-1,19714.2433017573
True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,655,ycsb-2400,13721.0835209787
True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,655,tpcc-8,553.992555540371
True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,655,ycsb-600,19743.2004448959
True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,655,voter-16,25650.4166277635
True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,655,smallbank-10,11850.0086893122
True,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,656,smallbank-10,12812.5411554024
True,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,656,voter-16,29150.1832643446
True,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,656,ycsb-600,22855.8998057909
True,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,656,tpcc-8,666.312751346309
True,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,656,ycsb-2400,14111.9772693678
True,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,656,smallbank-1,19463.7755218714
True,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,656,tpcc-2,714.865627109072
True,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,656,voter-2,28903.4499638707
False,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,657,ycsb-600,22084.0621140066
False,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,657,tpcc-8,607.313843082416
False,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,657,voter-16,29227.3999381353
False,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,657,smallbank-10,12455.1870343275
False,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,657,voter-2,29270.6166627639
False,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,657,ycsb-2400,14105.8396422583
False,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,657,smallbank-1,19395.4309889218
False,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,657,tpcc-2,698.139795732761
False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,659,ycsb-2400,14691.8306109463
False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,659,tpcc-2,830.851955020355
False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,659,smallbank-1,23814.5894565137
False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,659,voter-2,45928.8636783903
False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,659,smallbank-10,17609.2552152489
False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,659,voter-16,46522.7664914309
False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,659,ycsb-600,21732.7720955276
False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,659,tpcc-8,306.011678553902
True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,661,smallbank-1,18063.7629419839
True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,661,tpcc-2,672.609581094665
True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,661,ycsb-2400,13885.9320510316
True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,661,voter-2,28616.9666146792
True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,661,voter-16,30709.9999933462
True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,661,smallbank-10,11676.9740190004
True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,661,tpcc-8,594.8239938531
True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,661,ycsb-600,22692.5698854607
False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,662,ycsb-600,22697.9724513865
False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,662,tpcc-8,626.291027358091
False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,662,smallbank-10,12938.2631694541
False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,662,voter-16,29169.8333221516
False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,662,voter-2,28176.2332971738
False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,662,ycsb-2400,14033.3440263291
False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,662,tpcc-2,717.830081910013
False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,662,smallbank-1,19529.0448911001
False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,True,663,voter-16,46197.6165611821
False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,True,663,smallbank-10,17424.17302525
False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,True,663,ycsb-600,22298.160070962
False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,True,663,tpcc-8,435.712380760048
False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,True,663,ycsb-2400,13247.6559628734
False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,True,663,tpcc-2,882.307872307065
False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,True,663,smallbank-1,25193.8668304265
False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,True,663,voter-2,46594.8332308247
False,False,True,False,True,False,False,False,False,True,False,True,True,False,True,True,664,tpcc-8,485.543382545424
False,False,True,False,True,False,False,False,False,True,False,True,True,False,True,True,664,ycsb-600,26993.2387047687
False,False,True,False,True,False,False,False,False,True,False,True,True,False,True,True,664,voter-16,47882.5331864936
False,False,True,False,True,False,False,False,False,True,False,True,True,False,True,True,664,smallbank-10,18028.4799478653
False,False,True,False,True,False,False,False,False,True,False,True,True,False,True,True,664,voter-2,47440.8832289634
False,False,True,False,True,False,False,False,False,True,False,True,True,False,True,True,664,smallbank-1,26461.0456192036
False,False,True,False,True,False,False,False,False,True,False,True,True,False,True,True,664,tpcc-2,871.709581338547
False,False,True,False,True,False,False,False,False,True,False,True,True,False,True,True,664,ycsb-2400,18296.5991768533
False,False,False,False,True,False,False,True,False,True,False,True,True,False,True,True,665,smallbank-10,16605.0093614404
False,False,False,False,True,False,False,True,False,True,False,True,True,False,True,True,665,voter-16,45592.7212469188
False,False,False,False,True,False,False,True,False,True,False,True,True,False,True,True,665,tpcc-8,890.595029485238
False,False,False,False,True,False,False,True,False,True,False,True,True,False,True,True,665,ycsb-600,16678.0762124101
False,False,False,False,True,False,False,True,False,True,False,True,True,False,True,True,665,smallbank-1,22722.0186242379
False,False,False,False,True,False,False,True,False,True,False,True,True,False,True,True,665,tpcc-2,767.028810241142
False,False,False,False,True,False,False,True,False,True,False,True,True,False,True,True,665,ycsb-2400,12022.8579051892
False,False,False,False,True,False,False,True,False,True,False,True,True,False,True,True,665,voter-2,46231.516599631
True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,False,666,voter-2,25708.7499245877
True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,False,666,ycsb-2400,12984.2248506981
True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,False,666,tpcc-2,657.814485923937
True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,False,666,smallbank-1,15725.4657434074
True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,False,666,ycsb-600,20239.9275120344
True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,False,666,tpcc-8,547.943163450135
True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,False,666,voter-16,25846.81658568
True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,False,666,smallbank-10,11524.8981983965
True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,667,ycsb-2400,13982.1340138078
True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,667,tpcc-2,846.396416710237
True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,667,smallbank-1,24511.7600181363
True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,667,voter-2,46986.9666071498
True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,667,smallbank-10,16947.8540167457
True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,667,voter-16,47528.2363233836
True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,667,ycsb-600,20147.6468803316
True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,667,tpcc-8,1015.01713091938
True,True,True,False,True,False,True,False,False,True,True,True,True,True,True,False,668,smallbank-10,11792.9205209336
True,True,True,False,True,False,True,False,False,True,True,True,True,True,True,False,668,voter-16,24289.5333139017
True,True,True,False,True,False,True,False,False,True,True,True,True,True,True,False,668,ycsb-600,19022.4944871803
True,True,True,False,True,False,True,False,False,True,True,True,True,True,True,False,668,tpcc-8,560.013183590003
True,True,True,False,True,False,True,False,False,True,True,True,True,True,True,False,668,ycsb-2400,13498.7713351295
True,True,True,False,True,False,True,False,False,True,True,True,True,True,True,False,668,smallbank-1,18566.0057500546
True,True,True,False,True,False,True,False,False,True,True,True,True,True,True,False,668,tpcc-2,645.715435007522
True,True,True,False,True,False,True,False,False,True,True,True,True,True,True,False,668,voter-2,25373.9666577858
True,True,False,True,False,False,True,False,True,False,False,True,True,True,True,True,669,ycsb-600,19010.0368227661
True,True,False,True,False,False,True,False,True,False,False,True,True,True,True,True,669,tpcc-8,407.410242866403
True,True,False,True,False,False,True,False,True,False,False,True,True,True,True,True,669,voter-16,31344.6499367883
True,True,False,True,False,False,True,False,True,False,False,True,True,True,True,True,669,smallbank-10,14593.5630788392
True,True,False,True,False,False,True,False,True,False,False,True,True,True,True,True,669,voter-2,31944.0499153483
True,True,False,True,False,False,True,False,True,False,False,True,True,True,True,True,669,ycsb-2400,12310.5446678043
True,True,False,True,False,False,True,False,True,False,False,True,True,True,True,True,669,smallbank-1,18338.0097363407
True,True,False,True,False,False,True,False,True,False,False,True,True,True,True,True,669,tpcc-2,734.140845716374
False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,670,smallbank-1,18319.1828915702
False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,670,tpcc-2,723.897174653457
False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,670,ycsb-2400,14147.9657763066
False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,670,voter-2,28847.7833165055
False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,670,voter-16,29374.9666622604
False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,670,smallbank-10,12174.16422425
False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,670,tpcc-8,590.207084713667
False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,670,ycsb-600,21837.8135099463
False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,672,voter-16,42760.1499301584
False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,672,smallbank-10,17392.4758594643
False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,672,ycsb-600,15200.096317175
False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,672,tpcc-8,423.727974975294
False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,672,ycsb-2400,12040.4226234027
False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,672,tpcc-2,756.062169558478
False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,672,smallbank-1,23444.7687532086
False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,672,voter-2,45893.2332752019
False,True,True,False,True,False,False,False,True,True,True,False,False,True,False,False,673,ycsb-600,23868.4110956418
False,True,True,False,True,False,False,False,True,True,True,False,False,True,False,False,673,tpcc-8,633.839028309804
False,True,True,False,True,False,False,False,True,True,True,False,False,True,False,False,673,smallbank-10,11621.1722513275
False,True,True,False,True,False,False,False,True,True,True,False,False,True,False,False,673,voter-16,29848.8333000021
False,True,True,False,True,False,False,False,True,True,True,False,False,True,False,False,673,voter-2,29128.4165923892
False,True,True,False,True,False,False,False,True,True,True,False,False,True,False,False,673,ycsb-2400,14646.2957212307
False,True,True,False,True,False,False,False,True,True,True,False,False,True,False,False,673,tpcc-2,737.739578457097
False,True,True,False,True,False,False,False,True,True,True,False,False,True,False,False,673,smallbank-1,18175.7945727909
False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,674,smallbank-10,16979.9758225782
False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,674,voter-16,45654.8499254304
False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,674,tpcc-8,908.76791666118
False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,674,ycsb-600,16249.6626352549
False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,674,smallbank-1,22820.2405875843
False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,674,tpcc-2,785.561850648814
False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,674,ycsb-2400,11065.711749977
False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,674,voter-2,45875.349944185
False,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,677,voter-2,45876.583257637
False,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,677,ycsb-2400,12266.9096117625
False,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,677,tpcc-2,799.810461910395
False,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,677,smallbank-1,23079.8978520279
False,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,677,ycsb-600,15484.8821981637
False,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,677,tpcc-8,914.895973756295
False,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,677,voter-16,45212.716546853
False,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,677,smallbank-10,16576.3061170907
True,False,False,False,True,False,False,True,False,True,False,True,True,False,False,True,678,ycsb-600,17704.3149609836
True,False,False,False,True,False,False,True,False,True,False,True,True,False,False,True,678,tpcc-8,936.820389473376
True,False,False,False,True,False,False,True,False,True,False,True,True,False,False,True,678,voter-16,45437.0329054679
True,False,False,False,True,False,False,True,False,True,False,True,True,False,False,True,678,smallbank-10,16359.326487788
True,False,False,False,True,False,False,True,False,True,False,True,True,False,False,True,678,voter-2,46522.5833232534
True,False,False,False,True,False,False,True,False,True,False,True,True,False,False,True,678,ycsb-2400,13093.3372780771
True,False,False,False,True,False,False,True,False,True,False,True,True,False,False,True,678,smallbank-1,24259.1984059229
True,False,False,False,True,False,False,True,False,True,False,True,True,False,False,True,678,tpcc-2,800.803140367556
True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,679,smallbank-10,16880.3528914365
True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,679,voter-16,47224.0662377147
True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,679,ycsb-600,19763.7629270469
True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,679,tpcc-8,435.226524743879
True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,679,ycsb-2400,14543.190049164
True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,679,smallbank-1,24979.1937681616
True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,679,tpcc-2,892.779785173513
True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,679,voter-2,46884.6499773391
False,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,680,ycsb-600,22284.3817991984
False,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,680,tpcc-8,609.492278596278
False,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,680,smallbank-10,12479.4859752475
False,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,680,voter-16,29043.5999607911
False,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,680,voter-2,30012.2165966382
False,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,680,ycsb-2400,14969.5159913622
False,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,680,smallbank-1,18469.1029291425
False,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,680,tpcc-2,725.731218879141
True,True,False,False,True,False,False,True,False,True,True,False,False,False,True,False,681,voter-16,30293.2499545601
True,True,False,False,True,False,False,True,False,True,True,False,False,False,True,False,681,smallbank-10,12770.6331210203
True,True,False,False,True,False,False,True,False,True,True,False,False,False,True,False,681,ycsb-600,21942.5931148222
True,True,False,False,True,False,False,True,False,True,True,False,False,False,True,False,681,tpcc-8,619.515568059059
True,True,False,False,True,False,False,True,False,True,True,False,False,False,True,False,681,ycsb-2400,14232.2739874356
True,True,False,False,True,False,False,True,False,True,True,False,False,False,True,False,681,smallbank-1,19818.8910600938
True,True,False,False,True,False,False,True,False,True,True,False,False,False,True,False,681,tpcc-2,767.175902978988
True,True,False,False,True,False,False,True,False,True,True,False,False,False,True,False,681,voter-2,29435.1499072793
True,False,False,True,True,False,True,False,False,True,False,False,True,True,True,False,682,voter-2,25262.9666468773
True,False,False,True,True,False,True,False,False,True,False,False,True,True,True,False,682,tpcc-2,645.812018746804
True,False,False,True,True,False,True,False,False,True,False,False,True,True,True,False,682,smallbank-1,16129.7342617916
True,False,False,True,True,False,True,False,False,True,False,False,True,True,True,False,682,ycsb-2400,12750.0083491227
True,False,False,True,True,False,True,False,False,True,False,False,True,True,True,False,682,tpcc-8,557.606750448433
True,False,False,True,True,False,True,False,False,True,False,False,True,True,True,False,682,ycsb-600,19174.0351343526
True,False,False,True,True,False,True,False,False,True,False,False,True,True,True,False,682,smallbank-10,11843.5277925362
True,False,False,True,True,False,True,False,False,True,False,False,True,True,True,False,682,voter-16,25013.8831561517
True,True,True,False,False,False,True,True,False,False,True,True,False,True,True,False,683,tpcc-2,627.457150170477
True,True,True,False,False,False,True,True,False,False,True,True,False,True,True,False,683,smallbank-1,16877.1949903656
True,True,True,False,False,False,True,True,False,False,True,True,False,True,True,False,683,ycsb-2400,12702.5020084927
True,True,True,False,False,False,True,True,False,False,True,True,False,True,True,False,683,voter-2,25082.5999941474
True,True,True,False,False,False,True,True,False,False,True,True,False,True,True,False,683,voter-16,25041.6166320258
True,True,True,False,False,False,True,True,False,False,True,True,False,True,True,False,683,smallbank-10,11594.1464237124
True,True,True,False,False,False,True,True,False,False,True,True,False,True,True,False,683,tpcc-8,543.427048961797
True,True,True,False,False,False,True,True,False,False,True,True,False,True,True,False,683,ycsb-600,18742.4298583299
True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,684,voter-2,45860.1166315072
True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,684,ycsb-2400,13004.7135610052
True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,684,smallbank-1,23497.7666691088
True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,684,tpcc-2,758.938928295339
True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,684,ycsb-600,16051.3919689536
True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,684,tpcc-8,894.873035164274
True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,684,voter-16,46155.0328063967
True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,684,smallbank-10,17130.6849810668
False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,685,ycsb-2400,11031.7731061512
False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,685,smallbank-1,23426.7101688586
False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,685,tpcc-2,761.449310596485
False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,685,voter-2,45695.5832724059
False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,685,smallbank-10,16768.1538931263
False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,685,voter-16,45219.616632752
False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,685,ycsb-600,16131.1328653975
False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,685,tpcc-8,402.411248373586
True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,686,tpcc-8,612.115078738133
True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,686,ycsb-600,22404.0944523728
True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,686,voter-16,30033.7666111042
True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,686,smallbank-10,11527.3132523631
True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,686,voter-2,28750.2166546874
True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,686,tpcc-2,742.293069741585
True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,686,smallbank-1,19832.7583536071
True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,686,ycsb-2400,15183.1923785244
True,False,False,True,True,False,True,False,True,False,False,False,True,True,True,False,687,smallbank-10,11877.7271391365
True,False,False,True,True,False,True,False,True,False,False,False,True,True,True,False,687,voter-16,25338.3499480564
True,False,False,True,True,False,True,False,True,False,False,False,True,True,True,False,687,tpcc-8,534.712081269949
True,False,False,True,True,False,True,False,True,False,False,False,True,True,True,False,687,ycsb-600,18783.8799756169
True,False,False,True,True,False,True,False,True,False,False,False,True,True,True,False,687,tpcc-2,649.881566857752
True,False,False,True,True,False,True,False,True,False,False,False,True,True,True,False,687,smallbank-1,15751.7597316453
True,False,False,True,True,False,True,False,True,False,False,False,True,True,True,False,687,ycsb-2400,12546.7245247123
True,False,False,True,True,False,True,False,True,False,False,False,True,True,True,False,687,voter-2,25008.6665945583
False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,688,smallbank-1,18495.3987648165
False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,688,tpcc-2,726.703283081308
False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,688,ycsb-2400,14607.8376675285
False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,688,voter-2,28462.5499985769
False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,688,smallbank-10,12343.776104301
False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,688,voter-16,29833.549911991
False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,688,tpcc-8,614.632976733524
False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,688,ycsb-600,22622.2223218897
False,True,True,True,True,False,True,False,False,True,True,True,True,True,True,False,689,voter-2,25134.0166218443
False,True,True,True,True,False,True,False,False,True,True,True,True,True,True,False,689,smallbank-1,16442.238305184
False,True,True,True,True,False,True,False,False,True,True,True,True,True,True,False,689,tpcc-2,644.992992914374
False,True,True,True,True,False,True,False,False,True,True,True,True,True,True,False,689,ycsb-2400,13239.2982561732
False,True,True,True,True,False,True,False,False,True,True,True,True,True,True,False,689,tpcc-8,554.359679009109
False,True,True,True,True,False,True,False,False,True,True,True,True,True,True,False,689,ycsb-600,19472.2607511305
False,True,True,True,True,False,True,False,False,True,True,True,True,True,True,False,689,voter-16,24905.7665927796
False,True,True,True,True,False,True,False,False,True,True,True,True,True,True,False,689,smallbank-10,11686.4628436172
True,True,True,False,True,False,True,True,False,True,True,True,True,True,False,False,690,voter-16,25401.4333066618
True,True,True,False,True,False,True,True,False,True,True,True,True,True,False,False,690,smallbank-10,11488.3337123814
True,True,True,False,True,False,True,True,False,True,True,True,True,True,False,False,690,ycsb-600,19425.3404672361
True,True,True,False,True,False,True,True,False,True,True,True,True,True,False,False,690,tpcc-8,555.258303347593
True,True,True,False,True,False,True,True,False,True,True,True,True,True,False,False,690,ycsb-2400,12432.8941859643
True,True,True,False,True,False,True,True,False,True,True,True,True,True,False,False,690,smallbank-1,18447.8987446711
True,True,True,False,True,False,True,True,False,True,True,True,True,True,False,False,690,tpcc-2,649.156344767026
True,True,True,False,True,False,True,True,False,True,True,True,True,True,False,False,690,voter-2,25212.4833068602
False,True,True,True,False,False,True,True,False,False,True,True,False,True,True,False,691,ycsb-600,18623.5082327574
False,True,True,True,False,False,True,True,False,False,True,True,False,True,True,False,691,tpcc-8,533.707981494362
False,True,True,True,False,False,True,True,False,False,True,True,False,True,True,False,691,smallbank-10,11666.0642109572
False,True,True,True,False,False,True,True,False,False,True,True,False,True,True,False,691,voter-16,25135.349967324
False,True,True,True,False,False,True,True,False,False,True,True,False,True,True,False,691,voter-2,25039.6333191442
False,True,True,True,False,False,True,True,False,False,True,True,False,True,True,False,691,ycsb-2400,12970.3216760192
False,True,True,True,False,False,True,True,False,False,True,True,False,True,True,False,691,smallbank-1,16310.3806924109
False,True,True,True,False,False,True,True,False,False,True,True,False,True,True,False,691,tpcc-2,643.093773169514
True,True,True,True,True,True,True,True,True,False,True,False,True,False,True,False,692,tpcc-2,632.492080355831
True,True,True,True,True,True,True,True,True,False,True,False,True,False,True,False,692,smallbank-1,16488.9701428721
True,True,True,True,True,True,True,True,True,False,True,False,True,False,True,False,692,ycsb-2400,12244.8999154942
True,True,True,True,True,True,True,True,True,False,True,False,True,False,True,False,692,voter-2,25297.8666514879
True,True,True,True,True,True,True,True,True,False,True,False,True,False,True,False,692,voter-16,25108.7166260742
True,True,True,True,True,True,True,True,True,False,True,False,True,False,True,False,692,smallbank-10,11681.1465858224
True,True,True,True,True,True,True,True,True,False,True,False,True,False,True,False,692,tpcc-8,529.757638581136
True,True,True,True,True,True,True,True,True,False,True,False,True,False,True,False,692,ycsb-600,19032.0847501306
True,True,True,False,True,False,False,False,False,True,True,False,False,False,True,False,693,voter-2,30248.6332889687
True,True,True,False,True,False,False,False,False,True,True,False,False,False,True,False,693,tpcc-2,685.39147441545
True,True,True,False,True,False,False,False,False,True,True,False,False,False,True,False,693,smallbank-1,17878.1618768574
True,True,True,False,True,False,False,False,False,True,True,False,False,False,True,False,693,ycsb-2400,14185.9967793178
True,True,True,False,True,False,False,False,False,True,True,False,False,False,True,False,693,tpcc-8,593.515031859187
True,True,True,False,True,False,False,False,False,True,True,False,False,False,True,False,693,ycsb-600,21926.8162003459
True,True,True,False,True,False,False,False,False,True,True,False,False,False,True,False,693,smallbank-10,12234.5853274696
True,True,True,False,True,False,False,False,False,True,True,False,False,False,True,False,693,voter-16,30587.4499321978
False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,694,ycsb-2400,14237.9484106539
False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,694,smallbank-1,19247.6720757982
False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,694,tpcc-2,716.338388417381
False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,694,voter-2,28480.3999662982
False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,694,smallbank-10,12634.935665969
False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,694,voter-16,29146.799931505
False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,694,ycsb-600,22543.5569737992
False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,694,tpcc-8,600.264513527861
