root;mpm;prefork;worker;moreThreads;moreProcesses;sendfile;compression;noCompression;keepalive;basicAuth;tls;tlsAes128;tlsAes256;maxClients;compressionLevel;revision;performance;cpu;energy;fixed-energy
1;1;0;1;1;0;1;1;0;0;0;1;1;0;512;5;2.2.9;164.722000;49.793644;7158.200000;7451.872595
1;1;0;1;1;0;1;1;0;0;0;1;1;0;1024;5;2.2.9;165.739600;49.418018;7160.200000;7441.529265
1;1;0;1;1;0;1;1;0;0;0;1;1;0;2048;5;2.2.9;165.684000;50.258654;7238.600000;7520.909506
1;1;0;1;1;0;1;1;0;0;0;1;1;0;4096;5;2.2.9;167.279400;49.432652;7338.400000;7591.845734
1;1;0;1;1;0;1;1;0;0;0;1;1;0;512;9;2.2.9;165.651200;49.673702;7046.000000;7326.895204
1;1;0;1;1;0;1;1;0;0;0;1;1;0;1024;9;2.2.9;165.600600;50.258474;7194.200000;7473.103236
1;1;0;1;1;0;1;1;0;0;0;1;1;0;2048;9;2.2.9;166.503400;50.127874;7322.200000;7586.676177
1;1;0;1;1;0;1;1;0;0;0;1;1;0;4096;9;2.2.9;166.944600;49.477169;7191.000000;7450.274230
1;1;0;1;1;0;1;1;0;0;1;1;0;1;512;1;2.2.9;166.476400;52.751052;7374.000000;7639.166238
1;1;0;1;1;0;1;1;0;0;1;1;0;1;1024;1;2.2.9;165.956400;53.133227;7332.600000;7604.762945
1;1;0;1;1;0;1;1;0;0;1;1;0;1;2048;1;2.2.9;166.996400;52.587344;7471.200000;7721.926598
1;1;0;1;1;0;1;1;0;0;1;1;0;1;4096;1;2.2.9;167.469000;52.498689;7385.600000;7635.177556
1;1;0;1;1;0;1;1;0;0;1;1;0;1;512;5;2.2.9;165.698800;52.387096;7211.000000;7496.140156
1;1;0;1;1;0;1;1;0;0;1;1;0;1;1024;5;2.2.9;166.449200;53.155136;7436.800000;7704.541619
1;1;0;1;1;0;1;1;0;0;1;1;0;1;2048;5;2.2.9;165.790400;53.643151;7509.400000;7794.491117
1;1;0;1;1;0;1;1;0;0;1;1;0;1;4096;5;2.2.9;166.405000;53.237580;7346.400000;7611.262847
1;1;0;1;1;0;1;1;0;0;1;1;0;1;512;9;2.2.9;166.750600;52.659336;7492.600000;7754.639520
1;1;0;1;1;0;1;1;0;0;1;1;0;1;1024;9;2.2.9;167.980200;52.284678;7399.600000;7643.077038
1;1;0;1;1;0;1;1;0;0;1;1;0;1;2048;9;2.2.9;166.823400;53.392785;7430.000000;7686.883971
1;1;0;1;1;0;1;1;0;0;1;1;0;1;4096;9;2.2.9;166.430600;52.986667;7442.400000;7708.395058
1;1;0;1;1;0;1;1;0;0;1;1;1;0;512;1;2.2.9;167.021600;52.249700;7326.800000;7582.241432
1;1;0;1;1;0;1;1;0;0;1;1;1;0;1024;1;2.2.9;165.574400;53.061223;7426.000000;7709.299116
1;1;0;1;1;0;1;1;0;0;1;1;1;0;2048;1;2.2.9;166.194800;53.042255;7316.000000;7584.838290
1;1;0;1;1;0;1;1;0;0;1;1;1;0;4096;1;2.2.9;165.564000;52.949740;7456.800000;7747.185831
1;1;0;1;1;0;1;1;0;0;1;1;1;0;512;5;2.2.9;165.755200;53.018234;7358.200000;7645.455690
1;1;0;1;1;0;1;1;0;0;1;1;1;0;1024;5;2.2.9;166.544400;52.917589;7357.200000;7616.527345
1;1;0;1;1;0;1;1;0;0;1;1;1;0;2048;5;2.2.9;165.291000;53.395781;7357.200000;7645.486401
1;1;0;1;1;0;1;1;0;0;1;1;1;0;4096;5;2.2.9;165.421800;53.452504;7448.000000;7742.384708
1;1;0;1;1;0;1;1;0;0;1;1;1;0;512;9;2.2.9;165.950600;52.802027;7384.400000;7667.775742
1;1;0;1;1;0;1;1;0;0;1;1;1;0;1024;9;2.2.9;166.870000;52.889025;7452.000000;7710.207820
1;1;0;1;1;0;1;1;0;0;1;1;1;0;2048;9;2.2.9;165.498800;52.981525;7400.200000;7687.134423
1;1;0;1;1;0;1;1;0;0;1;1;1;0;4096;9;2.2.9;165.660200;53.469770;7343.600000;7618.139441
1;1;1;0;0;0;0;0;1;0;0;1;0;1;512;0;2.2.11;166.551800;49.614080;7226.400000;7499.089695
1;1;1;0;0;0;0;0;1;0;0;1;0;1;1024;0;2.2.11;168.271600;49.543619;7183.000000;7415.212444
1;1;1;0;0;0;0;0;1;0;0;1;0;1;2048;0;2.2.11;167.187000;50.529226;7218.400000;7467.792342
1;1;1;0;0;0;0;0;1;0;0;1;0;1;4096;0;2.2.11;165.479400;49.893845;7096.800000;7377.028024
1;1;1;0;0;0;0;0;1;0;0;1;1;0;512;0;2.2.11;165.985800;49.477266;7111.400000;7398.145646
1;1;1;0;0;0;0;0;1;0;0;1;1;0;1024;0;2.2.11;164.937000;50.888125;7196.000000;7492.169568
1;1;1;0;0;0;0;0;1;0;0;1;1;0;2048;0;2.2.11;165.822200;50.886669;7121.400000;7394.264884
1;1;1;0;0;0;0;0;1;0;0;1;1;0;4096;0;2.2.11;166.809800;49.643967;7248.600000;7506.902137
1;1;1;0;0;0;0;0;1;0;1;1;0;1;512;0;2.2.11;166.203400;52.543703;7224.600000;7496.127542
1;1;1;0;0;0;0;0;1;0;1;1;0;1;1024;0;2.2.11;167.606200;52.855767;7389.000000;7633.301025
1;1;1;0;0;0;0;0;1;0;1;1;0;1;2048;0;2.2.11;167.260600;53.408411;7383.800000;7634.818788
1;1;1;0;0;0;0;0;1;0;1;1;0;1;4096;0;2.2.11;167.706400;52.898440;7348.800000;7589.343051
1;1;1;0;0;0;0;0;1;0;1;1;1;0;512;0;2.2.11;167.579200;52.054285;7337.400000;7587.617709
1;1;1;0;0;0;0;0;1;0;1;1;1;0;1024;0;2.2.11;166.756600;53.356750;7452.800000;7717.278338
1;1;1;0;0;0;0;0;1;0;1;1;1;0;2048;0;2.2.11;166.283400;53.323041;7285.000000;7549.788434
1;1;1;0;0;0;0;0;1;0;1;1;1;0;4096;0;2.2.11;167.190200;52.572744;7459.400000;7713.300813
1;1;1;0;0;0;0;0;1;1;0;1;0;1;512;0;2.2.11;31.919200;48.907500;1336.400000;4285.531073
1;1;1;0;0;0;0;0;1;1;0;1;0;1;1024;0;2.2.11;32.144800;50.216552;1356.600000;4295.460896
1;1;1;0;0;0;0;0;1;1;0;1;0;1;2048;0;2.2.11;32.313800;49.548977;1345.600000;4325.967468
1;1;1;0;0;0;0;0;1;1;0;1;0;1;4096;0;2.2.11;32.540800;48.709659;1348.400000;4347.078148
1;1;1;0;0;0;0;0;1;1;0;1;1;0;512;0;2.2.11;32.222200;49.819242;1352.800000;4320.657502
1;1;1;0;0;0;0;0;1;1;0;1;1;0;1024;0;2.2.11;32.157800;49.586467;1374.600000;4296.402075
1;1;1;0;0;0;0;0;1;1;0;1;1;0;2048;0;2.2.11;31.637600;49.165081;1303.000000;4312.813640
1;1;1;0;0;0;0;0;1;1;0;1;1;0;4096;0;2.2.11;31.779400;49.230706;1334.800000;4272.873221
1;1;1;0;0;0;0;0;1;1;1;1;0;1;512;0;2.2.11;32.562400;64.212746;1521.800000;4350.097350
1;1;1;0;0;0;0;0;1;1;1;1;0;1;1024;0;2.2.11;32.933800;63.650901;1563.800000;4481.448264
1;1;1;0;0;0;0;0;1;1;1;1;0;1;2048;0;2.2.11;32.308400;63.768750;1507.000000;4473.075939
1;1;1;0;0;0;0;0;1;1;1;1;0;1;4096;0;2.2.11;32.736400;64.116307;1532.400000;4477.031791
1;1;1;0;0;0;0;0;1;1;1;1;1;0;512;0;2.2.11;32.196800;63.843041;1512.400000;4442.039632
1;1;1;0;0;0;0;0;1;1;1;1;1;0;1024;0;2.2.11;32.361800;64.396799;1529.400000;4425.575202
1;1;1;0;0;0;0;0;1;1;1;1;1;0;2048;0;2.2.11;32.377400;64.794223;1532.800000;4422.620216
1;1;1;0;0;0;0;0;1;1;1;1;1;0;4096;0;2.2.11;32.579600;63.512348;1507.800000;4474.364343
1;1;1;0;0;0;1;0;1;0;0;1;0;1;512;0;2.2.11;166.222600;49.818510;7108.400000;7376.612177
1;1;1;0;0;0;1;0;1;0;0;1;0;1;1024;0;2.2.11;167.144800;50.195841;7323.800000;7580.998046
1;1;1;0;0;0;1;0;1;0;0;1;0;1;2048;0;2.2.11;166.476800;49.990033;7116.200000;7385.926372
1;1;1;0;0;0;1;0;1;0;0;1;0;1;4096;0;2.2.11;167.243600;49.565105;7158.400000;7407.243445
1;1;1;0;0;0;1;0;1;0;0;1;1;0;512;0;2.2.11;164.598800;50.656026;7194.600000;7497.606914
1;1;1;0;0;0;1;0;1;0;0;1;1;0;1024;0;2.2.11;164.898600;49.609737;7048.400000;7351.135198
1;1;1;0;0;0;1;0;1;0;0;1;1;0;2048;0;2.2.11;166.313400;50.596639;7283.200000;7550.230803
1;1;1;0;0;0;1;0;1;0;0;1;1;0;4096;0;2.2.11;165.684600;49.894659;7110.600000;7398.929820
1;1;1;0;0;0;1;0;1;0;1;1;0;1;512;0;2.2.11;166.218400;53.106276;7328.000000;7597.312189
1;1;1;0;0;0;1;0;1;0;1;1;0;1;1024;0;2.2.11;166.628200;53.210195;7504.200000;7766.657685
1;1;1;0;0;0;1;0;1;0;1;1;0;1;2048;0;2.2.11;166.181800;52.547359;7188.600000;7460.571675
1;1;1;0;0;0;1;0;1;0;1;1;0;1;4096;0;2.2.11;165.881200;53.831481;7420.600000;7708.809640
1;1;1;0;0;0;1;0;1;0;1;1;1;0;512;0;2.2.11;166.657000;52.677487;7289.600000;7555.667491
1;1;1;0;0;0;1;0;1;0;1;1;1;0;1024;0;2.2.11;166.508800;52.834210;7361.000000;7624.578344
1;1;1;0;0;0;1;0;1;0;1;1;1;0;2048;0;2.2.11;165.564400;53.160915;7318.200000;7607.668989
1;1;1;0;0;0;1;0;1;0;1;1;1;0;4096;0;2.2.11;165.071000;53.137961;7338.600000;7639.255488
1;1;1;0;0;0;1;0;1;1;0;1;0;1;512;0;2.2.11;32.387400;50.574043;1438.200000;4425.189560
1;1;1;0;0;0;1;0;1;1;0;1;0;1;1024;0;2.2.11;32.343000;48.998428;1344.000000;4282.055250
1;1;1;0;0;0;1;0;1;1;0;1;0;1;2048;0;2.2.11;32.254800;49.657623;1387.600000;4320.819680
1;1;1;0;0;0;1;0;1;1;0;1;0;1;4096;0;2.2.11;32.200400;50.018367;1381.400000;4326.771240
1;1;1;0;0;0;1;0;1;1;0;1;1;0;512;0;2.2.11;31.533600;49.077964;1304.800000;4291.258725
1;1;1;0;0;0;1;0;1;1;0;1;1;0;1024;0;2.2.11;31.739600;49.961452;1319.600000;4224.121180
1;1;1;0;0;0;1;0;1;1;0;1;1;0;2048;0;2.2.11;32.020800;49.716270;1337.000000;4328.100871
1;1;1;0;0;0;1;0;1;1;0;1;1;0;4096;0;2.2.11;31.821800;49.303071;1357.200000;4373.767182
1;1;1;0;0;0;1;0;1;1;1;1;0;1;512;0;2.2.11;32.767000;64.565720;1548.800000;4499.196330
1;1;1;0;0;0;1;0;1;1;1;1;0;1;1024;0;2.2.11;32.617200;63.290663;1534.400000;4402.318526
1;1;1;0;0;0;1;0;1;1;1;1;0;1;2048;0;2.2.11;32.608600;64.509053;1544.800000;4504.471509
1;1;1;0;0;0;1;0;1;1;1;1;0;1;4096;0;2.2.11;32.887400;63.906837;1557.000000;4488.838368
1;1;1;0;0;0;1;0;1;1;1;1;1;0;512;0;2.2.11;31.881400;65.515020;1494.600000;4375.352917
1;1;1;0;0;0;1;0;1;1;1;1;1;0;1024;0;2.2.11;32.632400;63.872367;1532.800000;4426.766080
1;1;1;0;0;0;1;0;1;1;1;1;1;0;2048;0;2.2.11;32.297000;64.570230;1539.800000;4484.736619
1;1;1;0;0;0;1;0;1;1;1;1;1;0;4096;0;2.2.11;32.274800;65.396880;1554.200000;4538.520573
1;1;1;0;0;0;0;1;0;0;0;1;0;1;512;1;2.2.11;164.894000;50.723267;7036.200000;7337.036917
1;1;1;0;0;0;0;1;0;0;0;1;0;1;1024;1;2.2.11;166.120000;51.247905;7199.400000;7480.798117
1;1;1;0;0;0;0;1;0;0;0;1;0;1;2048;1;2.2.11;167.301800;51.020018;7326.600000;7581.234234
1;1;1;0;0;0;0;1;0;0;0;1;0;1;4096;1;2.2.11;166.162800;51.372197;7297.600000;7583.967413
1;1;1;0;0;0;0;1;0;0;0;1;0;1;512;5;2.2.11;166.329600;50.954575;7340.200000;7611.080800
1;1;1;0;0;0;0;1;0;0;0;1;0;1;1024;5;2.2.11;166.049600;51.476806;7290.000000;7562.837382
1;1;1;0;0;0;0;1;0;0;0;1;0;1;2048;5;2.2.11;165.853000;52.066476;7266.200000;7556.372720
1;1;1;0;0;0;0;1;0;0;0;1;0;1;4096;5;2.2.11;167.507800;50.657372;7259.000000;7512.814352
1;1;1;0;0;0;0;1;0;0;0;1;0;1;512;9;2.2.11;165.520800;50.348416;7097.600000;7395.666329
1;1;1;0;0;0;0;1;0;0;0;1;0;1;1024;9;2.2.11;165.873800;51.148515;7277.400000;7565.749775
1;1;1;0;0;0;0;1;0;0;0;1;0;1;2048;9;2.2.11;166.792200;50.812739;7400.800000;7668.267482
1;1;1;0;0;0;0;1;0;0;0;1;0;1;4096;9;2.2.11;166.778800;51.352682;7325.800000;7587.406234
1;1;1;0;0;0;0;1;0;0;0;1;1;0;512;1;2.2.11;166.262600;50.462811;7231.400000;7507.898586
1;1;1;0;0;0;0;1;0;0;0;1;1;0;1024;1;2.2.11;167.159400;50.812727;7320.400000;7584.764879
1;1;1;0;0;0;0;1;0;0;0;1;1;0;2048;1;2.2.11;166.239200;51.563549;7388.800000;7663.154515
1;1;1;0;0;0;0;1;0;0;0;1;1;0;4096;1;2.2.11;166.248400;50.901650;7241.000000;7513.832715
1;1;1;0;0;0;0;1;0;0;0;1;1;0;512;5;2.2.11;166.764600;50.592008;7337.200000;7605.844957
1;1;1;0;0;0;0;1;0;0;0;1;1;0;1024;5;2.2.11;167.052000;50.862244;7309.200000;7570.915008
1;1;1;0;0;0;0;1;0;0;0;1;1;0;2048;5;2.2.11;166.775800;51.350889;7335.200000;7599.887529
1;1;1;0;0;0;0;1;0;0;0;1;1;0;4096;5;2.2.11;165.793600;50.570529;7286.000000;7567.053975
1;1;1;0;0;0;0;1;0;0;0;1;1;0;512;9;2.2.11;166.677800;50.572973;7246.800000;7519.736219
1;1;1;0;0;0;0;1;0;0;0;1;1;0;1024;9;2.2.11;165.712400;51.005940;7320.400000;7612.690497
1;1;1;0;0;0;0;1;0;0;0;1;1;0;2048;9;2.2.11;166.249800;51.210515;7378.000000;7652.991436
1;1;1;0;0;0;0;1;0;0;0;1;1;0;4096;9;2.2.11;166.746200;51.236369;7262.800000;7525.566082
1;1;1;0;0;0;0;1;0;0;1;1;0;1;512;1;2.2.11;167.222800;53.538473;7537.800000;7797.126135
1;1;1;0;0;0;0;1;0;0;1;1;0;1;1024;1;2.2.11;167.605800;53.522203;7447.400000;7695.802667
1;1;1;0;0;0;0;1;0;0;1;1;0;1;2048;1;2.2.11;166.106400;54.272578;7390.400000;7674.710766
1;1;1;0;0;0;0;1;0;0;1;1;0;1;4096;1;2.2.11;166.790400;54.408597;7581.400000;7846.016646
1;1;1;0;0;0;0;1;0;0;1;1;0;1;512;5;2.2.11;166.683600;53.419116;7485.600000;7753.159955
1;1;1;0;0;0;0;1;0;0;1;1;0;1;1024;5;2.2.11;166.030200;54.745114;7431.600000;7716.158076
1;1;1;0;0;0;0;1;0;0;1;1;0;1;2048;5;2.2.11;166.521600;53.955934;7451.200000;7722.218765
1;1;1;0;0;0;0;1;0;0;1;1;0;1;4096;5;2.2.11;166.299200;54.820895;7618.600000;7888.778524
1;1;1;0;0;0;0;1;0;0;1;1;0;1;512;9;2.2.11;166.182000;53.980736;7393.600000;7679.444097
1;1;1;0;0;0;0;1;0;0;1;1;0;1;1024;9;2.2.11;166.834200;54.431545;7495.800000;7753.672596
1;1;1;0;0;0;0;1;0;0;1;1;0;1;2048;9;2.2.11;167.577800;53.782647;7614.600000;7865.599427
1;1;1;0;0;0;0;1;0;0;1;1;0;1;4096;9;2.2.11;166.904600;53.806602;7452.400000;7718.635869
1;1;1;0;0;0;0;1;0;0;1;1;1;0;512;1;2.2.11;167.068000;53.988821;7550.600000;7806.823155
1;1;1;0;0;0;0;1;0;0;1;1;1;0;1024;1;2.2.11;165.410800;53.727459;7450.400000;7741.625503
1;1;1;0;0;0;0;1;0;0;1;1;1;0;2048;1;2.2.11;166.364600;54.312462;7551.000000;7822.026543
1;1;1;0;0;0;0;1;0;0;1;1;1;0;4096;1;2.2.11;165.903400;53.858367;7370.800000;7657.643070
1;1;1;0;0;0;0;1;0;0;1;1;1;0;512;5;2.2.11;166.939800;53.454010;7488.600000;7755.681080
1;1;1;0;0;0;0;1;0;0;1;1;1;0;1024;5;2.2.11;166.503200;54.003621;7451.400000;7719.537851
1;1;1;0;0;0;0;1;0;0;1;1;1;0;2048;5;2.2.11;166.682800;54.058688;7584.200000;7848.722372
1;1;1;0;0;0;0;1;0;0;1;1;1;0;4096;5;2.2.11;167.016200;53.738536;7461.000000;7722.353462
1;1;1;0;0;0;0;1;0;0;1;1;1;0;512;9;2.2.11;165.778200;54.413895;7546.400000;7834.567887
1;1;1;0;0;0;0;1;0;0;1;1;1;0;1024;9;2.2.11;165.771200;53.729156;7407.800000;7695.959703
1;1;1;0;0;0;0;1;0;0;1;1;1;0;2048;9;2.2.11;165.531400;54.057260;7495.200000;7782.637431
1;1;1;0;0;0;0;1;0;0;1;1;1;0;4096;9;2.2.11;167.150800;54.433751;7573.200000;7830.899861
1;1;1;0;0;0;1;1;0;0;0;1;0;1;512;1;2.2.11;166.863400;50.634322;7328.400000;7591.176322
1;1;1;0;0;0;1;1;0;0;0;1;0;1;1024;1;2.2.11;166.873600;51.200782;7315.800000;7577.370812
1;1;1;0;0;0;1;1;0;0;0;1;0;1;2048;1;2.2.11;165.756400;51.020268;7181.400000;7476.658926
1;1;1;0;0;0;1;1;0;0;0;1;0;1;4096;1;2.2.11;166.448400;50.612740;7324.200000;7590.703011
1;1;1;0;0;0;1;1;0;0;0;1;0;1;512;5;2.2.11;167.604000;50.382765;7286.000000;7541.216170
1;1;1;0;0;0;1;1;0;0;0;1;0;1;1024;5;2.2.11;167.723000;50.967068;7419.000000;7662.713192
1;1;1;0;0;0;1;1;0;0;0;1;0;1;2048;5;2.2.11;165.704400;51.205894;7317.800000;7604.319412
1;1;1;0;0;0;1;1;0;0;0;1;0;1;4096;5;2.2.11;165.608800;51.710388;7342.800000;7631.623340
1;1;1;0;0;0;1;1;0;0;0;1;0;1;512;9;2.2.11;165.387000;50.247018;7035.600000;7326.133516
1;1;1;0;0;0;1;1;0;0;0;1;0;1;1024;9;2.2.11;165.595400;50.885884;7134.800000;7423.484020
1;1;1;0;0;0;1;1;0;0;0;1;0;1;2048;9;2.2.11;167.919200;50.608745;7360.000000;7605.146384
1;1;1;0;0;0;1;1;0;0;0;1;0;1;4096;9;2.2.11;165.529200;51.201185;7230.200000;7515.148610
1;1;1;0;0;0;1;1;0;0;0;1;1;0;512;1;2.2.11;165.448400;50.991657;7304.400000;7594.994718
1;1;1;0;0;0;1;1;0;0;0;1;1;0;1024;1;2.2.11;167.502400;50.735952;7319.600000;7573.484594
1;1;1;0;0;0;1;1;0;0;0;1;1;0;2048;1;2.2.11;167.358600;51.246214;7399.000000;7649.763134
1;1;1;0;0;0;1;1;0;0;0;1;1;0;4096;1;2.2.11;166.653200;50.857346;7303.200000;7570.785749
1;1;1;0;0;0;1;1;0;0;0;1;1;0;512;5;2.2.11;166.692200;51.658844;7378.200000;7643.858836
1;1;1;0;0;0;1;1;0;0;0;1;1;0;1024;5;2.2.11;167.407400;51.299361;7379.400000;7638.221512
1;1;1;0;0;0;1;1;0;0;0;1;1;0;2048;5;2.2.11;165.558600;51.076137;7238.800000;7527.375002
1;1;1;0;0;0;1;1;0;0;0;1;1;0;4096;5;2.2.11;165.589000;50.663537;7114.000000;7400.909386
1;1;1;0;0;0;1;1;0;0;0;1;1;0;512;9;2.2.11;165.312000;51.084765;7313.400000;7605.116872
1;1;1;0;0;0;1;1;0;0;0;1;1;0;1024;9;2.2.11;167.446800;50.787616;7324.400000;7579.322797
1;1;1;0;0;0;1;1;0;0;0;1;1;0;2048;9;2.2.11;167.617800;51.092881;7416.400000;7660.934337
1;1;1;0;0;0;1;1;0;0;0;1;1;0;4096;9;2.2.11;165.721600;51.172792;7303.200000;7594.145110
1;1;1;0;0;0;1;1;0;0;1;1;0;1;512;1;2.2.11;166.056000;53.158642;7176.400000;7452.817161
1;1;1;0;0;0;1;1;0;0;1;1;0;1;1024;1;2.2.11;166.168600;53.628316;7472.400000;7747.360363
1;1;1;0;0;0;1;1;0;0;1;1;0;1;2048;1;2.2.11;167.112600;55.106921;7616.200000;7873.674124
1;1;1;0;0;0;1;1;0;0;1;1;0;1;4096;1;2.2.11;167.139600;53.712531;7508.400000;7769.640506
1;1;1;0;0;0;1;1;0;0;1;1;0;1;512;5;2.2.11;165.895400;53.834444;7239.800000;7528.496858
1;1;1;0;0;0;1;1;0;0;1;1;0;1;1024;5;2.2.11;167.240000;53.847656;7470.400000;7723.371371
1;1;1;0;0;0;1;1;0;0;1;1;0;1;2048;5;2.2.11;166.966000;54.130272;7579.600000;7840.413954
1;1;1;0;0;0;1;1;0;0;1;1;0;1;4096;5;2.2.11;167.765800;53.701416;7491.400000;7742.327896
1;1;1;0;0;0;1;1;0;0;1;1;0;1;512;9;2.2.11;167.646800;54.216175;7618.800000;7864.888012
1;1;1;0;0;0;1;1;0;0;1;1;0;1;1024;9;2.2.11;166.455000;53.774227;7492.400000;7762.299121
1;1;1;0;0;0;1;1;0;0;1;1;0;1;2048;9;2.2.11;166.917600;54.536156;7580.400000;7843.712833
1;1;1;0;0;0;1;1;0;0;1;1;0;1;4096;9;2.2.11;167.085000;53.946668;7526.000000;7789.047145
1;1;1;0;0;0;1;1;0;0;1;1;1;0;512;1;2.2.11;165.504600;53.512472;7319.400000;7610.452969
1;1;1;0;0;0;1;1;0;0;1;1;1;0;1024;1;2.2.11;166.766000;53.907040;7440.000000;7698.536991
1;1;1;0;0;0;1;1;0;0;1;1;1;0;2048;1;2.2.11;165.764000;54.059849;7464.200000;7753.840624
1;1;1;0;0;0;1;1;0;0;1;1;1;0;4096;1;2.2.11;166.522800;54.138626;7548.800000;7818.827303
1;1;1;0;0;0;1;1;0;0;1;1;1;0;512;5;2.2.11;166.989200;53.440916;7428.800000;7695.097117
1;1;1;0;0;0;1;1;0;0;1;1;1;0;1024;5;2.2.11;166.742400;54.713994;7579.600000;7845.061819
1;1;1;0;0;0;1;1;0;0;1;1;1;0;2048;5;2.2.11;166.762000;54.192029;7539.600000;7807.306384
1;1;1;0;0;0;1;1;0;0;1;1;1;0;4096;5;2.2.11;166.659400;54.845053;7595.000000;7855.761497
1;1;1;0;0;0;1;1;0;0;1;1;1;0;512;9;2.2.11;167.594400;53.369260;7448.400000;7697.797650
1;1;1;0;0;0;1;1;0;0;1;1;1;0;1024;9;2.2.11;166.887400;53.946115;7544.200000;7806.335504
1;1;1;0;0;0;1;1;0;0;1;1;1;0;2048;9;2.2.11;165.475000;54.857425;7554.200000;7845.590211
1;1;1;0;0;0;1;1;0;0;1;1;1;0;4096;9;2.2.11;167.552400;53.761754;7482.400000;7736.079845
1;1;0;1;0;0;0;0;1;0;0;1;0;1;512;0;2.2.11;165.690000;48.693263;7138.200000;7417.934845
1;1;0;1;0;0;0;0;1;0;0;1;0;1;1024;0;2.2.11;165.101800;48.592104;7089.200000;7385.564953
1;1;0;1;0;0;0;0;1;0;0;1;0;1;2048;0;2.2.11;167.139600;48.562920;7217.200000;7469.492110
1;1;0;1;0;0;0;0;1;0;0;1;0;1;4096;0;2.2.11;166.286000;48.479926;7077.600000;7354.113932
1;1;0;1;0;0;0;0;1;0;0;1;1;0;512;0;2.2.11;165.508400;48.286044;7078.000000;7365.693938
1;1;0;1;0;0;0;0;1;0;0;1;1;0;1024;0;2.2.11;164.915400;48.875486;7143.400000;7444.376822
1;1;0;1;0;0;0;0;1;0;0;1;1;0;2048;0;2.2.11;164.996200;48.345119;6926.400000;7224.070849
1;1;0;1;0;0;0;0;1;0;0;1;1;0;4096;0;2.2.11;166.623800;48.248272;7087.000000;7359.185065
1;1;0;1;0;0;0;0;1;0;1;1;0;1;512;0;2.2.11;166.177000;51.424881;7336.200000;7609.654074
1;1;0;1;0;0;0;0;1;0;1;1;0;1;1024;0;2.2.11;166.516200;51.313463;7312.600000;7578.914774
1;1;0;1;0;0;0;0;1;0;1;1;0;1;2048;0;2.2.11;165.851400;51.971109;7285.000000;7563.819552
1;1;0;1;0;0;0;0;1;0;1;1;0;1;4096;0;2.2.11;166.104000;51.559084;7242.600000;7523.302244
1;1;0;1;0;0;0;0;1;0;1;1;1;0;512;0;2.2.11;164.726000;51.813617;7260.400000;7558.968066
1;1;0;1;0;0;0;0;1;0;1;1;1;0;1024;0;2.2.11;166.461600;51.451214;7342.800000;7619.944267
1;1;0;1;0;0;0;0;1;0;1;1;1;0;2048;0;2.2.11;165.762800;51.604713;7252.800000;7542.986244
1;1;0;1;0;0;0;0;1;0;1;1;1;0;4096;0;2.2.11;165.390400;52.018852;7332.400000;7621.971416
1;1;0;1;0;0;0;0;1;1;0;1;0;1;512;0;2.2.11;31.550800;47.774657;1297.000000;4310.156996
1;1;0;1;0;0;0;0;1;1;0;1;0;1;1024;0;2.2.11;31.106400;49.136485;1316.000000;4317.260009
1;1;0;1;0;0;0;0;1;1;0;1;0;1;2048;0;2.2.11;31.597200;49.321511;1341.000000;4374.501810
1;1;0;1;0;0;0;0;1;1;0;1;0;1;4096;0;2.2.11;32.002600;48.342601;1338.200000;4233.345667
1;1;0;1;0;0;0;0;1;1;0;1;1;0;512;0;2.2.11;30.918400;48.372258;1245.000000;4204.449697
1;1;0;1;0;0;0;0;1;1;0;1;1;0;1024;0;2.2.11;31.783800;48.160625;1352.200000;4345.925056
1;1;0;1;0;0;0;0;1;1;0;1;1;0;2048;0;2.2.11;31.589800;48.760726;1361.800000;4333.186458
1;1;0;1;0;0;0;0;1;1;0;1;1;0;4096;0;2.2.11;32.043000;48.304375;1349.200000;4283.783743
1;1;0;1;0;0;0;0;1;1;1;1;0;1;512;0;2.2.11;31.570200;63.852102;1460.400000;4467.797101
1;1;0;1;0;0;0;0;1;1;1;1;0;1;1024;0;2.2.11;32.265400;63.058854;1488.800000;4486.029890
1;1;0;1;0;0;0;0;1;1;1;1;0;1;2048;0;2.2.11;32.879200;62.075492;1566.600000;4532.727761
1;1;0;1;0;0;0;0;1;1;1;1;0;1;4096;0;2.2.11;32.185600;63.102180;1496.000000;4433.823273
1;1;0;1;0;0;0;0;1;1;1;1;1;0;512;0;2.2.11;31.520600;63.427125;1479.800000;4497.000999
1;1;0;1;0;0;0;0;1;1;1;1;1;0;1024;0;2.2.11;31.883400;63.897621;1498.600000;4475.623906
1;1;0;1;0;0;0;0;1;1;1;1;1;0;2048;0;2.2.11;31.931000;63.225464;1479.000000;4465.155583
1;1;0;1;0;0;0;0;1;1;1;1;1;0;4096;0;2.2.11;31.942400;63.209670;1510.200000;4499.377741
1;1;0;1;0;0;1;0;1;0;0;1;0;1;512;0;2.2.11;167.000200;47.809126;7024.600000;7286.024971
1;1;0;1;0;0;1;0;1;0;0;1;0;1;1024;0;2.2.11;167.177800;48.584005;7175.400000;7426.731824
1;1;0;1;0;0;1;0;1;0;0;1;0;1;2048;0;2.2.11;165.577800;48.649194;6963.200000;7249.847516
1;1;0;1;0;0;1;0;1;0;0;1;0;1;4096;0;2.2.11;166.935400;47.964141;7100.400000;7366.984541
