root;fsync;synchronousCommit;fullPageWrites;trackActivities;trackCounts;sharedBuffers;tempBuffers;workMem;revision;performance;energy
1;1;1;0;1;1;128;8;256;9.0.0;138381.000000;3715.000000
1;1;1;0;1;1;256;8;256;9.0.0;137632.800000;3705.800000
1;1;1;0;1;1;64;32;256;9.0.0;140380.200000;3808.200000
1;1;1;0;1;1;128;32;256;9.0.0;141002.800000;3751.800000
1;1;1;0;1;1;256;32;256;9.0.0;142534.800000;3799.600000
1;1;1;0;1;1;64;2;1024;9.0.0;135735.000000;3679.200000
1;1;1;0;1;1;128;2;1024;9.0.0;143533.200000;3864.200000
1;1;1;0;1;1;256;2;1024;9.0.0;140651.000000;3718.200000
1;1;1;0;1;1;64;8;1024;9.0.0;137269.400000;3679.000000
1;1;1;0;1;1;128;8;1024;9.0.0;140930.400000;3781.400000
1;1;1;0;1;1;256;8;1024;9.0.0;138068.600000;3678.800000
1;1;1;0;1;1;64;32;1024;9.0.0;139947.000000;3791.200000
1;1;1;0;1;1;128;32;1024;9.0.0;138213.000000;3725.200000
1;1;1;0;1;1;256;32;1024;9.0.0;139639.000000;3732.800000
1;1;1;0;1;1;64;2;4096;9.0.0;140785.000000;3733.400000
1;1;1;0;1;1;128;2;4096;9.0.0;140759.400000;3782.000000
1;1;1;0;1;1;256;2;4096;9.0.0;142946.600000;3854.200000
1;1;1;0;1;1;64;8;4096;9.0.0;137675.400000;3782.800000
1;1;1;0;1;1;128;8;4096;9.0.0;138767.600000;3682.800000
1;1;1;0;1;1;256;8;4096;9.0.0;145543.200000;3878.200000
1;1;1;0;1;1;64;32;4096;9.0.0;138775.800000;3710.200000
1;1;1;0;1;1;128;32;4096;9.0.0;143754.400000;3861.800000
1;1;1;0;1;1;256;32;4096;9.0.0;139513.000000;3686.400000
1;1;1;1;0;0;64;2;256;9.0.0;145211.800000;3860.600000
1;1;1;1;0;0;128;2;256;9.0.0;145236.000000;3849.600000
1;1;1;1;0;0;256;2;256;9.0.0;146237.600000;3934.600000
1;1;1;1;0;0;64;8;256;9.0.0;143154.400000;3870.400000
1;1;1;1;0;0;128;8;256;9.0.0;141134.200000;3715.800000
1;1;1;1;0;0;256;8;256;9.0.0;143209.600000;3827.600000
1;1;1;1;0;0;64;32;256;9.0.0;140494.000000;3784.600000
1;1;1;1;0;0;128;32;256;9.0.0;142172.600000;3763.600000
1;1;1;1;0;0;256;32;256;9.0.0;144125.400000;3879.000000
1;1;1;1;0;0;64;2;1024;9.0.0;142667.800000;3799.600000
1;1;1;1;0;0;128;2;1024;9.0.0;145980.800000;3904.000000
1;1;1;1;0;0;256;2;1024;9.0.0;141906.200000;3758.600000
1;1;1;1;0;0;64;8;1024;9.0.0;141220.200000;3824.200000
1;1;1;1;0;0;128;8;1024;9.0.0;140816.600000;3776.600000
1;1;1;1;0;0;256;8;1024;9.0.0;140423.400000;3769.000000
1;1;1;1;0;0;64;32;1024;9.0.0;137143.600000;3621.800000
1;1;1;1;0;0;128;32;1024;9.0.0;140248.000000;3882.800000
1;1;1;1;0;0;256;32;1024;9.0.0;143817.800000;3883.400000
1;1;1;1;0;0;64;2;4096;9.0.0;137919.200000;3691.800000
1;1;1;1;0;0;128;2;4096;9.0.0;141470.000000;3740.200000
1;1;1;1;0;0;256;2;4096;9.0.0;142747.400000;3812.800000
1;1;1;1;0;0;64;8;4096;9.0.0;140223.600000;3746.400000
1;1;1;1;0;0;128;8;4096;9.0.0;142732.000000;3828.000000
1;1;1;1;0;0;256;8;4096;9.0.0;142067.400000;3752.000000
1;1;1;1;0;0;64;32;4096;9.0.0;142754.200000;3801.000000
1;1;1;1;0;0;128;32;4096;9.0.0;144280.800000;3837.000000
1;1;1;1;0;0;256;32;4096;9.0.0;139370.200000;3749.800000
1;1;1;1;0;1;64;2;256;9.0.0;142873.800000;3768.400000
1;1;1;1;0;1;128;2;256;9.0.0;143885.200000;3824.200000
1;1;1;1;0;1;256;2;256;9.0.0;141786.200000;3797.400000
1;1;1;1;0;1;64;8;256;9.0.0;141712.400000;3831.200000
1;1;1;1;0;1;128;8;256;9.0.0;139361.400000;3696.800000
1;1;1;1;0;1;256;8;256;9.0.0;137789.800000;3694.200000
1;1;1;1;0;1;64;32;256;9.0.0;145515.000000;3846.800000
1;1;1;1;0;1;128;32;256;9.0.0;141022.400000;3740.600000
1;1;1;1;0;1;256;32;256;9.0.0;140394.600000;3768.200000
1;1;1;1;0;1;64;2;1024;9.0.0;142744.600000;3818.600000
1;1;1;1;0;1;128;2;1024;9.0.0;140916.000000;3739.600000
1;1;1;1;0;1;256;2;1024;9.0.0;140198.400000;3777.200000
1;1;1;1;0;1;64;8;1024;9.0.0;136203.200000;3752.400000
1;1;1;1;0;1;128;8;1024;9.0.0;141587.000000;3772.800000
1;1;1;1;0;1;256;8;1024;9.0.0;141338.800000;3764.400000
1;1;1;1;0;1;64;32;1024;9.0.0;143904.200000;3795.000000
1;1;1;1;0;1;128;32;1024;9.0.0;141683.600000;3825.400000
1;1;1;1;0;1;256;32;1024;9.0.0;138581.200000;3722.800000
1;1;1;1;0;1;64;2;4096;9.0.0;135628.400000;3643.200000
1;1;1;1;0;1;128;2;4096;9.0.0;139014.200000;3707.200000
1;1;1;1;0;1;256;2;4096;9.0.0;138062.600000;3734.000000
1;1;1;1;0;1;64;8;4096;9.0.0;142107.200000;3806.400000
1;1;1;1;0;1;128;8;4096;9.0.0;139894.600000;3750.200000
1;1;1;1;0;1;256;8;4096;9.0.0;136560.200000;3650.400000
1;1;1;1;0;1;64;32;4096;9.0.0;141554.000000;3834.000000
1;1;1;1;0;1;128;32;4096;9.0.0;139411.000000;3726.400000
1;1;1;1;0;1;256;32;4096;9.0.0;137872.400000;3705.800000
1;1;1;1;1;0;64;2;256;9.0.0;133494.400000;3597.000000
1;1;1;1;1;0;128;2;256;9.0.0;137562.200000;3754.200000
1;1;1;1;1;0;256;2;256;9.0.0;141167.200000;3884.800000
1;1;1;1;1;0;64;8;256;9.0.0;140771.800000;3788.400000
1;1;1;1;1;0;128;8;256;9.0.0;140317.400000;3751.000000
1;1;1;1;1;0;256;8;256;9.0.0;142890.400000;3838.800000
1;1;1;1;1;0;64;32;256;9.0.0;146552.400000;3997.800000
1;1;1;1;1;0;128;32;256;9.0.0;137201.800000;3700.400000
1;1;1;1;1;0;256;32;256;9.0.0;138761.200000;3765.000000
1;1;1;1;1;0;64;2;1024;9.0.0;137416.600000;3707.200000
1;1;1;1;1;0;128;2;1024;9.0.0;139664.600000;3767.200000
1;1;1;1;1;0;256;2;1024;9.0.0;138607.200000;3733.400000
1;1;1;1;1;0;64;8;1024;9.0.0;137014.000000;3719.800000
1;1;1;1;1;0;128;8;1024;9.0.0;142150.200000;3819.600000
1;1;1;1;1;0;256;8;1024;9.0.0;138350.800000;3723.600000
1;1;1;1;1;0;64;32;1024;9.0.0;141150.400000;3796.600000
1;1;1;1;1;0;128;32;1024;9.0.0;141107.000000;3815.800000
1;1;1;1;1;0;256;32;1024;9.0.0;143146.200000;3850.600000
1;1;1;1;1;0;64;2;4096;9.0.0;137133.800000;3717.000000
1;1;1;1;1;0;128;2;4096;9.0.0;141808.800000;3889.800000
1;1;1;1;1;0;256;2;4096;9.0.0;140735.000000;3781.800000
1;1;1;1;1;0;64;8;4096;9.0.0;142690.800000;3843.800000
1;1;1;1;1;0;128;8;4096;9.0.0;142005.800000;3818.600000
1;1;1;1;1;0;256;8;4096;9.0.0;142640.600000;3812.600000
1;1;1;1;1;0;64;32;4096;9.0.0;139965.400000;3779.000000
1;1;1;1;1;0;128;32;4096;9.0.0;143132.400000;3851.600000
1;1;1;1;1;0;256;32;4096;9.0.0;137688.200000;3743.200000
1;1;1;1;1;1;64;2;256;9.0.0;137940.400000;3698.200000
1;1;1;1;1;1;128;2;256;9.0.0;142506.800000;3852.400000
1;1;1;1;1;1;256;2;256;9.0.0;135116.000000;3677.000000
1;1;1;1;1;1;64;8;256;9.0.0;140964.400000;3762.200000
1;1;1;1;1;1;128;8;256;9.0.0;143038.400000;3872.200000
1;1;1;1;1;1;256;8;256;9.0.0;136002.400000;3681.800000
1;1;1;1;1;1;64;32;256;9.0.0;142123.200000;3804.800000
1;1;1;1;1;1;128;32;256;9.0.0;136753.800000;3677.000000
1;1;1;1;1;1;256;32;256;9.0.0;141798.600000;3820.200000
1;1;1;1;1;1;64;2;1024;9.0.0;141305.400000;3855.600000
1;1;1;1;1;1;128;2;1024;9.0.0;135455.000000;3662.400000
1;1;1;1;1;1;256;2;1024;9.0.0;138590.800000;3748.200000
1;1;1;1;1;1;64;8;1024;9.0.0;136259.400000;3683.600000
1;1;1;1;1;1;128;8;1024;9.0.0;139380.600000;3799.000000
1;1;1;1;1;1;256;8;1024;9.0.0;136478.800000;3673.000000
1;1;1;1;1;1;64;32;1024;9.0.0;138899.000000;3742.000000
1;1;1;1;1;1;128;32;1024;9.0.0;136773.000000;3696.400000
1;1;1;1;1;1;256;32;1024;9.0.0;136873.800000;3682.200000
1;1;1;1;1;1;64;2;4096;9.0.0;138899.400000;3804.200000
1;1;1;1;1;1;128;2;4096;9.0.0;139525.000000;3773.600000
1;1;1;1;1;1;256;2;4096;9.0.0;142115.400000;3820.600000
1;1;1;1;1;1;64;8;4096;9.0.0;137617.200000;3722.400000
1;1;1;1;1;1;128;8;4096;9.0.0;141318.600000;3830.400000
1;1;1;1;1;1;256;8;4096;9.0.0;136907.600000;3757.000000
1;1;1;1;1;1;64;32;4096;9.0.0;138443.000000;3767.000000
1;1;1;1;1;1;128;32;4096;9.0.0;134448.800000;3654.000000
1;1;1;1;1;1;256;32;4096;9.0.0;137844.400000;3739.600000
1;0;0;0;0;0;64;2;256;9.0.4;51038.000000;1738.000000
1;0;0;0;0;0;128;2;256;9.0.4;51307.200000;1761.200000
1;0;0;0;0;0;256;2;256;9.0.4;51149.800000;1719.600000
1;0;0;0;0;0;64;8;256;9.0.4;51121.000000;1729.800000
1;0;0;0;0;0;128;8;256;9.0.4;51086.600000;1740.000000
1;0;0;0;0;0;256;8;256;9.0.4;51101.000000;1713.400000
1;0;0;0;0;0;64;32;256;9.0.4;51111.200000;1715.600000
1;0;0;0;0;0;128;32;256;9.0.4;51171.200000;1715.000000
1;0;0;0;0;0;256;32;256;9.0.4;51122.000000;1754.200000
1;0;0;0;0;0;64;2;1024;9.0.4;51168.000000;1721.000000
1;0;0;0;0;0;128;2;1024;9.0.4;51208.200000;1726.200000
1;0;0;0;0;0;256;2;1024;9.0.4;51216.400000;1740.400000
1;0;0;0;0;0;64;8;1024;9.0.4;50967.800000;1727.800000
1;0;0;0;0;0;128;8;1024;9.0.4;51120.200000;1737.000000
1;0;0;0;0;0;256;8;1024;9.0.4;51177.600000;1738.200000
1;0;0;0;0;0;64;32;1024;9.0.4;51223.800000;1738.400000
1;0;0;0;0;0;128;32;1024;9.0.4;51866.000000;1797.400000
1;0;0;0;0;0;256;32;1024;9.0.4;51169.000000;1747.800000
1;0;0;0;0;0;64;2;4096;9.0.4;51245.200000;1737.800000
1;0;0;0;0;0;128;2;4096;9.0.4;51102.800000;1721.800000
1;0;0;0;0;0;256;2;4096;9.0.4;51487.000000;1741.400000
1;0;0;0;0;0;64;8;4096;9.0.4;51089.400000;1744.400000
1;0;0;0;0;0;128;8;4096;9.0.4;51200.000000;1698.400000
1;0;0;0;0;0;256;8;4096;9.0.4;51161.400000;1712.600000
1;0;0;0;0;0;64;32;4096;9.0.4;51096.400000;1715.200000
1;0;0;0;0;0;128;32;4096;9.0.4;51219.000000;1737.600000
1;0;0;0;0;0;256;32;4096;9.0.4;51173.400000;1727.400000
1;0;0;0;0;1;64;2;256;9.0.4;51215.000000;1752.600000
1;0;0;0;0;1;128;2;256;9.0.4;51308.000000;1766.600000
1;0;0;0;0;1;256;2;256;9.0.4;51103.400000;1752.400000
1;0;0;0;0;1;64;8;256;9.0.4;51330.200000;1723.600000
1;0;0;0;0;1;128;8;256;9.0.4;51321.200000;1723.200000
1;0;0;0;0;1;256;8;256;9.0.4;51191.200000;1741.800000
1;0;0;0;0;1;64;32;256;9.0.4;50969.200000;1699.000000
1;0;0;0;0;1;128;32;256;9.0.4;50768.000000;1698.200000
1;0;0;0;0;1;256;32;256;9.0.4;50925.800000;1659.800000
1;0;0;0;0;1;64;2;1024;9.0.4;50754.200000;1701.800000
1;0;0;0;0;1;128;2;1024;9.0.4;50852.200000;1647.200000
1;0;0;0;0;1;256;2;1024;9.0.4;50890.800000;1702.600000
1;0;0;0;0;1;64;8;1024;9.0.4;50809.800000;1678.200000
1;0;0;0;0;1;128;8;1024;9.0.4;50735.400000;1690.200000
1;0;0;0;0;1;256;8;1024;9.0.4;51658.000000;1782.800000
1;0;0;0;0;1;64;32;1024;9.0.4;50831.400000;1697.600000
1;0;0;0;0;1;128;32;1024;9.0.4;50755.200000;1678.800000
1;0;0;0;0;1;256;32;1024;9.0.4;50818.400000;1674.000000
1;0;0;0;0;1;64;2;4096;9.0.4;50706.600000;1699.000000
1;0;0;0;0;1;128;2;4096;9.0.4;50687.000000;1642.200000
1;0;0;0;0;1;256;2;4096;9.0.4;50763.800000;1678.600000
1;0;0;0;0;1;64;8;4096;9.0.4;50750.200000;1651.200000
1;0;0;0;0;1;128;8;4096;9.0.4;51056.600000;1708.000000
1;0;0;0;0;1;256;8;4096;9.0.4;50752.800000;1645.400000
1;0;0;0;0;1;64;32;4096;9.0.4;50855.000000;1685.600000
1;0;0;0;0;1;128;32;4096;9.0.4;50786.000000;1718.600000
1;0;0;0;0;1;256;32;4096;9.0.4;50922.600000;1697.200000
1;0;0;0;1;0;64;2;256;9.0.4;51028.200000;1672.600000
1;0;0;0;1;0;128;2;256;9.0.4;51480.200000;1703.400000
1;0;0;0;1;0;256;2;256;9.0.4;51193.400000;1733.200000
1;0;0;0;1;0;64;8;256;9.0.4;51208.600000;1677.600000
1;0;0;0;1;0;128;8;256;9.0.4;51194.000000;1682.600000
1;0;0;0;1;0;256;8;256;9.0.4;51249.000000;1690.000000
1;0;0;0;1;0;64;32;256;9.0.4;50834.200000;1700.200000
1;0;0;0;1;0;128;32;256;9.0.4;51098.400000;1661.800000
1;0;0;0;1;0;256;32;256;9.0.4;51216.000000;1713.800000
1;0;0;0;1;0;64;2;1024;9.0.4;51392.600000;1720.800000
1;0;0;0;1;0;128;2;1024;9.0.4;51090.000000;1694.800000
1;0;0;0;1;0;256;2;1024;9.0.4;51216.600000;1674.000000
1;0;0;0;1;0;64;8;1024;9.0.4;51135.800000;1685.600000
1;0;0;0;1;0;128;8;1024;9.0.4;51283.800000;1704.600000
1;0;0;0;1;0;256;8;1024;9.0.4;51014.600000;1715.800000
1;0;0;0;1;0;64;32;1024;9.0.4;51209.000000;1661.800000
1;0;0;0;1;0;128;32;1024;9.0.4;51192.200000;1671.600000
1;0;0;0;1;0;256;32;1024;9.0.4;51283.600000;1681.800000
1;0;0;0;1;0;64;2;4096;9.0.4;51185.000000;1711.400000
1;0;0;0;1;0;128;2;4096;9.0.4;51142.600000;1686.800000
1;0;0;0;1;0;256;2;4096;9.0.4;51152.200000;1682.600000
1;0;0;0;1;0;64;8;4096;9.0.4;50635.200000;1708.000000
1;0;0;0;1;0;128;8;4096;9.0.4;51157.600000;1717.200000
1;0;0;0;1;0;256;8;4096;9.0.4;51138.600000;1697.600000
1;0;0;0;1;0;64;32;4096;9.0.4;51233.400000;1676.600000
1;0;0;0;1;0;128;32;4096;9.0.4;51000.000000;1695.600000
1;0;0;0;1;0;256;32;4096;9.0.4;51918.000000;1733.200000
1;0;0;0;1;1;64;2;256;9.0.4;51128.400000;1711.600000
1;0;0;0;1;1;128;2;256;9.0.4;50902.400000;1703.600000
1;0;0;0;1;1;256;2;256;9.0.4;51027.400000;1651.600000
1;0;0;0;1;1;64;8;256;9.0.4;51280.600000;1675.000000
1;0;0;0;1;1;128;8;256;9.0.4;51028.400000;1687.200000
1;0;0;0;1;1;256;8;256;9.0.4;51084.400000;1692.400000
1;0;0;0;1;1;64;32;256;9.0.4;51069.600000;1718.800000
1;0;0;0;1;1;128;32;256;9.0.4;50879.600000;1715.400000
1;0;0;0;1;1;256;32;256;9.0.4;51203.200000;1701.600000
1;0;0;0;1;1;64;2;1024;9.0.4;50951.600000;1657.000000
1;0;0;0;1;1;128;2;1024;9.0.4;50879.000000;1704.200000
1;0;0;0;1;1;256;2;1024;9.0.4;51035.400000;1693.000000
1;0;0;0;1;1;64;8;1024;9.0.4;51004.200000;1716.000000
1;0;0;0;1;1;128;8;1024;9.0.4;51029.000000;1681.200000
1;0;0;0;1;1;256;8;1024;9.0.4;52071.600000;1762.600000
1;0;0;0;1;1;64;32;1024;9.0.4;50900.400000;1711.600000
1;0;0;0;1;1;128;32;1024;9.0.4;50971.800000;1677.800000
1;0;0;0;1;1;256;32;1024;9.0.4;51035.200000;1685.600000
1;0;0;0;1;1;64;2;4096;9.0.4;51009.200000;1692.600000
1;0;0;0;1;1;128;2;4096;9.0.4;51034.600000;1732.800000
1;0;0;0;1;1;256;2;4096;9.0.4;50995.000000;1693.600000
1;0;0;0;1;1;64;8;4096;9.0.4;51195.000000;1724.000000
1;0;0;0;1;1;128;8;4096;9.0.4;51332.800000;1690.000000
1;0;0;0;1;1;256;8;4096;9.0.4;51888.600000;1754.600000
1;0;0;0;1;1;64;32;4096;9.0.4;50911.200000;1734.600000
1;0;0;0;1;1;128;32;4096;9.0.4;50899.400000;1683.800000
1;0;0;0;1;1;256;32;4096;9.0.4;51031.400000;1695.600000
1;0;0;1;0;0;64;2;256;9.0.4;50995.400000;1694.000000
1;0;0;1;0;0;128;2;256;9.0.4;50938.600000;1708.400000
1;0;0;1;0;0;256;2;256;9.0.4;51991.600000;1730.000000
1;0;0;1;0;0;64;8;256;9.0.4;50953.000000;1688.400000
1;0;0;1;0;0;128;8;256;9.0.4;51084.000000;1693.600000
1;0;0;1;0;0;256;8;256;9.0.4;51085.600000;1687.000000
1;0;0;1;0;0;64;32;256;9.0.4;50905.800000;1709.800000
1;0;0;1;0;0;128;32;256;9.0.4;51809.800000;1748.600000
1;0;0;1;0;0;256;32;256;9.0.4;50916.400000;1695.000000
1;0;0;1;0;0;64;2;1024;9.0.4;50892.600000;1719.400000
1;0;0;1;0;0;128;2;1024;9.0.4;50766.000000;1674.200000
1;0;0;1;0;0;256;2;1024;9.0.4;50880.400000;1707.800000
1;0;0;1;0;0;64;8;1024;9.0.4;50920.600000;1673.200000
1;0;0;1;0;0;128;8;1024;9.0.4;51057.600000;1686.400000
1;0;0;1;0;0;256;8;1024;9.0.4;50876.400000;1677.600000
1;0;0;1;0;0;64;32;1024;9.0.4;50897.800000;1698.800000
1;0;0;1;0;0;128;32;1024;9.0.4;50908.200000;1717.400000
1;0;0;1;0;0;256;32;1024;9.0.4;51115.800000;1704.200000
1;0;0;1;0;0;64;2;4096;9.0.4;50874.600000;1663.400000
1;0;0;1;0;0;128;2;4096;9.0.4;50892.000000;1666.400000
1;0;0;1;0;0;256;2;4096;9.0.4;50991.200000;1707.400000
1;0;0;1;0;0;64;8;4096;9.0.4;50938.800000;1696.200000
1;0;0;1;0;0;128;8;4096;9.0.4;51017.000000;1671.400000
1;0;0;1;0;0;256;8;4096;9.0.4;51080.000000;1695.200000
1;0;0;1;0;0;64;32;4096;9.0.4;50907.400000;1693.200000
1;0;0;1;0;0;128;32;4096;9.0.4;50920.000000;1671.200000
1;0;0;1;0;0;256;32;4096;9.0.4;50686.400000;1682.800000
1;0;0;1;0;1;64;2;256;9.0.4;50766.800000;1690.800000
1;0;0;1;0;1;128;2;256;9.0.4;50995.200000;1718.400000
1;0;0;1;0;1;256;2;256;9.0.4;50939.800000;1712.000000
1;0;0;1;0;1;64;8;256;9.0.4;50719.200000;1665.600000
1;0;0;1;0;1;128;8;256;9.0.4;51106.200000;1709.600000
1;0;0;1;0;1;256;8;256;9.0.4;50500.000000;1676.000000
1;0;0;1;0;1;64;32;256;9.0.4;50937.200000;1752.400000
1;0;0;1;0;1;128;32;256;9.0.4;51106.200000;1714.200000
1;0;0;1;0;1;256;32;256;9.0.4;50737.200000;1723.400000
1;0;0;1;0;1;64;2;1024;9.0.4;50885.600000;1665.200000
1;0;0;1;0;1;128;2;1024;9.0.4;50924.800000;1676.600000
1;0;0;1;0;1;256;2;1024;9.0.4;51028.600000;1709.000000
1;0;0;1;0;1;64;8;1024;9.0.4;51026.800000;1674.200000
1;0;0;1;0;1;128;8;1024;9.0.4;50820.600000;1653.800000
1;0;0;1;0;1;256;8;1024;9.0.4;50766.400000;1678.200000
1;0;0;1;0;1;64;32;1024;9.0.4;50860.400000;1710.800000
1;0;0;1;0;1;128;32;1024;9.0.4;51027.600000;1686.400000
1;0;0;1;0;1;256;32;1024;9.0.4;50855.800000;1661.600000
1;0;0;1;0;1;64;2;4096;9.0.4;50900.800000;1699.000000
1;0;0;1;0;1;128;2;4096;9.0.4;50936.400000;1703.000000
1;0;0;1;0;1;256;2;4096;9.0.4;50886.200000;1664.200000
1;0;0;1;0;1;64;8;4096;9.0.4;50811.600000;1665.200000
1;0;0;1;0;1;128;8;4096;9.0.4;50876.400000;1679.000000
1;0;0;1;0;1;256;8;4096;9.0.4;50967.400000;1695.600000
1;0;0;1;0;1;64;32;4096;9.0.4;50846.200000;1686.200000
1;0;0;1;0;1;128;32;4096;9.0.4;50738.200000;1681.400000
1;0;0;1;0;1;256;32;4096;9.0.4;50924.400000;1711.800000
1;0;0;1;1;0;64;2;256;9.0.4;51203.000000;1733.000000
1;0;0;1;1;0;128;2;256;9.0.4;51189.600000;1705.000000
1;0;0;1;1;0;256;2;256;9.0.4;51356.800000;1749.800000
1;0;0;1;1;0;64;8;256;9.0.4;51353.200000;1769.000000
1;0;0;1;1;0;128;8;256;9.0.4;51203.400000;1731.400000
1;0;0;1;1;0;256;8;256;9.0.4;51196.800000;1728.800000
1;0;0;1;1;0;64;32;256;9.0.4;51221.000000;1740.400000
1;0;0;1;1;0;128;32;256;9.0.4;51069.400000;1766.000000
1;0;0;1;1;0;256;32;256;9.0.4;51181.800000;1728.200000
1;0;0;1;1;0;64;2;1024;9.0.4;51142.400000;1717.400000
1;0;0;1;1;0;128;2;1024;9.0.4;51289.200000;1722.400000
1;0;0;1;1;0;256;2;1024;9.0.4;51272.800000;1748.400000
1;0;0;1;1;0;64;8;1024;9.0.4;51292.600000;1743.200000
1;0;0;1;1;0;128;8;1024;9.0.4;51169.600000;1736.000000
1;0;0;1;1;0;256;8;1024;9.0.4;51226.400000;1753.200000
1;0;0;1;1;0;64;32;1024;9.0.4;51120.200000;1717.800000
1;0;0;1;1;0;128;32;1024;9.0.4;51003.200000;1730.600000
1;0;0;1;1;0;256;32;1024;9.0.4;51179.800000;1681.600000
1;0;0;1;1;0;64;2;4096;9.0.4;51168.000000;1713.200000
1;0;0;1;1;0;128;2;4096;9.0.4;51429.800000;1771.000000
1;0;0;1;1;0;256;2;4096;9.0.4;51223.400000;1720.400000
1;0;0;1;1;0;64;8;4096;9.0.4;51279.000000;1695.800000
1;0;0;1;1;0;128;8;4096;9.0.4;51211.400000;1712.800000
1;0;0;1;1;0;256;8;4096;9.0.4;51313.400000;1745.200000
1;0;0;1;1;0;64;32;4096;9.0.4;51113.400000;1706.200000
1;0;0;1;1;0;128;32;4096;9.0.4;51033.400000;1715.800000
1;0;0;1;1;0;256;32;4096;9.0.4;51097.400000;1717.400000
1;0;0;1;1;1;64;2;256;9.0.4;51238.000000;1755.000000
1;0;0;1;1;1;128;2;256;9.0.4;50954.200000;1695.200000
1;0;0;1;1;1;256;2;256;9.0.4;51183.600000;1686.800000
1;0;0;1;1;1;64;8;256;9.0.4;51299.400000;1723.400000
1;0;0;1;1;1;128;8;256;9.0.4;51091.200000;1726.000000
1;0;0;1;1;1;256;8;256;9.0.4;51862.600000;1724.400000
1;0;0;1;1;1;64;32;256;9.0.4;50963.000000;1706.000000
1;0;0;1;1;1;128;32;256;9.0.4;51121.800000;1685.200000
1;0;0;1;1;1;256;32;256;9.0.4;51005.000000;1715.000000
1;0;0;1;1;1;64;2;1024;9.0.4;51854.600000;1756.600000
1;0;0;1;1;1;128;2;1024;9.0.4;50976.800000;1758.200000
1;0;0;1;1;1;256;2;1024;9.0.4;50991.400000;1716.600000
1;0;0;1;1;1;64;8;1024;9.0.4;51324.000000;1719.400000
1;0;0;1;1;1;128;8;1024;9.0.4;51269.400000;1730.400000
1;0;0;1;1;1;256;8;1024;9.0.4;51177.600000;1753.200000
1;0;0;1;1;1;64;32;1024;9.0.4;51027.800000;1689.200000
1;0;0;1;1;1;128;32;1024;9.0.4;51905.800000;1765.600000
1;0;0;1;1;1;256;32;1024;9.0.4;51145.000000;1705.000000
1;0;0;1;1;1;64;2;4096;9.0.4;51221.600000;1697.200000
1;0;0;1;1;1;128;2;4096;9.0.4;51184.800000;1719.000000
1;0;0;1;1;1;256;2;4096;9.0.4;51305.400000;1723.800000
1;0;0;1;1;1;64;8;4096;9.0.4;51155.800000;1706.000000
1;0;0;1;1;1;128;8;4096;9.0.4;51061.400000;1710.800000
1;0;0;1;1;1;256;8;4096;9.0.4;51249.200000;1755.600000
1;0;0;1;1;1;64;32;4096;9.0.4;51168.800000;1713.600000
1;0;0;1;1;1;128;32;4096;9.0.4;51171.400000;1701.000000
1;0;0;1;1;1;256;32;4096;9.0.4;51353.000000;1717.200000
1;0;1;0;0;0;64;2;256;9.0.4;50910.600000;1711.600000
1;0;1;0;0;0;128;2;256;9.0.4;50861.000000;1716.000000
1;0;1;0;0;0;256;2;256;9.0.4;51521.000000;1729.800000
1;0;1;0;0;0;64;8;256;9.0.4;50911.000000;1696.400000
1;0;1;0;0;0;128;8;256;9.0.4;50676.400000;1691.000000
1;0;1;0;0;0;256;8;256;9.0.4;51014.200000;1690.000000
1;0;1;0;0;0;64;32;256;9.0.4;50892.400000;1688.800000
1;0;1;0;0;0;128;32;256;9.0.4;51064.000000;1707.800000
1;0;1;0;0;0;256;32;256;9.0.4;50724.400000;1676.200000
1;0;1;0;0;0;64;2;1024;9.0.4;50971.600000;1719.800000
1;0;1;0;0;0;128;2;1024;9.0.4;50988.400000;1684.200000
1;0;1;0;0;0;256;2;1024;9.0.4;50927.400000;1706.600000
1;0;1;0;0;0;64;8;1024;9.0.4;50796.000000;1690.600000
1;0;1;0;0;0;128;8;1024;9.0.4;50784.400000;1701.600000
1;0;1;0;0;0;256;8;1024;9.0.4;50744.200000;1690.200000
1;0;1;0;0;0;64;32;1024;9.0.4;50865.000000;1713.600000
1;0;1;0;0;0;128;32;1024;9.0.4;51068.800000;1699.400000
1;0;1;0;0;0;256;32;1024;9.0.4;50619.000000;1662.200000
1;0;1;0;0;0;64;2;4096;9.0.4;50708.200000;1695.400000
1;0;1;0;0;0;128;2;4096;9.0.4;51125.400000;1686.400000
1;0;1;0;0;0;256;2;4096;9.0.4;50802.800000;1728.000000
1;0;1;0;0;0;64;8;4096;9.0.4;50938.800000;1714.600000
1;0;1;0;0;0;128;8;4096;9.0.4;50841.600000;1710.400000
1;0;1;0;0;0;256;8;4096;9.0.4;51149.600000;1721.200000
1;0;1;0;0;0;64;32;4096;9.0.4;50835.200000;1718.600000
1;0;1;0;0;0;128;32;4096;9.0.4;50920.400000;1704.000000
1;0;1;0;0;0;256;32;4096;9.0.4;51041.200000;1758.200000
1;0;1;0;0;1;64;2;256;9.0.4;50866.600000;1734.400000
1;0;1;0;0;1;128;2;256;9.0.4;51125.400000;1712.000000
1;0;1;0;0;1;256;2;256;9.0.4;50890.800000;1723.800000
1;0;1;0;0;1;64;8;256;9.0.4;50999.800000;1713.000000
1;0;1;0;0;1;128;8;256;9.0.4;50836.400000;1714.200000
1;0;1;0;0;1;256;8;256;9.0.4;51512.600000;1696.400000
