root;multiAccept;sendfile;compression;noCompression;serverCache;keepalive;basicAuth;tls;ecdsaCertificate;aesTls;tlsMoreBits;tcpNoDelay;tcpNoPush;processCount;compressionLevel;performance;energy
1;1;0;0;1;1;0;0;1;1;1;0;1;0;4;1;362.888600;12610.000000
1;1;0;0;1;1;0;0;1;1;1;0;1;0;8;1;361.765000;12548.800000
1;1;0;0;1;1;0;0;1;1;1;0;1;1;1;1;405.093200;13714.400000
1;1;0;0;1;1;0;0;1;1;1;0;1;1;2;1;370.399400;12714.800000
1;1;0;0;1;1;0;0;1;1;1;0;1;1;4;1;362.708400;12527.000000
1;1;0;0;1;1;0;0;1;1;1;0;1;1;8;1;362.859800;12844.200000
1;1;0;0;1;1;0;0;1;1;1;1;0;0;1;1;407.721200;13706.800000
1;1;0;0;1;1;0;0;1;1;1;1;0;0;2;1;371.397200;12569.600000
1;1;0;0;1;1;0;0;1;1;1;1;0;0;4;1;363.183600;12688.800000
1;1;0;0;1;1;0;0;1;1;1;1;0;0;8;1;362.855000;12762.200000
1;1;0;0;1;1;0;0;1;1;1;1;0;1;1;1;406.760600;13502.000000
1;1;0;0;1;1;0;0;1;1;1;1;0;1;2;1;363.361000;12449.000000
1;1;0;0;1;1;0;0;1;1;1;1;0;1;4;1;362.489000;12738.400000
1;1;0;0;1;1;0;0;1;1;1;1;0;1;8;1;362.328600;12710.600000
1;1;0;0;1;1;0;0;1;1;1;1;1;0;1;1;407.890400;13519.800000
1;1;0;0;1;1;0;0;1;1;1;1;1;0;2;1;371.776200;12793.400000
1;1;0;0;1;1;0;0;1;1;1;1;1;0;4;1;363.839800;12822.200000
1;1;0;0;1;1;0;0;1;1;1;1;1;0;8;1;362.756400;12681.600000
1;1;0;0;1;1;0;0;1;1;1;1;1;1;1;1;407.217600;13621.000000
1;1;0;0;1;1;0;0;1;1;1;1;1;1;2;1;371.091400;12687.400000
1;1;0;0;1;1;0;0;1;1;1;1;1;1;4;1;361.685200;12682.000000
1;1;0;0;1;1;0;0;1;1;1;1;1;1;8;1;362.065800;12647.600000
1;1;1;0;1;0;0;0;1;1;1;0;0;0;1;1;406.829200;13777.400000
1;1;1;0;1;0;0;0;1;1;1;0;0;0;2;1;370.579800;12717.400000
1;1;1;0;1;0;0;0;1;1;1;0;0;0;4;1;362.104600;12586.000000
1;1;1;0;1;0;0;0;1;1;1;0;0;0;8;1;361.013200;12686.200000
1;1;1;0;1;0;0;0;1;1;1;0;0;1;1;1;404.960200;13729.800000
1;1;1;0;1;0;0;0;1;1;1;0;0;1;2;1;370.681800;12683.600000
1;1;1;0;1;0;0;0;1;1;1;0;0;1;4;1;361.971600;12540.200000
1;1;1;0;1;0;0;0;1;1;1;0;0;1;8;1;360.076400;12659.200000
1;1;1;0;1;0;0;0;1;1;1;0;1;0;1;1;407.896800;13683.800000
1;1;1;0;1;0;0;0;1;1;1;0;1;0;2;1;370.577200;12637.200000
1;1;1;0;1;0;0;0;1;1;1;0;1;0;4;1;360.551400;12547.600000
1;1;1;0;1;0;0;0;1;1;1;0;1;0;8;1;362.047800;12758.800000
1;1;1;0;1;0;0;0;1;1;1;0;1;1;1;1;406.715000;13595.200000
1;1;1;0;1;0;0;0;1;1;1;0;1;1;2;1;370.594800;12667.200000
1;1;1;0;1;0;0;0;1;1;1;0;1;1;4;1;362.253400;12739.800000
1;1;1;0;1;0;0;0;1;1;1;0;1;1;8;1;362.579400;12628.200000
1;1;1;0;1;0;0;0;1;1;1;1;0;0;1;1;407.789400;13531.600000
1;1;1;0;1;0;0;0;1;1;1;1;0;0;2;1;371.473000;12699.600000
1;1;1;0;1;0;0;0;1;1;1;1;0;0;4;1;361.150000;12763.200000
1;1;1;0;1;0;0;0;1;1;1;1;0;0;8;1;362.017800;12499.800000
1;1;1;0;1;0;0;0;1;1;1;1;0;1;1;1;407.441200;13677.200000
1;1;1;0;1;0;0;0;1;1;1;1;0;1;2;1;370.867600;12805.200000
1;1;1;0;1;0;0;0;1;1;1;1;0;1;4;1;362.651200;12700.000000
1;1;1;0;1;0;0;0;1;1;1;1;0;1;8;1;362.045200;12415.400000
1;1;1;0;1;0;0;0;1;1;1;1;1;0;1;1;407.243200;13734.800000
1;1;1;0;1;0;0;0;1;1;1;1;1;0;2;1;369.976600;12735.600000
1;1;1;0;1;0;0;0;1;1;1;1;1;0;4;1;361.939200;12431.200000
1;1;1;0;1;0;0;0;1;1;1;1;1;0;8;1;362.071000;12623.000000
1;1;1;0;1;0;0;0;1;1;1;1;1;1;1;1;407.570400;13882.400000
1;1;1;0;1;0;0;0;1;1;1;1;1;1;2;1;371.419200;12903.400000
1;1;1;0;1;0;0;0;1;1;1;1;1;1;4;1;363.497800;12720.800000
1;1;1;0;1;0;0;0;1;1;1;1;1;1;8;1;363.270600;12747.000000
1;1;1;0;1;1;0;0;1;1;1;0;0;0;1;1;406.847000;13840.800000
1;1;1;0;1;1;0;0;1;1;1;0;0;0;2;1;370.881800;12761.000000
1;1;1;0;1;1;0;0;1;1;1;0;0;0;4;1;362.249600;12794.200000
1;1;1;0;1;1;0;0;1;1;1;0;0;0;8;1;362.066600;12876.800000
1;1;1;0;1;1;0;0;1;1;1;0;0;1;1;1;406.715400;13681.400000
1;1;1;0;1;1;0;0;1;1;1;0;0;1;2;1;362.944200;12644.400000
1;1;1;0;1;1;0;0;1;1;1;0;0;1;4;1;361.679000;12759.400000
1;1;1;0;1;1;0;0;1;1;1;0;0;1;8;1;364.032000;12912.000000
1;1;1;0;1;1;0;0;1;1;1;0;1;0;1;1;405.797000;13545.000000
1;1;1;0;1;1;0;0;1;1;1;0;1;0;2;1;362.343000;12656.600000
1;1;1;0;1;1;0;0;1;1;1;0;1;0;4;1;362.911400;12945.200000
1;1;1;0;1;1;0;0;1;1;1;0;1;0;8;1;364.481400;12735.200000
1;1;1;0;1;1;0;0;1;1;1;0;1;1;1;1;404.619200;13669.600000
1;1;1;0;1;1;0;0;1;1;1;0;1;1;2;1;371.041000;12896.200000
1;1;1;0;1;1;0;0;1;1;1;0;1;1;4;1;360.471400;12746.800000
1;1;1;0;1;1;0;0;1;1;1;0;1;1;8;1;362.798600;12674.200000
1;1;1;0;1;1;0;0;1;1;1;1;0;0;1;1;406.073000;13773.400000
1;1;1;0;1;1;0;0;1;1;1;1;0;0;2;1;370.872400;12908.600000
1;1;1;0;1;1;0;0;1;1;1;1;0;0;4;1;363.193400;12749.600000
1;1;1;0;1;1;0;0;1;1;1;1;0;0;8;1;363.534600;12673.600000
1;1;1;0;1;1;0;0;1;1;1;1;0;1;1;1;405.506600;13881.600000
1;1;1;0;1;1;0;0;1;1;1;1;0;1;2;1;372.526600;12878.800000
1;1;1;0;1;1;0;0;1;1;1;1;0;1;4;1;363.226400;12654.000000
1;1;1;0;1;1;0;0;1;1;1;1;0;1;8;1;362.860200;12699.200000
1;1;1;0;1;1;0;0;1;1;1;1;1;0;1;1;407.751400;13828.200000
1;1;1;0;1;1;0;0;1;1;1;1;1;0;2;1;370.496400;12741.400000
1;1;1;0;1;1;0;0;1;1;1;1;1;0;4;1;364.849400;12825.800000
1;1;1;0;1;1;0;0;1;1;1;1;1;0;8;1;362.664800;12796.800000
1;1;1;0;1;1;0;0;1;1;1;1;1;1;1;1;408.296400;13754.400000
1;1;1;0;1;1;0;0;1;1;1;1;1;1;2;1;370.317200;12820.800000
1;1;1;0;1;1;0;0;1;1;1;1;1;1;4;1;362.326200;12675.000000
1;1;1;0;1;1;0;0;1;1;1;1;1;1;8;1;362.612200;12900.000000
1;0;0;0;1;0;0;1;1;1;0;0;0;0;1;1;415.500400;13803.200000
1;0;0;0;1;0;0;1;1;1;0;0;0;0;2;1;359.629000;12769.400000
1;0;0;0;1;0;0;1;1;1;0;0;0;0;4;1;360.414200;12873.800000
1;0;0;0;1;0;0;1;1;1;0;0;0;0;8;1;360.321000;12735.800000
1;0;0;0;1;0;0;1;1;1;0;0;0;1;1;1;412.299600;14100.000000
1;0;0;0;1;0;0;1;1;1;0;0;0;1;2;1;369.773000;12910.400000
1;0;0;0;1;0;0;1;1;1;0;0;0;1;4;1;358.986000;12899.800000
1;0;0;0;1;0;0;1;1;1;0;0;0;1;8;1;360.154400;12608.600000
1;0;0;0;1;0;0;1;1;1;0;0;1;0;1;1;413.472800;14018.000000
1;0;0;0;1;0;0;1;1;1;0;0;1;0;2;1;369.406600;12914.000000
1;0;0;0;1;0;0;1;1;1;0;0;1;0;4;1;357.923600;12658.000000
1;0;0;0;1;0;0;1;1;1;0;0;1;0;8;1;359.820200;12771.400000
1;0;0;0;1;0;0;1;1;1;0;0;1;1;1;1;411.957200;14096.200000
1;0;0;0;1;0;0;1;1;1;0;0;1;1;2;1;369.994200;12961.600000
1;0;0;0;1;0;0;1;1;1;0;0;1;1;4;1;359.685000;12713.000000
1;0;0;0;1;0;0;1;1;1;0;0;1;1;8;1;359.894600;12683.600000
1;0;0;0;1;1;0;1;1;1;0;0;0;0;1;1;414.819400;14066.800000
1;0;0;0;1;1;0;1;1;1;0;0;0;0;2;1;368.934600;12823.800000
1;0;0;0;1;1;0;1;1;1;0;0;0;0;4;1;358.555800;12783.600000
1;0;0;0;1;1;0;1;1;1;0;0;0;0;8;1;360.414200;12791.200000
1;0;0;0;1;1;0;1;1;1;0;0;0;1;1;1;415.268400;13960.200000
1;0;0;0;1;1;0;1;1;1;0;0;0;1;2;1;367.621000;12835.600000
1;0;0;0;1;1;0;1;1;1;0;0;0;1;4;1;359.008600;12751.600000
1;0;0;0;1;1;0;1;1;1;0;0;0;1;8;1;360.594600;12836.400000
1;0;0;0;1;1;0;1;1;1;0;0;1;0;1;1;413.269800;13964.400000
1;0;0;0;1;1;0;1;1;1;0;0;1;0;2;1;369.698600;12968.800000
1;0;0;0;1;1;0;1;1;1;0;0;1;0;4;1;358.160600;12627.800000
1;0;0;0;1;1;0;1;1;1;0;0;1;0;8;1;359.040600;12668.000000
1;0;0;0;1;1;0;1;1;1;0;0;1;1;1;1;415.735400;13888.800000
1;0;0;0;1;1;0;1;1;1;0;0;1;1;2;1;362.936600;12833.800000
1;0;0;0;1;1;0;1;1;1;0;0;1;1;4;1;361.127200;12890.000000
1;0;0;0;1;1;0;1;1;1;0;0;1;1;8;1;358.881200;12558.600000
1;0;1;0;1;0;0;1;1;1;0;0;0;0;1;1;415.254600;13940.000000
1;0;1;0;1;0;0;1;1;1;0;0;0;0;2;1;367.848000;12872.600000
1;0;1;0;1;0;0;1;1;1;0;0;0;0;4;1;360.655400;12587.000000
1;0;1;0;1;0;0;1;1;1;0;0;0;0;8;1;357.869200;12719.400000
1;0;1;0;1;0;0;1;1;1;0;0;0;1;1;1;411.203200;14186.400000
1;0;1;0;1;0;0;1;1;1;0;0;0;1;2;1;370.722400;13023.800000
1;0;1;0;1;0;0;1;1;1;0;0;0;1;4;1;358.928600;12734.200000
1;0;1;0;1;0;0;1;1;1;0;0;0;1;8;1;361.007600;12768.000000
1;0;1;0;1;0;0;1;1;1;0;0;1;0;1;1;413.836400;13970.000000
1;0;1;0;1;0;0;1;1;1;0;0;1;0;2;1;368.088600;12755.400000
1;0;1;0;1;0;0;1;1;1;0;0;1;0;4;1;359.860600;12854.400000
1;0;1;0;1;0;0;1;1;1;0;0;1;0;8;1;359.197200;12764.200000
1;0;1;0;1;0;0;1;1;1;0;0;1;1;1;1;416.353600;13959.200000
1;0;1;0;1;0;0;1;1;1;0;0;1;1;2;1;370.983200;12852.000000
1;0;1;0;1;0;0;1;1;1;0;0;1;1;4;1;360.468600;12750.600000
1;0;1;0;1;0;0;1;1;1;0;0;1;1;8;1;358.118400;12832.000000
1;0;1;0;1;1;0;1;1;1;0;0;0;0;1;1;415.655000;13946.000000
1;0;1;0;1;1;0;1;1;1;0;0;0;0;2;1;368.765000;12912.600000
1;0;1;0;1;1;0;1;1;1;0;0;0;0;4;1;358.765800;12692.400000
1;0;1;0;1;1;0;1;1;1;0;0;0;0;8;1;359.770400;12768.200000
1;0;1;0;1;1;0;1;1;1;0;0;0;1;1;1;414.724200;14036.800000
1;0;1;0;1;1;0;1;1;1;0;0;0;1;2;1;368.753400;12815.400000
1;0;1;0;1;1;0;1;1;1;0;0;0;1;4;1;359.673600;12833.000000
1;0;1;0;1;1;0;1;1;1;0;0;0;1;8;1;359.090400;12593.200000
1;0;1;0;1;1;0;1;1;1;0;0;1;0;1;1;413.679200;14042.200000
1;0;1;0;1;1;0;1;1;1;0;0;1;0;2;1;368.862600;12941.600000
1;0;1;0;1;1;0;1;1;1;0;0;1;0;4;1;359.055200;12432.000000
1;0;1;0;1;1;0;1;1;1;0;0;1;0;8;1;360.653600;12781.800000
1;0;1;0;1;1;0;1;1;1;0;0;1;1;1;1;414.726600;13900.000000
1;0;1;0;1;1;0;1;1;1;0;0;1;1;2;1;368.832200;12956.400000
1;0;1;0;1;1;0;1;1;1;0;0;1;1;4;1;357.952400;12526.000000
1;0;1;0;1;1;0;1;1;1;0;0;1;1;8;1;358.759800;12718.800000
1;1;0;0;1;0;0;1;1;1;0;0;0;0;1;1;423.775200;14236.600000
1;1;0;0;1;0;0;1;1;1;0;0;0;0;2;1;370.842000;12741.000000
1;1;0;0;1;0;0;1;1;1;0;0;0;0;4;1;358.813200;12661.400000
1;1;0;0;1;0;0;1;1;1;0;0;0;0;8;1;359.454200;12749.600000
1;1;0;0;1;0;0;1;1;1;0;0;0;1;1;1;422.628600;14230.400000
1;1;0;0;1;0;0;1;1;1;0;0;0;1;2;1;368.478800;12949.200000
1;1;0;0;1;0;0;1;1;1;0;0;0;1;4;1;357.718200;12742.200000
1;1;0;0;1;0;0;1;1;1;0;0;0;1;8;1;359.806400;12803.800000
1;1;0;0;1;0;0;1;1;1;0;0;1;0;1;1;421.997200;14156.200000
1;1;0;0;1;0;0;1;1;1;0;0;1;0;2;1;369.097800;12911.800000
1;1;0;0;1;0;0;1;1;1;0;0;1;0;4;1;361.128000;12674.600000
1;1;0;0;1;0;0;1;1;1;0;0;1;0;8;1;360.299600;12615.600000
1;1;0;0;1;0;0;1;1;1;0;0;1;1;1;1;422.858600;14123.400000
1;1;0;0;1;0;0;1;1;1;0;0;1;1;2;1;361.972800;12961.400000
1;1;0;0;1;0;0;1;1;1;0;0;1;1;4;1;359.614600;12667.600000
1;1;0;0;1;0;0;1;1;1;0;0;1;1;8;1;359.759800;12673.400000
1;1;0;0;1;1;0;1;1;1;0;0;0;0;1;1;421.612600;14310.800000
1;1;0;0;1;1;0;1;1;1;0;0;0;0;2;1;369.559000;12821.000000
1;1;0;0;1;1;0;1;1;1;0;0;0;0;4;1;358.718600;12712.400000
1;1;0;0;1;1;0;1;1;1;0;0;0;0;8;1;358.618600;12667.600000
1;1;0;0;1;1;0;1;1;1;0;0;0;1;1;1;421.580000;14201.600000
1;1;0;0;1;1;0;1;1;1;0;0;0;1;2;1;366.723200;12807.400000
1;1;0;0;1;1;0;1;1;1;0;0;0;1;4;1;359.085600;12475.000000
1;1;0;0;1;1;0;1;1;1;0;0;0;1;8;1;362.829600;13012.200000
1;1;0;0;1;1;0;1;1;1;0;0;1;0;1;1;422.989400;14269.000000
1;1;0;0;1;1;0;1;1;1;0;0;1;0;2;1;369.188800;12831.400000
1;1;0;0;1;1;0;1;1;1;0;0;1;0;4;1;358.871800;12750.400000
1;1;0;0;1;1;0;1;1;1;0;0;1;0;8;1;358.357000;12759.200000
1;1;0;0;1;1;0;1;1;1;0;0;1;1;1;1;423.831800;14219.200000
1;1;0;0;1;1;0;1;1;1;0;0;1;1;2;1;369.924200;12944.600000
1;1;0;0;1;1;0;1;1;1;0;0;1;1;4;1;360.109400;12589.000000
1;1;0;0;1;1;0;1;1;1;0;0;1;1;8;1;360.400200;12766.400000
1;1;1;0;1;0;0;1;1;1;0;0;0;0;1;1;421.957200;14230.400000
1;1;1;0;1;0;0;1;1;1;0;0;0;0;2;1;368.652800;12918.600000
1;1;1;0;1;0;0;1;1;1;0;0;0;0;4;1;360.264800;12650.800000
1;1;1;0;1;0;0;1;1;1;0;0;0;0;8;1;360.194800;12747.600000
1;1;1;0;1;0;0;1;1;1;0;0;0;1;1;1;422.238600;14114.200000
1;1;1;0;1;0;0;1;1;1;0;0;0;1;2;1;360.935400;12871.000000
1;1;1;0;1;0;0;1;1;1;0;0;0;1;4;1;361.042800;12805.000000
1;1;1;0;1;0;0;1;1;1;0;0;0;1;8;1;357.892800;12639.600000
1;1;1;0;1;0;0;1;1;1;0;0;1;0;1;1;422.029400;14232.200000
1;1;1;0;1;0;0;1;1;1;0;0;1;0;2;1;369.293000;12883.800000
1;1;1;0;1;0;0;1;1;1;0;0;1;0;4;1;358.934000;12586.400000
1;1;1;0;1;0;0;1;1;1;0;0;1;0;8;1;358.864800;12608.200000
1;1;1;0;1;0;0;1;1;1;0;0;1;1;1;1;422.663200;14168.200000
1;1;1;0;1;0;0;1;1;1;0;0;1;1;2;1;368.180000;12875.800000
1;1;1;0;1;0;0;1;1;1;0;0;1;1;4;1;360.634400;12693.000000
1;1;1;0;1;0;0;1;1;1;0;0;1;1;8;1;358.234800;12699.200000
1;1;1;0;1;1;0;1;1;1;0;0;0;0;1;1;419.793600;14323.800000
1;1;1;0;1;1;0;1;1;1;0;0;0;0;2;1;368.506800;12762.600000
1;1;1;0;1;1;0;1;1;1;0;0;0;0;4;1;359.037400;12703.600000
1;1;1;0;1;1;0;1;1;1;0;0;0;0;8;1;359.977600;12661.000000
1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1;423.617000;14195.000000
1;1;1;0;1;1;0;1;1;1;0;0;0;1;2;1;368.384200;12852.200000
1;1;1;0;1;1;0;1;1;1;0;0;0;1;4;1;358.653800;12755.200000
1;1;1;0;1;1;0;1;1;1;0;0;0;1;8;1;358.649200;12660.800000
1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;1;422.386400;14125.400000
1;1;1;0;1;1;0;1;1;1;0;0;1;0;2;1;368.855800;12896.400000
1;1;1;0;1;1;0;1;1;1;0;0;1;0;4;1;360.564000;12606.800000
1;1;1;0;1;1;0;1;1;1;0;0;1;0;8;1;359.717600;12700.400000
1;1;1;0;1;1;0;1;1;1;0;0;1;1;1;1;422.022600;14150.200000
1;1;1;0;1;1;0;1;1;1;0;0;1;1;2;1;362.119600;12803.200000
1;1;1;0;1;1;0;1;1;1;0;0;1;1;4;1;359.441000;12857.400000
1;1;1;0;1;1;0;1;1;1;0;0;1;1;8;1;360.147800;12654.000000
1;0;0;0;1;0;0;1;1;1;1;0;0;0;1;1;412.939800;13876.200000
1;0;0;0;1;0;0;1;1;1;1;0;0;0;2;1;360.997400;12711.800000
1;0;0;0;1;0;0;1;1;1;1;0;0;0;4;1;360.210400;12772.600000
1;0;0;0;1;0;0;1;1;1;1;0;0;0;8;1;360.964000;12894.000000
1;0;0;0;1;0;0;1;1;1;1;0;0;1;1;1;415.124600;13874.800000
1;0;0;0;1;0;0;1;1;1;1;0;0;1;2;1;367.409600;12948.400000
1;0;0;0;1;0;0;1;1;1;1;0;0;1;4;1;357.361200;12625.000000
1;0;0;0;1;0;0;1;1;1;1;0;0;1;8;1;360.971600;12755.800000
1;0;0;0;1;0;0;1;1;1;1;0;1;0;1;1;412.458000;14134.600000
1;0;0;0;1;0;0;1;1;1;1;0;1;0;2;1;371.129400;12861.400000
1;0;0;0;1;0;0;1;1;1;1;0;1;0;4;1;360.897800;12750.200000
1;0;0;0;1;0;0;1;1;1;1;0;1;0;8;1;359.229600;12660.600000
1;0;0;0;1;0;0;1;1;1;1;0;1;1;1;1;412.965000;13900.800000
1;0;0;0;1;0;0;1;1;1;1;0;1;1;2;1;370.109600;12940.600000
1;0;0;0;1;0;0;1;1;1;1;0;1;1;4;1;358.735600;12554.800000
1;0;0;0;1;0;0;1;1;1;1;0;1;1;8;1;359.758000;12685.400000
1;0;0;0;1;0;0;1;1;1;1;1;0;0;1;1;415.283000;13876.200000
1;0;0;0;1;0;0;1;1;1;1;1;0;0;2;1;369.951000;12802.400000
1;0;0;0;1;0;0;1;1;1;1;1;0;0;4;1;359.233000;12674.800000
1;0;0;0;1;0;0;1;1;1;1;1;0;0;8;1;358.779200;12501.000000
1;0;0;0;1;0;0;1;1;1;1;1;0;1;1;1;412.433400;13973.800000
1;0;0;0;1;0;0;1;1;1;1;1;0;1;2;1;369.683000;12780.200000
1;0;0;0;1;0;0;1;1;1;1;1;0;1;4;1;360.013400;12697.400000
1;0;0;0;1;0;0;1;1;1;1;1;0;1;8;1;358.077600;12569.000000
1;0;0;0;1;0;0;1;1;1;1;1;1;0;1;1;415.317400;13887.600000
1;0;0;0;1;0;0;1;1;1;1;1;1;0;2;1;368.855400;12933.600000
1;0;0;0;1;0;0;1;1;1;1;1;1;0;4;1;358.514400;12883.200000
1;0;0;0;1;0;0;1;1;1;1;1;1;0;8;1;359.466400;12801.200000
1;0;0;0;1;0;0;1;1;1;1;1;1;1;1;1;413.499600;13747.200000
1;0;0;0;1;0;0;1;1;1;1;1;1;1;2;1;360.493600;12719.000000
1;0;0;0;1;0;0;1;1;1;1;1;1;1;4;1;359.217400;12805.600000
1;0;0;0;1;0;0;1;1;1;1;1;1;1;8;1;358.755800;12645.600000
1;0;0;0;1;1;0;1;1;1;1;0;0;0;1;1;411.844600;13973.000000
1;0;0;0;1;1;0;1;1;1;1;0;0;0;2;1;368.058000;12804.000000
1;0;0;0;1;1;0;1;1;1;1;0;0;0;4;1;359.937800;12706.200000
1;0;0;0;1;1;0;1;1;1;1;0;0;0;8;1;359.841200;12758.200000
1;0;0;0;1;1;0;1;1;1;1;0;0;1;1;1;413.288200;14011.000000
1;0;0;0;1;1;0;1;1;1;1;0;0;1;2;1;370.663600;12922.800000
1;0;0;0;1;1;0;1;1;1;1;0;0;1;4;1;358.688600;12693.800000
1;0;0;0;1;1;0;1;1;1;1;0;0;1;8;1;359.252000;12651.200000
1;0;0;0;1;1;0;1;1;1;1;0;1;0;1;1;415.249600;14013.800000
1;0;0;0;1;1;0;1;1;1;1;0;1;0;2;1;366.080000;12627.800000
1;0;0;0;1;1;0;1;1;1;1;0;1;0;4;1;360.560600;12763.000000
1;0;0;0;1;1;0;1;1;1;1;0;1;0;8;1;359.636000;12766.200000
1;0;0;0;1;1;0;1;1;1;1;0;1;1;1;1;411.943200;13952.000000
1;0;0;0;1;1;0;1;1;1;1;0;1;1;2;1;370.513800;12864.800000
1;0;0;0;1;1;0;1;1;1;1;0;1;1;4;1;360.265800;12595.800000
1;0;0;0;1;1;0;1;1;1;1;0;1;1;8;1;359.662200;12707.800000
1;0;0;0;1;1;0;1;1;1;1;1;0;0;1;1;413.327800;13914.800000
1;0;0;0;1;1;0;1;1;1;1;1;0;0;2;1;369.254200;12823.400000
1;0;0;0;1;1;0;1;1;1;1;1;0;0;4;1;358.518400;12760.200000
1;0;0;0;1;1;0;1;1;1;1;1;0;0;8;1;360.190200;12720.000000
1;0;0;0;1;1;0;1;1;1;1;1;0;1;1;1;413.089800;14002.200000
1;0;0;0;1;1;0;1;1;1;1;1;0;1;2;1;371.209600;12824.400000
1;0;0;0;1;1;0;1;1;1;1;1;0;1;4;1;360.186400;12870.400000
1;0;0;0;1;1;0;1;1;1;1;1;0;1;8;1;359.335400;12675.600000
1;0;0;0;1;1;0;1;1;1;1;1;1;0;1;1;413.886800;14039.600000
1;0;0;0;1;1;0;1;1;1;1;1;1;0;2;1;369.459800;12832.000000
1;0;0;0;1;1;0;1;1;1;1;1;1;0;4;1;359.979200;12640.200000
1;0;0;0;1;1;0;1;1;1;1;1;1;0;8;1;360.528800;12597.400000
1;0;0;0;1;1;0;1;1;1;1;1;1;1;1;1;412.726200;13928.800000
1;0;0;0;1;1;0;1;1;1;1;1;1;1;2;1;368.014000;12919.600000
1;0;0;0;1;1;0;1;1;1;1;1;1;1;4;1;360.297000;12766.600000
1;0;0;0;1;1;0;1;1;1;1;1;1;1;8;1;359.100800;12605.800000
1;0;1;0;1;0;0;1;1;1;1;0;0;0;1;1;414.687000;14066.200000
1;0;1;0;1;0;0;1;1;1;1;0;0;0;2;1;368.119000;12680.000000
1;0;1;0;1;0;0;1;1;1;1;0;0;0;4;1;359.715400;12643.600000
1;0;1;0;1;0;0;1;1;1;1;0;0;0;8;1;358.679800;12742.200000
1;0;1;0;1;0;0;1;1;1;1;0;0;1;1;1;414.085800;14019.400000
1;0;1;0;1;0;0;1;1;1;1;0;0;1;2;1;367.399000;12813.800000
1;0;1;0;1;0;0;1;1;1;1;0;0;1;4;1;358.742200;12753.400000
1;0;1;0;1;0;0;1;1;1;1;0;0;1;8;1;359.823400;12881.800000
1;0;1;0;1;0;0;1;1;1;1;0;1;0;1;1;415.865000;13882.000000
1;0;1;0;1;0;0;1;1;1;1;0;1;0;2;1;360.201200;12673.200000
1;0;1;0;1;0;0;1;1;1;1;0;1;0;4;1;360.042400;12674.200000
1;0;1;0;1;0;0;1;1;1;1;0;1;0;8;1;357.973400;12715.200000
1;0;1;0;1;0;0;1;1;1;1;0;1;1;1;1;414.752000;13872.600000
1;0;1;0;1;0;0;1;1;1;1;0;1;1;2;1;367.978400;12792.000000
1;0;1;0;1;0;0;1;1;1;1;0;1;1;4;1;359.650400;12720.200000
1;0;1;0;1;0;0;1;1;1;1;0;1;1;8;1;359.784000;12662.800000
1;0;1;0;1;0;0;1;1;1;1;1;0;0;1;1;415.297400;13893.400000
1;0;1;0;1;0;0;1;1;1;1;1;0;0;2;1;368.027400;12914.400000
1;0;1;0;1;0;0;1;1;1;1;1;0;0;4;1;359.152000;12766.400000
1;0;1;0;1;0;0;1;1;1;1;1;0;0;8;1;359.801600;12745.800000
1;0;1;0;1;0;0;1;1;1;1;1;0;1;1;1;415.542400;13923.800000
1;0;1;0;1;0;0;1;1;1;1;1;0;1;2;1;369.090400;12907.800000
1;0;1;0;1;0;0;1;1;1;1;1;0;1;4;1;357.830600;12612.400000
1;0;1;0;1;0;0;1;1;1;1;1;0;1;8;1;359.501800;12639.400000
1;0;1;0;1;0;0;1;1;1;1;1;1;0;1;1;413.808000;14003.000000
1;0;1;0;1;0;0;1;1;1;1;1;1;0;2;1;370.898400;12877.000000
1;0;1;0;1;0;0;1;1;1;1;1;1;0;4;1;359.082200;12756.400000
1;0;1;0;1;0;0;1;1;1;1;1;1;0;8;1;359.144600;12475.800000
1;0;1;0;1;0;0;1;1;1;1;1;1;1;1;1;408.901800;14009.400000
1;0;1;0;1;0;0;1;1;1;1;1;1;1;2;1;369.619000;12745.400000
1;0;1;0;1;0;0;1;1;1;1;1;1;1;4;1;358.699400;12743.200000
1;0;1;0;1;0;0;1;1;1;1;1;1;1;8;1;360.213400;12828.000000
1;0;1;0;1;1;0;1;1;1;1;0;0;0;1;1;412.229000;13907.200000
1;0;1;0;1;1;0;1;1;1;1;0;0;0;2;1;369.074600;12866.400000
1;0;1;0;1;1;0;1;1;1;1;0;0;0;4;1;358.114000;12601.600000
1;0;1;0;1;1;0;1;1;1;1;0;0;0;8;1;358.892000;12803.000000
1;0;1;0;1;1;0;1;1;1;1;0;0;1;1;1;414.388200;13876.600000
1;0;1;0;1;1;0;1;1;1;1;0;0;1;2;1;367.309000;12637.600000
1;0;1;0;1;1;0;1;1;1;1;0;0;1;4;1;358.096200;12838.000000
1;0;1;0;1;1;0;1;1;1;1;0;0;1;8;1;360.808400;12772.200000
1;0;1;0;1;1;0;1;1;1;1;0;1;0;1;1;409.975600;13968.800000
1;0;1;0;1;1;0;1;1;1;1;0;1;0;2;1;368.939800;12945.800000
1;0;1;0;1;1;0;1;1;1;1;0;1;0;4;1;359.520000;12693.400000
1;0;1;0;1;1;0;1;1;1;1;0;1;0;8;1;359.837600;12748.200000
1;0;1;0;1;1;0;1;1;1;1;0;1;1;1;1;414.187200;13889.000000
