root;twoPass;quality;bestQuality;goodQuality;rtQuality;constantBitrate;autoAltRef;noAltRef;allowResize;threads;tokenParts;arnrMaxFrames;arnrStrength;revision;performance;energy
1;1;1;0;0;1;1;0;1;0;2;0;0;0;v0.9.2;71525.600000;2939.200000
1;1;1;0;0;1;1;0;1;0;3;0;0;0;v0.9.2;56680.000000;2710.800000
1;1;1;0;0;1;1;0;1;0;4;0;0;0;v0.9.2;51345.200000;2588.600000
1;1;1;0;0;1;1;0;1;0;1;1;0;0;v0.9.2;105557.000000;3640.400000
1;1;1;0;0;1;1;0;1;0;2;1;0;0;v0.9.2;70499.000000;2830.200000
1;1;1;0;0;1;1;0;1;0;3;1;0;0;v0.9.2;56371.800000;2658.800000
1;1;1;0;0;1;1;0;1;0;4;1;0;0;v0.9.2;51780.200000;2638.200000
1;1;1;0;0;1;1;0;1;0;1;2;0;0;v0.9.2;107418.400000;3733.000000
1;1;1;0;0;1;1;0;1;0;2;2;0;0;v0.9.2;71223.400000;2953.200000
1;1;1;0;0;1;1;0;1;0;3;2;0;0;v0.9.2;55768.200000;2580.000000
1;1;1;0;0;1;1;0;1;0;4;2;0;0;v0.9.2;51513.400000;2649.400000
1;1;1;0;0;1;1;0;1;1;1;0;0;0;v0.9.2;107190.600000;3630.800000
1;1;1;0;0;1;1;0;1;1;2;0;0;0;v0.9.2;71192.600000;2996.400000
1;1;1;0;0;1;1;0;1;1;3;0;0;0;v0.9.2;56579.000000;2618.800000
1;1;1;0;0;1;1;0;1;1;4;0;0;0;v0.9.2;51669.000000;2614.800000
1;1;1;0;0;1;1;0;1;1;1;1;0;0;v0.9.2;105738.600000;3681.400000
1;1;1;0;0;1;1;0;1;1;2;1;0;0;v0.9.2;71564.200000;2934.800000
1;1;1;0;0;1;1;0;1;1;3;1;0;0;v0.9.2;56574.000000;2608.200000
1;1;1;0;0;1;1;0;1;1;4;1;0;0;v0.9.2;51402.200000;2612.200000
1;1;1;0;0;1;1;0;1;1;1;2;0;0;v0.9.2;107428.800000;3639.000000
1;1;1;0;0;1;1;0;1;1;2;2;0;0;v0.9.2;70714.000000;2936.600000
1;1;1;0;0;1;1;0;1;1;3;2;0;0;v0.9.2;56258.000000;2636.800000
1;1;1;0;0;1;1;0;1;1;4;2;0;0;v0.9.2;51117.800000;2616.600000
1;1;1;0;0;1;1;1;0;0;1;0;0;0;v0.9.2;107518.200000;3667.000000
1;1;1;0;0;1;1;1;0;0;2;0;0;0;v0.9.2;71405.400000;2890.800000
1;1;1;0;0;1;1;1;0;0;3;0;0;0;v0.9.2;55906.000000;2669.000000
1;1;1;0;0;1;1;1;0;0;4;0;0;0;v0.9.2;51534.000000;2559.200000
1;1;1;0;0;1;1;1;0;0;1;1;0;0;v0.9.2;105632.600000;3645.200000
1;1;1;0;0;1;1;1;0;0;2;1;0;0;v0.9.2;71536.600000;2946.800000
1;1;1;0;0;1;1;1;0;0;3;1;0;0;v0.9.2;56507.200000;2641.000000
1;1;1;0;0;1;1;1;0;0;4;1;0;0;v0.9.2;52153.600000;2657.800000
1;1;1;0;0;1;1;1;0;0;1;2;0;0;v0.9.2;107376.600000;3598.200000
1;1;1;0;0;1;1;1;0;0;2;2;0;0;v0.9.2;71432.800000;2963.000000
1;1;1;0;0;1;1;1;0;0;3;2;0;0;v0.9.2;56293.400000;2695.800000
1;1;1;0;0;1;1;1;0;0;4;2;0;0;v0.9.2;51691.600000;2672.800000
1;1;1;0;0;1;1;1;0;0;1;0;5;0;v0.9.2;107127.800000;3553.400000
1;1;1;0;0;1;1;1;0;0;2;0;5;0;v0.9.2;70804.800000;2967.800000
1;1;1;0;0;1;1;1;0;0;3;0;5;0;v0.9.2;56422.600000;2708.000000
1;1;1;0;0;1;1;1;0;0;4;0;5;0;v0.9.2;51246.000000;2581.400000
1;1;1;0;0;1;1;1;0;0;1;1;5;0;v0.9.2;105639.800000;3590.600000
1;1;1;0;0;1;1;1;0;0;2;1;5;0;v0.9.2;71650.800000;3009.200000
1;1;1;0;0;1;1;1;0;0;3;1;5;0;v0.9.2;56384.000000;2628.600000
1;1;1;0;0;1;1;1;0;0;4;1;5;0;v0.9.2;51721.000000;2653.000000
1;1;1;0;0;1;1;1;0;0;1;2;5;0;v0.9.2;107520.400000;3666.600000
1;1;1;0;0;1;1;1;0;0;2;2;5;0;v0.9.2;71825.400000;2991.400000
1;1;1;0;0;1;1;1;0;0;3;2;5;0;v0.9.2;56630.400000;2642.200000
1;1;1;0;0;1;1;1;0;0;4;2;5;0;v0.9.2;51411.600000;2601.800000
1;1;1;0;0;1;1;1;0;0;1;0;15;0;v0.9.2;107164.200000;3625.600000
1;1;1;0;0;1;1;1;0;0;2;0;15;0;v0.9.2;71118.000000;2946.800000
1;1;1;0;0;1;1;1;0;0;3;0;15;0;v0.9.2;56090.600000;2619.800000
1;1;1;0;0;1;1;1;0;0;4;0;15;0;v0.9.2;51586.200000;2639.600000
1;1;1;0;0;1;1;1;0;0;1;1;15;0;v0.9.2;105729.200000;3591.200000
1;1;1;0;0;1;1;1;0;0;2;1;15;0;v0.9.2;71508.600000;2961.200000
1;1;1;0;0;1;1;1;0;0;3;1;15;0;v0.9.2;56579.800000;2695.200000
1;1;1;0;0;1;1;1;0;0;4;1;15;0;v0.9.2;51135.600000;2656.600000
1;1;1;0;0;1;1;1;0;0;1;2;15;0;v0.9.2;107464.400000;3677.000000
1;1;1;0;0;1;1;1;0;0;2;2;15;0;v0.9.2;71242.400000;2961.400000
1;1;1;0;0;1;1;1;0;0;3;2;15;0;v0.9.2;55644.600000;2598.000000
1;1;1;0;0;1;1;1;0;0;4;2;15;0;v0.9.2;51619.200000;2629.400000
1;1;1;0;0;1;1;1;0;0;1;0;0;3;v0.9.2;107236.400000;3695.200000
1;1;1;0;0;1;1;1;0;0;2;0;0;3;v0.9.2;71497.600000;2956.200000
1;1;1;0;0;1;1;1;0;0;3;0;0;3;v0.9.2;56411.800000;2590.200000
1;1;1;0;0;1;1;1;0;0;4;0;0;3;v0.9.2;51139.600000;2625.000000
1;1;1;0;0;1;1;1;0;0;1;1;0;3;v0.9.2;105690.600000;3646.800000
1;1;1;0;0;1;1;1;0;0;2;1;0;3;v0.9.2;70972.600000;2889.600000
1;1;1;0;0;1;1;1;0;0;3;1;0;3;v0.9.2;56682.400000;2691.400000
1;1;1;0;0;1;1;1;0;0;4;1;0;3;v0.9.2;51566.800000;2555.600000
1;1;1;0;0;1;1;1;0;0;1;2;0;3;v0.9.2;107477.000000;3727.800000
1;1;1;0;0;1;1;1;0;0;2;2;0;3;v0.9.2;71659.000000;2922.400000
1;1;1;0;0;1;1;1;0;0;3;2;0;3;v0.9.2;56068.600000;2595.200000
1;1;1;0;0;1;1;1;0;0;4;2;0;3;v0.9.2;51464.600000;2608.200000
1;1;1;0;0;1;1;1;0;0;1;0;5;3;v0.9.2;107295.200000;3671.800000
1;1;1;0;0;1;1;1;0;0;2;0;5;3;v0.9.2;71250.400000;2956.400000
1;1;1;0;0;1;1;1;0;0;3;0;5;3;v0.9.2;55852.000000;2609.000000
1;1;1;0;0;1;1;1;0;0;4;0;5;3;v0.9.2;51284.000000;2655.000000
1;1;1;0;0;1;1;1;0;0;1;1;5;3;v0.9.2;105692.200000;3548.400000
1;1;1;0;0;1;1;1;0;0;2;1;5;3;v0.9.2;70710.000000;2963.400000
1;1;1;0;0;1;1;1;0;0;3;1;5;3;v0.9.2;56264.600000;2665.000000
1;1;1;0;0;1;1;1;0;0;4;1;5;3;v0.9.2;51513.800000;2650.200000
1;1;1;0;0;1;1;1;0;0;1;2;5;3;v0.9.2;107372.800000;3577.800000
1;1;1;0;0;1;1;1;0;0;2;2;5;3;v0.9.2;71270.200000;3009.800000
1;1;1;0;0;1;1;1;0;0;3;2;5;3;v0.9.2;56251.400000;2660.200000
1;1;1;0;0;1;1;1;0;0;4;2;5;3;v0.9.2;51558.800000;2669.200000
1;1;1;0;0;1;1;1;0;0;1;0;15;3;v0.9.2;107224.800000;3661.600000
1;1;1;0;0;1;1;1;0;0;2;0;15;3;v0.9.2;70785.400000;2897.400000
1;1;1;0;0;1;1;1;0;0;3;0;15;3;v0.9.2;56716.400000;2695.600000
1;1;1;0;0;1;1;1;0;0;4;0;15;3;v0.9.2;51189.000000;2611.400000
1;1;1;0;0;1;1;1;0;0;1;1;15;3;v0.9.2;105578.200000;3617.200000
1;1;1;0;0;1;1;1;0;0;2;1;15;3;v0.9.2;71372.400000;2935.000000
1;1;1;0;0;1;1;1;0;0;3;1;15;3;v0.9.2;56104.200000;2585.600000
1;1;1;0;0;1;1;1;0;0;4;1;15;3;v0.9.2;51025.200000;2570.800000
1;1;1;0;0;1;1;1;0;0;1;2;15;3;v0.9.2;107384.000000;3724.400000
1;1;1;0;0;1;1;1;0;0;2;2;15;3;v0.9.2;71168.600000;2839.800000
1;1;1;0;0;1;1;1;0;0;3;2;15;3;v0.9.2;56583.400000;2705.000000
1;1;1;0;0;1;1;1;0;0;4;2;15;3;v0.9.2;51416.400000;2625.000000
1;1;1;0;0;1;1;1;0;0;1;0;0;6;v0.9.2;107395.600000;3704.600000
1;1;1;0;0;1;1;1;0;0;2;0;0;6;v0.9.2;71408.800000;2944.800000
1;1;1;0;0;1;1;1;0;0;3;0;0;6;v0.9.2;56386.600000;2599.000000
1;1;1;0;0;1;1;1;0;0;4;0;0;6;v0.9.2;51792.000000;2610.800000
1;1;1;0;0;1;1;1;0;0;1;1;0;6;v0.9.2;105749.200000;3625.000000
1;1;1;0;0;1;1;1;0;0;2;1;0;6;v0.9.2;71361.400000;2971.000000
1;1;1;0;0;1;1;1;0;0;3;1;0;6;v0.9.2;55920.800000;2586.400000
1;1;1;0;0;1;1;1;0;0;4;1;0;6;v0.9.2;51252.200000;2602.600000
1;1;1;0;0;1;1;1;0;0;1;2;0;6;v0.9.2;107467.000000;3647.600000
1;1;1;0;0;1;1;1;0;0;2;2;0;6;v0.9.2;70986.800000;2989.000000
1;1;1;0;0;1;1;1;0;0;3;2;0;6;v0.9.2;55961.800000;2583.800000
1;1;1;0;0;1;1;1;0;0;4;2;0;6;v0.9.2;51296.000000;2688.600000
1;1;1;0;0;1;1;1;0;0;1;0;5;6;v0.9.2;107120.800000;3634.400000
1;1;1;0;0;1;1;1;0;0;2;0;5;6;v0.9.2;71203.000000;2974.800000
1;1;1;0;0;1;1;1;0;0;3;0;5;6;v0.9.2;56535.200000;2631.600000
1;1;1;0;0;1;1;1;0;0;4;0;5;6;v0.9.2;51735.400000;2667.800000
1;1;1;0;0;1;1;1;0;0;1;1;5;6;v0.9.2;105717.800000;3621.200000
1;1;1;0;0;1;1;1;0;0;2;1;5;6;v0.9.2;71400.400000;2923.000000
1;1;1;0;0;1;1;1;0;0;3;1;5;6;v0.9.2;55960.200000;2652.000000
1;1;1;0;0;1;1;1;0;0;4;1;5;6;v0.9.2;51585.200000;2655.000000
1;1;1;0;0;1;1;1;0;0;1;2;5;6;v0.9.2;107483.600000;3675.200000
1;1;1;0;0;1;1;1;0;0;2;2;5;6;v0.9.2;70430.000000;2979.200000
1;1;1;0;0;1;1;1;0;0;3;2;5;6;v0.9.2;56102.200000;2534.800000
1;1;1;0;0;1;1;1;0;0;4;2;5;6;v0.9.2;50658.800000;2573.400000
1;1;1;0;0;1;1;1;0;0;1;0;15;6;v0.9.2;107152.200000;3692.800000
1;1;1;0;0;1;1;1;0;0;2;0;15;6;v0.9.2;71250.800000;2855.000000
1;1;1;0;0;1;1;1;0;0;3;0;15;6;v0.9.2;56234.400000;2670.600000
1;1;1;0;0;1;1;1;0;0;4;0;15;6;v0.9.2;51891.200000;2674.200000
1;1;1;0;0;1;1;1;0;0;1;1;15;6;v0.9.2;105753.600000;3618.400000
1;1;1;0;0;1;1;1;0;0;2;1;15;6;v0.9.2;71373.200000;2892.400000
1;1;1;0;0;1;1;1;0;0;3;1;15;6;v0.9.2;55941.400000;2674.400000
1;1;1;0;0;1;1;1;0;0;4;1;15;6;v0.9.2;51476.200000;2618.200000
1;1;1;0;0;1;1;1;0;0;1;2;15;6;v0.9.2;107448.200000;3679.400000
1;1;1;0;0;1;1;1;0;0;2;2;15;6;v0.9.2;71467.800000;2953.200000
1;1;1;0;0;1;1;1;0;0;3;2;15;6;v0.9.2;56321.400000;2626.800000
1;1;1;0;0;1;1;1;0;0;4;2;15;6;v0.9.2;51190.000000;2701.800000
1;1;1;0;0;1;1;1;0;1;1;0;0;0;v0.9.2;107345.800000;3627.800000
1;1;1;0;0;1;1;1;0;1;2;0;0;0;v0.9.2;71121.800000;2952.200000
1;1;1;0;0;1;1;1;0;1;3;0;0;0;v0.9.2;56414.600000;2729.200000
1;1;1;0;0;1;1;1;0;1;4;0;0;0;v0.9.2;51501.200000;2616.000000
1;1;1;0;0;1;1;1;0;1;1;1;0;0;v0.9.2;105576.600000;3606.000000
1;1;1;0;0;1;1;1;0;1;2;1;0;0;v0.9.2;71126.600000;2950.600000
1;1;1;0;0;1;1;1;0;1;3;1;0;0;v0.9.2;56203.400000;2683.800000
1;1;1;0;0;1;1;1;0;1;4;1;0;0;v0.9.2;51497.200000;2600.800000
1;1;1;0;0;1;1;1;0;1;1;2;0;0;v0.9.2;107480.600000;3625.200000
1;1;1;0;0;1;1;1;0;1;2;2;0;0;v0.9.2;70451.600000;2891.000000
1;1;1;0;0;1;1;1;0;1;3;2;0;0;v0.9.2;56140.000000;2646.600000
1;1;1;0;0;1;1;1;0;1;4;2;0;0;v0.9.2;51568.200000;2707.800000
1;1;1;0;0;1;1;1;0;1;1;0;5;0;v0.9.2;107231.600000;3589.000000
1;1;1;0;0;1;1;1;0;1;2;0;5;0;v0.9.2;71881.400000;3016.000000
1;1;1;0;0;1;1;1;0;1;3;0;5;0;v0.9.2;56253.000000;2643.600000
1;1;1;0;0;1;1;1;0;1;4;0;5;0;v0.9.2;51849.600000;2550.600000
1;1;1;0;0;1;1;1;0;1;1;1;5;0;v0.9.2;105630.200000;3602.800000
1;1;1;0;0;1;1;1;0;1;2;1;5;0;v0.9.2;71045.200000;3005.000000
1;1;1;0;0;1;1;1;0;1;3;1;5;0;v0.9.2;56470.400000;2612.600000
1;1;1;0;0;1;1;1;0;1;4;1;5;0;v0.9.2;51910.400000;2669.800000
1;1;1;0;0;1;1;1;0;1;1;2;5;0;v0.9.2;107483.800000;3620.600000
1;1;1;0;0;1;1;1;0;1;2;2;5;0;v0.9.2;70841.800000;2964.200000
1;1;1;0;0;1;1;1;0;1;3;2;5;0;v0.9.2;56538.800000;2653.200000
1;1;1;0;0;1;1;1;0;1;4;2;5;0;v0.9.2;51599.200000;2674.000000
1;1;1;0;0;1;1;1;0;1;1;0;15;0;v0.9.2;107258.200000;3659.400000
1;1;1;0;0;1;1;1;0;1;2;0;15;0;v0.9.2;71800.800000;2982.000000
1;1;1;0;0;1;1;1;0;1;3;0;15;0;v0.9.2;55847.600000;2641.400000
1;1;1;0;0;1;1;1;0;1;4;0;15;0;v0.9.2;51682.000000;2579.600000
1;1;1;0;0;1;1;1;0;1;1;1;15;0;v0.9.2;105675.200000;3659.600000
1;1;1;0;0;1;1;1;0;1;2;1;15;0;v0.9.2;71952.000000;2936.600000
1;1;1;0;0;1;1;1;0;1;3;1;15;0;v0.9.2;56556.200000;2619.000000
1;1;1;0;0;1;1;1;0;1;4;1;15;0;v0.9.2;51494.600000;2645.400000
1;1;1;0;0;1;1;1;0;1;1;2;15;0;v0.9.2;107467.200000;3666.400000
1;1;1;0;0;1;1;1;0;1;2;2;15;0;v0.9.2;71243.400000;2951.000000
1;1;1;0;0;1;1;1;0;1;3;2;15;0;v0.9.2;56810.000000;2649.600000
1;1;1;0;0;1;1;1;0;1;4;2;15;0;v0.9.2;51322.200000;2587.800000
1;1;1;0;0;1;1;1;0;1;1;0;0;3;v0.9.2;107375.400000;3661.800000
1;1;1;0;0;1;1;1;0;1;2;0;0;3;v0.9.2;70980.400000;2969.200000
1;1;1;0;0;1;1;1;0;1;3;0;0;3;v0.9.2;56415.000000;2610.800000
1;1;1;0;0;1;1;1;0;1;4;0;0;3;v0.9.2;51565.000000;2633.000000
1;1;1;0;0;1;1;1;0;1;1;1;0;3;v0.9.2;105725.000000;3584.400000
1;1;1;0;0;1;1;1;0;1;2;1;0;3;v0.9.2;70590.400000;2937.800000
1;1;1;0;0;1;1;1;0;1;3;1;0;3;v0.9.2;55953.400000;2682.200000
1;1;1;0;0;1;1;1;0;1;4;1;0;3;v0.9.2;51878.200000;2593.600000
1;1;1;0;0;1;1;1;0;1;1;2;0;3;v0.9.2;107424.600000;3664.400000
1;1;1;0;0;1;1;1;0;1;2;2;0;3;v0.9.2;72102.200000;2973.800000
1;1;1;0;0;1;1;1;0;1;3;2;0;3;v0.9.2;55939.000000;2613.000000
1;1;1;0;0;1;1;1;0;1;4;2;0;3;v0.9.2;51658.200000;2716.600000
1;1;1;0;0;1;1;1;0;1;1;0;5;3;v0.9.2;107273.400000;3575.800000
1;1;1;0;0;1;1;1;0;1;2;0;5;3;v0.9.2;72168.800000;2999.600000
1;1;1;0;0;1;1;1;0;1;3;0;5;3;v0.9.2;56094.600000;2733.800000
1;1;1;0;0;1;1;1;0;1;4;0;5;3;v0.9.2;51210.800000;2639.600000
1;1;1;0;0;1;1;1;0;1;1;1;5;3;v0.9.2;105593.200000;3598.600000
1;1;1;0;0;1;1;1;0;1;2;1;5;3;v0.9.2;70060.600000;2895.000000
1;1;1;0;0;1;1;1;0;1;3;1;5;3;v0.9.2;56525.400000;2649.000000
1;1;1;0;0;1;1;1;0;1;4;1;5;3;v0.9.2;51184.200000;2661.000000
1;1;1;0;0;1;1;1;0;1;1;2;5;3;v0.9.2;107438.800000;3666.200000
1;1;1;0;0;1;1;1;0;1;2;2;5;3;v0.9.2;71857.400000;3005.000000
1;1;1;0;0;1;1;1;0;1;3;2;5;3;v0.9.2;55804.600000;2599.200000
1;1;1;0;0;1;1;1;0;1;4;2;5;3;v0.9.2;51135.200000;2607.000000
1;1;1;0;0;1;1;1;0;1;1;0;15;3;v0.9.2;107274.800000;3619.200000
1;1;1;0;0;1;1;1;0;1;2;0;15;3;v0.9.2;71186.000000;2972.600000
1;1;1;0;0;1;1;1;0;1;3;0;15;3;v0.9.2;55746.000000;2617.600000
1;1;1;0;0;1;1;1;0;1;4;0;15;3;v0.9.2;51263.400000;2628.800000
1;1;1;0;0;1;1;1;0;1;1;1;15;3;v0.9.2;105707.400000;3635.600000
1;1;1;0;0;1;1;1;0;1;2;1;15;3;v0.9.2;69744.800000;2827.000000
1;1;1;0;0;1;1;1;0;1;3;1;15;3;v0.9.2;55893.400000;2639.000000
1;1;1;0;0;1;1;1;0;1;4;1;15;3;v0.9.2;51997.600000;2640.600000
1;1;1;0;0;1;1;1;0;1;1;2;15;3;v0.9.2;107643.600000;3707.400000
1;1;1;0;0;1;1;1;0;1;2;2;15;3;v0.9.2;71652.200000;2941.800000
1;1;1;0;0;1;1;1;0;1;3;2;15;3;v0.9.2;56230.600000;2668.400000
1;1;1;0;0;1;1;1;0;1;4;2;15;3;v0.9.2;51007.200000;2543.200000
1;1;1;0;0;1;1;1;0;1;1;0;0;6;v0.9.2;107164.200000;3655.000000
1;1;1;0;0;1;1;1;0;1;2;0;0;6;v0.9.2;72373.400000;2977.400000
1;1;1;0;0;1;1;1;0;1;3;0;0;6;v0.9.2;56259.800000;2635.800000
1;1;1;0;0;1;1;1;0;1;4;0;0;6;v0.9.2;52057.800000;2661.400000
1;1;1;0;0;1;1;1;0;1;1;1;0;6;v0.9.2;105850.000000;3644.400000
1;1;1;0;0;1;1;1;0;1;2;1;0;6;v0.9.2;72272.000000;3027.400000
1;1;1;0;0;1;1;1;0;1;3;1;0;6;v0.9.2;55928.600000;2577.400000
1;1;1;0;0;1;1;1;0;1;4;1;0;6;v0.9.2;51377.600000;2607.800000
1;1;1;0;0;1;1;1;0;1;1;2;0;6;v0.9.2;107551.800000;3700.600000
1;1;1;0;0;1;1;1;0;1;2;2;0;6;v0.9.2;71268.200000;2930.400000
1;1;1;0;0;1;1;1;0;1;3;2;0;6;v0.9.2;56633.800000;2625.400000
1;1;1;0;0;1;1;1;0;1;4;2;0;6;v0.9.2;51925.800000;2624.400000
1;1;1;0;0;1;1;1;0;1;1;0;5;6;v0.9.2;107343.600000;3647.600000
1;1;1;0;0;1;1;1;0;1;2;0;5;6;v0.9.2;71486.200000;2913.000000
1;1;1;0;0;1;1;1;0;1;3;0;5;6;v0.9.2;56034.200000;2657.200000
1;1;1;0;0;1;1;1;0;1;4;0;5;6;v0.9.2;51472.800000;2639.600000
1;1;1;0;0;1;1;1;0;1;1;1;5;6;v0.9.2;105697.800000;3687.600000
1;1;1;0;0;1;1;1;0;1;2;1;5;6;v0.9.2;71136.800000;2929.400000
1;1;1;0;0;1;1;1;0;1;3;1;5;6;v0.9.2;56000.200000;2607.400000
1;1;1;0;0;1;1;1;0;1;4;1;5;6;v0.9.2;51261.200000;2564.800000
1;1;1;0;0;1;1;1;0;1;1;2;5;6;v0.9.2;107470.800000;3630.200000
1;1;1;0;0;1;1;1;0;1;2;2;5;6;v0.9.2;71943.600000;2978.200000
1;1;1;0;0;1;1;1;0;1;3;2;5;6;v0.9.2;55906.400000;2685.200000
1;1;1;0;0;1;1;1;0;1;4;2;5;6;v0.9.2;50982.200000;2603.200000
1;1;1;0;0;1;1;1;0;1;1;0;15;6;v0.9.2;107374.000000;3658.400000
1;1;1;0;0;1;1;1;0;1;2;0;15;6;v0.9.2;70973.800000;2896.200000
1;1;1;0;0;1;1;1;0;1;3;0;15;6;v0.9.2;56876.200000;2693.800000
1;1;1;0;0;1;1;1;0;1;4;0;15;6;v0.9.2;51381.200000;2630.200000
1;1;1;0;0;1;1;1;0;1;1;1;15;6;v0.9.2;105705.600000;3639.000000
1;1;1;0;0;1;1;1;0;1;2;1;15;6;v0.9.2;71692.400000;2938.200000
1;1;1;0;0;1;1;1;0;1;3;1;15;6;v0.9.2;56395.000000;2649.200000
1;1;1;0;0;1;1;1;0;1;4;1;15;6;v0.9.2;51562.400000;2610.000000
1;1;1;0;0;1;1;1;0;1;1;2;15;6;v0.9.2;107474.400000;3708.200000
1;1;1;0;0;1;1;1;0;1;2;2;15;6;v0.9.2;71317.800000;3004.800000
1;1;1;0;0;1;1;1;0;1;3;2;15;6;v0.9.2;55520.600000;2557.600000
1;1;1;0;0;1;1;1;0;1;4;2;15;6;v0.9.2;51333.200000;2587.000000
1;1;1;0;1;0;0;0;1;0;1;0;0;0;v0.9.2;78816.400000;2736.400000
1;1;1;0;1;0;0;0;1;0;2;0;0;0;v0.9.2;54993.800000;2256.200000
1;1;1;0;1;0;0;0;1;0;3;0;0;0;v0.9.2;44284.400000;2017.400000
1;1;1;0;1;0;0;0;1;0;4;0;0;0;v0.9.2;41062.800000;2070.800000
1;1;1;0;1;0;0;0;1;0;1;1;0;0;v0.9.2;79827.600000;2744.400000
1;1;1;0;1;0;0;0;1;0;2;1;0;0;v0.9.2;54740.000000;2202.400000
1;1;1;0;1;0;0;0;1;0;3;1;0;0;v0.9.2;44320.400000;2088.200000
1;1;1;0;1;0;0;0;1;0;4;1;0;0;v0.9.2;41102.200000;1982.400000
1;1;1;0;1;0;0;0;1;0;1;2;0;0;v0.9.2;78529.800000;2678.600000
1;1;1;0;1;0;0;0;1;0;2;2;0;0;v0.9.2;54669.200000;2271.600000
1;1;1;0;1;0;0;0;1;0;3;2;0;0;v0.9.2;44457.600000;2018.800000
1;1;1;0;1;0;0;0;1;0;4;2;0;0;v0.9.2;40873.400000;2089.200000
1;1;1;0;1;0;0;0;1;1;1;0;0;0;v0.9.2;78836.800000;2703.400000
1;1;1;0;1;0;0;0;1;1;2;0;0;0;v0.9.2;54784.000000;2233.800000
1;1;1;0;1;0;0;0;1;1;3;0;0;0;v0.9.2;44499.200000;2064.200000
1;1;1;0;1;0;0;0;1;1;4;0;0;0;v0.9.2;41169.000000;1992.400000
1;1;1;0;1;0;0;0;1;1;1;1;0;0;v0.9.2;79830.600000;2776.200000
1;1;1;0;1;0;0;0;1;1;2;1;0;0;v0.9.2;54947.200000;2238.200000
1;1;1;0;1;0;0;0;1;1;3;1;0;0;v0.9.2;44537.400000;2034.200000
1;1;1;0;1;0;0;0;1;1;4;1;0;0;v0.9.2;40876.400000;2017.800000
1;1;1;0;1;0;0;0;1;1;1;2;0;0;v0.9.2;78541.200000;2673.600000
1;1;1;0;1;0;0;0;1;1;2;2;0;0;v0.9.2;54729.800000;2257.600000
1;1;1;0;1;0;0;0;1;1;3;2;0;0;v0.9.2;44211.800000;2044.000000
1;1;1;0;1;0;0;0;1;1;4;2;0;0;v0.9.2;40938.000000;2010.600000
1;1;1;0;1;0;0;1;0;0;1;0;0;0;v0.9.2;78934.200000;2751.000000
1;1;1;0;1;0;0;1;0;0;2;0;0;0;v0.9.2;54871.200000;2222.800000
1;1;1;0;1;0;0;1;0;0;3;0;0;0;v0.9.2;44230.600000;2053.200000
1;1;1;0;1;0;0;1;0;0;4;0;0;0;v0.9.2;41274.000000;2054.400000
1;1;1;0;1;0;0;1;0;0;1;1;0;0;v0.9.2;79944.400000;2721.400000
1;1;1;0;1;0;0;1;0;0;2;1;0;0;v0.9.2;55829.600000;2298.000000
1;1;1;0;1;0;0;1;0;0;3;1;0;0;v0.9.2;44526.200000;2090.400000
1;1;1;0;1;0;0;1;0;0;4;1;0;0;v0.9.2;40984.800000;2011.000000
1;1;1;0;1;0;0;1;0;0;1;2;0;0;v0.9.2;78506.800000;2707.400000
1;1;1;0;1;0;0;1;0;0;2;2;0;0;v0.9.2;54747.600000;2274.200000
1;1;1;0;1;0;0;1;0;0;3;2;0;0;v0.9.2;44177.800000;2022.000000
1;1;1;0;1;0;0;1;0;0;4;2;0;0;v0.9.2;40919.200000;2034.600000
1;1;1;0;1;0;0;1;0;0;1;0;5;0;v0.9.2;78676.200000;2759.800000
1;1;1;0;1;0;0;1;0;0;2;0;5;0;v0.9.2;54806.200000;2259.200000
1;1;1;0;1;0;0;1;0;0;3;0;5;0;v0.9.2;44364.200000;2069.600000
1;1;1;0;1;0;0;1;0;0;4;0;5;0;v0.9.2;40911.600000;1991.600000
1;1;1;0;1;0;0;1;0;0;1;1;5;0;v0.9.2;79956.200000;2757.400000
1;1;1;0;1;0;0;1;0;0;2;1;5;0;v0.9.2;55146.200000;2281.000000
1;1;1;0;1;0;0;1;0;0;3;1;5;0;v0.9.2;44375.400000;2036.200000
1;1;1;0;1;0;0;1;0;0;4;1;5;0;v0.9.2;40812.200000;2036.000000
1;1;1;0;1;0;0;1;0;0;1;2;5;0;v0.9.2;78500.000000;2677.800000
1;1;1;0;1;0;0;1;0;0;2;2;5;0;v0.9.2;54662.400000;2252.800000
1;1;1;0;1;0;0;1;0;0;3;2;5;0;v0.9.2;44211.400000;2033.400000
1;1;1;0;1;0;0;1;0;0;4;2;5;0;v0.9.2;40897.600000;2034.000000
1;1;1;0;1;0;0;1;0;0;1;0;15;0;v0.9.2;78741.600000;2760.200000
1;1;1;0;1;0;0;1;0;0;2;0;15;0;v0.9.2;54821.600000;2245.800000
1;1;1;0;1;0;0;1;0;0;3;0;15;0;v0.9.2;44369.800000;2075.200000
1;1;1;0;1;0;0;1;0;0;4;0;15;0;v0.9.2;41176.600000;1990.400000
1;1;1;0;1;0;0;1;0;0;1;1;15;0;v0.9.2;79883.800000;2762.000000
1;1;1;0;1;0;0;1;0;0;2;1;15;0;v0.9.2;54968.400000;2270.600000
1;1;1;0;1;0;0;1;0;0;3;1;15;0;v0.9.2;44504.200000;2032.400000
1;1;1;0;1;0;0;1;0;0;4;1;15;0;v0.9.2;40968.400000;2069.200000
1;1;1;0;1;0;0;1;0;0;1;2;15;0;v0.9.2;78464.600000;2717.400000
