root;twoPass;quality;bestQuality;goodQuality;rtQuality;constantBitrate;autoAltRef;noAltRef;allowResize;threads;tokenParts;arnrMaxFrames;arnrStrength;revision;performance;energy
1;0;1;0;0;1;0;0;0;0;2;1;5;3;v0.9.1;10580.200000;467.800000
1;0;1;0;0;1;0;0;0;0;3;1;5;3;v0.9.1;9690.400000;444.000000
1;0;1;0;0;1;0;0;0;0;4;1;5;3;v0.9.1;9396.200000;466.600000
1;0;1;0;0;1;0;0;0;0;1;2;5;3;v0.9.1;11946.800000;466.200000
1;0;1;0;0;1;0;0;0;0;2;2;5;3;v0.9.1;10216.200000;436.800000
1;0;1;0;0;1;0;0;0;0;3;2;5;3;v0.9.1;9676.800000;454.600000
1;0;1;0;0;1;0;0;0;0;4;2;5;3;v0.9.1;9079.200000;417.200000
1;0;1;0;0;1;0;0;0;0;1;0;15;3;v0.9.1;12092.400000;470.800000
1;0;1;0;0;1;0;0;0;0;2;0;15;3;v0.9.1;10354.600000;451.400000
1;0;1;0;0;1;0;0;0;0;3;0;15;3;v0.9.1;9523.400000;442.200000
1;0;1;0;0;1;0;0;0;0;4;0;15;3;v0.9.1;9363.000000;476.200000
1;0;1;0;0;1;0;0;0;0;1;1;15;3;v0.9.1;11897.200000;468.200000
1;0;1;0;0;1;0;0;0;0;2;1;15;3;v0.9.1;10285.600000;445.200000
1;0;1;0;0;1;0;0;0;0;3;1;15;3;v0.9.1;9603.800000;453.400000
1;0;1;0;0;1;0;0;0;0;4;1;15;3;v0.9.1;9353.800000;449.400000
1;0;1;0;0;1;0;0;0;0;1;2;15;3;v0.9.1;11932.200000;501.600000
1;0;1;0;0;1;0;0;0;0;2;2;15;3;v0.9.1;10158.000000;429.800000
1;0;1;0;0;1;0;0;0;0;3;2;15;3;v0.9.1;9617.800000;452.000000
1;0;1;0;0;1;0;0;0;0;4;2;15;3;v0.9.1;9275.200000;463.200000
1;0;1;0;0;1;0;0;0;0;1;0;0;6;v0.9.1;12155.200000;442.600000
1;0;1;0;0;1;0;0;0;0;2;0;0;6;v0.9.1;10297.400000;423.000000
1;0;1;0;0;1;0;0;0;0;3;0;0;6;v0.9.1;9502.600000;443.800000
1;0;1;0;0;1;0;0;0;0;4;0;0;6;v0.9.1;9348.000000;460.800000
1;0;1;0;0;1;0;0;0;0;1;1;0;6;v0.9.1;11403.600000;366.400000
1;0;1;0;0;1;0;0;0;0;2;1;0;6;v0.9.1;10313.800000;450.200000
1;0;1;0;0;1;0;0;0;0;3;1;0;6;v0.9.1;9510.000000;448.600000
1;0;1;0;0;1;0;0;0;0;4;1;0;6;v0.9.1;9282.200000;447.600000
1;0;1;0;0;1;0;0;0;0;1;2;0;6;v0.9.1;12062.600000;482.200000
1;0;1;0;0;1;0;0;0;0;2;2;0;6;v0.9.1;10382.200000;416.000000
1;0;1;0;0;1;0;0;0;0;3;2;0;6;v0.9.1;9577.800000;445.400000
1;0;1;0;0;1;0;0;0;0;4;2;0;6;v0.9.1;9279.400000;440.400000
1;0;1;0;0;1;0;0;0;0;1;0;5;6;v0.9.1;11880.400000;473.400000
1;0;1;0;0;1;0;0;0;0;2;0;5;6;v0.9.1;10178.200000;420.600000
1;0;1;0;0;1;0;0;0;0;3;0;5;6;v0.9.1;9647.800000;449.000000
1;0;1;0;0;1;0;0;0;0;4;0;5;6;v0.9.1;9267.200000;460.600000
1;0;1;0;0;1;0;0;0;0;1;1;5;6;v0.9.1;11894.000000;443.200000
1;0;1;0;0;1;0;0;0;0;2;1;5;6;v0.9.1;10337.600000;462.000000
1;0;1;0;0;1;0;0;0;0;3;1;5;6;v0.9.1;9537.000000;458.800000
1;0;1;0;0;1;0;0;0;0;4;1;5;6;v0.9.1;9260.800000;433.000000
1;0;1;0;0;1;0;0;0;0;1;2;5;6;v0.9.1;11947.800000;455.400000
1;0;1;0;0;1;0;0;0;0;2;2;5;6;v0.9.1;10314.200000;461.800000
1;0;1;0;0;1;0;0;0;0;3;2;5;6;v0.9.1;9562.600000;445.800000
1;0;1;0;0;1;0;0;0;0;4;2;5;6;v0.9.1;9335.400000;452.600000
1;0;1;0;0;1;0;0;0;0;1;0;15;6;v0.9.1;12107.000000;495.800000
1;0;1;0;0;1;0;0;0;0;2;0;15;6;v0.9.1;10336.000000;442.800000
1;0;1;0;0;1;0;0;0;0;3;0;15;6;v0.9.1;9462.800000;454.800000
1;0;1;0;0;1;0;0;0;0;4;0;15;6;v0.9.1;9276.000000;457.800000
1;0;1;0;0;1;0;0;0;0;1;1;15;6;v0.9.1;12032.200000;449.600000
1;0;1;0;0;1;0;0;0;0;2;1;15;6;v0.9.1;10319.200000;446.200000
1;0;1;0;0;1;0;0;0;0;3;1;15;6;v0.9.1;9427.600000;461.400000
1;0;1;0;0;1;0;0;0;0;4;1;15;6;v0.9.1;9235.600000;433.000000
1;0;1;0;0;1;0;0;0;0;1;2;15;6;v0.9.1;11954.000000;458.000000
1;0;1;0;0;1;0;0;0;0;2;2;15;6;v0.9.1;10494.000000;476.800000
1;0;1;0;0;1;0;0;0;0;3;2;15;6;v0.9.1;9668.200000;456.600000
1;0;1;0;0;1;0;0;0;0;4;2;15;6;v0.9.1;9427.800000;453.200000
1;0;1;0;0;1;0;0;0;1;1;0;0;0;v0.9.1;11859.400000;457.600000
1;0;1;0;0;1;0;0;0;1;2;0;0;0;v0.9.1;10201.600000;440.600000
1;0;1;0;0;1;0;0;0;1;3;0;0;0;v0.9.1;9675.200000;449.400000
1;0;1;0;0;1;0;0;0;1;4;0;0;0;v0.9.1;9277.800000;423.600000
1;0;1;0;0;1;0;0;0;1;1;1;0;0;v0.9.1;12168.800000;467.400000
1;0;1;0;0;1;0;0;0;1;2;1;0;0;v0.9.1;10336.000000;443.000000
1;0;1;0;0;1;0;0;0;1;3;1;0;0;v0.9.1;9758.000000;460.800000
1;0;1;0;0;1;0;0;0;1;4;1;0;0;v0.9.1;9196.600000;435.400000
1;0;1;0;0;1;0;0;0;1;1;2;0;0;v0.9.1;12106.000000;475.400000
1;0;1;0;0;1;0;0;0;1;2;2;0;0;v0.9.1;10371.400000;460.800000
1;0;1;0;0;1;0;0;0;1;3;2;0;0;v0.9.1;9504.000000;443.600000
1;0;1;0;0;1;0;0;0;1;4;2;0;0;v0.9.1;9177.800000;440.000000
1;0;1;0;0;1;0;0;0;1;1;0;5;0;v0.9.1;11909.600000;450.400000
1;0;1;0;0;1;0;0;0;1;2;0;5;0;v0.9.1;10474.800000;451.000000
1;0;1;0;0;1;0;0;0;1;3;0;5;0;v0.9.1;9533.200000;449.200000
1;0;1;0;0;1;0;0;0;1;4;0;5;0;v0.9.1;9216.000000;459.800000
1;0;1;0;0;1;0;0;0;1;1;1;5;0;v0.9.1;11910.800000;453.600000
1;0;1;0;0;1;0;0;0;1;2;1;5;0;v0.9.1;10383.000000;446.400000
1;0;1;0;0;1;0;0;0;1;3;1;5;0;v0.9.1;9737.600000;453.000000
1;0;1;0;0;1;0;0;0;1;4;1;5;0;v0.9.1;9230.000000;442.400000
1;0;1;0;0;1;0;0;0;1;1;2;5;0;v0.9.1;12035.800000;472.000000
1;0;1;0;0;1;0;0;0;1;2;2;5;0;v0.9.1;10238.600000;437.600000
1;0;1;0;0;1;0;0;0;1;3;2;5;0;v0.9.1;9531.800000;447.000000
1;0;1;0;0;1;0;0;0;1;4;2;5;0;v0.9.1;9243.200000;448.200000
1;0;1;0;0;1;0;0;0;1;1;0;15;0;v0.9.1;11871.000000;458.600000
1;0;1;0;0;1;0;0;0;1;2;0;15;0;v0.9.1;10425.800000;451.200000
1;0;1;0;0;1;0;0;0;1;3;0;15;0;v0.9.1;9605.800000;439.800000
1;0;1;0;0;1;0;0;0;1;4;0;15;0;v0.9.1;9612.600000;468.400000
1;0;1;0;0;1;0;0;0;1;1;1;15;0;v0.9.1;11876.000000;486.400000
1;0;1;0;0;1;0;0;0;1;2;1;15;0;v0.9.1;10448.400000;446.000000
1;0;1;0;0;1;0;0;0;1;3;1;15;0;v0.9.1;9476.400000;452.000000
1;0;1;0;0;1;0;0;0;1;4;1;15;0;v0.9.1;9094.600000;428.200000
1;0;1;0;0;1;0;0;0;1;1;2;15;0;v0.9.1;12014.400000;472.600000
1;0;1;0;0;1;0;0;0;1;2;2;15;0;v0.9.1;10268.000000;429.200000
1;0;1;0;0;1;0;0;0;1;3;2;15;0;v0.9.1;9481.200000;450.400000
1;0;1;0;0;1;0;0;0;1;4;2;15;0;v0.9.1;9500.000000;458.200000
1;0;1;0;0;1;0;0;0;1;1;0;0;3;v0.9.1;11880.800000;483.400000
1;0;1;0;0;1;0;0;0;1;2;0;0;3;v0.9.1;10349.600000;455.000000
1;0;1;0;0;1;0;0;0;1;3;0;0;3;v0.9.1;9591.600000;455.600000
1;0;1;0;0;1;0;0;0;1;4;0;0;3;v0.9.1;9315.800000;450.400000
1;0;1;0;0;1;0;0;0;1;1;1;0;3;v0.9.1;11893.200000;467.400000
1;0;1;0;0;1;0;0;0;1;2;1;0;3;v0.9.1;10240.200000;436.000000
1;0;1;0;0;1;0;0;0;1;3;1;0;3;v0.9.1;9643.000000;445.200000
1;0;1;0;0;1;0;0;0;1;4;1;0;3;v0.9.1;9338.400000;456.000000
1;0;1;0;0;1;0;0;0;1;1;2;0;3;v0.9.1;11937.400000;460.400000
1;0;1;0;0;1;0;0;0;1;2;2;0;3;v0.9.1;10249.800000;449.000000
1;0;1;0;0;1;0;0;0;1;3;2;0;3;v0.9.1;9657.400000;445.800000
1;0;1;0;0;1;0;0;0;1;4;2;0;3;v0.9.1;9080.400000;435.800000
1;0;1;0;0;1;0;0;0;1;1;0;5;3;v0.9.1;11853.400000;476.600000
1;0;1;0;0;1;0;0;0;1;2;0;5;3;v0.9.1;10413.800000;454.000000
1;0;1;0;0;1;0;0;0;1;3;0;5;3;v0.9.1;9507.400000;449.400000
1;0;1;0;0;1;0;0;0;1;4;0;5;3;v0.9.1;9294.200000;448.800000
1;0;1;0;0;1;0;0;0;1;1;1;5;3;v0.9.1;11954.400000;465.600000
1;0;1;0;0;1;0;0;0;1;2;1;5;3;v0.9.1;10428.400000;460.800000
1;0;1;0;0;1;0;0;0;1;3;1;5;3;v0.9.1;9493.800000;446.600000
1;0;1;0;0;1;0;0;0;1;4;1;5;3;v0.9.1;9243.400000;467.400000
1;0;1;0;0;1;0;0;0;1;1;2;5;3;v0.9.1;12065.600000;475.200000
1;0;1;0;0;1;0;0;0;1;2;2;5;3;v0.9.1;10224.000000;424.600000
1;0;1;0;0;1;0;0;0;1;3;2;5;3;v0.9.1;9484.400000;449.400000
1;0;1;0;0;1;0;0;0;1;4;2;5;3;v0.9.1;9283.800000;439.600000
1;0;1;0;0;1;0;0;0;1;1;0;15;3;v0.9.1;12089.600000;497.800000
1;0;1;0;0;1;0;0;0;1;2;0;15;3;v0.9.1;10484.600000;442.600000
1;0;1;0;0;1;0;0;0;1;3;0;15;3;v0.9.1;9914.800000;449.000000
1;0;1;0;0;1;0;0;0;1;4;0;15;3;v0.9.1;9253.000000;436.800000
1;0;1;0;0;1;0;0;0;1;1;1;15;3;v0.9.1;11978.600000;467.400000
1;0;1;0;0;1;0;0;0;1;2;1;15;3;v0.9.1;10417.600000;470.000000
1;0;1;0;0;1;0;0;0;1;3;1;15;3;v0.9.1;9645.200000;454.800000
1;0;1;0;0;1;0;0;0;1;4;1;15;3;v0.9.1;9279.400000;444.200000
1;0;1;0;0;1;0;0;0;1;1;2;15;3;v0.9.1;12012.000000;487.200000
1;0;1;0;0;1;0;0;0;1;2;2;15;3;v0.9.1;10331.200000;453.400000
1;0;1;0;0;1;0;0;0;1;3;2;15;3;v0.9.1;9541.400000;454.200000
1;0;1;0;0;1;0;0;0;1;4;2;15;3;v0.9.1;9357.600000;465.400000
1;0;1;0;0;1;0;0;0;1;1;0;0;6;v0.9.1;11969.600000;445.800000
1;0;1;0;0;1;0;0;0;1;2;0;0;6;v0.9.1;10276.200000;424.600000
1;0;1;0;0;1;0;0;0;1;3;0;0;6;v0.9.1;9573.600000;450.800000
1;0;1;0;0;1;0;0;0;1;4;0;0;6;v0.9.1;9291.800000;451.000000
1;0;1;0;0;1;0;0;0;1;1;1;0;6;v0.9.1;11913.600000;486.800000
1;0;1;0;0;1;0;0;0;1;2;1;0;6;v0.9.1;10267.400000;452.000000
1;0;1;0;0;1;0;0;0;1;3;1;0;6;v0.9.1;9686.800000;457.400000
1;0;1;0;0;1;0;0;0;1;4;1;0;6;v0.9.1;9230.800000;439.600000
1;0;1;0;0;1;0;0;0;1;1;2;0;6;v0.9.1;11983.000000;465.200000
1;0;1;0;0;1;0;0;0;1;2;2;0;6;v0.9.1;10329.200000;451.000000
1;0;1;0;0;1;0;0;0;1;3;2;0;6;v0.9.1;9683.000000;440.400000
1;0;1;0;0;1;0;0;0;1;4;2;0;6;v0.9.1;9297.600000;457.200000
1;0;1;0;0;1;0;0;0;1;1;0;5;6;v0.9.1;11874.800000;451.200000
1;0;1;0;0;1;0;0;0;1;2;0;5;6;v0.9.1;10216.400000;455.600000
1;0;1;0;0;1;0;0;0;1;3;0;5;6;v0.9.1;9565.800000;442.800000
1;0;1;0;0;1;0;0;0;1;4;0;5;6;v0.9.1;9340.800000;462.400000
1;0;1;0;0;1;0;0;0;1;1;1;5;6;v0.9.1;11897.200000;450.000000
1;0;1;0;0;1;0;0;0;1;2;1;5;6;v0.9.1;10202.800000;425.200000
1;0;1;0;0;1;0;0;0;1;3;1;5;6;v0.9.1;9577.400000;456.600000
1;0;1;0;0;1;0;0;0;1;4;1;5;6;v0.9.1;9218.000000;438.200000
1;0;1;0;0;1;0;0;0;1;1;2;5;6;v0.9.1;12008.600000;486.400000
1;0;1;0;0;1;0;0;0;1;2;2;5;6;v0.9.1;10232.400000;443.000000
1;0;1;0;0;1;0;0;0;1;3;2;5;6;v0.9.1;9623.000000;440.400000
1;0;1;0;0;1;0;0;0;1;4;2;5;6;v0.9.1;9122.000000;434.200000
1;0;1;0;0;1;0;0;0;1;1;0;15;6;v0.9.1;11930.200000;449.400000
1;0;1;0;0;1;0;0;0;1;2;0;15;6;v0.9.1;10224.800000;443.400000
1;0;1;0;0;1;0;0;0;1;3;0;15;6;v0.9.1;9923.400000;479.000000
1;0;1;0;0;1;0;0;0;1;4;0;15;6;v0.9.1;9209.400000;444.600000
1;0;1;0;0;1;0;0;0;1;1;1;15;6;v0.9.1;11923.000000;482.800000
1;0;1;0;0;1;0;0;0;1;2;1;15;6;v0.9.1;10333.400000;448.200000
1;0;1;0;0;1;0;0;0;1;3;1;15;6;v0.9.1;9650.200000;441.200000
1;0;1;0;0;1;0;0;0;1;4;1;15;6;v0.9.1;9293.600000;457.400000
1;0;1;0;0;1;0;0;0;1;1;2;15;6;v0.9.1;11959.200000;460.400000
1;0;1;0;0;1;0;0;0;1;2;2;15;6;v0.9.1;10369.000000;461.000000
1;0;1;0;0;1;0;0;0;1;3;2;15;6;v0.9.1;9451.800000;446.000000
1;0;1;0;0;1;0;0;0;1;4;2;15;6;v0.9.1;9382.400000;447.600000
1;0;1;0;0;1;1;0;0;0;1;0;0;0;v0.9.1;11633.200000;419.400000
1;0;1;0;0;1;1;0;0;0;2;0;0;0;v0.9.1;10215.800000;456.800000
1;0;1;0;0;1;1;0;0;0;3;0;0;0;v0.9.1;9917.800000;449.600000
1;0;1;0;0;1;1;0;0;0;4;0;0;0;v0.9.1;9129.200000;445.400000
1;0;1;0;0;1;1;0;0;0;1;1;0;0;v0.9.1;11808.200000;464.200000
1;0;1;0;0;1;1;0;0;0;2;1;0;0;v0.9.1;9857.000000;434.200000
1;0;1;0;0;1;1;0;0;0;3;1;0;0;v0.9.1;9409.600000;428.000000
1;0;1;0;0;1;1;0;0;0;4;1;0;0;v0.9.1;8984.400000;432.200000
1;0;1;0;0;1;1;0;0;0;1;2;0;0;v0.9.1;11597.600000;466.400000
1;0;1;0;0;1;1;0;0;0;2;2;0;0;v0.9.1;10043.400000;448.600000
1;0;1;0;0;1;1;0;0;0;3;2;0;0;v0.9.1;9440.200000;438.000000
1;0;1;0;0;1;1;0;0;0;4;2;0;0;v0.9.1;9075.600000;439.600000
1;0;1;0;0;1;1;0;0;0;1;0;5;0;v0.9.1;11635.000000;449.400000
1;0;1;0;0;1;1;0;0;0;2;0;5;0;v0.9.1;10246.200000;431.800000
1;0;1;0;0;1;1;0;0;0;3;0;5;0;v0.9.1;9474.600000;440.800000
1;0;1;0;0;1;1;0;0;0;4;0;5;0;v0.9.1;9066.800000;442.000000
1;0;1;0;0;1;1;0;0;0;1;1;5;0;v0.9.1;11959.200000;480.800000
1;0;1;0;0;1;1;0;0;0;2;1;5;0;v0.9.1;10104.400000;430.600000
1;0;1;0;0;1;1;0;0;0;3;1;5;0;v0.9.1;9202.600000;430.800000
1;0;1;0;0;1;1;0;0;0;4;1;5;0;v0.9.1;9136.600000;453.400000
1;0;1;0;0;1;1;0;0;0;1;2;5;0;v0.9.1;11605.200000;446.000000
1;0;1;0;0;1;1;0;0;0;2;2;5;0;v0.9.1;10414.600000;459.600000
1;0;1;0;0;1;1;0;0;0;3;2;5;0;v0.9.1;9465.200000;453.400000
1;0;1;0;0;1;1;0;0;0;4;2;5;0;v0.9.1;9061.200000;438.800000
1;0;1;0;0;1;1;0;0;0;1;0;15;0;v0.9.1;11629.800000;464.800000
1;0;1;0;0;1;1;0;0;0;2;0;15;0;v0.9.1;10061.000000;432.400000
1;0;1;0;0;1;1;0;0;0;3;0;15;0;v0.9.1;9464.800000;428.400000
1;0;1;0;0;1;1;0;0;0;4;0;15;0;v0.9.1;9247.600000;472.000000
1;0;1;0;0;1;1;0;0;0;1;1;15;0;v0.9.1;11579.000000;473.600000
1;0;1;0;0;1;1;0;0;0;2;1;15;0;v0.9.1;10084.000000;441.000000
1;0;1;0;0;1;1;0;0;0;3;1;15;0;v0.9.1;9492.200000;445.200000
1;0;1;0;0;1;1;0;0;0;4;1;15;0;v0.9.1;9149.000000;448.600000
1;0;1;0;0;1;1;0;0;0;1;2;15;0;v0.9.1;11674.000000;465.400000
1;0;1;0;0;1;1;0;0;0;2;2;15;0;v0.9.1;10143.800000;453.000000
1;0;1;0;0;1;1;0;0;0;3;2;15;0;v0.9.1;9433.600000;434.800000
1;0;1;0;0;1;1;0;0;0;4;2;15;0;v0.9.1;9185.200000;452.200000
1;0;1;0;0;1;1;0;0;0;1;0;0;3;v0.9.1;11738.800000;473.000000
1;0;1;0;0;1;1;0;0;0;2;0;0;3;v0.9.1;10266.800000;449.800000
1;0;1;0;0;1;1;0;0;0;3;0;0;3;v0.9.1;9504.800000;451.800000
1;0;1;0;0;1;1;0;0;0;4;0;0;3;v0.9.1;9071.400000;474.000000
1;0;1;0;0;1;1;0;0;0;1;1;0;3;v0.9.1;11673.800000;459.600000
1;0;1;0;0;1;1;0;0;0;2;1;0;3;v0.9.1;10126.200000;448.200000
1;0;1;0;0;1;1;0;0;0;3;1;0;3;v0.9.1;9372.200000;437.600000
1;0;1;0;0;1;1;0;0;0;4;1;0;3;v0.9.1;9046.000000;446.400000
1;0;1;0;0;1;1;0;0;0;1;2;0;3;v0.9.1;11710.000000;468.200000
1;0;1;0;0;1;1;0;0;0;2;2;0;3;v0.9.1;10046.600000;438.000000
1;0;1;0;0;1;1;0;0;0;3;2;0;3;v0.9.1;9546.400000;454.200000
1;0;1;0;0;1;1;0;0;0;4;2;0;3;v0.9.1;8994.400000;425.400000
1;0;1;0;0;1;1;0;0;0;1;0;5;3;v0.9.1;11747.600000;456.000000
1;0;1;0;0;1;1;0;0;0;2;0;5;3;v0.9.1;10237.400000;458.000000
1;0;1;0;0;1;1;0;0;0;3;0;5;3;v0.9.1;9434.000000;443.800000
1;0;1;0;0;1;1;0;0;0;4;0;5;3;v0.9.1;9027.600000;417.600000
1;0;1;0;0;1;1;0;0;0;1;1;5;3;v0.9.1;11590.200000;418.000000
1;0;1;0;0;1;1;0;0;0;2;1;5;3;v0.9.1;10290.400000;453.400000
1;0;1;0;0;1;1;0;0;0;3;1;5;3;v0.9.1;9424.800000;440.800000
1;0;1;0;0;1;1;0;0;0;4;1;5;3;v0.9.1;9085.000000;445.000000
1;0;1;0;0;1;1;0;0;0;1;2;5;3;v0.9.1;11615.400000;464.000000
1;0;1;0;0;1;1;0;0;0;2;2;5;3;v0.9.1;9995.400000;429.000000
1;0;1;0;0;1;1;0;0;0;3;2;5;3;v0.9.1;9507.800000;457.800000
1;0;1;0;0;1;1;0;0;0;4;2;5;3;v0.9.1;8913.000000;430.600000
1;0;1;0;0;1;1;0;0;0;1;0;15;3;v0.9.1;11613.600000;440.800000
1;0;1;0;0;1;1;0;0;0;2;0;15;3;v0.9.1;10568.000000;471.000000
1;0;1;0;0;1;1;0;0;0;3;0;15;3;v0.9.1;9559.000000;441.600000
1;0;1;0;0;1;1;0;0;0;4;0;15;3;v0.9.1;9187.200000;444.200000
1;0;1;0;0;1;1;0;0;0;1;1;15;3;v0.9.1;11580.000000;451.800000
1;0;1;0;0;1;1;0;0;0;2;1;15;3;v0.9.1;9804.400000;434.400000
1;0;1;0;0;1;1;0;0;0;3;1;15;3;v0.9.1;9502.200000;423.000000
1;0;1;0;0;1;1;0;0;0;4;1;15;3;v0.9.1;9020.800000;450.400000
1;0;1;0;0;1;1;0;0;0;1;2;15;3;v0.9.1;11808.800000;467.400000
1;0;1;0;0;1;1;0;0;0;2;2;15;3;v0.9.1;9978.800000;440.200000
1;0;1;0;0;1;1;0;0;0;3;2;15;3;v0.9.1;9458.200000;442.400000
1;0;1;0;0;1;1;0;0;0;4;2;15;3;v0.9.1;9330.000000;425.600000
1;0;1;0;0;1;1;0;0;0;1;0;0;6;v0.9.1;11662.200000;448.200000
1;0;1;0;0;1;1;0;0;0;2;0;0;6;v0.9.1;10175.400000;438.800000
1;0;1;0;0;1;1;0;0;0;3;0;0;6;v0.9.1;9662.800000;444.600000
1;0;1;0;0;1;1;0;0;0;4;0;0;6;v0.9.1;9153.800000;449.800000
1;0;1;0;0;1;1;0;0;0;1;1;0;6;v0.9.1;11655.000000;442.200000
1;0;1;0;0;1;1;0;0;0;2;1;0;6;v0.9.1;9986.000000;440.400000
1;0;1;0;0;1;1;0;0;0;3;1;0;6;v0.9.1;9469.800000;441.800000
1;0;1;0;0;1;1;0;0;0;4;1;0;6;v0.9.1;9300.800000;423.800000
1;0;1;0;0;1;1;0;0;0;1;2;0;6;v0.9.1;11598.600000;467.200000
1;0;1;0;0;1;1;0;0;0;2;2;0;6;v0.9.1;10018.800000;433.200000
