root;journal;nojournal;journalCompression;journalCompressionSnappy;journalCompressionZlib;ssl;networkCompression;networkCompressionSnappy;networkCompressionZlib;wireObjectCheck;dataCompression;dataCompressionSnappy;dataCompressionZlib;indexPrefixCompression;journalCommitInterval;cacheSize;energy;performance
1;0;1;0;0;0;1;1;0;1;0;0;0;0;1;1;256;9966.200000;279406.400000
1;0;1;0;0;0;1;1;0;1;0;0;0;0;1;1;512;9823.400000;286279.600000
1;0;1;0;0;0;1;1;0;1;0;0;0;0;1;1;1024;9902.800000;284842.000000
1;0;1;0;0;0;1;1;0;1;0;0;0;0;1;1;2048;9868.600000;287186.400000
1;0;1;0;0;0;1;1;0;1;0;0;0;0;1;1;4096;9718.400000;283769.800000
1;0;1;0;0;0;1;1;0;1;1;0;0;0;0;1;256;9838.800000;284100.400000
1;0;1;0;0;0;1;1;0;1;1;0;0;0;0;1;512;9889.400000;282845.400000
1;0;1;0;0;0;1;1;0;1;1;0;0;0;0;1;1024;9806.600000;283892.200000
1;0;1;0;0;0;1;1;0;1;1;0;0;0;0;1;2048;9879.000000;285816.800000
1;0;1;0;0;0;1;1;0;1;1;0;0;0;0;1;4096;9922.400000;288095.800000
1;0;1;0;0;0;1;1;0;1;1;0;0;0;1;1;256;10066.400000;288481.200000
1;0;1;0;0;0;1;1;0;1;1;0;0;0;1;1;512;9818.400000;284988.000000
1;0;1;0;0;0;1;1;0;1;1;0;0;0;1;1;1024;9933.800000;287091.200000
1;0;1;0;0;0;1;1;0;1;1;0;0;0;1;1;2048;9852.400000;289677.400000
1;0;1;0;0;0;1;1;0;1;1;0;0;0;1;1;4096;9836.200000;284270.200000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;256;7771.600000;225003.000000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;10;256;7721.400000;227531.600000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;50;256;7664.000000;227069.400000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;256;7643.400000;225617.000000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;200;256;7981.000000;234652.200000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;500;256;7681.800000;229312.200000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;512;7758.800000;219302.000000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;10;512;7809.000000;223005.800000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;50;512;8046.800000;232489.400000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;512;7519.600000;219103.200000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;200;512;7498.200000;224873.200000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;500;512;7431.600000;222347.000000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1024;7735.000000;222899.400000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1024;7636.200000;222639.800000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;50;1024;7762.000000;223511.000000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;1024;7650.400000;224056.200000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;200;1024;7626.400000;219448.600000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;500;1024;7626.200000;221362.400000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2048;7900.800000;225287.800000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2048;7864.600000;225990.600000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;50;2048;7683.400000;222840.400000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;2048;7702.200000;222289.600000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;200;2048;7540.000000;219055.400000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;500;2048;7571.600000;219578.200000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4096;7788.600000;221219.200000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;10;4096;7644.200000;223724.000000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;50;4096;7503.200000;219605.200000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;4096;7645.000000;219705.600000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;200;4096;7604.200000;220735.400000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;500;4096;7818.400000;227142.600000
1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;256;8016.400000;225007.200000
1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;10;256;7851.200000;222864.600000
1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;50;256;7933.400000;224799.200000
1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;100;256;7947.600000;228388.800000
1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;200;256;7803.000000;224658.200000
1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;500;256;7715.400000;228400.200000
1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;512;7820.200000;225830.400000
1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;10;512;8014.800000;231209.600000
1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;50;512;7800.400000;224357.800000
1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;100;512;7775.600000;227476.000000
1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;200;512;7860.800000;226002.800000
1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;500;512;7565.200000;220978.600000
1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1024;7662.000000;226431.800000
1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;10;1024;7782.000000;225928.400000
1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;50;1024;7738.800000;226401.800000
1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;100;1024;7756.800000;223607.800000
1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;200;1024;7786.200000;228411.800000
1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;500;1024;7647.800000;227503.800000
1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2048;7817.400000;226673.000000
1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;10;2048;7837.400000;224234.400000
1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;50;2048;7913.000000;224660.400000
1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;100;2048;7831.800000;228070.000000
1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;200;2048;7689.200000;224445.800000
1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;500;2048;7576.600000;224305.600000
1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;4096;7908.800000;224468.000000
1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;10;4096;7734.800000;223956.600000
1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;50;4096;7784.800000;226672.000000
1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;100;4096;7670.200000;227496.400000
1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;200;4096;7691.000000;222306.400000
1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;500;4096;7768.800000;228416.400000
1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;256;10876.400000;298214.200000
1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;10;256;10829.200000;296614.000000
1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;50;256;10946.400000;299620.200000
1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;100;256;10820.800000;299590.200000
1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;200;256;10684.400000;296359.600000
1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;500;256;10478.000000;294522.800000
1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;512;10882.600000;286588.400000
1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;10;512;10722.800000;291048.000000
1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;50;512;10903.000000;298326.800000
1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;100;512;10799.600000;293884.600000
1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;200;512;10726.400000;298098.000000
1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;500;512;10590.200000;297556.800000
1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1024;10986.400000;299455.000000
1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;10;1024;10962.800000;298498.400000
1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;50;1024;10804.200000;297498.400000
1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;100;1024;10804.400000;299543.200000
1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;200;1024;10458.600000;294515.000000
1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;500;1024;10567.200000;295850.600000
1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2048;10854.600000;296608.000000
1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;10;2048;10782.000000;300562.200000
1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;50;2048;10852.800000;294394.200000
1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;100;2048;10606.200000;298138.000000
1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;200;2048;10685.800000;299610.000000
1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;500;2048;10594.000000;295547.800000
1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;4096;10987.400000;305223.000000
1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;10;4096;10818.000000;298078.000000
1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;50;4096;10958.600000;302786.000000
1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;100;4096;10755.200000;299252.200000
1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;200;4096;10601.200000;297635.600000
1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;500;4096;10898.000000;300675.800000
1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;256;10800.000000;289085.400000
1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;10;256;10753.800000;295394.800000
1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;50;256;11001.600000;299931.400000
1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;100;256;10942.600000;296724.800000
1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;200;256;10543.400000;295153.800000
1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;500;256;10759.800000;299172.600000
1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;512;10984.000000;297227.800000
1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;10;512;10871.800000;293102.400000
1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;50;512;11076.800000;299074.000000
1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;100;512;10852.600000;290206.000000
1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;200;512;10769.600000;296587.800000
1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;500;512;10693.600000;291582.200000
1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1024;10932.800000;298607.000000
1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;10;1024;10908.400000;294563.400000
1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;50;1024;10874.400000;294142.400000
1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;100;1024;10789.000000;291266.400000
1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;200;1024;10694.400000;300925.400000
1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;500;1024;10674.000000;291406.600000
1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;2048;11012.600000;296335.600000
1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;10;2048;10824.000000;301365.800000
1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;50;2048;10522.600000;300238.200000
1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;100;2048;10507.000000;298604.800000
1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;200;2048;10839.600000;303372.000000
1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;500;2048;10821.000000;302438.800000
1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;4096;10984.800000;301950.800000
1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;10;4096;10962.000000;307053.000000
1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;50;4096;10626.000000;301248.400000
1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;100;4096;10702.800000;305856.400000
1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;200;4096;10730.400000;296539.800000
1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;500;4096;10466.200000;299422.200000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;256;7797.800000;224788.600000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;10;256;7795.400000;229820.400000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;50;256;7525.200000;224009.800000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;100;256;7570.000000;222603.000000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;200;256;7537.000000;225484.600000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;500;256;7607.000000;226567.000000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;512;7627.800000;226333.000000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;10;512;7701.000000;224693.200000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;50;512;7600.800000;226288.400000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;100;512;7432.600000;221319.800000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;200;512;7571.400000;224614.800000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;500;512;7453.000000;221575.600000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1024;7612.400000;223788.800000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;10;1024;7541.600000;224878.600000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;50;1024;7580.400000;224177.600000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;100;1024;7747.400000;226287.800000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;200;1024;7569.800000;223780.800000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;500;1024;7453.600000;225871.000000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2048;7603.200000;225509.800000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;10;2048;7545.000000;221547.600000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;50;2048;7682.600000;225614.200000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;100;2048;7488.000000;224203.800000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;200;2048;7641.400000;222294.600000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;500;2048;7394.200000;222762.000000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4096;7867.400000;225667.400000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;10;4096;7665.000000;226555.200000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;50;4096;7715.600000;224399.400000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;100;4096;7440.200000;213919.600000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;200;4096;7733.600000;224577.600000
1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;500;4096;7425.800000;220271.000000
1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;256;10819.800000;292096.600000
1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;10;256;10724.200000;292204.200000
1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;50;256;10936.400000;295005.400000
1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;100;256;10693.000000;300533.800000
1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;200;256;10844.600000;293897.800000
1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;500;256;10740.000000;295056.600000
1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;512;10880.600000;292302.000000
1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;10;512;10934.200000;293152.800000
1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;50;512;10827.400000;291991.000000
1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;100;512;10869.800000;295941.000000
1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;200;512;10811.000000;294794.200000
1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;500;512;10394.800000;287118.600000
1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1024;10751.400000;293079.200000
1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;10;1024;10767.800000;292916.200000
1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;50;1024;10601.400000;293932.000000
1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;100;1024;10819.200000;294020.200000
1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;200;1024;10601.000000;294057.600000
1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;500;1024;10619.400000;295368.400000
1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;2048;10830.200000;291024.000000
1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;10;2048;10605.800000;293862.000000
1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;50;2048;10673.400000;292716.000000
