root;journal;nojournal;journalCompression;journalCompressionSnappy;journalCompressionZlib;ssl;networkCompression;networkCompressionSnappy;networkCompressionZlib;wireObjectCheck;dataCompression;dataCompressionSnappy;dataCompressionZlib;indexPrefixCompression;journalCommitInterval;cacheSize;energy;performance
1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;500;256;12146.200000;327957.000000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;1;512;12419.200000;337363.400000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;10;512;12692.400000;329991.800000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;50;512;12327.000000;322850.600000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;100;512;12275.400000;326975.200000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;200;512;11839.400000;331961.400000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;500;512;12038.600000;330675.800000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;1;1024;12658.000000;329502.800000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;10;1024;11956.000000;331091.600000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;50;1024;12294.200000;324074.200000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;100;1024;12262.600000;325213.600000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;200;1024;12282.600000;327092.400000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;500;1024;12128.000000;334344.800000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;1;2048;12656.000000;331755.000000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;10;2048;12595.200000;331009.600000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;50;2048;12282.200000;327491.600000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;100;2048;12041.800000;330173.600000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;200;2048;11945.800000;330919.400000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;500;2048;12039.000000;329929.600000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;1;4096;12250.000000;337490.400000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;10;4096;12065.200000;330294.400000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;50;4096;12135.200000;330492.600000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;100;4096;12238.600000;336243.600000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;200;4096;11934.400000;334586.800000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;500;4096;11785.400000;330228.400000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;1;1;256;12164.800000;334566.400000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;1;10;256;12143.400000;328513.800000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;1;50;256;12179.000000;332221.600000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;1;100;256;11985.200000;329301.800000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;1;200;256;12099.200000;329729.800000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;1;500;256;11987.800000;328461.800000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;1;1;512;12604.800000;330199.600000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;1;10;512;12194.400000;331555.800000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;1;50;512;12009.000000;329292.000000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;1;100;512;11979.600000;330558.200000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;1;200;512;12235.800000;332810.400000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;1;500;512;11795.800000;327467.200000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;1;1;1024;12218.200000;332669.000000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;1;10;1024;12186.800000;335981.400000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;1;50;1024;12166.600000;335695.400000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;1;100;1024;11955.000000;328507.200000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;1;200;1024;11808.600000;331418.800000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;1;500;1024;12041.800000;329744.600000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;1;1;2048;12189.800000;333668.000000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;1;10;2048;12392.600000;322710.800000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;1;50;2048;12425.800000;325225.000000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;1;100;2048;11875.400000;327574.800000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;1;200;2048;12217.400000;334009.200000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;1;500;2048;11704.200000;327935.000000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;1;1;4096;12319.400000;335604.800000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;1;10;4096;12524.800000;337828.600000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;1;50;4096;12189.600000;336655.200000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;1;100;4096;12046.200000;336363.400000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;1;200;4096;11980.800000;334721.200000
1;1;0;1;1;0;1;0;0;0;1;0;0;0;1;500;4096;12076.200000;334263.600000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;0;1;256;9258.200000;258603.800000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;0;10;256;8950.800000;258232.000000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;0;50;256;8973.400000;256063.000000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;0;100;256;9127.800000;253689.200000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;0;200;256;9127.800000;258387.000000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;0;500;256;9021.600000;256048.400000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;0;1;512;9285.200000;259864.600000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;0;10;512;9303.400000;256149.200000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;0;50;512;9154.400000;256200.200000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;0;100;512;8848.400000;253757.600000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;0;200;512;8853.400000;259407.800000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;0;500;512;8988.400000;257581.400000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;0;1;1024;9052.400000;257793.400000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;0;10;1024;9025.000000;255270.000000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;0;50;1024;9200.800000;259782.400000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;0;100;1024;9038.000000;255258.200000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;0;200;1024;8936.800000;257620.000000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;0;500;1024;9051.800000;259888.000000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;0;1;2048;9235.600000;258833.400000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;0;10;2048;9210.000000;257384.600000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;0;50;2048;9069.400000;257964.000000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;0;100;2048;9070.000000;254412.000000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;0;200;2048;9052.600000;256883.400000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;0;500;2048;9071.000000;261239.600000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;0;1;4096;9054.000000;258147.200000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;0;10;4096;8971.600000;259790.800000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;0;50;4096;8989.600000;259215.400000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;0;100;4096;9089.400000;259150.200000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;0;200;4096;8981.000000;255300.000000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;0;500;4096;8829.000000;257825.600000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;1;1;256;9126.800000;254041.400000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;1;10;256;9313.200000;259083.400000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;1;50;256;9137.800000;258575.200000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;1;100;256;8930.400000;252551.200000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;1;200;256;8889.000000;259481.400000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;1;500;256;9106.200000;257833.400000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;1;1;512;9216.800000;258574.800000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;1;10;512;9111.800000;255833.800000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;1;50;512;9226.000000;257463.400000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;1;100;512;9018.600000;255985.800000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;1;200;512;8703.600000;254442.600000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;1;500;512;8994.800000;259429.000000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;1;1;1024;9367.000000;260059.800000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;1;10;1024;9058.600000;253710.600000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;1;50;1024;9054.400000;259333.000000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;1;100;1024;9048.800000;254009.200000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;1;200;1024;8962.400000;257738.200000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;1;500;1024;8922.600000;256020.600000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;1;1;2048;9279.800000;255886.400000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;1;10;2048;9005.600000;257493.800000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;1;50;2048;9121.800000;254071.800000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;1;100;2048;9208.400000;256915.800000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;1;200;2048;8974.600000;257337.800000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;1;500;2048;9039.000000;257074.200000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;1;1;4096;9186.600000;259511.200000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;1;10;4096;8968.200000;252203.800000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;1;50;4096;9087.600000;256681.200000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;1;100;4096;8948.600000;260910.600000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;1;200;4096;8948.000000;254056.800000
1;1;0;1;0;1;0;1;1;0;0;0;0;0;1;500;4096;9064.200000;254777.200000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;0;1;256;12233.000000;329515.000000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;0;10;256;12117.400000;323553.400000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;0;50;256;12070.400000;333395.200000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;0;100;256;12046.400000;327178.200000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;0;200;256;11924.200000;328017.600000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;0;500;256;11618.000000;329240.400000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;0;1;512;12368.200000;333751.400000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;0;10;512;12056.000000;331129.600000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;0;50;512;12085.400000;320312.200000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;0;100;512;12146.200000;327972.600000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;0;200;512;12098.400000;333858.800000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;0;500;512;11698.200000;330697.800000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;0;1;1024;12094.000000;328937.800000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;0;10;1024;12404.600000;336870.600000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;0;50;1024;12104.400000;324920.800000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;0;100;1024;12158.600000;328718.600000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;0;200;1024;11652.000000;322731.800000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;0;500;1024;11701.800000;327103.200000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;0;1;2048;12274.200000;326595.200000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;0;10;2048;11953.800000;320776.800000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;0;50;2048;12142.400000;328897.200000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;0;100;2048;11921.800000;331531.000000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;0;200;2048;11833.400000;331094.200000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;0;500;2048;12200.400000;332781.600000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;0;1;4096;12386.800000;331133.000000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;0;10;4096;12206.800000;326236.200000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;0;50;4096;11856.800000;329537.600000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;0;100;4096;11752.200000;329889.800000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;0;200;4096;12148.800000;331047.800000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;0;500;4096;11671.600000;326188.800000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;1;1;256;12343.800000;329977.200000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;1;10;256;11948.600000;320164.000000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;1;50;256;11876.600000;327317.600000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;1;100;256;12062.600000;329409.400000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;1;200;256;11725.400000;328463.400000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;1;500;256;11915.800000;323901.000000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;1;1;512;12182.800000;328563.000000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;1;10;512;12241.800000;331719.600000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;1;50;512;11788.200000;323958.000000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;1;100;512;11815.600000;324924.400000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;1;200;512;11894.000000;329315.000000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;1;500;512;11738.000000;319540.400000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;1;1;1024;12193.800000;330721.600000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;1;10;1024;11990.400000;330823.600000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;1;50;1024;12151.200000;332642.000000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;1;100;1024;11794.400000;331169.200000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;1;200;1024;12016.600000;322591.400000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;1;500;1024;11711.800000;328839.000000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;1;1;2048;12016.000000;329122.000000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;1;10;2048;12336.800000;328173.000000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;1;50;2048;12357.800000;325997.600000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;1;100;2048;12073.200000;318672.400000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;1;200;2048;12119.200000;327092.400000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;1;500;2048;11967.000000;323864.800000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;1;1;4096;12390.800000;330511.400000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;1;10;4096;12040.000000;332215.000000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;1;50;4096;12102.200000;330036.400000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;1;100;4096;11829.000000;331349.000000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;1;200;4096;12047.000000;329560.200000
1;1;0;1;0;1;1;1;1;0;0;0;0;0;1;500;4096;11913.800000;332918.200000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;0;1;256;9410.200000;260175.000000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;0;10;256;9306.400000;262122.600000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;0;50;256;9414.200000;258026.600000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;0;100;256;9190.400000;265433.000000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;0;200;256;9193.000000;262452.000000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;0;500;256;9013.400000;259274.800000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;0;1;512;9328.200000;262572.600000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;0;10;512;9071.400000;260836.000000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;0;50;512;9319.800000;266112.800000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;0;100;512;9128.000000;257875.000000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;0;200;512;9090.000000;256703.600000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;0;500;512;9101.600000;257895.000000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;0;1;1024;9240.200000;261339.000000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;0;10;1024;9089.800000;260632.400000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;0;50;1024;9031.000000;257717.200000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;0;100;1024;9307.600000;262421.200000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;0;200;1024;8950.600000;257867.600000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;0;500;1024;9089.400000;258660.800000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;0;1;2048;9399.400000;261616.200000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;0;10;2048;9354.000000;260022.400000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;0;50;2048;9146.800000;259002.800000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;0;100;2048;8935.800000;258196.000000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;0;200;2048;9354.200000;265139.800000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;0;500;2048;9208.400000;261754.200000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;0;1;4096;9137.600000;262576.200000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;0;10;4096;9211.400000;258138.800000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;0;50;4096;9310.400000;258728.800000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;0;100;4096;9192.600000;260912.800000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;0;200;4096;9327.200000;264568.200000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;0;500;4096;9139.400000;263303.400000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;0;1;256;12595.200000;329169.800000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;0;10;256;12013.800000;331662.400000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;0;50;256;12141.400000;328271.200000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;0;100;256;12037.600000;327033.200000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;0;200;256;12317.200000;328244.400000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;0;500;256;11954.600000;326195.000000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;0;1;512;12447.400000;335064.200000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;0;10;512;12094.400000;332147.600000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;0;50;512;12192.400000;324903.600000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;0;100;512;12271.200000;336194.400000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;0;200;512;12027.400000;326514.200000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;0;500;512;12232.000000;328091.400000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;0;1;1024;12379.200000;338905.000000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;0;10;1024;12529.600000;328771.400000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;0;50;1024;12097.800000;334599.000000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;0;100;1024;11933.000000;335548.400000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;0;200;1024;12119.600000;330376.200000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;0;500;1024;11892.400000;334738.400000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;0;1;2048;12498.400000;334499.200000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;0;10;2048;12204.400000;334585.200000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;0;50;2048;12287.000000;334657.000000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;0;100;2048;12080.000000;334920.800000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;0;200;2048;11700.400000;331356.400000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;0;500;2048;12194.200000;333321.400000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;0;1;4096;12710.000000;337637.800000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;0;10;4096;12261.800000;337548.400000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;0;50;4096;11920.200000;329747.000000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;0;100;4096;12144.200000;330286.800000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;0;200;4096;11697.800000;331487.600000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;0;500;4096;11701.200000;330000.400000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;1;1;256;9416.800000;252316.400000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;1;10;256;9181.000000;263745.400000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;1;50;256;9056.400000;260077.800000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;1;100;256;9067.800000;260440.600000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;1;200;256;8917.800000;260067.000000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;1;500;256;8946.800000;265403.400000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;1;1;512;9344.800000;261650.400000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;1;10;512;9212.000000;258819.600000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;1;50;512;9148.200000;257719.000000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;1;100;512;9241.200000;254099.200000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;1;200;512;9057.400000;257624.800000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;1;500;512;9023.600000;256722.600000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;1;1;1024;9527.400000;261440.800000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;1;10;1024;9284.200000;253893.400000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;1;50;1024;9251.800000;257118.200000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;1;100;1024;9079.600000;257789.600000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;1;200;1024;9009.400000;256483.400000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;1;500;1024;9098.200000;256796.400000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;1;1;2048;9302.200000;261703.600000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;1;10;2048;9247.400000;262040.400000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;1;50;2048;9427.000000;260142.200000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;1;100;2048;9224.200000;252943.200000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;1;200;2048;9187.000000;255932.200000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;1;500;2048;9200.200000;255314.400000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;1;1;4096;9275.000000;258641.800000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;1;10;4096;9310.600000;254843.200000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;1;50;4096;9392.400000;256155.200000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;1;100;4096;9230.400000;257864.800000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;1;200;4096;9061.800000;254713.200000
1;1;0;1;0;1;0;1;1;0;1;0;0;0;1;500;4096;9104.600000;262919.600000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;1;1;256;12569.400000;327015.000000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;1;10;256;12147.800000;328867.800000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;1;50;256;12191.000000;325960.000000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;1;100;256;12152.600000;325112.800000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;1;200;256;12073.400000;329547.800000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;1;500;256;11967.400000;329677.800000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;1;1;512;12242.800000;327963.800000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;1;10;512;12341.200000;328290.400000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;1;50;512;12436.200000;328260.400000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;1;100;512;12395.600000;326613.800000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;1;200;512;12200.200000;332614.400000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;1;500;512;12177.000000;335461.800000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;1;1;1024;12326.800000;331183.600000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;1;10;1024;12082.200000;327107.800000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;1;50;1024;12360.800000;328163.400000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;1;100;1024;12166.400000;331645.200000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;1;200;1024;11926.600000;330297.800000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;1;500;1024;12067.800000;326344.200000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;1;1;2048;12094.800000;329825.600000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;1;10;2048;12279.200000;338471.400000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;1;50;2048;12149.400000;328281.000000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;1;100;2048;12106.800000;325340.000000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;1;200;2048;11992.000000;329230.000000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;1;500;2048;12165.200000;328766.800000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;1;1;4096;12340.000000;332962.400000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;1;10;4096;12522.000000;333602.600000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;1;50;4096;12284.600000;331212.200000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;1;100;4096;12203.200000;327974.200000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;1;200;4096;11892.000000;326934.600000
1;1;0;1;0;1;1;1;1;0;1;0;0;0;1;500;4096;12164.200000;327701.000000
1;1;0;1;1;0;0;1;1;0;0;0;0;0;0;1;256;9354.200000;254117.800000
1;1;0;1;1;0;0;1;1;0;0;0;0;0;0;10;256;9312.800000;256183.200000
