workload;root;NoRes;NoReplayGain;CBR_8;VBRRange_high;ABR_320;Downmix;ReplayGainFast;MidSideStereo;VBRRange_low;Freeformat;HighpassWidth_2000;Resampling_8;LowpassWidth_1000;Mono;DualChannels;Stereo;CBR_160;Resampling_22;CRC;Highpass_25000;HighpassWidth_1000;LowpassWidth_2000;JointStereo;Highpass_20000;CBR_320;Highpass_30000;Lowpass_5000;SwapBytes;Lowpass_20000;ReplayGainAccurate;VBRRange_wide;Lowpass_10000;Resampling_44;Resampling_48;ABR_8;ABR_160;energy;performance
dual-channel.wav;1;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;262.644519002;2.832
dual-channel.wav;1;0;0;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;230.554114422;2.142
dual-channel.wav;1;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;174.991762006;1.172
dual-channel.wav;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;372.917659354;4.9
dual-channel.wav;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;216.479145914;2.3
dual-channel.wav;1;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;181.446829344;1.348
dual-channel.wav;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;423.579354338;6.082
dual-channel.wav;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;310.812205162;4.658
dual-channel.wav;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;273.39995139;3.274
dual-channel.wav;1;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;167.756795824;1.43
dual-channel.wav;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;350.00127556;5.066
dual-channel.wav;1;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;166.333331472;0.948
dual-channel.wav;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;220.101737242;2.196
dual-channel.wav;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;185.31684592;1.814
dual-channel.wav;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;205.61393655;1.692
dual-channel.wav;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174.773832568;1.37
dual-channel.wav;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;220.985557886;1.796
dual-channel.wav;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;202.055992402;1.786
dual-channel.wav;1;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174.777206004;1.366
dual-channel.wav;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;233.073676446;1.85
dual-channel.wav;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;199.65163346;1.616
dual-channel.wav;1;1;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;222.871266074;1.824
dual-channel.wav;1;0;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;169.720027054;1.218
dual-channel.wav;1;0;0;0;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;142.513971596;0.988
dual-channel.wav;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;204.470694234;2.312
dual-channel.wav;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;224.478207548;2.666
dual-channel.wav;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;366.567716762;5.552
dual-channel.wav;1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;196.328472802;2.164
dual-channel.wav;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;178.475842872;1.224
dual-channel.wav;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;244.801118816;3.034
dual-channel.wav;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;186.84339103;1.488
dual-channel.wav;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;1;0;0;1;0;0;287.8032985;4.282
dual-channel.wav;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;33557.723821916;1251.468
dual-channel.wav;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;326.116889452;5.062
dual-channel.wav;1;0;0;1;0;0;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;234.157319554;2.22
dual-channel.wav;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;248.463724162;2.046
dual-channel.wav;1;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;211.404241676;2.034
dual-channel.wav;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;237.489020546;2.322
dual-channel.wav;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;440.316344264;7.03
dual-channel.wav;1;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;176.962767108;1.468
dual-channel.wav;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;283.565735942;3.282
dual-channel.wav;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;148.725667808;1.276
dual-channel.wav;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;260.296784396;3.338
dual-channel.wav;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;394.8375446;6.076
dual-channel.wav;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;432.32592517;7.22
dual-channel.wav;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;290.2322334;3.834
dual-channel.wav;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;222.144304824;1.848
dual-channel.wav;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;281.340595958;2.842
dual-channel.wav;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;190.401422206;1.634
dual-channel.wav;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;416.028269066;5.332
dual-channel.wav;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180.24840738;1.432
dual-channel.wav;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;438.117687408;6.062
dual-channel.wav;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;380.860310916;5.556
dual-channel.wav;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;326.825731096;4.632
dual-channel.wav;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;294.343662054;4.448
dual-channel.wav;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;236.174726634;2.196
dual-channel.wav;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;436.747116208;6.832
dual-channel.wav;1;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;449.449639166;6.202
dual-channel.wav;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;314.8551821;4.534
dual-channel.wav;1;1;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;231.53464339;2.55
dual-channel.wav;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;177.694377714;1.728
dual-channel.wav;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;337.41482286;4.518
dual-channel.wav;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;183.83342523;1.362
dual-channel.wav;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;166.157629784;1.694
dual-channel.wav;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;350.012690324;4.98
dual-channel.wav;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;246.326407282;2.47
dual-channel.wav;1;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;208.577682984;1.782
dual-channel.wav;1;1;1;1;0;0;1;0;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;168.388514806;1.24
dual-channel.wav;1;1;1;0;0;0;1;0;0;0;1;1;1;1;0;0;1;0;0;1;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;178.003520116;1.108
dual-channel.wav;1;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;1;0;0;237.06275764;2.956
dual-channel.wav;1;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;1;0;0;1;1;0;1;1;1;0;0;0;1;0;0;248.989886946;3.01
dual-channel.wav;1;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;1;0;1;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;144.265744924;0.982
dual-channel.wav;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;1;0;1;1;1;0;0;0;1;0;0;339.875499038;5.334
dual-channel.wav;1;1;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;1;0;1;0;1;1;0;1;0;0;1;1;0;0;0;0;1;0;0;0;196.119398448;1.964
dual-channel.wav;1;1;0;0;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0;1;0;0;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;178.64134878;1.582
dual-channel.wav;1;1;0;0;0;0;1;0;1;0;1;1;1;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;204.31479052;1.77
dual-channel.wav;1;1;0;1;0;0;1;0;1;0;1;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;21439.744552066;662.428
dual-channel.wav;1;1;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;1;0;1;0;1;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;176.976226172;1.484
dual-channel.wav;1;1;0;1;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;1;0;1;0;1;0;0;0;0;193.305308936;1.56
dual-channel.wav;1;1;0;0;0;0;1;1;1;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;173.895621568;1.394
dual-channel.wav;1;1;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;266.894574472;2.97
dual-channel.wav;1;1;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;241.543581758;2.876
dual-channel.wav;1;1;0;0;0;0;1;1;0;0;1;1;0;0;0;1;0;1;1;1;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;203.83739666;2.13
dual-channel.wav;1;1;1;0;0;0;1;0;0;0;1;1;1;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;140.660576108;0.716
dual-channel.wav;1;1;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;223.702296286;2.27
dual-channel.wav;1;1;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;176.197099824;1.692
dual-channel.wav;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;1;1;0;0;1;0;0;0;0;1;0;0;0;273.509922672;3.076
dual-channel.wav;1;1;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;346.267797706;5.236
dual-channel.wav;1;1;1;0;0;0;1;0;1;0;1;1;1;0;0;0;0;0;0;1;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;179.118094732;1.296
dual-channel.wav;1;1;0;1;0;0;1;1;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;487.432744286;10.48
dual-channel.wav;1;1;1;1;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;1;1;0;0;0;0;1;0;0;448.061651696;7.57
dual-channel.wav;1;1;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;1;1;0;0;1;0;0;0;38278.365190476;1171.082
dual-channel.wav;1;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;1;1;1;1;0;1;0;0;1;0;1;0;1;0;0;0;0;180.050154994;1.688
dual-channel.wav;1;1;0;1;0;0;1;1;1;0;1;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;242.458725352;2.572
dual-channel.wav;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;1;1;1;0;0;1;0;0;1;0;1;0;1;1;0;0;0;258.493054304;3.312
dual-channel.wav;1;1;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;1;1;0;0;0;1;0;0;19708.99071659;661.164
dual-channel.wav;1;1;0;0;0;0;1;1;0;0;1;1;1;1;0;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;167.242849342;1.228
dual-channel.wav;1;1;1;0;0;0;1;0;0;0;1;0;0;1;1;0;0;1;0;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;174.300162266;2.006
dual-channel.wav;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;1;1;0;1;1;0;0;0;1;0;1;1;1;0;0;0;0;0;0;225.38812881;2.696
dual-channel.wav;1;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;325.864412354;4.332
dual-channel.wav;1;1;1;1;0;0;1;0;1;0;1;1;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;186.494916424;1.266
dual-channel.wav;1;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;231.750585928;2.704
dual-channel.wav;1;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;1;1;0;1;0;0;1;0;0;0;39884.619147952;1402.484
dual-channel.wav;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;1;1;0;1;0;254.041489846;3.072
dual-channel.wav;1;1;0;1;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;1;0;1;0;1;0;0;0;0;219.402218232;1.59
dual-channel.wav;1;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;226.045786018;2.388
dual-channel.wav;1;1;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;302.238360676;4.146
dual-channel.wav;1;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;202.161123504;1.386
dual-channel.wav;1;1;0;1;0;0;1;0;1;0;1;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;21505.708703494;661.994
dual-channel.wav;1;1;0;1;0;0;1;1;1;0;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;155.679854994;1.23
dual-channel.wav;1;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;266.772554148;3.59
dual-channel.wav;1;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;1;0;1;1;0;1;1;1;0;0;1;0;0;0;270.22026295;3.928
dual-channel.wav;1;0;0;1;0;0;1;1;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;172.965847696;1.468
dual-channel.wav;1;1;1;0;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;139.85675215;0.824
dual-channel.wav;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;1;1;0;1;1;0;1;0;0;1;1;0;1;0;0;0;0;0;0;218.43111983;2.536
dual-channel.wav;1;1;1;1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;1;0;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;133.758538112;0.68
dual-channel.wav;1;1;0;1;0;0;1;1;0;0;1;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;195.80088905;2.024
dual-channel.wav;1;1;1;1;0;0;1;0;1;0;1;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;469.162963854;10.226
dual-channel.wav;1;1;0;1;0;0;1;1;1;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;404.015952194;7.812
dual-channel.wav;1;1;0;0;0;0;1;0;1;0;1;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;1;0;0;1;0;0;0;281.755422316;4.012
dual-channel.wav;1;1;0;0;0;0;1;1;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;182.019191996;1.612
dual-channel.wav;1;1;1;1;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;1;0;1;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;192.754736388;1.95
dual-channel.wav;1;1;0;1;0;0;1;1;1;0;1;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;402.927639954;7.676
dual-channel.wav;1;1;0;1;0;0;1;1;1;0;1;1;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;232.849554824;2.448
dual-channel.wav;1;1;0;0;0;0;1;0;1;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;1;206.249742848;1.556
dual-channel.wav;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;255.485487572;2.994
dual-channel.wav;1;1;1;0;0;0;1;0;0;0;1;1;0;1;0;1;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;201.545524674;2.24
dual-channel.wav;1;1;1;0;0;0;1;0;0;0;1;0;1;0;0;0;1;1;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;154.015772098;1.028
dual-channel.wav;1;1;0;0;0;0;1;1;0;0;1;1;1;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;155.631399744;1.192
dual-channel.wav;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;390.253042406;6.032
dual-channel.wav;1;1;0;0;0;1;1;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;201.91466062;1.834
dual-channel.wav;1;1;1;0;0;0;1;0;1;0;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;218.946710824;2.332
dual-channel.wav;1;1;0;0;0;0;1;1;0;0;1;0;0;1;1;0;0;1;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;193.132316888;1.43
dual-channel.wav;1;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;0;1;0;1;0;1;0;0;336.328745776;5.254
dual-channel.wav;1;1;0;1;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;186.141198106;1.712
dual-channel.wav;1;1;0;0;0;0;1;1;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;187.463079336;1.42
dual-channel.wav;1;1;0;0;0;0;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0;174.233117324;1.498
dual-channel.wav;1;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;1;1;0;1;1;0;1;0;1;0;1;0;0;0;0;220.357083584;1.736
dual-channel.wav;1;1;1;1;0;0;1;0;0;0;1;1;1;1;0;0;0;0;0;1;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;163.419107174;1.39
dual-channel.wav;1;1;1;0;0;0;1;0;1;0;1;1;1;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;174.947510738;1.302
dual-channel.wav;1;1;0;1;0;0;1;0;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;182.858611048;1.488
dual-channel.wav;1;1;1;1;0;0;1;0;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;184.157058;1.288
dual-channel.wav;1;1;1;0;0;0;1;0;0;0;1;1;1;1;1;0;0;1;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;155.06288706;0.784
dual-channel.wav;1;1;0;0;0;0;1;1;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;1;1;1;0;0;1;1;0;0;0;0;1;0;0;336.88255914;4.878
dual-channel.wav;1;1;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;266.034013312;2.678
dual-channel.wav;1;1;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;1;1;1;0;1;1;0;0;0;0;1;0;0;0;274.95294272;3.27
dual-channel.wav;1;1;0;0;0;0;1;1;0;0;1;1;0;0;0;1;0;0;0;1;0;0;1;0;1;1;0;0;1;1;0;0;0;0;1;0;0;252.536083026;3.714
